RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,25364,Paul Casey,100.0,5
1,0,28089,Jason Day,100.0,5
1,0,32102,Rickie Fowler,100.0,2
1,0,30925,Dustin Johnson,100.0,5
1,0,29926,Danny Lee,100.0,8
1,0,26851,Marc Leishman,100.0,6
1,0,35300,Andrew Loupe,100.0,2
1,0,32839,Hideki Matsuyama,100.0,7
1,0,27649,Brandt Snedeker,100.0,3
1,0,34046,Jordan Spieth,100.0,3
11,0,29720,Andres Gonzales,88.9,8
12,0,27129,Luke List,87.5,7
13,0,23108,Matt Kuchar,85.7,6
13,0,24502,Adam Scott,85.7,6
15,0,24358,Robert Garrigus,83.3,5
15,0,22986,Søren Kjeldsen,83.3,5
15,0,33448,Justin Thomas,83.3,5
18,0,29725,Tony Finau,81.8,9
18,0,27466,Spencer Levin,81.8,9
18,0,24138,Ian Poulter,81.8,9
18,0,34264,Hudson Swafford,81.8,9
18,0,31323,Gary Woodland,81.8,9
23,0,25191,Gonzalo Fernandez-Castaño,80.0,4
23,0,23320,Ryan Palmer,80.0,4
25,0,33413,Ben Martin,77.8,7
25,0,22056,Cameron Percy,77.8,7
25,0,25804,Bubba Watson,77.8,7
28,0,27895,Jonas Blixt,75.0,6
28,0,46443,Brian Campbell,75.0,3
28,0,20593,Greg Chalmers,75.0,6
28,0,29461,Jamie Lovemark,75.0,6
28,0,25572,Graeme McDowell,75.0,6
28,0,28237,Rory McIlroy,75.0,3
28,0,01810,Phil Mickelson,75.0,6
28,0,26476,Chez Reavie,75.0,6
36,0,35506,Mackenzie Hughes,73.3,11
37,0,20229,Stewart Cink,72.7,8
37,0,31646,Emiliano Grillo,72.7,8
37,0,48081,Xander Schauffele,72.7,8
40,0,25686,Jason Dufner,71.4,5
40,0,29974,Branden Grace,71.4,5
40,0,34360,Patrick Reed,71.4,10
40,0,23621,Rory Sabbatini,71.4,5
40,0,26331,Charl Schwartzel,71.4,5
45,0,28500,Martin Flores,70.0,7
45,0,46550,Brandon Hagy,70.0,7
45,0,29222,Billy Hurley III,70.0,7
45,0,24140,Sean O'Hair,70.0,7
45,0,30110,Kyle Stanley,70.0,7
50,0,40058,Zac Blair,69.2,9
51,0,33948,Byeong Hun An,66.7,6
51,0,22371,Aaron Baddeley,66.7,4
51,0,26499,Rafa Cabrera Bello,66.7,4
51,0,47959,Bryson DeChambeau,66.7,6
51,0,23983,Luke Donald,66.7,2
51,0,34099,Harris English,66.7,6
51,0,21209,Sergio Garcia,66.7,2
51,0,25900,Lucas Glover,66.7,6
