RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,33448,Justin Thomas,88.24
2,0,34046,Jordan Spieth,84.21
3,0,27466,Spencer Levin,83.33
4,0,30925,Dustin Johnson,81.25
5,0,32839,Hideki Matsuyama,78.95
6,0,25364,Paul Casey,77.27
7,0,35879,Kelly Kraft,75.00
7,0,23108,Matt Kuchar,75.00
7,0,35300,Andrew Loupe,75.00
7,0,24140,Sean O'Hair,75.00
11,0,46970,Jon Rahm,73.68
11,0,48081,Xander Schauffele,73.68
11,0,34264,Hudson Swafford,73.68
14,0,28089,Jason Day,73.33
15,0,28237,Rory McIlroy,72.73
16,0,32102,Rickie Fowler,72.22
16,0,27974,Sung Kang,72.22
18,0,29926,Danny Lee,70.59
19,0,40009,Dominic Bozzelli,70.00
20,0,24502,Adam Scott,69.23
20,0,25804,Bubba Watson,69.23
22,0,24138,Ian Poulter,68.75
23,0,27644,Brian Harman,68.18
23,0,35506,Mackenzie Hughes,68.18
23,0,29221,Webb Simpson,68.18
26,0,29725,Tony Finau,66.67
26,0,28500,Martin Flores,66.67
26,0,29720,Andres Gonzales,66.67
26,0,23320,Ryan Palmer,66.67
26,0,22056,Cameron Percy,66.67
26,0,24361,Pat Perez,66.67
26,0,25240,D.A. Points,66.67
26,0,39324,J.J. Spaun,66.67
26,0,32150,Michael Thompson,66.67
35,0,31323,Gary Woodland,65.00
36,0,25396,Kevin Na,64.71
37,0,29289,S.Y. Noh,64.29
38,0,27895,Jonas Blixt,63.64
38,0,30191,Julián Etulain,63.64
38,0,46440,Smylie Kaufman,63.64
38,0,27649,Brandt Snedeker,63.64
42,0,48084,Wesley Bryan,63.16
42,0,29518,Brendan Steele,63.16
44,0,46550,Brandon Hagy,62.50
44,0,29478,Kevin Kisner,62.50
44,0,26329,Louis Oosthuizen,62.50
47,0,26851,Marc Leishman,61.90
48,0,24358,Robert Garrigus,61.54
48,0,20572,Rod Pampling,61.54
48,0,26331,Charl Schwartzel,61.54
51,0,22371,Aaron Baddeley,60.00
51,0,20593,Greg Chalmers,60.00
51,0,24357,K.J. Choi,60.00
51,0,21209,Sergio Garcia,60.00
51,0,35532,Tom Hoge,60.00
51,0,27129,Luke List,60.00
51,0,32333,Kevin Tway,60.00
58,0,26499,Rafa Cabrera Bello,58.33
58,0,12716,Charley Hoffman,58.33
58,0,34360,Patrick Reed,58.33
61,0,31646,Emiliano Grillo,57.89
61,0,36689,Brooks Koepka,57.89
61,0,30944,Jason Kokrak,57.89
61,0,01810,Phil Mickelson,57.89
65,0,20472,Alex Cejka,57.14
65,0,47959,Bryson DeChambeau,57.14
65,0,06522,Ernie Els,57.14
65,0,25191,Gonzalo Fernandez-Castaño,57.14
65,0,33399,Adam Hadwin,57.14
65,0,29222,Billy Hurley III,57.14
65,0,46732,Rick Lamb,57.14
65,0,27095,Nick Watney,57.14
73,0,33141,Keegan Bradley,56.52
73,0,30110,Kyle Stanley,56.52
75,0,46601,Trey Mullinax,56.25
76,0,32200,Roberto Castro,55.56
76,0,34021,Bud Cauley,55.56
76,0,35110,Brett Drewitt,55.56
76,0,26951,Johnson Wagner,55.56
80,0,32366,Kevin Chappell,55.00
80,0,26476,Chez Reavie,55.00
82,0,34098,Russell Henley,54.55
82,0,25572,Graeme McDowell,54.55
82,0,25349,Tim Wilkinson,54.55
85,0,35545,Blayne Barber,53.85
85,0,31557,Jim Herman,53.85
85,0,23621,Rory Sabbatini,53.85
85,0,29223,Sam Saunders,53.85
85,0,27770,Camilo Villegas,53.85
90,0,33413,Ben Martin,53.33
90,0,22405,Justin Rose,53.33
92,0,33948,Byeong Hun An,50.00
92,0,33120,Mark Anderson,50.00
92,0,24846,Ricky Barnes,50.00
92,0,40058,Zac Blair,50.00
92,0,20229,Stewart Cink,50.00
92,0,25720,Chad Collins,50.00
92,0,25686,Jason Dufner,50.00
92,0,20104,Ken Duke,50.00
92,0,10809,Jim Furyk,50.00
92,0,25900,Lucas Glover,50.00
92,0,24924,Bill Haas,50.00
92,0,29420,Billy Horschel,50.00
92,0,24024,Zach Johnson,50.00
92,0,37454,Whee Kim,50.00
92,0,30926,Chris Kirk,50.00
92,0,22986,Søren Kjeldsen,50.00
92,0,31420,Anirban Lahiri,50.00
92,0,27936,Martin Laird,50.00
92,0,25198,Francesco Molinari,50.00
92,0,29908,C.T. Pan,50.00
92,0,25818,Scott Piercy,50.00
92,0,23497,Tag Ridings,50.00
92,0,46501,Ollie Schniederjans,50.00
92,0,30692,Scott Stallings,50.00
92,0,33418,Shawn Stefani,50.00
117,0,40026,Daniel Berger,47.37
117,0,27958,Ryan Blaum,47.37
117,0,21961,Charles Howell III,47.37
117,0,29461,Jamie Lovemark,47.37
117,0,49771,J.T. Poston,47.37
122,0,34174,John Huh,47.06
123,0,34099,Harris English,46.67
123,0,29974,Branden Grace,46.67
123,0,34466,Peter Malnati,46.67
123,0,29476,Kyle Reifers,46.67
127,0,31416,Derek Fathauer,46.15
127,0,47128,Richy Werenski,46.15
129,0,39954,Cody Gribble,45.45
129,0,36699,Patrick Rodgers,45.45
129,0,27963,Chris Stroud,45.45
129,0,26289,Boo Weekley,45.45
133,0,32448,James Hahn,45.00
134,0,29479,Scott Brown,44.44
134,0,27141,J.B. Holmes,44.44
134,0,37278,Nicholas Lindheim,44.44
134,0,34431,Robert Streb,44.44
138,0,23541,Ben Crane,43.75
138,0,27436,Graham DeLaet,43.75
138,0,33461,Morgan Hoffmann,43.75
138,0,34409,David Lingmerth,43.75
142,0,46443,Brian Campbell,42.86
142,0,23983,Luke Donald,42.86
144,0,12510,Chad Campbell,42.11
144,0,23325,Vaughn Taylor,42.11
144,0,28132,Tyrone Van Aswegen,42.11
