RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,01725,John Mahaffey,11.56,832,72
2,0,01958,Dan Pohl,11.29,587,52
3,0,01648,Billy Kratzert,11.12,578,52
4,0,01060,Dave Barr,11.01,1035,94
5,0,01766,Billy Mayfair,10.97,1196,109
6,0,01035,Tommy Armour III,10.91,611,56
7,0,06044,Scott Gump,10.90,992,91
8,0,02241,Bobby Wadkins,10.89,708,65
9,0,01550,Ed Humenik,10.86,1010,93
10,0,02100,Tim Simpson,10.85,911,84
11,0,01971,Dillard Pruitt,10.83,931,86
12,0,08045,Perry Moss,10.82,920,85
12,0,10795,Neale Smith,10.82,606,56
14,0,01849,Bill Murchison,10.81,573,53
15,0,06006,JC Anderson,10.78,819,76
16,0,01197,Bobby Clampett,10.76,581,54
16,0,06034,Marco Dawson,10.76,1119,104
18,0,06401,Marty Schiene,10.74,666,62
19,0,10195,Tim Conley,10.73,665,62
20,0,01157,Tom Byrum,10.71,803,75
21,0,01469,Dan Halldorson,10.70,845,79
22,0,02170,Hal Sutton,10.68,908,85
23,0,01619,Skip Kendall,10.67,1024,96
24,0,01282,Trevor Dodds,10.66,874,82
24,0,01891,David Ogrin,10.66,981,92
24,0,02180,Harry Taylor,10.66,927,87
27,0,01288,Ed Dougherty,10.64,1170,110
27,0,01564,David Jackson,10.64,926,87
27,0,06136,Mike Schuchart,10.64,766,72
30,0,08553,Lee Porter,10.61,541,51
31,0,06124,Patrick Burke,10.60,604,57
31,0,01346,Ed Fiori,10.60,1007,95
33,0,01569,Peter Jacobsen,10.59,837,79
34,0,01006,John Adams,10.58,973,92
34,0,01096,Phil Blackmar,10.58,942,89
34,0,01715,Mark Lye,10.58,688,65
34,0,01946,Peter Persons,10.58,952,90
38,0,06090,Jim McGovern,10.57,1237,117
39,0,01248,Rick Dalpos,10.54,738,70
39,0,01975,Tom Purtzer,10.54,590,56
41,0,01475,Donnie Hammond,10.53,874,83
41,0,06332,Neal Lancaster,10.53,1053,100
43,0,01261,Jay Delsing,10.52,1041,99
44,0,06144,John Dowdall,10.50,567,54
45,0,06284,Jim Hallet,10.49,944,90
46,0,01185,Brandel Chamblee,10.47,869,83
47,0,01191,Barry Cheesman,10.46,910,87
48,0,06599,John Elliott,10.44,804,77
48,0,01707,Steve Lowery,10.44,1128,108
50,0,06575,Dudley Hart,10.43,949,91
51,0,01736,Roger Maltbie,10.41,604,58
51,0,02033,Dave Rummells,10.41,822,79
53,0,01143,Brad Bryant,10.40,1050,101
53,0,01323,Brad Fabel,10.40,853,82
53,0,02217,Dennis Trixler,10.40,853,82
56,0,06566,Jaime Gomez,10.39,883,85
57,0,01201,Lennie Clements,10.38,830,80
58,0,06247,David Delong,10.37,539,52
58,0,06617,Brian Henninger,10.37,923,89
58,0,05319,Gene Jones,10.37,591,57
61,0,06128,Steve Lamontagne,10.36,1005,97
62,0,02010,Loren Roberts,10.35,983,95
63,0,01307,Joel Edwards,10.34,920,89
63,0,01390,Buddy Gardner,10.34,672,65
65,0,10207,Jimmy Johnston,10.33,713,69
65,0,01761,Len Mattiace,10.33,806,78
67,0,01116,Michael Bradley,10.32,815,79
67,0,01945,Kenny Perry,10.32,939,91
69,0,02218,Ted Tryba,10.31,969,94
70,0,06086,Russell Beiersdorf,10.30,1020,99
70,0,01938,David Peoples,10.30,845,82
70,0,02190,Doug Tewell,10.30,649,63
73,0,01533,P.H. Horgan III,10.29,895,87
74,0,01934,Dave Peege,10.28,586,57
74,0,02111,Mike Smith,10.28,925,90
74,0,02206,David Toms,10.28,853,83
77,0,01607,Brian Kamm,10.25,871,85
78,0,07569,Mark Carnevale,10.21,960,94
78,0,01385,Jim Gallagher Jr.,10.21,909,89
78,0,01418,Bill Glasson,10.21,776,76
81,0,01890,Brett Ogle,10.20,571,56
82,0,01374,Robin Freeman,10.19,876,86
83,0,01284,Mike Donald,10.17,936,92
83,0,01527,Scott Hoch,10.17,936,92
85,0,01068,Andy Bean,10.16,620,61
85,0,01930,Eddie Pearce,10.16,630,62
85,0,02007,Larry Rinker,10.16,752,74
