RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,28237,Rory McIlroy,30.99,22,71
2,0,21731,Freddie Jacobson,25.64,20,78
3,0,08793,Tiger Woods,25.53,12,47
4,0,21209,Sergio Garcia,23.47,23,98
5,0,25804,Bubba Watson,22.86,24,105
6,0,22371,Aaron Baddeley,22.66,29,128
7,0,23621,Rory Sabbatini,21.74,30,138
8,0,26331,Charl Schwartzel,21.51,20,93
9,0,23623,Bo Van Pelt,21.13,15,71
10,0,30925,Dustin Johnson,21.05,24,114
11,0,34360,Patrick Reed,20.92,32,153
12,0,26679,Kevin Stadler,20.90,28,134
13,0,25632,Jimmy Walker,20.83,30,144
14,0,24358,Robert Garrigus,20.37,22,108
15,0,06522,Ernie Els,20.00,14,70
16,0,01810,Phil Mickelson,19.40,26,134
17,0,12510,Chad Campbell,19.35,24,124
18,0,20766,Padraig Harrington,19.30,11,57
19,0,33419,Cameron Tringale,19.20,24,125
20,0,24357,K.J. Choi,19.10,17,89
21,0,06527,Steve Stricker,19.05,8,42
22,0,21961,Charles Howell III,19.01,23,121
23,0,24502,Adam Scott,18.99,15,79
24,0,24781,Hunter Mahan,18.95,18,95
25,0,22913,John Rollins,18.87,20,106
26,0,20160,Charlie Wi,18.68,17,91
27,0,12716,Charley Hoffman,18.64,22,118
28,0,32448,James Hahn,18.58,21,113
29,0,30926,Chris Kirk,18.33,22,120
30,0,27649,Brandt Snedeker,18.28,17,93
31,0,23108,Matt Kuchar,18.25,23,126
32,0,22405,Justin Rose,18.18,12,66
32,0,21528,Henrik Stenson,18.18,12,66
34,0,25686,Jason Dufner,18.10,19,105
35,0,23983,Luke Donald,18.06,13,72
36,0,29420,Billy Horschel,18.05,24,133
37,0,20848,Ángel Cabrera,18.02,20,111
38,0,23320,Ryan Palmer,17.97,23,128
39,0,27214,Kevin Streelman,17.76,19,107
40,0,06573,Brandt Jobe,17.65,12,68
41,0,22046,Geoff Ogilvy,17.57,13,74
42,0,34021,Bud Cauley,17.53,17,97
43,0,22792,Peter Hanson,17.50,14,80
43,0,25240,D.A. Points,17.50,21,120
45,0,24024,Zach Johnson,17.31,18,104
45,0,28135,Aaron Watkins,17.31,9,52
47,0,25834,Daniel Summerhays,17.27,24,139
48,0,27556,Ted Potter Jr.,17.05,15,88
49,0,20593,Greg Chalmers,17.00,17,100
50,0,27436,Graham DeLaet,16.95,20,118
51,0,30944,Jason Kokrak,16.88,26,154
52,0,24507,Jason Bohn,16.67,17,102
52,0,21753,Brian Davis,16.67,23,138
52,0,23409,James Driscoll,16.67,22,132
52,0,27129,Luke List,16.67,27,162
52,0,25818,Scott Piercy,16.67,15,90
