RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.561,4692,- 29.831,68
2,0,06567,Vijay Singh,69.471,6697,- 27.804,96
3,0,06522,Ernie Els,69.496,4357,- 48.243,62
4,0,01810,Phil Mickelson,69.582,6553,- 12.336,94
5,0,01968,Nick Price,69.592,4623,- 29.930,66
6,0,20157,Retief Goosen,69.693,3787,- 23.605,54
7,0,02206,David Toms,69.734,7103,9.860,102
8,0,10860,Justin Leonard,69.857,6572,- 5.437,94
9,0,01381,Fred Funk,69.989,7382,36.853,106
10,0,21209,Sergio Garcia,69.999,5081,- 41.096,72
11,0,20634,Peter Lonard,70.005,6520,- 9.537,93
12,0,21961,Charles Howell III,70.018,7839,3.040,112
13,0,01706,Davis Love III,70.089,6108,- 10.253,87
14,0,06251,Chris DiMarco,70.109,7423,8.552,106
15,0,02010,Loren Roberts,70.114,6508,12.563,93
16,0,10809,Jim Furyk,70.157,5963,.311,85
17,0,20127,Chris Riley,70.171,6990,27.130,100
18,0,01945,Kenny Perry,70.205,6652,17.478,95
19,0,01553,John Huston,70.209,6720,20.111,96
20,0,12680,Shigeki Maruyama,70.257,6149,- 36.645,87
21,0,10885,Robert Allenby,70.264,6674,1.096,95
22,0,01527,Scott Hoch,70.270,4936,- 17.101,70
23,0,01320,Bob Estes,70.283,6122,- 7.386,87
24,0,24357,K.J. Choi,70.308,6280,- 22.563,89
25,0,01797,Rocco Mediate,70.361,5280,- 2.948,75
26,0,08075,Jerry Kelly,70.421,6900,1.295,98
27,0,02239,Scott Verplank,70.504,6390,25.909,91
28,0,02223,Bob Tway,70.512,6968,12.646,99
29,0,07457,Steve Flesch,70.531,7418,- 12.241,105
30,0,20098,Stuart Appleby,70.535,6628,2.274,94
31,0,01307,Joel Edwards,70.537,7084,40.212,101
32,0,01761,Len Mattiace,70.548,7487,- 8.913,106
33,0,06373,José María Olazábal,70.551,4552,- 36.750,64
34,0,01677,Tom Lehman,70.564,4970,- 30.506,70
35,0,02246,Duffy Waldorf,70.591,6127,14.407,87
36,0,01475,Donnie Hammond,70.596,4226,9.745,60
37,0,01457,Jay Haas,70.608,5581,- 2.996,79
38,0,02214,Kirk Triplett,70.616,5566,12.635,79
39,0,12663,Phil Tataurangi,70.623,5929,3.295,84
40,0,23983,Luke Donald,70.644,7349,- 2.053,104
41,0,22913,John Rollins,70.659,8426,53.058,120
42,0,01329,Brad Faxon,70.660,6025,- 18.904,85
43,0,01024,Billy Andrade,70.666,6779,4.943,96
44,0,02104,Jeff Sluman,70.670,8241,27.362,117
45,0,12782,Tim Herron,70.675,6988,8.831,99
46,0,06004,Stephen Ames,70.677,6149,- .124,87
47,0,12652,Cameron Beckman,70.698,5976,33.307,85
48,0,09011,David Duval,70.711,5295,8.352,75
49,0,08545,Glen Hnatiuk,70.731,6529,48.967,93
50,0,06575,Dudley Hart,70.743,5956,- 13.563,84
51,0,01938,David Peoples,70.749,7370,58.695,105
52,0,01157,Tom Byrum,70.760,5451,- 2.472,77
53,0,01577,Lee Janzen,70.765,6796,- 2.524,96
54,0,20229,Stewart Cink,70.775,6227,1.195,88
55,0,10585,Scott McCarron,70.784,6921,15.795,98
56,0,01361,Dan Forsman,70.791,5691,43.099,81
57,0,06515,Shaun Micheel,70.805,6844,24.063,97
58,0,20645,John Senden,70.841,6561,27.224,93
59,0,20572,Rod Pampling,70.845,6627,32.476,94
60,0,01313,Steve Elkington,70.863,5624,- 25.830,79
61,0,10565,Ian Leggatt,70.868,6580,10.722,93
61,0,06527,Steve Stricker,70.868,4481,- 16.304,63
63,0,19846,Brian Gay,70.870,8117,33.065,115
64,0,01707,Steve Lowery,70.881,6510,11.078,92
65,0,10423,Mike Weir,70.884,6513,8.316,92
66,0,20548,Hidemichi Tanaka,70.888,7213,17.581,102
67,0,01388,Robert Gamez,70.906,4870,22.536,69
68,0,01226,Fred Couples,70.916,4228,26.936,60
69,0,20498,Briny Baird,70.928,7642,18.241,108
69,0,24925,Jonathan Byrd,70.928,6617,50.242,94
71,0,01928,Corey Pavin,70.930,5409,- 18.309,76
72,0,23621,Rory Sabbatini,70.949,4540,.759,64
73,0,23614,Rich Beem,70.968,6703,38.965,95
74,0,01175,Jim Carter,70.981,6965,- 8.910,98
75,0,02106,Chris Smith,70.982,7072,26.178,100
76,0,01766,Billy Mayfair,71.018,6680,- 4.332,94
77,0,12645,Brent Geiberger,71.019,6503,30.738,92
78,0,01666,Bernhard Langer,71.024,3860,- 24.719,54
79,0,23108,Matt Kuchar,71.038,5822,3.102,82
80,0,07721,Pat Bates,71.043,6404,60.947,91
81,0,08633,Per-Ulrik Johansson,71.046,6156,24.974,87
82,0,01139,Olin Browne,71.051,7353,36.312,104
83,0,20094,Jonathan Kaye,71.071,5752,4.724,81
83,0,11032,Frank Lickliter II,71.071,6326,- .702,89
85,0,24361,Pat Perez,71.074,6182,1.439,87
