RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,35449,Adam Long,69,6
2,0,32640,Troy Merritt,55,0
3,0,35469,Sebastián Vázquez,49,49
4,0,31577,Tano Goya,39,0
4,0,47393,Jeffrey Kang,39,0
6,0,32757,Patton Kizzire,38,7
6,0,27936,Martin Laird,38,3
8,0,57362,Austin Eckroat,37,1
8,0,35901,Paul Haley II,37,6
8,0,25818,Scott Piercy,37,0
11,0,34256,Andrew Putnam,36,2
12,0,25900,Lucas Glover,35,0
12,0,50095,Austin Smotherman,35,0
14,0,39975,Michael Kim,34,6
14,0,58168,Davis Thompson,34,2
16,0,52375,Doug Ghim,32,4
17,0,34563,Chesson Hadley,31,0
17,0,35461,Beau Hossler,31,31
17,0,52513,Carson Young,31,2
20,0,23108,Matt Kuchar,30,5
21,0,34409,David Lingmerth,29,2
21,0,31560,Brian Stuard,29,5
23,0,66098,Billy Davis,28,28
23,0,46717,Viktor Hovland,28,3
23,0,57298,Preston Summerhays,28,28
23,0,47128,Richy Werenski,28,0
27,0,46435,Austin Cook,27,5
27,0,32448,James Hahn,27,11
27,0,32816,Satoshi Kodaira,27,2
27,0,26596,Ryan Moore,27,13
27,0,48867,Matti Schmid,27,0
27,0,39324,J.J. Spaun,27,0
27,0,50493,Justin Suh,27,3
27,0,52374,Brandon Wu,27,2
35,0,54591,Ben Griffin,26,2
35,0,40250,Taylor Pendrith,26,3
35,0,48119,Ben Taylor,26,4
38,0,34098,Russell Henley,25,3
38,0,33413,Ben Martin,25,0
38,0,36871,Matt NeSmith,25,1
38,0,53165,Doc Redman,25,9
38,0,37275,Sam Ryder,25,5
43,0,39954,Cody Gribble,24,1
43,0,49298,Kramer Hickok,24,1
45,0,55708,Hayden Buckley,23,7
45,0,51349,Nico Echavarria,23,6
45,0,29535,Brice Garnett,23,0
45,0,36801,Mark Hubbard,23,3
45,0,48822,Sebastián Muñoz,23,6
45,0,46414,Aaron Rai,23,0
45,0,26476,Chez Reavie,23,2
45,0,46441,Robby Shelton,23,6
45,0,40006,Erik van Rooyen,23,23
45,0,27770,Camilo Villegas,23,2
55,0,19803,Ryan Armour,22,7
55,0,25686,Jason Dufner,22,5
55,0,32102,Rickie Fowler,22,2
55,0,35310,Lanto Griffin,22,3
55,0,55182,Tom Kim,22,9
55,0,35879,Kelly Kraft,22,5
55,0,36326,David Lipsky,22,5
55,0,40115,Adam Svensson,22,3
63,0,49117,Isidro Benitez,21,5
63,0,33141,Keegan Bradley,21,2
63,0,47988,Nick Hardy,21,1
66,0,56630,Akshay Bhatia,20,6
66,0,21753,Brian Davis,20,0
66,0,31557,Jim Herman,20,0
66,0,33597,Harry Higgs,20,0
66,0,12716,Charley Hoffman,20,6
66,0,30926,Chris Kirk,20,0
66,0,32839,Hideki Matsuyama,20,0
66,0,39546,Keith Mitchell,20,0
66,0,27649,Brandt Snedeker,20,20
66,0,57366,Cameron Young,20,2
76,0,33653,Thomas Detry,19,1
76,0,35506,Mackenzie Hughes,19,2
76,0,33410,Andrew Landry,19,8
76,0,28775,Nate Lashley,19,3
76,0,31202,William McGirt,19,10
76,0,46970,Jon Rahm,19,0
76,0,51890,Greyson Sigg,19,1
76,0,26679,Kevin Stadler,19,1
76,0,29518,Brendan Steele,19,0
76,0,32333,Kevin Tway,19,0
86,0,47504,Sam Burns,18,4
86,0,34076,Joel Dahmen,18,0
86,0,56762,Will Gordon,18,7
86,0,51414,Brent Grant,18,0
86,0,30925,Dustin Johnson,18,0
86,0,24024,Zach Johnson,18,0
86,0,32791,K.H. Lee,18,0
86,0,27129,Luke List,18,0
86,0,30163,Henrik Norlander,18,3
86,0,30927,Brendon Todd,18,5
96,0,33408,Tyson Alexander,17,0
96,0,59652,Sam Bennett,17,0
96,0,45522,Christiaan Bezuidenhout,17,0
96,0,27895,Jonas Blixt,17,0
96,0,52372,Cameron Champ,17,1
96,0,45609,Tyler Duncan,17,8
96,0,27644,Brian Harman,17,5
96,0,39058,Lucas Herbert,17,0
96,0,35532,Tom Hoge,17,0
96,0,36799,Stephan Jaeger,17,0
96,0,54813,Philip Knowles,17,1
96,0,33122,Russell Knox,17,2
96,0,58696,Peter Kuest,17,5
96,0,29670,Pablo Larrazabal,17,3
96,0,40162,Justin Lower,17,0
96,0,51950,Max McGreevy,17,0
96,0,50525,Collin Morikawa,17,0
96,0,23320,Ryan Palmer,17,15
96,0,22056,Cameron Percy,17,0
96,0,30110,Kyle Stanley,17,1
96,0,51634,Sahith Theegala,17,0
96,0,31323,Gary Woodland,17,0
96,0,54783,Dylan Wu,17,5
119,0,01226,Fred Couples,16,0
119,0,28089,Jason Day,16,4
119,0,63196,Wenyi Ding,16,0
119,0,30750,Tommy Gainey,16,0
119,0,31646,Emiliano Grillo,16,11
119,0,29420,Billy Horschel,16,3
119,0,37455,Si Woo Kim,16,1
119,0,36689,Brooks Koepka,16,0
119,0,33204,Shane Lowry,16,4
119,0,24140,Sean O'Hair,16,0
119,0,47983,Chad Ramey,16,2
119,0,47995,Davis Riley,16,4
119,0,46046,Scottie Scheffler,16,2
119,0,34610,Matthias Schwab,16,2
119,0,34431,Robert Streb,16,0
119,0,51894,Vince Whaley,16,0
135,0,52955,Ludvig Åberg,15,0
135,0,40058,Zac Blair,15,10
135,0,35450,Patrick Cantlay,15,1
135,0,20593,Greg Chalmers,15,3
135,0,34099,Harris English,15,1
135,0,59018,Ryan Gerard,15,0
135,0,48632,Yuto Katsuragawa,15,3
135,0,01666,Bernhard Langer,15,3
135,0,25198,Francesco Molinari,15,6
135,0,49771,J.T. Poston,15,0
135,0,28252,Seamus Power,15,1
135,0,34046,Jordan Spieth,15,2
135,0,35617,Martin Trainer,15,3
148,0,45526,Abraham Ancer,14,6
148,0,47591,Eric Cole,14,1
148,0,39067,MJ Daffue,14,4
148,0,45157,Cam Davis,14,0
148,0,35376,Roberto Díaz,14,3
148,0,47079,Harrison Endycott,14,0
148,0,29725,Tony Finau,14,2
148,0,30911,Tommy Fleetwood,14,0
148,0,59095,Chris Gotterup,14,8
148,0,49120,Kensei Hirata,14,11
148,0,37278,Nicholas Lindheim,14,14
148,0,01810,Phil Mickelson,14,1
148,0,55789,Taylor Montgomery,14,3
148,0,51070,Vincent Norrman,14,0
148,0,39335,Kevin Roy,14,1
148,0,52411,Kyle Westmoreland,14,2
148,0,33117,Dale Whitnell,14,0
148,0,45242,Kevin Yu,14,5
166,0,22371,Aaron Baddeley,13,0
166,0,33974,Dean Burmester,13,1
166,0,20229,Stewart Cink,13,3
166,0,59836,Pierceson Coody,13,0
166,0,37338,Zecheng Dou,13,4
166,0,33399,Adam Hadwin,13,7
166,0,57975,Harry Hall,13,1
166,0,39971,Sungjae Im,13,1
166,0,27747,Hiroshi Iwata,13,0
166,0,54869,Chase Johnson,13,5
166,0,50188,S.H. Kim,13,4
166,0,49766,Hank Lebioda,13,0
166,0,34466,Peter Malnati,13,0
166,0,49947,Taylor Moore,13,1
166,0,49228,Keita Nakajima,13,0
166,0,51997,Andrew Novak,13,2
166,0,47529,Mito Pereira,13,2
166,0,46340,Alex Smalley,13,0
166,0,55893,Sam Stevens,13,9
166,0,49960,Sepp Straka,13,0
166,0,27214,Kevin Streelman,13,3
166,0,27963,Chris Stroud,13,0
166,0,48699,Callum Tarren,13,0
166,0,58967,Trevor Werbylo,13,3
166,0,29939,Fabrizio Zanotti,13,1
191,0,21407,Arjun Atwal,12,0
191,0,22764,Michael Block,12,8
191,0,28420,Ryan Brehm,12,0
191,0,48084,Wesley Bryan,12,4
