RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,34046,Jordan Spieth,27.71,2189,79,21
2,0,22371,Aaron Baddeley,27.80,1529,55,22
3,0,22405,Justin Rose,27.94,1732,62,21
4,0,34466,Peter Malnati,28.01,2325,83,23
5,0,51766,Wyndham Clark,28.09,2388,85,23
5,0,29221,Webb Simpson,28.09,2191,78,23
7,0,37455,Si Woo Kim,28.16,2309,82,22
8,0,35450,Patrick Cantlay,28.25,2034,72,22
9,0,47993,Denny McCarthy,28.27,2290,81,22
9,0,23325,Vaughn Taylor,28.27,2573,91,24
11,0,34256,Andrew Putnam,28.30,2151,76,21
12,0,40009,Dominic Bozzelli,28.33,1898,67,23
12,0,27649,Brandt Snedeker,28.33,2805,99,22
14,0,28237,Rory McIlroy,28.38,1930,68,22
15,0,30978,Kiradech Aphibarnrat,28.39,1760,62,21
15,0,24024,Zach Johnson,28.39,1817,64,21
17,0,31560,Brian Stuard,28.40,2670,94,22
18,0,34261,Scott Langley,28.43,2104,74,23
19,0,37380,Curtis Luck,28.47,1680,59,23
19,0,34360,Patrick Reed,28.47,2505,88,23
19,0,23621,Rory Sabbatini,28.47,2648,93,23
19,0,46501,Ollie Schniederjans,28.47,2135,75,21
23,0,47504,Sam Burns,28.49,2222,78,21
23,0,35891,Cameron Smith,28.49,2108,74,22
25,0,47959,Bryson DeChambeau,28.51,2053,72,24
26,0,34021,Bud Cauley,28.52,2339,82,21
26,0,25572,Graeme McDowell,28.52,2025,71,20
28,0,32102,Rickie Fowler,28.53,2168,76,23
28,0,35879,Kelly Kraft,28.53,2311,81,23
30,0,39971,Sungjae Im,28.55,3369,118,21
30,0,24361,Pat Perez,28.55,1770,62,23
30,0,33486,Roger Sloan,28.55,2398,84,22
33,0,49771,J.T. Poston,28.56,2742,96,23
34,0,32058,José de Jesús Rodríguez,28.57,1857,65,22
35,0,32757,Patton Kizzire,28.58,2115,74,23
35,0,32150,Michael Thompson,28.58,2029,71,22
37,0,26499,Rafa Cabrera Bello,28.59,1944,68,24
37,0,24138,Ian Poulter,28.59,1658,58,21
37,0,35617,Martin Trainer,28.59,1744,61,23
40,0,26300,Matt Jones,28.62,2404,84,24
41,0,28775,Nate Lashley,28.63,1947,68,23
42,0,31420,Anirban Lahiri,28.64,1976,69,23
42,0,37275,Sam Ryder,28.64,2062,72,24
44,0,19846,Brian Gay,28.65,2550,89,21
45,0,27958,Ryan Blaum,28.66,2350,82,24
45,0,29478,Kevin Kisner,28.66,2465,86,22
47,0,33399,Adam Hadwin,28.68,2352,82,24
47,0,33448,Justin Thomas,28.68,2065,72,22
49,0,32640,Troy Merritt,28.69,1750,61,24
50,0,34099,Harris English,28.70,2612,91,25
50,0,36799,Stephan Jaeger,28.70,2038,71,22
50,0,25198,Francesco Molinari,28.70,1550,54,24
53,0,24925,Jonathan Byrd,28.71,1407,49,23
53,0,30925,Dustin Johnson,28.71,2010,70,23
53,0,29908,C.T. Pan,28.71,2354,82,23
56,0,30191,Julián Etulain,28.72,1867,65,22
56,0,48081,Xander Schauffele,28.72,2125,74,23
58,0,26476,Chez Reavie,28.73,2643,92,21
59,0,40026,Daniel Berger,28.74,1897,66,23
59,0,26851,Marc Leishman,28.74,2069,72,23
59,0,27963,Chris Stroud,28.74,1782,62,23
62,0,27895,Jonas Blixt,28.75,2185,76,22
63,0,25818,Scott Piercy,28.76,2473,86,22
63,0,29223,Sam Saunders,28.76,2128,74,24
65,0,46435,Austin Cook,28.77,1841,64,23
66,0,46970,Jon Rahm,28.78,1957,68,23
66,0,36699,Patrick Rodgers,28.78,1468,51,23
68,0,35506,Mackenzie Hughes,28.80,2189,76,24
68,0,26329,Louis Oosthuizen,28.80,1843,64,22
68,0,30786,Brady Schnell,28.80,1469,51,22
71,0,45526,Abraham Ancer,28.81,2535,88,22
71,0,47128,Richy Werenski,28.81,2391,83,23
73,0,29725,Tony Finau,28.82,2421,84,21
73,0,39954,Cody Gribble,28.82,1902,66,24
73,0,26596,Ryan Moore,28.82,2133,74,24
76,0,27644,Brian Harman,28.83,2566,89,22
77,0,40098,Matt Fitzpatrick,28.84,1471,51,23
77,0,25493,Nick Taylor,28.84,2682,93,24
79,0,29484,Peter Uihlein,28.85,2250,78,22
80,0,21731,Freddie Jacobson,28.86,1472,51,23
80,0,36689,Brooks Koepka,28.86,2136,74,22
80,0,25632,Jimmy Walker,28.86,2136,74,24
83,0,33410,Andrew Landry,28.89,2138,74,23
83,0,32839,Hideki Matsuyama,28.89,2542,88,20
83,0,23320,Ryan Palmer,28.89,1907,66,23
86,0,24924,Bill Haas,28.90,1994,69,23
86,0,35461,Beau Hossler,28.90,2399,83,22
86,0,35732,Wes Roach,28.90,1821,63,25
89,0,19803,Ryan Armour,28.91,2660,92,23
89,0,29926,Danny Lee,28.91,2342,81,21
89,0,33419,Cameron Tringale,28.91,1879,65,24
92,0,35376,Roberto Díaz,28.92,1880,65,23
92,0,25900,Lucas Glover,28.92,2603,90,23
92,0,01810,Phil Mickelson,28.92,1735,60,21
92,0,25396,Kevin Na,28.92,1735,60,23
96,0,37189,Harold Varner III,28.93,2372,82,24
97,0,28252,Seamus Power,28.94,2084,72,23
98,0,23108,Matt Kuchar,28.96,2317,80,22
98,0,48822,Sebastián Muñoz,28.96,2317,80,24
98,0,21528,Henrik Stenson,28.96,1448,50,24
101,0,28089,Jason Day,28.97,1854,64,23
101,0,30911,Tommy Fleetwood,28.97,1854,64,24
103,0,29420,Billy Horschel,28.99,2667,92,21
104,0,39977,Max Homa,29.00,2320,80,23
104,0,30692,Scott Stallings,29.00,2262,78,23
106,0,47347,Adam Schenk,29.01,2901,100,22
107,0,24502,Adam Scott,29.03,1771,61,25
108,0,34563,Chesson Hadley,29.05,2150,74,23
109,0,26758,David Hearn,29.06,1366,47,23
110,0,21209,Sergio Garcia,29.07,1279,44,25
111,0,29479,Scott Brown,29.09,2385,82,25
111,0,29970,Dylan Frittelli,29.09,2356,81,24
111,0,46523,Joey Garber,29.09,1658,57,24
114,0,33948,Byeong Hun An,29.10,2241,77,23
114,0,20472,Alex Cejka,29.10,1455,50,25
114,0,06522,Ernie Els,29.10,1426,49,23
117,0,34076,Joel Dahmen,29.11,2795,96,23
117,0,32139,Danny Willett,29.11,1834,63,24
119,0,46402,Talor Gooch,29.13,1573,54,24
119,0,45486,Joaquin Niemann,29.13,2796,96,23
121,0,10809,Jim Furyk,29.16,1983,68,25
121,0,37340,Chase Wright,29.16,2012,69,23
123,0,35421,Brandon Harkins,29.17,2421,83,24
123,0,34098,Russell Henley,29.17,2042,70,22
125,0,28679,Fabián Gómez,29.18,1809,62,23
125,0,34264,Hudson Swafford,29.18,1663,57,24
127,0,34363,Tyrrell Hatton,29.19,1693,58,24
127,0,27974,Sung Kang,29.19,2452,84,23
127,0,32333,Kevin Tway,29.19,2335,80,22
130,0,33667,Carlos Ortiz,29.20,2394,82,25
131,0,34431,Robert Streb,29.21,2103,72,24
132,0,30944,Jason Kokrak,29.22,2630,90,24
132,0,35449,Adam Long,29.22,2221,76,21
134,0,27095,Nick Watney,29.24,2427,83,23
135,0,45157,Cam Davis,29.25,2106,72,25
135,0,49964,Aaron Wise,29.25,2018,69,24
137,0,35532,Tom Hoge,29.26,2633,90,24
138,0,49766,Hank Lebioda,29.27,2049,70,23
139,0,28259,Sangmoon Bae,29.28,1581,54,25
139,0,32200,Roberto Castro,29.28,2108,72,24
139,0,33418,Shawn Stefani,29.28,2225,76,24
142,0,25364,Paul Casey,29.29,2197,75,25
142,0,39975,Michael Kim,29.29,1728,59,25
142,0,27129,Luke List,29.29,1845,63,23
142,0,39546,Keith Mitchell,29.29,2431,83,25
142,0,46601,Trey Mullinax,29.29,2138,73,23
142,0,39324,J.J. Spaun,29.29,2402,82,23
148,0,31323,Gary Woodland,29.30,2461,84,18
149,0,21961,Charles Howell III,29.31,2667,91,24
150,0,49298,Kramer Hickok,29.32,2258,77,24
150,0,33122,Russell Knox,29.32,2111,72,23
152,0,27141,J.B. Holmes,29.35,2084,71,24
152,0,39327,Ben Silverman,29.35,1996,68,24
152,0,27064,Jhonattan Vegas,29.35,2113,72,21
155,0,40115,Adam Svensson,29.36,1967,67,20
155,0,27330,Josh Teater,29.36,1967,67,25
157,0,12716,Charley Hoffman,29.37,2056,70,22
157,0,27214,Kevin Streelman,29.37,2379,81,25
159,0,37454,Whee Kim,29.38,2027,69,24
160,0,32791,K.H. Lee,29.39,2469,84,24
160,0,27556,Ted Potter Jr.,29.39,2087,71,22
162,0,30110,Kyle Stanley,29.43,2237,76,23
163,0,29535,Brice Garnett,29.45,2503,85,24
163,0,26951,Johnson Wagner,29.45,1708,58,24
