RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,19803,Ryan Armour,2.6,18,77,+0.556
2,0,10809,Jim Furyk,3.8,23,99,+0.304
3,0,25349,Tim Wilkinson,3.9,25,107,+0.240
4,0,29974,Branden Grace,4.0,26,113,+0.115
5,0,25572,Graeme McDowell,4.2,29,119,+0.345
6,0,25686,Jason Dufner,4.3,43,187,+0.302
7,0,34264,Hudson Swafford,4.4,46,198,+0.196
8,0,46732,Rick Lamb,4.5,24,102,+0.375
9,0,33141,Keegan Bradley,4.6,58,250,+0.362
9,0,12510,Chad Campbell,4.6,54,226,+0.185
9,0,32200,Roberto Castro,4.6,35,147,+0.200
9,0,20472,Alex Cejka,4.6,40,171,+0.300
9,0,27963,Chris Stroud,4.6,31,128,-0.032
14,0,29908,C.T. Pan,4.7,50,213,+0.200
14,0,29518,Brendan Steele,4.7,47,200,+0.255
14,0,31560,Brian Stuard,4.7,45,194,+0.311
14,0,33448,Justin Thomas,4.7,42,174,+0.214
14,0,47128,Richy Werenski,4.7,40,175,+0.150
19,0,48081,Xander Schauffele,4.8,50,210,+0.220
19,0,31323,Gary Woodland,4.8,45,193,+0.244
21,0,30191,Julián Etulain,4.9,35,145,+0.171
21,0,24358,Robert Garrigus,4.9,40,168,+0.350
21,0,35300,Andrew Loupe,4.9,31,129,+0.194
21,0,46601,Trey Mullinax,4.9,47,200,+0.191
21,0,26289,Boo Weekley,4.9,42,175,+0.405
26,0,33122,Russell Knox,5.0,38,163,+0.132
27,0,32366,Kevin Chappell,5.1,51,216,+0.314
27,0,25720,Chad Collins,5.1,38,163,+0.237
27,0,29478,Kevin Kisner,5.1,55,230,+0.200
30,0,25274,Steven Bowditch,5.2,31,132,+0.129
30,0,47959,Bryson DeChambeau,5.2,52,219,+0.288
30,0,34174,John Huh,5.2,55,236,+0.164
30,0,25396,Kevin Na,5.2,48,201,+0.229
34,0,28089,Jason Day,5.3,40,168,+0.275
34,0,46550,Brandon Hagy,5.3,50,213,+0.240
34,0,34098,Russell Henley,5.3,63,266,+0.127
34,0,29222,Billy Hurley III,5.3,51,217,+0.137
34,0,25818,Scott Piercy,5.3,36,153,+0.194
39,0,48084,Wesley Bryan,5.4,57,243,+0.053
39,0,28093,Miguel Angel Carballo,5.4,32,134,+0.406
39,0,23541,Ben Crane,5.4,52,217,+0.308
39,0,31557,Jim Herman,5.4,50,215,+0.220
39,0,34358,Jonathan Randolph,5.4,38,156,+0.368
39,0,26476,Chez Reavie,5.4,62,265,+0.113
39,0,25804,Bubba Watson,5.4,40,172,+0.050
46,0,20771,Steven Alker,5.5,39,168,+0.205
46,0,22986,Søren Kjeldsen,5.5,26,110,+0.308
46,0,29461,Jamie Lovemark,5.5,61,259,+0.328
46,0,39324,J.J. Spaun,5.5,55,236,+0.073
46,0,25632,Jimmy Walker,5.5,38,158,+0.474
51,0,26499,Rafa Cabrera Bello,5.6,36,148,+0.389
51,0,23497,Tag Ridings,5.6,39,162,+0.205
51,0,26951,Johnson Wagner,5.6,44,183,+0.250
54,0,27436,Graham DeLaet,5.7,56,239,+0.482
54,0,30925,Dustin Johnson,5.7,47,206,+0.255
54,0,26596,Ryan Moore,5.7,52,221,+0.231
54,0,33418,Shawn Stefani,5.7,48,204,+0.167
58,0,35545,Blayne Barber,5.8,54,231,+0.370
58,0,27895,Jonas Blixt,5.8,47,198,+0.213
58,0,28420,Ryan Brehm,5.8,52,218,+0.115
58,0,34099,Harris English,5.8,57,247,+0.123
58,0,32102,Rickie Fowler,5.8,51,217,+0.255
58,0,21209,Sergio Garcia,5.8,37,160,+0.189
58,0,36689,Brooks Koepka,5.8,53,223,+0.170
58,0,27466,Spencer Levin,5.8,54,229,+0.241
58,0,32640,Troy Merritt,5.8,56,241,+0.107
58,0,25240,D.A. Points,5.8,47,197,+0.255
58,0,30110,Kyle Stanley,5.8,76,315,+0.132
69,0,24507,Jason Bohn,5.9,51,214,+0.255
69,0,24781,Hunter Mahan,5.9,48,203,+0.271
69,0,32839,Hideki Matsuyama,5.9,49,208,+0.143
69,0,23320,Ryan Palmer,5.9,40,165,-0.075
69,0,23325,Vaughn Taylor,5.9,63,260,+0.159
69,0,33419,Cameron Tringale,5.9,53,219,+0.264
75,0,33120,Mark Anderson,6.0,35,144,+0.314
75,0,40058,Zac Blair,6.0,68,288,+0.235
75,0,19846,Brian Gay,6.0,58,245,+0.086
