RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
44,0,33410,Andrew Landry,1.30,2642179,203500000
44,0,40042,Tyler McCumber,1.30,39000,3000000
46,0,27644,Brian Harman,1.28,2733463,214300000
46,0,34363,Tyrrell Hatton,1.28,1943360,152150000
48,0,27649,Brandt Snedeker,1.27,2448970,192800000
49,0,34256,Andrew Putnam,1.25,2387382,190400000
50,0,31646,Emiliano Grillo,1.24,2493163,201150000
50,0,29518,Brendan Steele,1.24,2291128,185300000
52,0,45486,Joaquin Niemann,1.23,1209957,98600000
52,0,47574,Scott Strohmeyer,1.23,177733,14500000
54,0,34563,Chesson Hadley,1.21,2768863,227900000
55,0,24502,Adam Scott,1.20,2237641,185700000
56,0,26476,Chez Reavie,1.18,2700018,228800000
57,0,35461,Beau Hossler,1.16,2449707,211400000
57,0,27129,Luke List,1.16,2710736,233050000
59,0,26418,Adam Bland,1.15,114500,10000000
59,0,29378,Daisuke Kataoka,1.15,183363,15950000
59,0,26596,Ryan Moore,1.15,1986608,173300000
62,0,27436,Graham DeLaet,1.12,251630,22450000
62,0,26329,Louis Oosthuizen,1.12,1731493,154400000
64,0,46435,Austin Cook,1.10,2448920,223500000
64,0,25632,Jimmy Walker,1.10,2027312,184700000
66,0,39384,Alex Kang,1.08,150733,13900000
67,0,19803,Ryan Armour,1.05,2485203,236400000
68,0,40006,Erik van Rooyen,1.04,109714,10500000
69,0,39324,J.J. Spaun,1.02,1978906,194100000
70,0,20229,Stewart Cink,.98,1887208,191950000
70,0,19846,Brian Gay,.98,2152501,220200000
70,0,32816,Satoshi Kodaira,.98,1581712,162000000
73,0,25818,Scott Piercy,.97,1882337,193500000
74,0,30978,Kiradech Aphibarnrat,.96,1275484,133350000
74,0,21961,Charles Howell III,.96,2179725,228000000
74,0,23320,Ryan Palmer,.96,1484445,155000000
77,0,24024,Zach Johnson,.95,1957635,205300000
77,0,26331,Charl Schwartzel,.95,1710179,180200000
79,0,34414,Chris Paisley,.93,289900,31100000
79,0,33870,Ashun Wu,.93,90250,9750000
81,0,29974,Branden Grace,.91,1529289,167200000
81,0,33399,Adam Hadwin,.91,1932488,212200000
81,0,29454,Bernd Wiesberger,.91,428632,47350000
84,0,37455,Si Woo Kim,.90,2276114,251700000
84,0,27556,Ted Potter Jr.,.90,1976198,220000000
84,0,30261,Ryan Yip,.90,55889,6200000
87,0,37454,Whee Kim,.88,1920340,217750000
87,0,30926,Chris Kirk,.88,1824111,208250000
89,0,40026,Daniel Berger,.87,1721763,197200000
89,0,29908,C.T. Pan,.87,1881787,216050000
91,0,27141,J.B. Holmes,.86,1595942,185350000
91,0,29484,Peter Uihlein,.86,1797715,209350000
93,0,23108,Matt Kuchar,.84,1720097,204450000
94,0,30944,Jason Kokrak,.83,1794431,216300000
95,0,32366,Kevin Chappell,.82,1608338,195700000
95,0,25686,Jason Dufner,.82,1497655,182600000
95,0,33293,Thomas Pieters,.82,813227,99300000
95,0,33227,Hyun-woo Ryu,.82,79500,9750000
99,0,34076,Joel Dahmen,.81,1476838,181600000
99,0,39546,Keith Mitchell,.81,1641260,202000000
101,0,45526,Abraham Ancer,.79,1676695,212400000
102,0,27214,Kevin Streelman,.78,1523642,194500000
103,0,34098,Russell Henley,.77,1516438,196900000
104,0,31420,Anirban Lahiri,.75,1441205,192850000
105,0,27095,Nick Watney,.74,1402833,190500000
106,0,20472,Alex Cejka,.73,1198541,165100000
106,0,36326,David Lipsky,.73,194950,26750000
106,0,28300,Joost Luiten,.73,73000,10000000
106,0,32640,Troy Merritt,.73,1326989,181300000
110,0,29268,Bronson Burgoon,.72,1179616,162900000
110,0,30736,Oscar Fraustro,.72,50804,7100000
110,0,46601,Trey Mullinax,.72,1184245,165500000
110,0,25562,Andres Romero,.72,206764,28900000
114,0,34021,Bud Cauley,.71,900591,126050000
114,0,39975,Michael Kim,.71,1379736,194500000
114,0,29461,Jamie Lovemark,.71,1377286,195250000
114,0,35225,Brandon Stone,.71,364939,51250000
118,0,32448,James Hahn,.70,1386301,198150000
118,0,24140,Sean O'Hair,.70,1104865,157900000
118,0,45478,Julian Suri,.70,562166,80800000
121,0,29535,Brice Garnett,.69,1466224,212800000
122,0,46567,Paul Dunne,.68,468938,68650000
122,0,28258,K.T. Kim,.68,62900,9250000
124,0,40098,Matt Fitzpatrick,.67,830394,123350000
124,0,21209,Sergio Garcia,.67,878354,131900000
124,0,12716,Charley Hoffman,.67,1400637,210500000
124,0,33122,Russell Knox,.67,1424030,212700000
128,0,27936,Martin Laird,.66,1017580,155000000
128,0,48153,Matthieu Pavon,.66,79200,12000000
128,0,35912,Haydn Porteous,.66,64500,9750000
128,0,49771,J.T. Poston,.66,940661,142000000
128,0,24459,Richard Sterne,.66,64500,9750000
133,0,35879,Kelly Kraft,.65,1496253,228950000
133,0,34213,Grayson Murray,.65,1056628,161750000
133,0,26341,Wade Ormsby,.65,129750,20000000
133,0,06527,Steve Stricker,.65,582566,89700000
137,0,51394,A.J. McInerney,.64,164923,25700000
137,0,46501,Ollie Schniederjans,.64,1303610,203450000
137,0,32333,Kevin Tway,.64,1379544,217250000
137,0,37189,Harold Varner III,.64,1223064,191250000
141,0,27324,Seungsu Han,.63,132603,21000000
141,0,35532,Tom Hoge,.63,1358542,216500000
143,0,37275,Sam Ryder,.62,1046166,167500000
143,0,55573,John VanDerLaan,.62,21700,3500000
145,0,54926,George Cunningham,.61,37743,6200000
145,0,10809,Jim Furyk,.61,660010,108900000
145,0,01666,Bernhard Langer,.61,130200,21500000
145,0,36699,Patrick Rodgers,.61,1287040,212550000
145,0,34541,Poom Saksansin,.61,101900,16750000
150,0,47504,Sam Burns,.60,495916,82900000
150,0,23621,Rory Sabbatini,.60,1126057,187400000
152,0,27974,Sung Kang,.59,1243309,212350000
152,0,29926,Danny Lee,.59,1269386,213950000
154,0,23325,Vaughn Taylor,.57,965691,168500000
155,0,25900,Lucas Glover,.56,789382,141600000
155,0,35421,Brandon Harkins,.56,1148115,206700000
155,0,29223,Sam Saunders,.56,981936,176800000
158,0,30692,Scott Stallings,.54,1147573,212900000
159,0,31202,William McGirt,.53,933327,175900000
160,0,27958,Ryan Blaum,.52,980877,190100000
160,0,25203,SSP Chawrasia,.52,86280,16750000
160,0,08075,Jerry Kelly,.52,108500,20800000
163,0,47239,Phachara Khongwatmai,.51,86200,16750000
163,0,52330,Dylan Meyer,.51,275109,54000000
163,0,26951,Johnson Wagner,.51,656322,128700000
166,0,29936,Ryan Fox,.50,217903,43250000
166,0,27064,Jhonattan Vegas,.50,1137444,225600000
166,0,47128,Richy Werenski,.50,1081283,215300000
169,0,33974,Dean Burmester,.49,106854,22000000
169,0,26758,David Hearn,.49,622383,127500000
169,0,34587,Chan Kim,.49,48250,9750000
169,0,31560,Brian Stuard,.49,1089763,220300000
173,0,33115,Jinho Choi,.48,44516,9250000
173,0,34174,John Huh,.48,974538,202500000
173,0,29289,S.Y. Noh,.48,44516,9250000
176,0,29334,Jaco Ahlers,.47,46500,10000000
176,0,29479,Scott Brown,.47,1076678,229450000
176,0,23541,Ben Crane,.47,620646,131000000
176,0,31670,Matthew Griffin,.47,45625,9750000
176,0,33204,Shane Lowry,.47,696897,147900000
181,0,28420,Ryan Brehm,.46,13856,3000000
181,0,29970,Dylan Frittelli,.46,454677,98700000
181,0,35296,Haotong Li,.46,544006,118350000
181,0,32876,Martin Piller,.46,847304,183700000
181,0,23969,Graeme Storm,.46,44625,9750000
186,0,28751,Andrew Dodt,.45,43750,9750000
186,0,45609,Tyler Duncan,.45,944021,209500000
186,0,37452,Ashley Hall,.45,44000,9750000
186,0,36528,Yanwei Liu,.45,44250,9750000
186,0,21498,Hideto Tanihara,.45,90250,20250000
186,0,32150,Michael Thompson,.45,563972,125400000
192,0,34697,Yi Cao,.44,43250,9750000
192,0,28252,Seamus Power,.44,791018,177900000
192,0,39327,Ben Silverman,.44,793140,180000000
195,0,12510,Chad Campbell,.43,801960,187450000
195,0,25493,Nick Taylor,.43,899373,207550000
197,0,01226,Fred Couples,.42,46200,11000000
197,0,20157,Retief Goosen,.42,545364,129300000
197,0,46550,Brandon Hagy,.42,76817,18200000
197,0,25572,Graeme McDowell,.42,581024,139050000
197,0,33486,Roger Sloan,.42,26040,6200000
202,0,22371,Aaron Baddeley,.41,725928,178900000
202,0,39997,Corey Conners,.41,728296,175600000
202,0,24358,Robert Garrigus,.41,702030,172500000
202,0,22056,Cameron Percy,.41,387612,93800000
202,0,35541,John Peterson,.41,251925,60900000
202,0,27330,Josh Teater,.41,40040,9700000
208,0,50526,Tom Lovelady,.40,700783,175800000
209,0,34099,Harris English,.39,799450,203500000
209,0,31416,Derek Fathauer,.39,708712,181100000
209,0,32815,Masahiro Kawamura,.39,41375,10500000
212,0,51766,Wyndham Clark,.38,68800,18300000
212,0,31273,Gavin Kyle Green,.38,175285,46500000
212,0,33413,Ben Martin,.38,532936,139000000
212,0,23797,Brett Rumford,.38,77817,20500000
216,0,46402,Talor Gooch,.37,654200,178500000
216,0,34264,Hudson Swafford,.37,569391,154700000
216,0,28132,Tyrone Van Aswegen,.37,763584,206600000
219,0,23063,Scott Hend,.36,60400,16750000
219,0,36852,Jim Knous,.36,24480,6800000
219,0,37278,Nicholas Lindheim,.36,593842,166500000
219,0,34409,David Lingmerth,.36,616758,172800000
219,0,47993,Denny McCarthy,.36,498341,139400000
219,0,39113,Shubhankar Sharma,.36,370607,103700000
225,0,24924,Bill Haas,.35,638414,182650000
225,0,26300,Matt Jones,.35,538681,153800000
225,0,24781,Hunter Mahan,.35,457337,129000000
228,0,48887,Matt Wallace,.34,113125,33500000
229,0,27896,Ross Fisher,.33,412954,123350000
229,0,47988,Nick Hardy,.33,54120,16200000
229,0,34554,Jung-gon Hwang,.33,30525,9250000
229,0,33418,Shawn Stefani,.33,523204,160000000
233,0,29772,Michael Lorenzo-Vera,.32,65725,20750000
233,0,22080,Prayad Marksaeng,.32,22400,7000000
233,0,35174,Matthew Southgate,.32,103750,32250000
236,0,48084,Wesley Bryan,.30,498166,165600000
236,0,39524,Sean Crocker,.30,31000,10500000
236,0,55752,Ben Kern,.30,33281,11000000
236,0,24748,WC Liang,.30,64500,21750000
236,0,27963,Chris Stroud,.30,565466,188950000
236,0,22000,Chris Wood,.30,73953,24500000
242,0,32367,Jorge Campillo,.29,91000,31500000
242,0,12782,Tim Herron,.29,209216,72100000
242,0,24449,Parker McLachlin,.29,174039,61000000
242,0,33667,Carlos Ortiz,.29,20789,7100000
242,0,34358,Jonathan Randolph,.29,453328,158900000
242,0,35237,Santiago Rivas,.29,8784,3000000
248,0,40009,Dominic Bozzelli,.28,391634,139000000
248,0,29531,Richie Ramsay,.28,60500,21750000
250,0,35545,Blayne Barber,.27,398137,146500000
250,0,40058,Zac Blair,.27,330507,120800000
250,0,23353,J.J. Henry,.27,482052,180800000
250,0,33461,Morgan Hoffmann,.27,170673,63050000
250,0,35506,Mackenzie Hughes,.27,518476,194400000
250,0,26908,Yuta Ikeda,.27,208922,77300000
250,0,28775,Nate Lashley,.27,296650,109000000
250,0,47347,Adam Schenk,.27,474923,176100000
258,0,36799,Stephan Jaeger,.26,422260,162000000
258,0,32791,K.H. Lee,.26,23759,9250000
258,0,47287,Ethan Tracy,.26,364493,140400000
258,0,25892,Steve Wheatcroft,.26,309656,119700000
262,0,20098,Stuart Appleby,.25,175235,70100000
262,0,24846,Ricky Barnes,.25,340591,133900000
262,0,28679,Fabián Gómez,.25,437032,175700000
262,0,51890,Greyson Sigg,.25,15302,6200000
262,0,26392,Chris Wilson,.25,8733,3500000
262,0,29939,Fabrizio Zanotti,.25,59180,23250000
268,0,28500,Martin Flores,.24,449266,189800000
268,0,46404,Marcus Kinhult,.24,25317,10500000
268,0,31109,Richard Lee,.24,16847,7000000
268,0,26328,Shaun Norris,.24,25317,10500000
268,0,50092,Zach Wright,.24,14632,6200000
273,0,24357,K.J. Choi,.23,219405,95250000
273,0,30907,Rhys Enoch,.23,24250,10500000
273,0,32698,Bobby Gates,.23,16083,7000000
273,0,29930,Mike Hendry,.23,46125,20250000
273,0,24321,Kodai Ichihara,.23,47000,20500000
273,0,37447,Zander Lombard,.23,24250,10500000
273,0,34466,Peter Malnati,.23,420001,179600000
273,0,23821,Yusaku Miyazato,.23,156336,67600000
273,0,30163,Henrik Norlander,.23,14012,6200000
273,0,25240,D.A. Points,.23,377265,167500000
273,0,29485,Brett Stegmaier,.23,305607,130400000
273,0,27770,Camilo Villegas,.23,229439,98450000
273,0,32254,Xinjun Zhang,.23,420377,181550000
286,0,01098,Jay Don Blake,.22,7595,3500000
286,0,27895,Jonas Blixt,.22,368518,166150000
286,0,01116,Michael Bradley,.22,7595,3500000
286,0,51567,Will Cannon,.22,7840,3500000
286,0,20593,Greg Chalmers,.22,288023,129400000
286,0,52375,Doug Ghim,.22,116527,52300000
286,0,54781,Grant Hirschman,.22,14190,6600000
286,0,35834,Hyungjoon Lee,.22,20350,9250000
286,0,37380,Curtis Luck,.22,19491,8900000
286,0,55421,Chip McDaniel,.22,7595,3500000
286,0,46442,Maverick McNealy,.22,103624,48000000
286,0,55420,Cooper Musselman,.22,7840,3500000
286,0,36724,Augusto Núñez,.22,6480,3000000
286,0,26444,Juvic Pagunsan,.22,15540,7000000
286,0,36521,Young-han Song,.22,20628,9250000
286,0,20396,Lee Westwood,.22,37637,17500000
302,0,54871,Grant Booth,.21,7174,3400000
302,0,01139,Olin Browne,.21,7385,3500000
302,0,23699,Danny Chia,.21,14770,7000000
302,0,39436,Joshua Creel,.21,12958,6200000
302,0,46458,Andrew Dorn,.21,19046,8900000
302,0,35310,Lanto Griffin,.21,358380,167300000
302,0,48126,Calum Hill,.21,24692,12000000
302,0,24155,Ryan Hogue,.21,14348,6800000
302,0,34579,Alexander Levy,.21,137500,64250000
302,0,39537,Chris Naegel,.21,25426,12000000
302,0,34431,Robert Streb,.21,411606,197850000
302,0,28780,Nicholas Thompson,.21,8944,4300000
302,0,37249,Ryuko Tokimatsu,.21,66250,31500000
302,0,23788,D.J. Trahan,.21,85595,40200000
316,0,49403,Grady Brame,.20,8686,4300000
316,0,06643,Paul Goydos,.20,18067,8900000
316,0,06332,Neal Lancaster,.20,6930,3500000
316,0,47443,Junghwan Lee,.20,18038,9250000
316,0,25834,Daniel Summerhays,.20,234510,115700000
316,0,28114,Dawie van der Walt,.20,14210,7000000
316,0,39480,T.J. Vogel,.20,110021,54600000
316,0,36685,Cameron Wilson,.20,23959,12000000
316,0,26497,Casey Wittenberg,.20,13464,6600000
325,0,34310,Alexander Björk,.19,59250,31500000
325,0,32105,Nicholas Fung,.19,13160,7000000
325,0,27933,John Merrick,.19,119407,62000000
325,0,33951,Julio Santos,.19,5760,3000000
325,0,22293,Heath Slocum,.19,37814,20400000
325,0,39958,Jeunghun Wang,.19,17575,9250000
325,0,25349,Tim Wilkinson,.19,43927,22600000
332,0,24925,Jonathan Byrd,.18,267055,149200000
332,0,39954,Cody Gribble,.18,302593,169450000
332,0,28158,Steve Marino,.18,76616,42600000
332,0,34575,Adrian Otaegui,.18,20100,11000000
336,0,45157,Cam Davis,.17,56555,33700000
336,0,24490,George McNeill,.17,91100,55000000
336,0,27942,Rob Oppenheim,.17,279019,162500000
339,0,28307,Matt Every,.16,299162,191500000
339,0,47238,Jazz Janewattananond,.16,28700,17500000
339,0,39328,Conrad Shindler,.16,187399,120000000
342,0,23048,Eric Axley,.15,69125,47200000
342,0,28259,Sangmoon Bae,.15,184057,120250000
342,0,35376,Roberto Díaz,.15,235635,155300000
342,0,46046,Scottie Scheffler,.15,25080,17200000
342,0,46464,Jordan L Smith,.15,48250,31250000
347,0,23638,Brendon de Jonge,.14,110276,80800000
347,0,55412,Mickey DeMorat,.14,25426,18000000
347,0,39971,Sungjae Im,.14,33281,23000000
347,0,46440,Smylie Kaufman,.14,201136,146300000
347,0,35104,Tom Lewis,.14,31000,22500000
347,0,39251,Ryan Ruffels,.14,33394,24150000
347,0,20645,John Senden,.14,68604,48600000
347,0,51600,Jimmy Stanger,.14,24480,17600000
355,0,23983,Luke Donald,.13,81989,63200000
355,0,34242,Andrew Johnston,.13,24448,18200000
355,0,27081,Seunghyuk Kim,.13,20628,16450000
355,0,01706,Davis Love III,.13,97920,76600000
355,0,20572,Rod Pampling,.13,183806,141750000
355,0,32139,Danny Willett,.13,84000,64400000
361,0,39058,Lucas Herbert,.12,27161,22500000
361,0,27408,Martin Kaymer,.12,115379,96900000
361,0,27466,Spencer Levin,.12,9331,7800000
361,0,51997,Andrew Novak,.12,14850,12800000
361,0,06567,Vijay Singh,.12,95334,82400000
366,0,23409,James Driscoll,.11,14910,13000000
366,0,28593,Jesse Mueller,.11,15028,13700000
366,0,48822,Sebastián Muñoz,.11,17675,15500000
366,0,33419,Cameron Tringale,.11,179459,162300000
370,0,21633,Steve Allan,.10,12338,12400000
370,0,37273,Derek Ernst,.10,20353,19400000
370,0,27120,Troy Matteson,.10,39000,40900000
370,0,51922,Sulman Raza,.10,15300,15400000
374,0,24507,Jason Bohn,.09,43620,46700000
374,0,21753,Brian Davis,.09,60851,67700000
374,0,20104,Ken Duke,.09,82161,87700000
374,0,06522,Ernie Els,.09,102868,116100000
374,0,49947,Taylor Moore,.09,9861,11100000
374,0,27139,David Skinns,.09,9861,10500000
380,0,20766,Padraig Harrington,.08,93260,116100000
380,0,29222,Billy Hurley III,.08,145725,174600000
380,0,35819,Vince India,.08,7305,8800000
380,0,22046,Geoff Ogilvy,.08,93947,121400000
380,0,53165,Doc Redman,.08,36841,48600000
385,0,47125,Matt Atkins,.07,89104,126900000
385,0,30750,Tommy Gainey,.07,39508,53800000
385,0,31557,Jim Herman,.07,46962,63150000
385,0,20094,Jonathan Kaye,.07,7004,9900000
385,0,39004,Dru Love,.07,27305,37200000
385,0,10213,Dicky Pride,.07,42810,60000000
391,0,20848,Ángel Cabrera,.06,20353,33400000
391,0,37338,Zecheng Dou,.06,90993,146050000
391,0,30711,Colt Knost,.06,43134,66800000
391,0,10375,Sean McCarty,.06,10730,16800000
391,0,48319,Tom Whitney,.06,12095,20400000
391,0,21878,Mark Wilson,.06,33348,59700000
397,0,10885,Robert Allenby,.05,19970,41600000
397,0,21407,Arjun Atwal,.05,12006,26000000
397,0,28087,Kris Blanks,.05,18998,36100000
397,0,32775,Shugo Imahira,.05,14198,26950000
401,0,12652,Cameron Beckman,.04,12694,30000000
401,0,32334,Charlie Beljan,.04,21344,54400000
401,0,11123,Chris Couch,.04,13000,29800000
401,0,01249,John Daly,.04,18362,47200000
401,0,22378,Trevor Immelman,.04,5520,14000000
401,0,08385,Omar Uresti,.04,21278,58800000
401,0,20160,Charlie Wi,.04,10878,30400000
408,0,52372,Cameron Champ,.03,11966,39100000
408,0,20850,Daniel Chopra,.03,8784,30000000
408,0,01320,Bob Estes,.03,15431,55400000
408,0,06515,Shaun Micheel,.03,6930,21800000
408,0,22913,John Rollins,.03,15598,47700000
408,0,35544,Andrew Yun,.03,41566,134000000
408,0,47483,Will Zalatoris,.03,14874,48900000
415,0,46732,Rick Lamb,.02,14136,64300000
415,0,22582,Kyle Thompson,.02,24878,134600000
415,0,10423,Mike Weir,.02,5760,36900000
