RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,33448,Justin Thomas,$8809821
2,0,30925,Dustin Johnson,$8564352
3,0,22405,Justin Rose,$8275678
4,0,47959,Bryson DeChambeau,$8094489
5,0,36689,Brooks Koepka,$7194047
6,0,25804,Bubba Watson,$5883748
7,0,29725,Tony Finau,$5728472
8,0,08793,Tiger Woods,$5566341
9,0,29221,Webb Simpson,$5376417
10,0,32102,Rickie Fowler,$5235237
11,0,25198,Francesco Molinari,$5200842
12,0,34360,Patrick Reed,$5151267
13,0,28089,Jason Day,$5087461
14,0,01810,Phil Mickelson,$4595187
15,0,29420,Billy Horschel,$4452700
16,0,28237,Rory McIlroy,$4450296
17,0,33141,Keegan Bradley,$4317797
18,0,48081,Xander Schauffele,$4157538
19,0,30911,Tommy Fleetwood,$4147647
20,0,30110,Kyle Stanley,$3999751
21,0,46970,Jon Rahm,$3992678
22,0,35450,Patrick Cantlay,$3963962
23,0,26851,Marc Leishman,$3771221
24,0,25364,Paul Casey,$3641771
25,0,35891,Cameron Smith,$3622607
26,0,25396,Kevin Na,$3578316
27,0,32757,Patton Kizzire,$3541151
28,0,49964,Aaron Wise,$3486407
29,0,31323,Gary Woodland,$3217240
30,0,29478,Kevin Kisner,$3161785
31,0,24361,Pat Perez,$3117641
32,0,34046,Jordan Spieth,$3006036
33,0,27644,Brian Harman,$2888463
34,0,32839,Hideki Matsuyama,$2832477
35,0,27349,Alex Noren,$2808650
36,0,21528,Henrik Stenson,$2785487
37,0,34563,Chesson Hadley,$2768863
38,0,24138,Ian Poulter,$2714450
39,0,27129,Luke List,$2710736
40,0,26476,Chez Reavie,$2700018
41,0,33410,Andrew Landry,$2642179
42,0,33948,Byeong Hun An,$2599264
43,0,27649,Brandt Snedeker,$2538970
44,0,31646,Emiliano Grillo,$2493163
45,0,19803,Ryan Armour,$2485203
46,0,26499,Rafa Cabrera Bello,$2449869
47,0,35461,Beau Hossler,$2449707
48,0,46435,Austin Cook,$2448920
49,0,29518,Brendan Steele,$2399461
50,0,34256,Andrew Putnam,$2387382
51,0,37455,Si Woo Kim,$2276114
52,0,24502,Adam Scott,$2237641
53,0,21961,Charles Howell III,$2179725
54,0,19846,Brian Gay,$2152501
55,0,24024,Zach Johnson,$2045135
56,0,25632,Jimmy Walker,$2027312
57,0,26596,Ryan Moore,$1986608
58,0,39324,J.J. Spaun,$1978906
59,0,27556,Ted Potter Jr.,$1976198
60,0,34363,Tyrrell Hatton,$1943360
61,0,40026,Daniel Berger,$1937096
62,0,33399,Adam Hadwin,$1932488
63,0,23108,Matt Kuchar,$1926347
64,0,37454,Whee Kim,$1920340
65,0,12716,Charley Hoffman,$1888137
66,0,20229,Stewart Cink,$1887208
67,0,25818,Scott Piercy,$1882337
68,0,29908,C.T. Pan,$1881787
69,0,30926,Chris Kirk,$1824111
70,0,29484,Peter Uihlein,$1797715
71,0,32366,Kevin Chappell,$1795338
72,0,30944,Jason Kokrak,$1794431
73,0,26329,Louis Oosthuizen,$1731493
74,0,26331,Charl Schwartzel,$1710179
75,0,45526,Abraham Ancer,$1676695
76,0,39546,Keith Mitchell,$1641260
77,0,34098,Russell Henley,$1600188
78,0,27141,J.B. Holmes,$1595942
79,0,32816,Satoshi Kodaira,$1581712
80,0,25686,Jason Dufner,$1575155
81,0,29974,Branden Grace,$1529289
82,0,27214,Kevin Streelman,$1523642
83,0,24140,Sean O'Hair,$1514865
84,0,35879,Kelly Kraft,$1496253
85,0,23320,Ryan Palmer,$1484445
86,0,34076,Joel Dahmen,$1476838
87,0,29535,Brice Garnett,$1466224
88,0,31420,Anirban Lahiri,$1441205
89,0,33122,Russell Knox,$1424030
90,0,27095,Nick Watney,$1402833
91,0,32448,James Hahn,$1386301
92,0,39975,Michael Kim,$1379736
93,0,32333,Kevin Tway,$1379544
94,0,29461,Jamie Lovemark,$1377286
95,0,35532,Tom Hoge,$1358542
96,0,32640,Troy Merritt,$1326989
97,0,46501,Ollie Schniederjans,$1303610
98,0,36699,Patrick Rodgers,$1287040
99,0,30978,Kiradech Aphibarnrat,$1275484
100,0,29926,Danny Lee,$1269386
101,0,27974,Sung Kang,$1243309
102,0,37189,Harold Varner III,$1223064
103,0,45486,Joaquin Niemann,$1209957
104,0,20472,Alex Cejka,$1198541
105,0,46601,Trey Mullinax,$1184245
106,0,29268,Bronson Burgoon,$1179616
107,0,35421,Brandon Harkins,$1148115
108,0,30692,Scott Stallings,$1147573
109,0,27064,Jhonattan Vegas,$1137444
110,0,23621,Rory Sabbatini,$1126057
111,0,31560,Brian Stuard,$1089763
112,0,47128,Richy Werenski,$1081283
113,0,29479,Scott Brown,$1076678
114,0,34213,Grayson Murray,$1056628
115,0,37275,Sam Ryder,$1046166
116,0,29223,Sam Saunders,$1041936
117,0,27936,Martin Laird,$1017580
118,0,06527,Steve Stricker,$992566
119,0,27958,Ryan Blaum,$980877
120,0,34174,John Huh,$974538
121,0,23325,Vaughn Taylor,$965691
122,0,33204,Shane Lowry,$954397
123,0,45609,Tyler Duncan,$944021
124,0,49771,J.T. Poston,$940661
125,0,31202,William McGirt,$933327
126,0,34021,Bud Cauley,$900591
127,0,25493,Nick Taylor,$899373
128,0,34099,Harris English,$883200
129,0,21209,Sergio Garcia,$878354
130,0,32876,Martin Piller,$847304
131,0,25572,Graeme McDowell,$838524
132,0,40098,Matt Fitzpatrick,$830394
133,0,33293,Thomas Pieters,$813227
134,0,12510,Chad Campbell,$801960
135,0,39327,Ben Silverman,$793140
136,0,28252,Seamus Power,$791018
137,0,25900,Lucas Glover,$789382
138,0,28132,Tyrone Van Aswegen,$763584
139,0,33968,Thorbjørn Olesen,$759067
140,0,10809,Jim Furyk,$750010
141,0,39997,Corey Conners,$728296
142,0,22371,Aaron Baddeley,$725928
143,0,31416,Derek Fathauer,$708712
144,0,24358,Robert Garrigus,$702030
145,0,50526,Tom Lovelady,$700783
146,0,26951,Johnson Wagner,$656322
147,0,46402,Talor Gooch,$654200
148,0,24924,Bill Haas,$638414
149,0,26758,David Hearn,$622383
150,0,23541,Ben Crane,$620646
151,0,34409,David Lingmerth,$616758
152,0,37278,Nicholas Lindheim,$593842
153,0,34264,Hudson Swafford,$569391
154,0,27963,Chris Stroud,$565466
155,0,32150,Michael Thompson,$563972
156,0,45478,Julian Suri,$562166
157,0,35947,John Oda,$559685
158,0,20157,Retief Goosen,$545364
159,0,35296,Haotong Li,$544006
160,0,26300,Matt Jones,$538681
161,0,33413,Ben Martin,$532936
162,0,33418,Shawn Stefani,$523204
163,0,35506,Mackenzie Hughes,$518476
164,0,47993,Denny McCarthy,$498341
165,0,48084,Wesley Bryan,$498166
166,0,47504,Sam Burns,$495916
167,0,23353,J.J. Henry,$482052
168,0,47347,Adam Schenk,$474923
169,0,46567,Paul Dunne,$468938
170,0,24781,Hunter Mahan,$457337
171,0,29970,Dylan Frittelli,$454677
172,0,34358,Jonathan Randolph,$453328
173,0,28500,Martin Flores,$449266
174,0,28679,Fabián Gómez,$437032
175,0,29454,Bernd Wiesberger,$428632
176,0,36799,Stephan Jaeger,$422260
177,0,32254,Xinjun Zhang,$420377
178,0,34466,Peter Malnati,$420001
179,0,27896,Ross Fisher,$412954
180,0,34431,Robert Streb,$411606
181,0,35545,Blayne Barber,$398137
182,0,40009,Dominic Bozzelli,$391634
183,0,22056,Cameron Percy,$387612
184,0,25240,D.A. Points,$377265
185,0,39113,Shubhankar Sharma,$370607
186,0,27895,Jonas Blixt,$368518
187,0,35225,Brandon Stone,$364939
188,0,47287,Ethan Tracy,$364493
189,0,35310,Lanto Griffin,$358380
190,0,34709,Eddie Pepperell,$348317
191,0,24846,Ricky Barnes,$340591
192,0,40058,Zac Blair,$330507
193,0,25892,Steve Wheatcroft,$309656
194,0,29485,Brett Stegmaier,$305607
195,0,39954,Cody Gribble,$302593
196,0,28307,Matt Every,$299162
197,0,28775,Nate Lashley,$296650
198,0,34414,Chris Paisley,$289900
199,0,20593,Greg Chalmers,$288023
200,0,27942,Rob Oppenheim,$279019
201,0,52330,Dylan Meyer,$275109
202,0,24925,Jonathan Byrd,$267055
203,0,35541,John Peterson,$251925
204,0,27436,Graham DeLaet,$251630
205,0,35376,Roberto Díaz,$235635
206,0,25834,Daniel Summerhays,$234510
207,0,27770,Camilo Villegas,$229439
208,0,24357,K.J. Choi,$219405
209,0,29936,Ryan Fox,$217903
210,0,12782,Tim Herron,$209216
211,0,26908,Yuta Ikeda,$208922
212,0,25562,Andres Romero,$206764
213,0,46440,Smylie Kaufman,$201136
214,0,36326,David Lipsky,$194950
215,0,39953,Chase Seiffert,$189000
216,0,39328,Conrad Shindler,$187399
217,0,28259,Sangmoon Bae,$184057
218,0,20572,Rod Pampling,$183806
219,0,29378,Daisuke Kataoka,$183363
220,0,33419,Cameron Tringale,$179459
221,0,47574,Scott Strohmeyer,$177733
222,0,31273,Gavin Kyle Green,$175285
223,0,20098,Stuart Appleby,$175235
224,0,24449,Parker McLachlin,$174039
225,0,33461,Morgan Hoffmann,$170673
226,0,51394,A.J. McInerney,$164923
227,0,23821,Yusaku Miyazato,$156336
228,0,39384,Alex Kang,$150733
229,0,29222,Billy Hurley III,$145725
230,0,01024,Billy Andrade,$140000
231,0,47989,Sam Horsfield,$137950
232,0,34579,Alexander Levy,$137500
233,0,27324,Seungsu Han,$132603
234,0,01666,Bernhard Langer,$130200
235,0,26341,Wade Ormsby,$129750
236,0,27933,John Merrick,$119407
237,0,52375,Doug Ghim,$116527
238,0,27408,Martin Kaymer,$115379
239,0,26418,Adam Bland,$114500
240,0,48887,Matt Wallace,$113125
241,0,23638,Brendon de Jonge,$110276
242,0,39480,T.J. Vogel,$110021
243,0,06621,Joe Durant,$110000
244,0,40006,Erik van Rooyen,$109714
245,0,08075,Jerry Kelly,$108500
246,0,33974,Dean Burmester,$106854
247,0,35174,Matthew Southgate,$103750
248,0,46442,Maverick McNealy,$103624
249,0,06522,Ernie Els,$102868
250,0,34541,Poom Saksansin,$101900
251,0,01706,Davis Love III,$97920
252,0,06567,Vijay Singh,$95334
253,0,22046,Geoff Ogilvy,$93947
254,0,20766,Padraig Harrington,$93260
255,0,24490,George McNeill,$91100
256,0,32367,Jorge Campillo,$91000
257,0,37338,Zecheng Dou,$90993
258,0,21498,Hideto Tanihara,$90250
258,0,33870,Ashun Wu,$90250
260,0,08635,Colin Montgomerie,$90000
261,0,47125,Matt Atkins,$89104
262,0,25203,SSP Chawrasia,$86280
263,0,47239,Phachara Khongwatmai,$86200
264,0,23788,D.J. Trahan,$85595
265,0,32139,Danny Willett,$84000
266,0,20104,Ken Duke,$82161
267,0,23983,Luke Donald,$81989
268,0,33227,Hyun-woo Ryu,$79500
269,0,48153,Matthieu Pavon,$79200
270,0,23797,Brett Rumford,$77817
271,0,46550,Brandon Hagy,$76817
272,0,28158,Steve Marino,$76616
273,0,22000,Chris Wood,$73953
274,0,28300,Joost Luiten,$73000
275,0,23048,Eric Axley,$69125
276,0,51766,Wyndham Clark,$68800
277,0,20645,John Senden,$68604
278,0,37249,Ryuko Tokimatsu,$66250
279,0,29772,Michael Lorenzo-Vera,$65725
280,0,24748,WC Liang,$64500
280,0,35912,Haydn Porteous,$64500
280,0,24459,Richard Sterne,$64500
283,0,28258,K.T. Kim,$62900
284,0,21753,Brian Davis,$60851
285,0,29531,Richie Ramsay,$60500
286,0,23063,Scott Hend,$60400
287,0,10585,Scott McCarron,$60000
287,0,01887,Mark O'Meara,$60000
289,0,34310,Alexander Björk,$59250
290,0,29939,Fabrizio Zanotti,$59180
291,0,45157,Cam Davis,$56555
292,0,30261,Ryan Yip,$55889
293,0,47988,Nick Hardy,$54120
294,0,30736,Oscar Fraustro,$50804
295,0,34587,Chan Kim,$48250
295,0,46464,Jordan L Smith,$48250
297,0,24321,Kodai Ichihara,$47000
298,0,31557,Jim Herman,$46962
299,0,29334,Jaco Ahlers,$46500
300,0,01226,Fred Couples,$46200
301,0,29930,Mike Hendry,$46125
302,0,31670,Matthew Griffin,$45625
303,0,23969,Graeme Storm,$44625
304,0,33115,Jinho Choi,$44516
304,0,29289,S.Y. Noh,$44516
306,0,36528,Yanwei Liu,$44250
307,0,37452,Ashley Hall,$44000
308,0,25349,Tim Wilkinson,$43927
309,0,28751,Andrew Dodt,$43750
310,0,24507,Jason Bohn,$43620
311,0,34697,Yi Cao,$43250
312,0,30711,Colt Knost,$43134
313,0,10213,Dicky Pride,$42810
314,0,35544,Andrew Yun,$41566
315,0,32815,Masahiro Kawamura,$41375
316,0,27330,Josh Teater,$40040
317,0,01329,Brad Faxon,$40000
317,0,55373,So Yeon Ryu,$40000
319,0,30750,Tommy Gainey,$39508
320,0,27120,Troy Matteson,$39000
320,0,40042,Tyler McCumber,$39000
322,0,22293,Heath Slocum,$37814
323,0,54926,George Cunningham,$37743
324,0,20396,Lee Westwood,$37637
325,0,53165,Doc Redman,$36841
326,0,39251,Ryan Ruffels,$33394
327,0,21878,Mark Wilson,$33348
328,0,39971,Sungjae Im,$33281
328,0,55752,Ben Kern,$33281
330,0,39524,Sean Crocker,$31000
330,0,35104,Tom Lewis,$31000
332,0,34554,Jung-gon Hwang,$30525
333,0,47238,Jazz Janewattananond,$28700
334,0,39004,Dru Love,$27305
335,0,39058,Lucas Herbert,$27161
336,0,33486,Roger Sloan,$26040
337,0,55412,Mickey DeMorat,$25426
337,0,39537,Chris Naegel,$25426
339,0,46404,Marcus Kinhult,$25317
339,0,26328,Shaun Norris,$25317
341,0,46046,Scottie Scheffler,$25080
342,0,22582,Kyle Thompson,$24878
343,0,48126,Calum Hill,$24692
344,0,36852,Jim Knous,$24480
344,0,51600,Jimmy Stanger,$24480
346,0,34242,Andrew Johnston,$24448
347,0,30907,Rhys Enoch,$24250
347,0,37447,Zander Lombard,$24250
349,0,36685,Cameron Wilson,$23959
350,0,32791,K.H. Lee,$23759
351,0,22080,Prayad Marksaeng,$22400
352,0,55573,John VanDerLaan,$21700
353,0,32334,Charlie Beljan,$21344
354,0,08385,Omar Uresti,$21278
355,0,33667,Carlos Ortiz,$20789
356,0,27081,Seunghyuk Kim,$20628
356,0,36521,Young-han Song,$20628
358,0,20848,Ángel Cabrera,$20353
358,0,37273,Derek Ernst,$20353
360,0,35834,Hyungjoon Lee,$20350
361,0,34575,Adrian Otaegui,$20100
362,0,10885,Robert Allenby,$19970
363,0,37380,Curtis Luck,$19491
364,0,46458,Andrew Dorn,$19046
365,0,28087,Kris Blanks,$18998
366,0,01249,John Daly,$18362
367,0,06643,Paul Goydos,$18067
368,0,47443,Junghwan Lee,$18038
369,0,48822,Sebastián Muñoz,$17675
370,0,39958,Jeunghun Wang,$17575
371,0,31109,Richard Lee,$16847
372,0,32698,Bobby Gates,$16083
373,0,22913,John Rollins,$15598
374,0,26444,Juvic Pagunsan,$15540
375,0,01320,Bob Estes,$15431
376,0,51890,Greyson Sigg,$15302
377,0,51922,Sulman Raza,$15300
378,0,28593,Jesse Mueller,$15028
379,0,23409,James Driscoll,$14910
380,0,47483,Will Zalatoris,$14874
381,0,51997,Andrew Novak,$14850
