RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,29221,Webb Simpson,11.22,105,936
2,1,46970,Jon Rahm,11.78,123,1044
3,-1,34099,Harris English,11.84,162,1368
4,1,48081,Xander Schauffele,11.98,151,1260
5,-1,34098,Russell Henley,11.99,136,1134
6,1,29535,Brice Garnett,12.93,135,1044
7,-1,47959,Bryson DeChambeau,12.99,145,1116
8,1,33448,Justin Thomas,13.13,156,1188
9,1,33419,Cameron Tringale,13.14,149,1134
10,-2,40026,Daniel Berger,13.19,152,1152
11,1,33122,Russell Knox,13.40,152,1134
12,-1,45526,Abraham Ancer,13.44,179,1332
13,0,25349,Tim Wilkinson,13.53,112,828
14,0,33413,Ben Martin,13.58,88,648
15,0,34021,Bud Cauley,13.66,150,1098
15,0,24024,Zach Johnson,13.66,150,1098
17,0,27644,Brian Harman,13.68,192,1404
18,0,25364,Paul Casey,13.69,138,1008
19,1,34363,Tyrrell Hatton,13.76,104,756
20,-1,47347,Adam Schenk,13.81,184,1332
21,-1,32839,Hideki Matsuyama,13.89,185,1332
22,0,24361,Pat Perez,13.94,138,990
23,0,30927,Brendon Todd,14.02,217,1548
24,0,24502,Adam Scott,14.04,96,684
25,0,36871,Matthew NeSmith,14.05,172,1224
26,2,27649,Brandt Snedeker,14.15,135,954
27,2,33120,Mark Anderson,14.18,120,846
27,2,30692,Scott Stallings,14.18,171,1206
29,2,37189,Harold Varner III,14.19,189,1332
30,2,22056,Cameron Percy,14.20,115,810
31,14,34360,Patrick Reed,14.26,190,1332
32,-7,29725,Tony Finau,14.27,185,1296
33,5,30925,Dustin Johnson,14.29,126,882
34,-1,53165,Doc Redman,14.30,211,1476
35,0,31323,Gary Woodland,14.34,160,1116
36,0,30110,Kyle Stanley,14.36,137,954
37,-10,29478,Kevin Kisner,14.38,189,1314
38,-4,39971,Sungjae Im,14.42,244,1692
39,-2,25396,Kevin Na,14.48,185,1278
40,-1,26758,David Hearn,14.49,133,918
41,-1,36801,Mark Hubbard,14.53,225,1548
42,13,46046,Scottie Scheffler,14.57,215,1476
43,-2,33667,Carlos Ortiz,14.58,189,1296
44,3,48822,Sebastián Muñoz,14.62,221,1512
45,0,28237,Rory McIlroy,14.63,158,1080
46,-3,26476,Chez Reavie,14.65,203,1386
47,-3,10809,Jim Furyk,14.67,103,702
48,0,35450,Patrick Cantlay,14.73,122,828
49,0,33404,Chris Baker,14.74,130,882
50,0,28089,Jason Day,14.78,141,954
