RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,02090,Tom Sieckmann,10
2,0,01690,Bruce Lietzke,9
2,0,01771,Blaine McCallister,9
4,0,01499,Mark Hayes,8
4,0,01633,Tom Kite,8
4,0,02146,Payne Stewart,8
7,0,01161,Mark Calcavecchia,7
7,0,01457,Jay Haas,7
7,0,02023,Clarence Rose,7
7,0,02242,Lanny Wadkins,7
11,0,01060,Dave Barr,6
11,0,01072,Chip Beck,6
11,0,01599,Steve Jones,6
11,0,01723,Andrew Magee,6
11,0,01891,David Ogrin,6
11,0,01928,Corey Pavin,6
11,0,01984,Sam Randolph,6
11,0,02049,Gene Sauers,6
11,0,02303,Robert Wrenn,6
20,0,01042,Paul Azinger,5
20,0,01049,Ian Baker-Finch,5
20,0,01077,Mike Bender,5
20,0,01106,Jim Booros,5
20,0,01151,Clark Burroughs,5
20,0,01168,David Canipe,5
20,0,01323,Brad Fabel,5
20,0,01329,Brad Faxon,5
20,0,01355,Raymond Floyd,5
20,0,01378,David Frost,5
20,0,01385,Jim Gallagher Jr.,5
20,0,01418,Bill Glasson,5
20,0,01435,Wayne Grady,5
20,0,01444,Ken Green,5
20,0,06284,Jim Hallet,5
20,0,01475,Donnie Hammond,5
20,0,01527,Scott Hoch,5
20,0,01553,John Huston,5
20,0,01701,Bob Lohr,5
20,0,01736,Roger Maltbie,5
20,0,01783,Mark McCumber,5
20,0,01837,Gil Morgan,5
20,0,01846,Jodie Mudd,5
20,0,01884,Mac O'Grady,5
20,0,01887,Mark O'Meara,5
20,0,01926,Steve Pate,5
20,0,01938,David Peoples,5
20,0,01958,Dan Pohl,5
20,0,01960,Don Pooley,5
20,0,01975,Tom Purtzer,5
20,0,02033,Dave Rummells,5
20,0,02159,Curtis Strange,5
20,0,02170,Hal Sutton,5
20,0,02229,Brett Upper,5
20,0,02279,Mark Wiebe,5
55,0,01014,Fulton Allem,4
55,0,01033,George Archer,4
55,0,01051,Seve Ballesteros,4
55,0,01061,Ray Barr Jr.,4
55,0,01081,Bill Bergin,4
55,0,01096,Phil Blackmar,4
55,0,01098,Jay Don Blake,4
55,0,01132,Mark Brooks,4
55,0,01133,Billy Ray Brown,4
55,0,01143,Brad Bryant,4
55,0,01156,Curt Byrum,4
55,0,01179,Antonio Cerda,4
55,0,01196,Brian Claar,4
55,0,01203,Russ Cochran,4
55,0,01226,Fred Couples,4
55,0,01235,Ben Crenshaw,4
55,0,01242,Rod Curl,4
55,0,01268,Jim Dent,4
55,0,01313,Steve Elkington,4
55,0,01361,Dan Forsman,4
55,0,01390,Buddy Gardner,4
55,0,01436,David Graham,4
55,0,01469,Dan Halldorson,4
55,0,01559,Hale Irwin,4
55,0,01569,Peter Jacobsen,4
55,0,01639,Kenny Knox,4
55,0,01717,Sandy Lyle,4
55,0,01725,John Mahaffey,4
55,0,01782,Mike McCullough,4
55,0,01790,Pat McGowan,4
55,0,01823,Larry Mize,4
55,0,01864,Larry Nelson,4
55,0,01941,Tom Pernice Jr.,4
55,0,01945,Kenny Perry,4
55,0,01986,Joey Rassett,4
55,0,01996,Mike Reid,4
55,0,02010,Loren Roberts,4
55,0,02083,Tom Shaw,4
55,0,02100,Tim Simpson,4
55,0,02101,Joey Sindelar,4
55,0,02104,Jeff Sluman,4
55,0,02167,Mike Sullivan,4
55,0,02180,Harry Taylor,4
55,0,02186,Brian Tennyson,4
55,0,02192,Steve Thomas,4
55,0,02195,Leonard Thompson,4
55,0,02223,Bob Tway,4
55,0,02225,Howard Twitty,4
55,0,02246,Duffy Waldorf,4
55,0,02256,Tom Watson,4
105,0,01006,John Adams,3
105,0,01024,Billy Andrade,3
105,0,01035,Tommy Armour III,3
105,0,01093,Ronnie Black,3
105,0,01127,Danny Briggs,3
105,0,01135,Ken Brown,3
105,0,01157,Tom Byrum,3
105,0,01175,Jim Carter,3
105,0,01197,Bobby Clampett,3
105,0,01201,Lennie Clements,3
105,0,01219,John Cook,3
105,0,01224,Jeff Coston,3
105,0,01261,Jay Delsing,3
105,0,01284,Mike Donald,3
105,0,01303,Bob Eastwood,3
105,0,01305,Danny Edwards,3
105,0,01310,Dave Eichelberger,3
105,0,01346,Ed Fiori,3
105,0,01412,Gibby Gilbert,3
105,0,01414,Bob Gilder,3
105,0,01425,Ernie Gonzalez,3
105,0,01495,Morris Hatalsky,3
105,0,01549,Mike Hulbert,3
105,0,01571,Barry Jaeckel,3
105,0,01577,Lee Janzen,3
105,0,01641,Gary Koch,3
105,0,01662,Greg Ladehoff,3
105,0,01682,Wayne Levi,3
105,0,01706,Davis Love III,3
105,0,01707,Steve Lowery,3
105,0,01715,Mark Lye,3
105,0,01737,Mark Maness,3
105,0,01755,Dick Mast,3
105,0,01779,Gary McCord,3
105,0,01797,Rocco Mediate,3
105,0,01858,Tommy Nakajima,3
105,0,01876,Greg Norman,3
105,0,01877,Tim Norris,3
105,0,01935,Calvin Peete,3
105,0,01952,Billy Pierot,3
105,0,01968,Nick Price,3
105,0,01970,Bob Proben,3
105,0,01971,Dillard Pruitt,3
105,0,01998,Jack Renner,3
105,0,02007,Larry Rinker,3
105,0,02041,Bill Sander,3
105,0,02099,Scott Simpson,3
105,0,02110,Jerry Smith,3
105,0,02133,Craig Stadler,3
105,0,02148,Ray Stewart,3
105,0,02185,Lance Ten Broeck,3
105,0,02190,Doug Tewell,3
105,0,02196,Robert Thompson,3
105,0,02241,Bobby Wadkins,3
105,0,02244,Fred Wadsworth,3
105,0,02267,D.A. Weibring,3
105,0,02294,Willie Wood,3
105,0,02321,Fuzzy Zoeller,3
163,0,01030,Isao Aoki,2
163,0,01078,Jim Benepe,2
163,0,01086,Roy Biancalana,2
163,0,01095,Woody Blackburn,2
163,0,01103,Charles Bolling,2
163,0,01129,Bill Britton,2
163,0,01150,George Burns,2
163,0,01154,Bill Buttner,2
163,0,01162,Rex Caldwell,2
163,0,01185,Brandel Chamblee,2
163,0,01191,Barry Cheesman,2
163,0,01192,T.C. Chen,2
163,0,01200,Keith Clearwater,2
163,0,01214,Frank Conner,2
163,0,01236,Richard Cromwell,2
163,0,01248,Rick Dalpos,2
163,0,01266,Clark Dennis,2
163,0,01278,Andy Dillard,2
163,0,01282,Trevor Dodds,2
163,0,01288,Ed Dougherty,2
163,0,01306,David Edwards,2
163,0,01326,Nick Faldo,2
163,0,01331,Rick Fehr,2
163,0,01357,Brian Fogt,2
163,0,01443,Hubert Green,2
163,0,01448,Tony Grimes,2
163,0,01468,Gary Hallberg,2
163,0,01473,Todd Hamilton,2
163,0,01476,Mike Hammond,2
163,0,01557,John Inman,2
163,0,01560,David Ishii,2
163,0,01666,Bernhard Langer,2
163,0,01714,Bob Lunn,2
163,0,01758,Gene Matthews,2
163,0,01766,Billy Mayfair,2
163,0,01815,Johnny Miller,2
163,0,01826,Brian Mogg,2
163,0,01851,Bob Murphy,2
163,0,01869,Jack Nicklaus,2
163,0,01871,Mike Nicolette,2
163,0,01892,Aki Ohmachi,2
163,0,01901,Jay Overton,2
163,0,01925,Jerry Pate,2
163,0,01931,Rick Pearson,2
163,0,01943,Chris Perry,2
163,0,01964,Greg Powers,2
163,0,02031,Griffin Rudolph,2
163,0,02094,Tony Sills,2
163,0,02118,J.C. Snead,2
163,0,02126,Bruce Soulsby,2
163,0,02160,Ron Streck,2
163,0,02201,Jim Thorpe,2
163,0,02213,Lee Trevino,2
163,0,02215,Paul Trittler,2
163,0,02239,Scott Verplank,2
163,0,02292,Bob Wolcott,2
163,0,02311,Kim Young,2
163,0,02313,Bruce Zabriski,2
163,0,02317,Larry Ziegler,2
163,0,02322,Richard Zokol,2
