RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
72,0,01968,Nick Price,70.71,495,7
73,0,07457,Steve Flesch,70.74,1344,19
74,0,02246,Duffy Waldorf,70.75,566,8
75,0,12652,Cameron Beckman,70.76,1203,17
76,0,20104,Ken Duke,70.82,1204,17
77,0,01024,Billy Andrade,70.83,1275,18
77,0,20628,Arron Oberholser,70.83,425,6
77,0,01920,Craig Parry,70.83,425,6
80,0,08931,Glen Day,70.84,1346,19
81,0,23621,Rory Sabbatini,70.85,921,13
82,0,08123,Jeff Brehaut,70.87,1630,23
83,0,01320,Bob Estes,70.89,638,9
83,0,12680,Shigeki Maruyama,70.89,638,9
83,0,06373,José María Olazábal,70.89,638,9
86,0,01388,Robert Gamez,70.91,1560,22
87,0,20593,Greg Chalmers,70.92,922,13
88,0,20645,John Senden,70.94,1277,18
88,0,22293,Heath Slocum,70.94,1135,16
90,0,19824,Craig Barlow,71.00,497,7
90,0,06214,Guy Boros,71.00,1136,16
92,0,10733,Kent Jones,71.06,1137,16
93,0,01527,Scott Hoch,71.10,711,10
94,0,07363,Craig Bowden,71.11,640,9
94,0,22621,Ben Curtis,71.11,640,9
94,0,02101,Joey Sindelar,71.11,1280,18
97,0,01381,Fred Funk,71.13,569,8
97,0,23325,Vaughn Taylor,71.13,1067,15
99,0,24507,Jason Bohn,71.17,1281,18
100,0,20157,Retief Goosen,71.20,356,5
101,0,01685,J.L. Lewis,71.21,997,14
102,0,23497,Tag Ridings,71.22,641,9
103,0,06004,Stephen Ames,71.23,926,13
103,0,21646,David Branshaw,71.23,926,13
103,0,01761,Len Mattiace,71.23,926,13
106,0,12602,Dean Wilson,71.24,1496,21
107,0,23108,Matt Kuchar,71.25,1140,16
107,0,02002,John Riegger,71.25,570,8
109,0,20472,Alex Cejka,71.29,499,7
110,0,20572,Rod Pampling,71.31,1141,16
111,0,20850,Daniel Chopra,71.32,1355,19
112,0,06621,Joe Durant,71.33,856,12
112,0,20382,Stephen Leaney,71.33,642,9
114,0,07721,Pat Bates,71.37,1356,19
115,0,12510,Chad Campbell,71.39,1285,18
116,0,01887,Mark O'Meara,71.40,357,5
117,0,21633,Steve Allan,71.42,1357,19
117,0,22371,Aaron Baddeley,71.42,857,12
117,0,23320,Ryan Palmer,71.42,1357,19
117,0,24361,Pat Perez,71.42,1714,24
121,0,01797,Rocco Mediate,71.43,500,7
122,0,20378,Mathias Grönberg,71.44,1286,18
123,0,01707,Steve Lowery,71.45,1429,20
124,0,21407,Arjun Atwal,71.47,1358,19
125,0,24290,D.J. Brigman,71.50,1430,20
125,0,21893,Brian Kortan,71.50,858,12
125,0,24502,Adam Scott,71.50,429,6
128,0,23552,Hank Kuehne,71.53,1359,19
129,0,24781,Hunter Mahan,71.54,930,13
130,0,23623,Bo Van Pelt,71.55,787,11
131,0,21961,Charles Howell III,71.56,1145,16
131,0,21949,Joe Ogilvie,71.56,1288,18
131,0,22913,John Rollins,71.56,1145,16
131,0,02245,Grant Waite,71.56,1288,18
135,0,24357,K.J. Choi,71.57,501,7
135,0,01724,Jeff Maggert,71.57,501,7
135,0,22405,Justin Rose,71.57,501,7
138,0,21878,Mark Wilson,71.62,931,13
139,0,08337,Mike Heinen,71.63,573,8
140,0,19825,Darren Clarke,71.67,215,3
140,0,20433,Mark Hensby,71.67,860,12
140,0,11032,Frank Lickliter II,71.67,1075,15
140,0,02049,Gene Sauers,71.67,860,12
144,0,06527,Steve Stricker,71.69,1147,16
144,0,06595,Kevin Sutherland,71.69,932,13
146,0,07749,Brett Quigley,71.71,1004,14
147,0,01329,Brad Faxon,71.81,1149,16
148,0,08881,Tripp Isenhour,71.83,431,6
149,0,01378,David Frost,71.85,934,13
150,0,10423,Mike Weir,71.86,1006,14
151,0,01226,Fred Couples,71.89,647,9
152,0,02106,Chris Smith,71.90,1510,21
153,0,20663,Brenden Pappas,71.91,1582,22
154,0,01926,Steve Pate,71.92,863,12
155,0,10585,Scott McCarron,71.93,1079,15
156,0,12705,Cliff Kresge,71.95,1367,19
157,0,19881,Robert Damron,72.00,1224,17
157,0,10213,Dicky Pride,72.00,1008,14
159,0,01127,Danny Briggs,72.05,1369,19
160,0,19846,Brian Gay,72.08,937,13
161,0,21805,Harrison Frazar,72.15,938,13
162,0,01771,Blaine McCallister,72.24,1228,17
162,0,25396,Kevin Na,72.24,1517,21
164,0,01361,Dan Forsman,72.33,1085,15
164,0,06078,Esteban Toledo,72.33,1519,21
166,0,11123,Chris Couch,72.36,1013,14
167,0,01203,Russ Cochran,72.38,579,8
168,0,20634,Peter Lonard,72.43,507,7
169,0,02206,David Toms,72.50,580,8
170,0,12753,David Morland IV,72.52,1523,21
171,0,23307,Roger Tambellini,72.53,1378,19
172,0,01035,Tommy Armour III,72.57,1524,21
172,0,01261,Jay Delsing,72.57,1016,14
174,0,08339,Spike McRoy,72.59,1597,22
175,0,23613,Rich Barcelo,72.60,1089,15
175,0,06575,Dudley Hart,72.60,726,10
177,0,12394,Tom Carter,72.62,1888,26
178,0,10107,Deane Pappas,72.63,1162,16
179,0,23063,Scott Hend,72.67,872,12
180,0,20585,Niclas Fasth,72.75,873,12
181,0,12682,Hirofumi Miyase,72.80,728,10
182,0,01473,Todd Hamilton,72.89,656,9
183,0,06613,Tommy Tolles,72.93,1021,14
184,0,08385,Omar Uresti,73.08,950,13
185,0,12782,Tim Herron,73.14,1024,14
186,0,01132,Mark Brooks,73.18,1244,17
187,0,10912,Craig Perks,73.20,732,10
188,0,08835,Kris Cox,73.32,1393,19
189,0,01139,Olin Browne,73.36,1027,14
190,0,07939,Dan Olsen,73.41,1248,17
191,0,10201,Matt Gogel,73.50,588,8
192,0,20580,Andre Stolz,73.80,1107,15
193,0,06515,Shaun Micheel,73.86,517,7
194,0,20029,Notah Begay III,74.00,888,12
195,0,25237,Kevin Muncrief,74.64,821,11
196,0,23338,David Gossett,75.72,1363,18
