RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,06567,Vijay Singh,68.06,1089,16
2,0,01042,Paul Azinger,68.42,821,12
3,0,10885,Robert Allenby,68.67,412,6
4,0,24024,Zach Johnson,68.69,893,13
5,0,12760,Danny Ellis,68.93,1034,15
6,0,01810,Phil Mickelson,69.08,898,13
7,0,19972,José Coceres,69.17,830,12
8,0,08793,Tiger Woods,69.20,346,5
9,0,20229,Stewart Cink,69.29,1178,17
10,0,12645,Brent Geiberger,69.30,693,10
11,0,01706,Davis Love III,69.40,694,10
12,0,23541,Ben Crane,69.41,1180,17
13,0,23135,Tim Clark,69.43,972,14
14,0,10860,Justin Leonard,69.58,835,12
15,0,02214,Kirk Triplett,69.62,905,13
16,0,24925,Jonathan Byrd,69.67,1045,15
17,0,22046,Geoff Ogilvy,69.72,1255,18
18,0,06522,Ernie Els,69.80,349,5
18,0,01677,Tom Lehman,69.80,698,10
20,0,01249,John Daly,69.85,908,13
21,0,02239,Scott Verplank,69.86,489,7
22,0,01938,David Peoples,69.88,559,8
22,0,01945,Kenny Perry,69.88,559,8
24,0,20098,Stuart Appleby,69.91,769,11
24,0,06809,Bob Burns,69.91,769,11
26,0,06251,Chris DiMarco,70.00,490,7
26,0,01948,Tim Petrovic,70.00,1540,22
26,0,21959,Ted Purdy,70.00,1190,17
26,0,02099,Scott Simpson,70.00,630,9
30,0,08075,Jerry Kelly,70.06,1121,16
31,0,01553,John Huston,70.08,911,13
32,0,23614,Rich Beem,70.09,771,11
33,0,26420,Richard Johnson,70.12,1192,17
34,0,01161,Mark Calcavecchia,70.13,1052,15
35,0,01157,Tom Byrum,70.14,982,14
35,0,01313,Steve Elkington,70.14,982,14
37,0,06332,Neal Lancaster,70.15,912,13
38,0,01941,Tom Pernice Jr.,70.16,1333,19
39,0,12823,Carlos Franco,70.17,1263,18
40,0,02223,Bob Tway,70.18,772,11
41,0,01457,Jay Haas,70.23,913,13
41,0,02104,Jeff Sluman,70.23,913,13
43,0,01142,Bart Bryant,70.25,562,8
44,0,25686,Jason Dufner,70.33,1055,15
44,0,21209,Sergio Garcia,70.33,211,3
44,0,20127,Chris Riley,70.33,844,12
47,0,20548,Hidemichi Tanaka,70.36,985,14
48,0,12660,Jesper Parnevik,70.40,1056,15
49,0,23983,Luke Donald,70.42,845,12
50,0,23353,J.J. Henry,70.43,1479,21
51,0,20094,Jonathan Kaye,70.45,775,11
52,0,06197,Michael Allen,70.50,987,14
52,0,20498,Briny Baird,70.50,1128,16
52,0,01927,Dennis Paulson,70.50,987,14
52,0,01928,Corey Pavin,70.50,1128,16
52,0,26287,Roland Thatcher,70.50,423,6
57,0,21731,Freddie Jacobson,70.53,1199,17
58,0,25900,Lucas Glover,70.54,917,13
59,0,01666,Bernhard Langer,70.56,635,9
59,0,25345,Carl Pettersson,70.56,1129,16
61,0,07867,Woody Austin,70.57,988,14
62,0,07223,Brian Bateman,70.58,847,12
62,0,02010,Loren Roberts,70.58,847,12
64,0,01619,Skip Kendall,70.59,1200,17
65,0,10425,Jay Williamson,70.64,989,14
66,0,20121,Todd Fischer,70.65,1625,23
67,0,01219,John Cook,70.67,848,12
68,0,01766,Billy Mayfair,70.68,1555,22
69,0,08537,J.P. Hayes,70.69,919,13
69,0,01577,Lee Janzen,70.69,919,13
71,0,22548,Patrick Sheehan,70.70,1414,20
