RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,31557,Jim Herman,100.00
2,0,36689,Brooks Koepka,89.47
3,0,26851,Marc Leishman,87.50
4,0,29221,Webb Simpson,78.95
5,0,24502,Adam Scott,76.92
6,0,35450,Patrick Cantlay,76.47
6,0,46970,Jon Rahm,76.47
6,0,33448,Justin Thomas,76.47
9,0,30978,Kiradech Aphibarnrat,75.00
9,0,32757,Patton Kizzire,75.00
9,0,28237,Rory McIlroy,75.00
12,0,37455,Si Woo Kim,73.33
12,0,26596,Ryan Moore,73.33
12,0,23320,Ryan Palmer,73.33
12,0,30110,Kyle Stanley,73.33
16,0,45609,Tyler Duncan,71.43
16,0,24781,Hunter Mahan,71.43
18,0,27963,Chris Stroud,70.00
18,0,37340,Chase Wright,70.00
20,0,30944,Jason Kokrak,69.57
21,0,45157,Cam Davis,69.23
21,0,24024,Zach Johnson,69.23
23,0,47959,Bryson DeChambeau,68.75
23,0,47993,Denny McCarthy,68.75
23,0,37275,Sam Ryder,68.75
26,0,39971,Sungjae Im,68.00
27,0,40009,Dominic Bozzelli,66.67
27,0,06522,Ernie Els,66.67
27,0,40098,Matt Fitzpatrick,66.67
27,0,29535,Brice Garnett,66.67
27,0,46402,Talor Gooch,66.67
27,0,39977,Max Homa,66.67
27,0,27974,Sung Kang,66.67
27,0,29478,Kevin Kisner,66.67
27,0,35879,Kelly Kraft,66.67
27,0,31420,Anirban Lahiri,66.67
27,0,27556,Ted Potter Jr.,66.67
27,0,28252,Seamus Power,66.67
27,0,35617,Martin Trainer,66.67
40,0,27649,Brandt Snedeker,65.22
41,0,31560,Brian Stuard,65.00
42,0,33948,Byeong Hun An,64.71
42,0,25364,Paul Casey,64.71
42,0,30925,Dustin Johnson,64.71
42,0,29908,C.T. Pan,64.71
42,0,48081,Xander Schauffele,64.71
47,0,47504,Sam Burns,64.29
47,0,28089,Jason Day,64.29
47,0,25632,Jimmy Walker,64.29
50,0,34563,Chesson Hadley,63.64
50,0,23621,Rory Sabbatini,63.64
50,0,40115,Adam Svensson,63.64
53,0,23108,Matt Kuchar,63.16
54,0,26499,Rafa Cabrera Bello,62.50
