RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,27958,Ryan Blaum,100.0,1
1,0,33141,Keegan Bradley,100.0,1
1,0,29268,Bronson Burgoon,100.0,1
1,0,47504,Sam Burns,100.0,1
1,0,26499,Rafa Cabrera Bello,100.0,1
1,0,34306,John Chin,100.0,1
1,0,39997,Corey Conners,100.0,3
1,0,46435,Austin Cook,100.0,1
1,0,34076,Joel Dahmen,100.0,1
1,0,25686,Jason Dufner,100.0,1
1,0,45609,Tyler Duncan,100.0,1
1,0,29725,Tony Finau,100.0,4
1,0,40098,Matt Fitzpatrick,100.0,2
1,0,32102,Rickie Fowler,100.0,2
1,0,29970,Dylan Frittelli,100.0,1
1,0,46402,Talor Gooch,100.0,1
1,0,31557,Jim Herman,100.0,1
1,0,12716,Charley Hoffman,100.0,1
1,0,39977,Max Homa,100.0,1
1,0,26300,Matt Jones,100.0,1
1,0,27974,Sung Kang,100.0,1
1,0,37455,Si Woo Kim,100.0,1
1,0,36689,Brooks Koepka,100.0,8
1,0,30944,Jason Kokrak,100.0,1
1,0,35879,Kelly Kraft,100.0,2
1,0,23108,Matt Kuchar,100.0,4
1,0,33410,Andrew Landry,100.0,1
1,0,29926,Danny Lee,100.0,1
1,0,26851,Marc Leishman,100.0,4
1,0,35449,Adam Long,100.0,1
1,0,25572,Graeme McDowell,100.0,1
1,0,32640,Troy Merritt,100.0,1
1,0,01810,Phil Mickelson,100.0,2
1,0,25198,Francesco Molinari,100.0,1
1,0,25396,Kevin Na,100.0,1
1,0,23320,Ryan Palmer,100.0,1
1,0,29908,C.T. Pan,100.0,2
1,0,34256,Andrew Putnam,100.0,2
1,0,35732,Wes Roach,100.0,1
1,0,37275,Sam Ryder,100.0,1
1,0,48081,Xander Schauffele,100.0,3
1,0,29221,Webb Simpson,100.0,4
1,0,39324,J.J. Spaun,100.0,1
1,0,34431,Robert Streb,100.0,2
1,0,27963,Chris Stroud,100.0,1
1,0,34264,Hudson Swafford,100.0,1
1,0,33448,Justin Thomas,100.0,3
1,0,35617,Martin Trainer,100.0,1
1,0,32333,Kevin Tway,100.0,1
1,0,26951,Johnson Wagner,100.0,1
1,0,47128,Richy Werenski,100.0,1
1,0,31323,Gary Woodland,100.0,4
53,0,28237,Rory McIlroy,77.8,7
54,0,25364,Paul Casey,75.0,3
54,0,25818,Scott Piercy,75.0,3
56,0,35450,Patrick Cantlay,66.7,4
56,0,30911,Tommy Fleetwood,66.7,2
56,0,33399,Adam Hadwin,66.7,2
56,0,46970,Jon Rahm,66.7,4
56,0,24502,Adam Scott,66.7,2
56,0,27649,Brandt Snedeker,66.7,2
62,0,26476,Chez Reavie,60.0,3
62,0,22405,Justin Rose,60.0,3
62,0,23621,Rory Sabbatini,60.0,3
65,0,33948,Byeong Hun An,50.0,1
65,0,45526,Abraham Ancer,50.0,1
65,0,22371,Aaron Baddeley,50.0,2
65,0,47959,Bryson DeChambeau,50.0,2
65,0,19846,Brian Gay,50.0,1
65,0,29974,Branden Grace,50.0,1
65,0,27141,J.B. Holmes,50.0,1
65,0,21961,Charles Howell III,50.0,1
65,0,35506,Mackenzie Hughes,50.0,1
65,0,39971,Sungjae Im,50.0,1
65,0,30925,Dustin Johnson,50.0,2
65,0,28775,Nate Lashley,50.0,1
65,0,39546,Keith Mitchell,50.0,1
65,0,26329,Louis Oosthuizen,50.0,1
65,0,49771,J.T. Poston,50.0,1
65,0,34360,Patrick Reed,50.0,2
65,0,49960,Sepp Straka,50.0,1
65,0,33419,Cameron Tringale,50.0,1
65,0,37189,Harold Varner III,50.0,1
84,0,52372,Cameron Champ,33.3,1
84,0,51766,Wyndham Clark,33.3,1
86,0,19803,Ryan Armour,.0,0
86,0,40009,Dominic Bozzelli,.0,0
86,0,29479,Scott Brown,.0,0
86,0,28089,Jason Day,.0,0
86,0,35376,Roberto Díaz,.0,0
86,0,10809,Jim Furyk,.0,0
86,0,46523,Joey Garber,.0,0
86,0,21209,Sergio Garcia,.0,0
86,0,29535,Brice Garnett,.0,0
86,0,25900,Lucas Glover,.0,0
86,0,31646,Emiliano Grillo,.0,0
86,0,24924,Bill Haas,.0,0
86,0,37454,Whee Kim,.0,0
86,0,29478,Kevin Kisner,.0,0
86,0,27936,Martin Laird,.0,0
86,0,32791,K.H. Lee,.0,0
86,0,27129,Luke List,.0,0
86,0,34466,Peter Malnati,.0,0
86,0,32839,Hideki Matsuyama,.0,0
86,0,26596,Ryan Moore,.0,0
86,0,46601,Trey Mullinax,.0,0
86,0,48822,Sebastián Muñoz,.0,0
86,0,27349,Alex Noren,.0,0
86,0,24361,Pat Perez,.0,0
86,0,27556,Ted Potter Jr.,.0,0
86,0,24138,Ian Poulter,.0,0
86,0,47347,Adam Schenk,.0,0
86,0,33486,Roger Sloan,.0,0
86,0,35891,Cameron Smith,.0,0
86,0,34046,Jordan Spieth,.0,0
86,0,30692,Scott Stallings,.0,0
86,0,33418,Shawn Stefani,.0,0
86,0,31560,Brian Stuard,.0,0
86,0,23325,Vaughn Taylor,.0,0
86,0,27330,Josh Teater,.0,0
86,0,32150,Michael Thompson,.0,0
86,0,29484,Peter Uihlein,.0,0
86,0,27064,Jhonattan Vegas,.0,0
86,0,27095,Nick Watney,.0,0
86,0,32139,Danny Willett,.0,0
86,0,49964,Aaron Wise,.0,0
86,0,37340,Chase Wright,.0,0
