RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,28089,Jason Day,1.130,61.042,54
2,0,34046,Jordan Spieth,.758,43.954,58
3,0,29478,Kevin Kisner,.672,49.051,73
4,0,33410,Andrew Landry,.654,21.591,33
5,0,06527,Steve Stricker,.620,27.895,45
6,0,34099,Harris English,.594,43.331,73
7,0,25834,Daniel Summerhays,.592,46.747,79
8,0,22371,Aaron Baddeley,.586,43.961,75
9,0,01810,Phil Mickelson,.565,33.335,59
10,0,23800,Bryce Molder,.553,37.064,67
11,0,33399,Adam Hadwin,.530,46.675,88
12,0,27895,Jonas Blixt,.527,35.810,68
13,0,32876,Martin Piller,.518,24.357,47
14,0,34466,Peter Malnati,.491,36.352,74
15,0,21731,Freddie Jacobson,.487,35.039,72
16,0,27644,Brian Harman,.465,42.762,92
17,0,20157,Retief Goosen,.462,22.157,48
17,0,30927,Brendon Todd,.462,24.939,54
19,0,36689,Brooks Koepka,.445,26.681,60
20,0,32757,Patton Kizzire,.442,33.154,75
21,0,29222,Billy Hurley III,.433,25.520,59
22,0,34262,Jon Curran,.407,34.190,84
23,0,06522,Ernie Els,.405,22.659,56
24,0,35539,Luke Guthrie,.404,18.169,45
25,0,24024,Zach Johnson,.395,28.816,73
25,0,30711,Colt Knost,.395,28.051,71
25,0,27649,Brandt Snedeker,.395,29.605,75
28,0,24846,Ricky Barnes,.385,30.827,80
29,0,23108,Matt Kuchar,.381,29.342,77
30,0,31202,William McGirt,.360,31.667,88
31,0,31416,Derek Fathauer,.356,27.054,76
32,0,26596,Ryan Moore,.351,22.831,65
33,0,24357,K.J. Choi,.349,23.403,67
34,0,25349,Tim Wilkinson,.335,16.775,50
35,0,20645,John Senden,.321,25.352,79
36,0,35732,Wes Roach,.299,12.878,43
37,0,30925,Dustin Johnson,.281,17.729,63
38,0,35300,Andrew Loupe,.280,18.765,67
38,0,34360,Patrick Reed,.280,21.805,78
40,0,39975,Michael Kim,.276,23.706,86
41,0,26951,Johnson Wagner,.273,20.728,76
42,0,36801,Mark Hubbard,.272,22.546,83
43,0,24781,Hunter Mahan,.253,12.663,50
44,0,26851,Marc Leishman,.252,16.350,65
45,0,32640,Troy Merritt,.244,15.828,65
46,0,23541,Ben Crane,.230,15.160,66
47,0,25632,Jimmy Walker,.222,15.737,71
48,0,26758,David Hearn,.214,17.563,82
49,0,28679,Fabián Gómez,.213,15.516,73
50,0,33461,Morgan Hoffmann,.208,12.291,59
50,0,24140,Sean O'Hair,.208,17.474,84
52,0,35879,Kelly Kraft,.207,9.302,45
53,0,34264,Hudson Swafford,.205,18.864,92
54,0,27770,Camilo Villegas,.203,14.392,71
55,0,20098,Stuart Appleby,.201,13.289,66
56,0,40058,Zac Blair,.195,15.806,81
57,0,34098,Russell Henley,.193,13.327,69
58,0,27974,Sung Kang,.186,13.606,73
59,0,29289,S.Y. Noh,.176,12.116,69
60,0,40026,Daniel Berger,.175,12.627,72
61,0,27747,Hiroshi Iwata,.174,11.645,67
62,0,27936,Martin Laird,.158,11.202,71
63,0,23638,Brendon de Jonge,.156,10.126,65
64,0,32102,Rickie Fowler,.153,9.807,64
64,0,25892,Steve Wheatcroft,.153,10.738,70
66,0,21961,Charles Howell III,.152,11.999,79
67,0,27963,Chris Stroud,.150,10.380,69
68,0,23983,Luke Donald,.148,8.761,59
69,0,10213,Dicky Pride,.144,5.901,41
70,0,33413,Ben Martin,.140,11.202,80
71,0,02206,David Toms,.132,7.145,54
72,0,25274,Steven Bowditch,.131,7.212,55
72,0,29461,Jamie Lovemark,.131,10.909,83
74,0,29476,Kyle Reifers,.120,11.617,97
75,0,46440,Smylie Kaufman,.113,8.107,72
75,0,33204,Shane Lowry,.113,4.180,37
77,0,25364,Paul Casey,.112,6.384,57
77,0,29420,Billy Horschel,.112,6.405,57
79,0,25396,Kevin Na,.074,5.140,69
80,0,27064,Jhonattan Vegas,.072,5.836,81
81,0,10809,Jim Furyk,.067,2.965,44
81,0,28158,Steve Marino,.067,3.776,56
83,0,29223,Sam Saunders,.060,3.082,51
84,0,33419,Cameron Tringale,.057,4.003,70
85,0,34409,David Lingmerth,.055,3.274,60
86,0,34261,Scott Langley,.045,2.395,53
87,0,28092,D.H. Lee,.042,1.949,46
88,0,30163,Henrik Norlander,.039,2.092,53
89,0,24507,Jason Bohn,.032,1.909,59
90,0,35545,Blayne Barber,.010,.776,74
90,0,29479,Scott Brown,.010,.734,70
90,0,20472,Alex Cejka,.010,.527,51
93,0,27466,Spencer Levin,.008,.696,82
94,0,29720,Andres Gonzales,.007,.466,64
95,0,24461,Thomas Aiken,.006,.284,48
96,0,29268,Bronson Burgoon,.002,.145,65
97,0,25720,Chad Collins,-.004,-.273,64
98,0,30926,Chris Kirk,-.006,-.466,74
99,0,31420,Anirban Lahiri,-.020,-.959,48
100,0,26329,Louis Oosthuizen,-.021,-.898,42
101,0,31560,Brian Stuard,-.022,-1.340,60
102,0,32839,Hideki Matsuyama,-.025,-1.472,58
103,0,34265,Will Wilcox,-.027,-1.533,57
104,0,27942,Rob Oppenheim,-.038,-1.931,51
105,0,24494,Erik Compton,-.040,-2.058,51
106,0,33122,Russell Knox,-.054,-3.500,65
107,0,31646,Emiliano Grillo,-.056,-4.058,73
108,0,35891,Cameron Smith,-.057,-2.619,46
109,0,29485,Brett Stegmaier,-.061,-4.545,75
109,0,28114,Dawie van der Walt,-.061,-3.442,56
111,0,35451,Scott Pinckney,-.064,-4.514,71
111,0,28132,Tyrone Van Aswegen,-.064,-5.648,88
113,0,35532,Tom Hoge,-.070,-4.381,63
114,0,29725,Tony Finau,-.088,-6.838,78
115,0,12716,Charley Hoffman,-.092,-6.516,71
116,0,23320,Ryan Palmer,-.094,-7.314,78
116,0,06567,Vijay Singh,-.094,-6.090,65
118,0,37455,Si Woo Kim,-.102,-10.050,99
119,0,30110,Kyle Stanley,-.103,-8.100,79
120,0,29974,Branden Grace,-.105,-4.403,42
121,0,22892,Jason Gore,-.109,-6.561,60
122,0,27141,J.B. Holmes,-.129,-7.886,61
123,0,29745,Tyler Aldridge,-.130,-8.682,67
124,0,26331,Charl Schwartzel,-.137,-7.649,56
125,0,32150,Michael Thompson,-.151,-8.180,54
126,0,25493,Nick Taylor,-.154,-10.160,66
127,0,21878,Mark Wilson,-.155,-8.532,55
128,0,31323,Gary Woodland,-.162,-12.638,78
129,0,24502,Adam Scott,-.168,-9.406,56
130,0,24924,Bill Haas,-.174,-11.157,64
131,0,33448,Justin Thomas,-.185,-13.896,75
132,0,34174,John Huh,-.187,-14.782,79
133,0,25900,Lucas Glover,-.192,-12.866,67
133,0,34563,Chesson Hadley,-.192,-12.889,67
135,0,36699,Patrick Rodgers,-.193,-13.719,71
136,0,22405,Justin Rose,-.197,-9.639,49
137,0,25572,Graeme McDowell,-.199,-8.967,45
138,0,24358,Robert Garrigus,-.200,-10.975,55
139,0,28237,Rory McIlroy,-.207,-9.939,48
140,0,08075,Jerry Kelly,-.214,-12.848,60
141,0,37454,Whee Kim,-.219,-14.208,65
142,0,29926,Danny Lee,-.221,-15.698,71
143,0,12510,Chad Campbell,-.223,-17.875,80
144,0,26289,Boo Weekley,-.225,-15.978,71
145,0,27436,Graham DeLaet,-.227,-13.371,59
146,0,33667,Carlos Ortiz,-.242,-14.777,61
147,0,32448,James Hahn,-.243,-16.989,70
148,0,32200,Roberto Castro,-.257,-22.642,88
149,0,26476,Chez Reavie,-.262,-19.913,76
150,0,32618,Rhein Gibson,-.266,-11.705,44
151,0,23353,J.J. Henry,-.269,-16.396,61
152,0,27129,Luke List,-.273,-17.737,65
153,0,29518,Brendan Steele,-.287,-19.769,69
154,0,30944,Jason Kokrak,-.288,-21.628,75
155,0,25818,Scott Piercy,-.292,-18.967,65
156,0,25198,Francesco Molinari,-.296,-16.896,57
157,0,30692,Scott Stallings,-.305,-19.225,63
158,0,32366,Kevin Chappell,-.307,-23.948,78
159,0,26300,Matt Jones,-.314,-19.755,63
160,0,31557,Jim Herman,-.318,-22.564,71
161,0,27214,Kevin Streelman,-.326,-20.863,64
162,0,33418,Shawn Stefani,-.336,-25.840,77
163,0,20766,Padraig Harrington,-.342,-15.051,44
164,0,20848,Ángel Cabrera,-.347,-16.986,49
165,0,25686,Jason Dufner,-.353,-27.865,79
166,0,37189,Harold Varner III,-.357,-28.590,80
167,0,25804,Bubba Watson,-.367,-18.693,51
168,0,21209,Sergio Garcia,-.388,-12.029,31
169,0,34431,Robert Streb,-.396,-26.163,66
