RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
170,0,20229,Stewart Cink,-.398,-19.512,49
171,0,28475,Jeff Overton,-.416,-24.134,58
172,0,45526,Abraham Ancer,-.421,-15.980,38
173,0,23325,Vaughn Taylor,-.424,-28.391,67
174,0,22046,Geoff Ogilvy,-.437,-21.846,50
175,0,20572,Rod Pampling,-.475,-17.590,37
176,0,24912,Will MacKenzie,-.479,-31.646,66
177,0,29221,Webb Simpson,-.482,-27.946,58
178,0,24490,George McNeill,-.485,-22.315,46
179,0,10885,Robert Allenby,-.491,-20.117,41
180,0,20104,Ken Duke,-.524,-25.147,48
181,0,37273,Derek Ernst,-.556,-23.907,43
182,0,25240,D.A. Points,-.596,-23.247,39
183,0,33141,Keegan Bradley,-.631,-39.747,63
184,0,23621,Rory Sabbatini,-.945,-36.836,39
185,0,20691,Greg Owen,-.987,-68.137,69
