RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,12510,Chad Campbell,105.8,1692,16
2,0,24912,Will MacKenzie,111.6,1116,10
3,0,20378,Mathias Grönberg,111.9,1566,14
4,0,20663,Brenden Pappas,118.8,1188,10
5,0,12309,Bob Sowards,122.0,1098,9
6,0,24361,Pat Perez,127.4,1656,13
7,0,20229,Stewart Cink,132.5,1458,11
8,0,23349,Charles Warren,142.2,1422,10
9,0,26300,Matt Jones,142.5,1710,12
10,0,27095,Nick Watney,144.0,1728,12
11,0,29718,Anthony Kim,145.8,1458,10
11,0,24140,Sean O'Hair,145.8,1458,10
11,0,27963,Chris Stroud,145.8,1458,10
14,0,02002,John Riegger,146.0,1314,9
15,0,01161,Mark Calcavecchia,148.5,1188,8
16,0,20574,Mathew Goggin,148.9,1638,11
17,0,20850,Daniel Chopra,149.4,1494,10
18,0,30925,Dustin Johnson,150.5,1656,11
19,0,01226,Fred Couples,154.3,1080,7
20,0,26500,Alejandro Cañizares,156.0,936,6
21,0,27214,Kevin Streelman,157.8,2052,13
22,0,24449,Parker McLachlin,158.4,1584,10
23,0,20160,Charlie Wi,158.7,1746,11
24,0,27936,Martin Laird,160.4,1764,11
25,0,28089,Jason Day,162.0,1458,9
25,0,26679,Kevin Stadler,162.0,1620,10
27,0,06197,Michael Allen,163.8,1638,10
28,0,22913,John Rollins,169.2,1692,10
29,0,28780,Nicholas Thompson,169.5,2034,12
30,0,07457,Steve Flesch,171.0,1710,10
31,0,23157,Richard Johnson,173.3,1386,8
32,0,21633,Steve Allan,174.0,1044,6
33,0,25396,Kevin Na,174.6,1746,10
34,0,01706,Davis Love III,175.5,1404,8
35,0,24502,Adam Scott,176.4,882,5
36,0,24663,Y.E. Yang,178.0,1602,9
37,0,30750,Tommy Gainey,180.0,1080,6
37,0,07749,Brett Quigley,180.0,1440,8
39,0,20433,Mark Hensby,182.6,1278,7
40,0,01941,Tom Pernice Jr.,187.2,1872,10
41,0,22371,Aaron Baddeley,187.7,1314,7
41,0,25632,Jimmy Walker,187.7,1314,7
43,0,22892,Jason Gore,188.0,1692,9
44,0,27649,Brandt Snedeker,189.0,1512,8
45,0,01707,Steve Lowery,190.3,1332,7
46,0,11032,Frank Lickliter II,192.6,1926,10
47,0,24490,George McNeill,194.0,1746,9
48,0,19913,Ron Whittaker,194.4,972,5
49,0,27933,John Merrick,196.0,1764,9
50,0,23108,Matt Kuchar,198.0,1584,8
50,0,23497,Tag Ridings,198.0,1584,8
52,0,27561,Nick Flanagan,200.3,1602,8
53,0,27770,Camilo Villegas,200.6,1404,7
54,0,23614,Rich Beem,202.5,1620,8
55,0,23048,Eric Axley,203.4,2034,10
56,0,10733,Kent Jones,204.0,1224,6
57,0,10875,Todd Demsey,205.7,1440,7
57,0,20572,Rod Pampling,205.7,1440,7
59,0,06621,Joe Durant,207.0,1656,8
60,0,20157,Retief Goosen,208.8,1044,5
61,0,23788,D.J. Trahan,211.5,1692,8
62,0,06527,Steve Stricker,216.0,1296,6
63,0,25804,Bubba Watson,218.3,1746,8
64,0,24925,Jonathan Byrd,218.6,1530,7
64,0,27141,J.B. Holmes,218.6,1530,7
64,0,24781,Hunter Mahan,218.6,1530,7
67,0,12823,Carlos Franco,219.0,1314,6
68,0,25345,Carl Pettersson,220.0,1980,9
69,0,24924,Bill Haas,222.8,1782,8
69,0,21961,Charles Howell III,222.8,1782,8
71,0,23778,Brad Adamonis,223.7,1566,7
71,0,24227,Justin Bolli,223.7,1566,7
71,0,10423,Mike Weir,223.7,1566,7
74,0,26695,Michael Letzig,226.3,1584,7
75,0,23623,Bo Van Pelt,227.3,1818,8
76,0,23621,Rory Sabbatini,228.0,1368,6
77,0,09011,David Duval,229.5,918,4
78,0,24358,Robert Garrigus,231.4,1620,7
79,0,01810,Phil Mickelson,234.0,1404,6
79,0,06567,Vijay Singh,234.0,1404,6
81,0,20645,John Senden,236.6,1656,7
82,0,22621,Ben Curtis,240.0,1440,6
83,0,10885,Robert Allenby,240.8,1926,8
84,0,25562,Andres Romero,241.2,1206,5
85,0,10809,Jim Furyk,241.7,1692,7
85,0,12716,Charley Hoffman,241.7,1692,7
87,0,01142,Bart Bryant,243.0,1458,6
88,0,25842,Jon Mills,244.3,1710,7
89,0,02206,David Toms,244.8,1224,5
90,0,10425,Jay Williamson,246.9,1728,7
91,0,02223,Bob Tway,252.0,1260,5
92,0,20498,Briny Baird,254.3,2034,8
93,0,23409,James Driscoll,255.0,1530,6
94,0,19803,Ryan Armour,261.0,1566,6
94,0,25190,Jeff Quinney,261.0,1566,6
96,0,26476,Chez Reavie,262.3,1836,7
97,0,01766,Billy Mayfair,264.9,1854,7
98,0,08385,Omar Uresti,266.4,1332,5
99,0,08845,Scott Sterling,267.0,1602,6
100,0,28158,Steve Marino,267.8,2142,8
101,0,26420,Richard Johnson,270.0,1080,4
101,0,06090,Jim McGovern,270.0,1350,5
103,0,25900,Lucas Glover,273.0,1638,6
104,0,20634,Peter Lonard,276.0,1656,6
105,0,27120,Troy Matteson,282.0,1692,6
106,0,24138,Ian Poulter,294.0,882,3
106,0,06595,Kevin Sutherland,294.0,1764,6
108,0,20766,Padraig Harrington,300.0,900,3
109,0,20848,Ángel Cabrera,306.0,918,3
109,0,01677,Tom Lehman,306.0,918,3
109,0,20443,Jin Park,306.0,1530,5
109,0,20127,Chris Riley,306.0,918,3
113,0,28475,Jeff Overton,309.0,1854,6
114,0,06573,Brandt Jobe,312.0,936,3
115,0,12652,Cameron Beckman,313.2,1566,5
115,0,06251,Chris DiMarco,313.2,1566,5
115,0,01797,Rocco Mediate,313.2,1566,5
118,0,07867,Woody Austin,315.0,1890,6
118,0,21209,Sergio Garcia,315.0,1260,4
120,0,23135,Tim Clark,320.4,1602,5
121,0,25720,Chad Collins,324.0,1296,4
121,0,21753,Brian Davis,324.0,1944,6
121,0,01320,Bob Estes,324.0,1620,5
124,0,01553,John Huston,336.0,1008,3
124,0,10649,Tom Scherrer,336.0,1008,3
126,0,23718,Nathan Green,342.0,1710,5
126,0,25349,Tim Wilkinson,342.0,1710,5
128,0,12782,Tim Herron,349.2,1746,5
128,0,01945,Kenny Perry,349.2,1746,5
130,0,21731,Freddie Jacobson,351.0,1404,4
131,0,06004,Stephen Ames,369.0,1476,4
132,0,22548,Patrick Sheehan,372.0,2232,6
133,0,26289,Boo Weekley,373.5,1494,4
134,0,22293,Heath Slocum,374.4,1872,5
135,0,24024,Zach Johnson,378.0,1512,4
135,0,12705,Cliff Kresge,378.0,1512,4
137,0,06034,Marco Dawson,384.0,1152,3
137,0,22046,Geoff Ogilvy,384.0,1152,3
139,0,01724,Jeff Maggert,387.0,1548,4
140,0,26668,Marc Turnesa,391.5,1566,4
141,0,12602,Dean Wilson,392.4,1962,5
142,0,21959,Ted Purdy,408.0,1224,3
143,0,23320,Ryan Palmer,414.0,1242,3
144,0,20104,Ken Duke,417.6,2088,5
145,0,22582,Kyle Thompson,420.0,1260,3
146,0,01024,Billy Andrade,426.0,1278,3
147,0,10860,Justin Leonard,427.5,1710,4
148,0,21461,Kenneth Ferrie,432.0,1296,3
148,0,26596,Ryan Moore,432.0,1296,3
148,0,23797,Brett Rumford,432.0,1296,3
151,0,06522,Ernie Els,450.0,900,2
151,0,20105,Jeff Gove,450.0,900,2
151,0,12680,Shigeki Maruyama,450.0,900,2
151,0,21949,Joe Ogilvie,450.0,1800,4
155,0,25364,Paul Casey,468.0,936,2
156,0,01388,Robert Gamez,474.0,1422,3
157,0,21878,Mark Wilson,481.5,1926,4
158,0,20623,Gavin Coles,486.0,972,2
158,0,23353,J.J. Henry,486.0,1944,4
160,0,26951,Johnson Wagner,498.0,1494,3
161,0,20098,Stuart Appleby,504.0,1512,3
162,0,23541,Ben Crane,516.0,1548,3
163,0,12660,Jesper Parnevik,528.0,1584,3
164,0,27613,David Lutterus,531.0,1062,2
165,0,01473,Todd Hamilton,552.0,1656,3
166,0,23540,Jason Allred,567.0,1134,2
166,0,12826,Paul Claxton,567.0,1134,2
166,0,06012,Greg Kraft,567.0,1134,2
169,0,07547,Craig Kanada,585.0,1170,2
170,0,26631,Cody Freeman,594.0,1188,2
171,0,22378,Trevor Immelman,612.0,1224,2
172,0,01928,Corey Pavin,621.0,1242,2
173,0,21805,Harrison Frazar,657.0,1314,2
174,0,06575,Dudley Hart,666.0,1332,2
175,0,01035,Tommy Armour III,693.0,1386,2
176,0,06643,Paul Goydos,702.0,1404,2
177,0,21350,Ryuji Imada,720.0,1440,2
178,0,02239,Scott Verplank,729.0,1458,2
179,0,01313,Steve Elkington,756.0,1512,2
180,0,08075,Jerry Kelly,792.0,1584,2
181,0,01577,Lee Janzen,801.0,1602,2
182,0,27060,John Mallinger,855.0,1710,2
183,0,10505,Shane Bertsch,864.0,1728,2
184,0,01948,Tim Petrovic,873.0,1746,2
185,0,19846,Brian Gay,918.0,1836,2
186,0,23325,Vaughn Taylor,927.0,1854,2
187,0,20382,Stephen Leaney,954.0,954,1
187,0,25594,Travis Perkins,954.0,954,1
189,0,10585,Scott McCarron,1134.0,1134,1
190,0,08931,Glen Day,1152.0,1152,1
191,0,22806,Doug LaBelle II,1170.0,1170,1
192,0,08537,J.P. Hayes,1206.0,1206,1
193,0,20472,Alex Cejka,1350.0,1350,1
194,0,01139,Olin Browne,1386.0,1386,1
