RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01724,Jeff Maggert,81.44,838,1029
2,0,01381,Fred Funk,80.92,1315,1625
3,0,01928,Corey Pavin,79.58,865,1087
4,0,02170,Hal Sutton,78.85,902,1144
5,0,06044,Scott Gump,78.80,1000,1269
6,0,01139,Olin Browne,78.66,881,1120
7,0,06621,Joe Durant,78.64,869,1105
8,0,10809,Jim Furyk,78.39,965,1231
9,0,01968,Nick Price,77.79,585,752
10,0,01766,Billy Mayfair,77.67,859,1106
11,0,02010,Loren Roberts,77.42,960,1240
12,0,01996,Mike Reid,77.36,810,1047
13,0,01577,Lee Janzen,77.27,833,1078
14,0,01823,Larry Mize,77.15,753,976
15,0,01132,Mark Brooks,76.62,1121,1463
16,0,01905,Joe Ozaki,76.28,476,624
17,0,06315,Pete Jordan,76.04,955,1256
18,0,08931,Glen Day,75.75,940,1241
19,0,01320,Bob Estes,75.61,1054,1394
20,0,06036,Scott Dunlap,75.28,819,1088
21,0,06643,Paul Goydos,75.21,998,1327
21,0,10457,Frank Nobilo,75.21,807,1073
23,0,10962,Bradley Hughes,75.18,963,1281
24,0,01157,Tom Byrum,75.14,934,1243
25,0,01706,Davis Love III,75.08,735,979
26,0,09011,David Duval,75.03,691,921
26,0,01313,Steve Elkington,75.03,673,897
28,0,08547,John Maginnes,74.98,950,1267
29,0,02239,Scott Verplank,74.62,841,1127
30,0,10860,Justin Leonard,74.61,1002,1343
31,0,02257,Brian Watts,74.41,788,1059
32,0,12660,Jesper Parnevik,74.20,601,810
33,0,06078,Esteban Toledo,74.15,1107,1493
34,0,01761,Len Mattiace,74.09,918,1239
35,0,01797,Rocco Mediate,74.00,794,1073
36,0,08553,Lee Porter,73.80,904,1225
37,0,02214,Kirk Triplett,73.77,886,1201
38,0,02104,Jeff Sluman,73.73,1058,1435
39,0,11032,Frank Lickliter II,73.71,1068,1449
40,0,01619,Skip Kendall,73.68,1078,1463
41,0,01705,Tim Loustalot,73.51,677,921
42,0,06140,Sean Murphy,73.47,850,1157
43,0,08045,Perry Moss,73.21,724,989
43,0,02007,Larry Rinker,73.21,899,1228
45,0,01219,John Cook,73.09,831,1137
46,0,01771,Blaine McCallister,73.02,958,1312
47,0,01533,P.H. Horgan III,73.01,998,1367
48,0,06004,Stephen Ames,72.92,560,768
49,0,01553,John Huston,72.63,690,950
50,0,01926,Steve Pate,72.60,893,1230
51,0,01014,Fulton Allem,72.57,770,1061
52,0,08385,Omar Uresti,72.54,1041,1435
53,0,02246,Duffy Waldorf,72.48,827,1141
54,0,01098,Jay Don Blake,72.35,929,1284
55,0,06522,Ernie Els,72.24,523,724
56,0,01127,Danny Briggs,72.17,765,1060
57,0,06655,Geoffrey Sisk,72.14,795,1102
58,0,01266,Clark Dennis,72.11,897,1244
59,0,10423,Mike Weir,72.05,933,1295
60,0,01510,Nolan Henke,71.89,831,1156
61,0,02267,D.A. Weibring,71.58,529,739
62,0,01063,Ben Bates,71.50,986,1379
63,0,10733,Kent Jones,71.44,668,935
64,0,02223,Bob Tway,71.42,877,1228
65,0,08793,Tiger Woods,71.31,711,997
66,0,02245,Grant Waite,71.28,963,1351
67,0,01945,Kenny Perry,71.27,816,1145
67,0,02279,Mark Wiebe,71.27,754,1058
69,0,06575,Dudley Hart,71.12,793,1115
69,0,11011,Mike Sposa,71.12,884,1243
71,0,10569,Mike Brisky,71.11,763,1073
72,0,02146,Payne Stewart,71.07,592,833
73,0,08123,Jeff Brehaut,71.02,762,1073
74,0,01161,Mark Calcavecchia,70.87,900,1270
75,0,01527,Scott Hoch,70.72,976,1380
76,0,10885,Robert Allenby,70.59,828,1173
77,0,01418,Bill Glasson,70.56,750,1063
78,0,01040,Emlyn Aubrey,70.55,503,713
79,0,02008,Lee Rinker,70.53,895,1269
80,0,01943,Chris Perry,70.50,1183,1678
81,0,01376,Bob Friend,70.40,1120,1591
82,0,06581,David Sutherland,70.35,885,1258
83,0,01175,Jim Carter,70.31,940,1337
84,0,12782,Tim Herron,70.25,862,1227
84,0,02023,Clarence Rose,70.25,470,669
86,0,23614,Rich Beem,70.06,606,865
87,0,10213,Dicky Pride,69.91,818,1170
88,0,06012,Greg Kraft,69.88,928,1328
89,0,01677,Tom Lehman,69.85,739,1058
90,0,02099,Scott Simpson,69.66,558,801
91,0,08993,Franklin Langham,69.58,963,1384
92,0,01633,Tom Kite,69.54,564,811
93,0,10425,Jay Williamson,69.52,796,1145
94,0,01748,Doug Martin,69.51,930,1338
95,0,01203,Russ Cochran,69.31,804,1160
96,0,06809,Bob Burns,69.19,860,1243
97,0,07867,Woody Austin,69.15,937,1355
98,0,01941,Tom Pernice Jr.,69.09,856,1239
99,0,20498,Briny Baird,69.05,752,1089
