RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01948,Tim Petrovic,26,5
2,0,02104,Jeff Sluman,23,2
3,0,23135,Tim Clark,22,6
3,0,01226,Fred Couples,22,6
3,0,10585,Scott McCarron,22,5
6,0,20098,Stuart Appleby,21,5
6,0,01320,Bob Estes,21,5
6,0,02239,Scott Verplank,21,10
9,0,01098,Jay Don Blake,20,0
9,0,02101,Joey Sindelar,20,1
11,0,06621,Joe Durant,19,6
11,0,12660,Jesper Parnevik,19,5
11,0,01958,Dan Pohl,19,0
14,0,08931,Glen Day,18,5
14,0,06251,Chris DiMarco,18,4
14,0,20157,Retief Goosen,18,6
14,0,21961,Charles Howell III,18,4
14,0,01920,Craig Parry,18,0
19,0,01093,Ronnie Black,17,2
19,0,24925,Jonathan Byrd,17,4
19,0,01346,Ed Fiori,17,0
19,0,01475,Donnie Hammond,17,0
19,0,01736,Roger Maltbie,17,0
19,0,12680,Shigeki Maruyama,17,3
19,0,01887,Mark O'Meara,17,3
19,0,06567,Vijay Singh,17,8
19,0,02214,Kirk Triplett,17,3
19,0,08793,Tiger Woods,17,5
29,0,01444,Ken Green,16,0
29,0,01577,Lee Janzen,16,5
29,0,08075,Jerry Kelly,16,4
29,0,27120,Troy Matteson,16,6
29,0,01771,Blaine McCallister,16,0
29,0,01926,Steve Pate,16,0
29,0,01928,Corey Pavin,16,3
29,0,01945,Kenny Perry,16,16
29,0,20127,Chris Riley,16,6
29,0,10423,Mike Weir,16,8
39,0,12823,Carlos Franco,15,6
39,0,01527,Scott Hoch,15,1
39,0,01633,Tom Kite,15,0
39,0,01706,Davis Love III,15,8
39,0,01723,Andrew Magee,15,1
39,0,02099,Scott Simpson,15,0
39,0,02106,Chris Smith,15,2
39,0,02133,Craig Stadler,15,0
39,0,02223,Bob Tway,15,8
48,0,10885,Robert Allenby,14,6
48,0,07867,Woody Austin,14,14
48,0,07223,Brian Bateman,14,4
48,0,01203,Russ Cochran,14,0
48,0,06034,Marco Dawson,14,8
48,0,07457,Steve Flesch,14,4
48,0,12645,Brent Geiberger,14,2
48,0,01553,John Huston,14,7
48,0,10733,Kent Jones,14,4
48,0,20382,Stephen Leaney,14,4
48,0,10860,Justin Leonard,14,8
48,0,11032,Frank Lickliter II,14,6
48,0,20634,Peter Lonard,14,4
48,0,01724,Jeff Maggert,14,7
48,0,01797,Rocco Mediate,14,5
48,0,21949,Joe Ogilvie,14,6
48,0,02010,Loren Roberts,14,0
48,0,02146,Payne Stewart,14,0
48,0,23623,Bo Van Pelt,14,7
48,0,02245,Grant Waite,14,1
68,0,01024,Billy Andrade,13,5
68,0,01042,Paul Azinger,13,2
68,0,20498,Briny Baird,13,7
68,0,24507,Jason Bohn,13,3
68,0,01142,Bart Bryant,13,5
68,0,01143,Brad Bryant,13,0
68,0,01162,Rex Caldwell,13,0
68,0,01219,John Cook,13,0
68,0,01261,Jay Delsing,13,1
68,0,09011,David Duval,13,4
68,0,01313,Steve Elkington,13,8
68,0,01331,Rick Fehr,13,2
68,0,01361,Dan Forsman,13,4
68,0,21805,Harrison Frazar,13,4
68,0,01378,David Frost,13,1
68,0,01381,Fred Funk,13,6
68,0,10809,Jim Furyk,13,7
68,0,01390,Buddy Gardner,13,0
68,0,19846,Brian Gay,13,11
68,0,21806,Paul Gow,13,0
68,0,12782,Tim Herron,13,5
68,0,01569,Peter Jacobsen,13,0
68,0,06332,Neal Lancaster,13,4
68,0,01666,Bernhard Langer,13,1
68,0,01677,Tom Lehman,13,6
68,0,01783,Mark McCumber,13,0
68,0,01935,Calvin Peete,13,0
68,0,01938,David Peoples,13,1
68,0,21959,Ted Purdy,13,3
68,0,01996,Mike Reid,13,0
68,0,02033,Dave Rummells,13,0
68,0,02090,Tom Sieckmann,13,0
68,0,02094,Tony Sills,13,0
68,0,02159,Curtis Strange,13,0
68,0,02167,Mike Sullivan,13,0
68,0,02206,David Toms,13,6
68,0,02246,Duffy Waldorf,13,1
105,0,22371,Aaron Baddeley,12,4
105,0,01060,Dave Barr,12,0
105,0,12652,Cameron Beckman,12,5
105,0,08123,Jeff Brehaut,12,0
105,0,01132,Mark Brooks,12,4
105,0,01161,Mark Calcavecchia,12,4
105,0,12510,Chad Campbell,12,9
105,0,20593,Greg Chalmers,12,0
105,0,20229,Stewart Cink,12,8
105,0,23541,Ben Crane,12,7
105,0,01305,Danny Edwards,12,0
105,0,01306,David Edwards,12,0
105,0,01307,Joel Edwards,12,0
105,0,01329,Brad Faxon,12,1
105,0,20121,Todd Fischer,12,0
105,0,01388,Robert Gamez,12,5
