RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,01619,Skip Kendall,347,666,52.1
2,0,06332,Neal Lancaster,344,634,54.3
3,0,01388,Robert Gamez,341,674,50.6
4,0,20095,Carl Paulson,331,628,52.7
5,0,06078,Esteban Toledo,330,651,50.7
6,0,20548,Hidemichi Tanaka,328,668,49.1
7,0,22548,Patrick Sheehan,326,640,50.9
8,0,07457,Steve Flesch,322,644,50.0
9,0,07721,Pat Bates,321,634,50.6
10,0,20436,Garrett Willis,318,630,50.5
11,0,01139,Olin Browne,317,648,48.9
11,0,20229,Stewart Cink,317,630,50.3
11,0,08931,Glen Day,317,638,49.7
14,0,01948,Tim Petrovic,315,613,51.4
15,0,01381,Fred Funk,306,599,51.1
16,0,20593,Greg Chalmers,301,636,47.3
16,0,06567,Vijay Singh,301,579,52.0
18,0,19824,Craig Barlow,299,575,52.0
19,0,19846,Brian Gay,298,598,49.8
20,0,07867,Woody Austin,296,606,48.8
20,0,01941,Tom Pernice Jr.,296,618,47.9
22,0,01024,Billy Andrade,294,621,47.3
22,0,20121,Todd Fischer,294,588,50.0
24,0,08123,Jeff Brehaut,292,596,49.0
24,0,08075,Jerry Kelly,292,565,51.7
26,0,22293,Heath Slocum,291,602,48.3
27,0,23338,David Gossett,290,559,51.9
27,0,08633,Per-Ulrik Johansson,290,555,52.3
27,0,10425,Jay Williamson,290,555,52.3
30,0,12782,Tim Herron,289,609,47.5
31,0,20645,John Senden,288,612,47.1
32,0,01938,David Peoples,287,554,51.8
33,0,20127,Chris Riley,283,554,51.1
34,0,08545,Glen Hnatiuk,282,544,51.8
35,0,24925,Jonathan Byrd,281,548,51.3
35,0,20663,Brenden Pappas,281,606,46.4
37,0,20029,Notah Begay III,280,542,51.7
37,0,01928,Corey Pavin,280,521,53.7
39,0,01132,Mark Brooks,279,504,55.4
39,0,01175,Jim Carter,279,565,49.4
39,0,19881,Robert Damron,279,579,48.2
39,0,12823,Carlos Franco,279,553,50.5
43,0,01723,Andrew Magee,276,525,52.6
44,0,06004,Stephen Ames,275,563,48.8
44,0,21961,Charles Howell III,275,589,46.7
44,0,12705,Cliff Kresge,275,563,48.8
44,0,01766,Billy Mayfair,275,571,48.2
48,0,11032,Frank Lickliter II,274,528,51.9
49,0,20498,Briny Baird,273,602,45.3
50,0,24357,K.J. Choi,269,541,49.7
51,0,21739,Aaron Barber,268,535,50.1
52,0,01320,Bob Estes,267,500,53.4
52,0,01761,Len Mattiace,267,521,51.2
54,0,23621,Rory Sabbatini,266,517,51.5
55,0,20940,Kenichi Kuboya,265,550,48.2
55,0,20628,Arron Oberholser,265,524,50.6
55,0,02239,Scott Verplank,265,546,48.5
58,0,20771,Steven Alker,264,490,53.9
58,0,02101,Joey Sindelar,264,516,51.2
60,0,02104,Jeff Sluman,262,559,46.9
61,0,21878,Mark Wilson,261,472,55.3
62,0,10809,Jim Furyk,260,532,48.9
62,0,06643,Paul Goydos,260,562,46.3
64,0,23036,Chris Anderson,259,533,48.6
64,0,20568,Anthony Painter,259,511,50.7
64,0,07749,Brett Quigley,259,538,48.1
67,0,23353,J.J. Henry,258,537,48.0
67,0,26420,Richard Johnson,258,523,49.3
67,0,02049,Gene Sauers,258,468,55.1
70,0,12602,Dean Wilson,257,518,49.6
71,0,01157,Tom Byrum,256,547,46.8
71,0,01475,Donnie Hammond,256,528,48.5
71,0,08339,Spike McRoy,256,565,45.3
71,0,12660,Jesper Parnevik,256,533,48.0
75,0,12661,Todd Barranger,255,465,54.8
75,0,20099,Doug Barron,255,558,45.7
75,0,20472,Alex Cejka,255,487,52.4
78,0,23541,Ben Crane,252,548,46.0
79,0,01361,Dan Forsman,250,534,46.8
80,0,01378,David Frost,249,548,45.4
80,0,06515,Shaun Micheel,249,509,48.9
82,0,22046,Geoff Ogilvy,248,500,49.6
83,0,12510,Chad Campbell,246,530,46.4
83,0,06251,Chris DiMarco,246,522,47.1
83,0,24361,Pat Perez,246,524,46.9
86,0,01161,Mark Calcavecchia,245,507,48.3
86,0,20572,Rod Pampling,245,491,49.9
86,0,10107,Deane Pappas,245,483,50.7
89,0,22892,Jason Gore,244,491,49.7
90,0,23983,Luke Donald,243,512,47.5
90,0,20634,Peter Lonard,243,491,49.5
92,0,01685,J.L. Lewis,242,504,48.0
92,0,08547,John Maginnes,242,464,52.2
94,0,06621,Joe Durant,241,488,49.4
94,0,02223,Bob Tway,241,503,47.9
96,0,08337,Mike Heinen,239,503,47.5
96,0,26950,John Morgan,239,469,51.0
98,0,20098,Stuart Appleby,238,499,47.7
98,0,12652,Cameron Beckman,238,522,45.6
98,0,01329,Brad Faxon,238,526,45.2
101,0,20574,Mathew Goggin,234,456,51.3
101,0,22295,Darron Stiles,234,504,46.4
103,0,06034,Marco Dawson,233,440,53.0
103,0,01457,Jay Haas,233,506,46.0
105,0,10860,Justin Leonard,231,454,50.9
106,0,23656,Jason Caron,230,421,54.6
106,0,25345,Carl Pettersson,230,504,45.6
108,0,20094,Jonathan Kaye,229,457,50.1
108,0,25031,Andy Miller,229,453,50.6
108,0,02246,Duffy Waldorf,229,469,48.8
111,0,06809,Bob Burns,228,445,51.2
112,0,21805,Harrison Frazar,227,478,47.5
112,0,06595,Kevin Sutherland,227,464,48.9
114,0,10912,Craig Perks,226,463,48.8
114,0,11011,Mike Sposa,226,448,50.4
114,0,06527,Steve Stricker,226,405,55.8
117,0,01724,Jeff Maggert,225,462,48.7
117,0,02106,Chris Smith,225,463,48.6
119,0,22913,John Rollins,224,440,50.9
120,0,12662,Thomas Levet,223,451,49.4
121,0,08537,J.P. Hayes,222,464,47.8
122,0,01569,Peter Jacobsen,220,414,53.1
123,0,10201,Matt Gogel,219,453,48.3
123,0,07101,Dave Stockton Jr.,219,435,50.3
125,0,06573,Brandt Jobe,218,446,48.9
126,0,02214,Kirk Triplett,217,499,43.5
127,0,23552,Hank Kuehne,216,439,49.2
128,0,02010,Loren Roberts,214,452,47.3
129,0,01945,Kenny Perry,212,470,45.1
130,0,22371,Aaron Baddeley,211,419,50.4
130,0,06581,David Sutherland,211,397,53.1
132,0,12680,Shigeki Maruyama,210,471,44.6
133,0,23135,Tim Clark,207,417,49.6
134,0,01042,Paul Azinger,206,402,51.2
134,0,01553,John Huston,206,454,45.4
136,0,10565,Ian Leggatt,205,367,55.9
137,0,10733,Kent Jones,204,430,47.4
138,0,01035,Tommy Armour III,203,372,54.6
138,0,20623,Gavin Coles,203,379,53.6
138,0,07941,Mike Grob,203,434,46.8
141,0,10213,Dicky Pride,202,412,49.0
142,0,01707,Steve Lowery,201,438,45.9
142,0,02170,Hal Sutton,201,435,46.2
144,0,07223,Brian Bateman,200,393,50.9
144,0,02206,David Toms,200,420,47.6
146,0,25692,Akio Sadakata,199,437,45.5
147,0,23108,Matt Kuchar,197,373,52.8
148,0,10885,Robert Allenby,195,405,48.1
148,0,01797,Rocco Mediate,195,398,49.0
150,0,10585,Scott McCarron,193,434,44.5
151,0,01098,Jay Don Blake,192,378,50.8
151,0,08725,Tom Gillis,192,381,50.4
153,0,20573,Scott Laycock,191,410,46.6
154,0,01577,Lee Janzen,189,382,49.5
155,0,08793,Tiger Woods,188,373,50.4
156,0,19972,José Coceres,187,356,52.5
156,0,01307,Joel Edwards,187,380,49.2
158,0,22621,Ben Curtis,186,397,46.9
159,0,06575,Dudley Hart,185,375,49.3
159,0,01810,Phil Mickelson,185,388,47.7
159,0,12755,Vance Veazey,185,353,52.4
162,0,21806,Paul Gow,184,384,47.9
163,0,01706,Davis Love III,182,383,47.5
164,0,06617,Brian Henninger,181,350,51.7
165,0,23614,Rich Beem,179,373,48.0
166,0,01677,Tom Lehman,177,364,48.6
166,0,10423,Mike Weir,177,379,46.7
168,0,24356,Jason Buha,172,341,50.4
168,0,01968,Nick Price,172,332,51.8
170,0,01666,Bernhard Langer,171,345,49.6
170,0,23034,Brent Schwarzrock,171,338,50.6
172,0,26489,Cameron Yancey,170,338,50.3
173,0,08375,Paul Stankowski,169,380,44.5
174,0,06475,Jeff Klein,165,321,51.4
