RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,55789,Taylor Montgomery,57
2,0,58696,Peter Kuest,56
3,0,34563,Chesson Hadley,55
3,0,40162,Justin Lower,55
5,0,52955,Ludvig Åberg,54
5,0,33141,Keegan Bradley,54
5,0,55708,Hayden Buckley,54
5,0,57975,Harry Hall,54
5,0,39977,Max Homa,54
5,0,46970,Jon Rahm,54
5,0,48081,Xander Schauffele,54
5,0,48867,Matti Schmid,54
5,0,30927,Brendon Todd,54
14,0,34099,Harris English,53
14,0,31577,Tano Goya,53
14,0,47988,Nick Hardy,53
14,0,34363,Tyrrell Hatton,53
14,0,35532,Tom Hoge,53
14,0,27974,Sung Kang,53
14,0,29289,S.Y. Noh,53
14,0,47983,Chad Ramey,53
14,0,53165,Doc Redman,53
14,0,37275,Sam Ryder,53
14,0,50493,Justin Suh,53
14,0,25493,Nick Taylor,53
14,0,51634,Sahith Theegala,53
27,0,28420,Ryan Brehm,52
27,0,47504,Sam Burns,52
27,0,45157,Cam Davis,52
27,0,33653,Thomas Detry,52
27,0,30911,Tommy Fleetwood,52
27,0,35901,Paul Haley II,52
27,0,39058,Lucas Herbert,52
27,0,27936,Martin Laird,52
27,0,34409,David Lingmerth,52
27,0,47993,Denny McCarthy,52
27,0,46442,Maverick McNealy,52
27,0,49947,Taylor Moore,52
27,0,49771,J.T. Poston,52
27,0,22405,Justin Rose,52
27,0,47347,Adam Schenk,52
27,0,24502,Adam Scott,52
27,0,27963,Chris Stroud,52
27,0,48119,Ben Taylor,52
27,0,54783,Dylan Wu,52
27,0,52513,Carson Young,52
47,0,32366,Kevin Chappell,51
47,0,39067,MJ Daffue,51
47,0,57362,Austin Eckroat,51
47,0,32102,Rickie Fowler,51
47,0,56762,Will Gordon,51
47,0,35310,Lanto Griffin,51
47,0,33399,Adam Hadwin,51
47,0,33597,Harry Higgs,51
47,0,29420,Billy Horschel,51
47,0,50188,S.H. Kim,51
47,0,55182,Tom Kim,51
47,0,30926,Chris Kirk,51
47,0,32816,Satoshi Kodaira,51
47,0,35879,Kelly Kraft,51
47,0,35449,Adam Long,51
47,0,34466,Peter Malnati,51
47,0,33413,Ben Martin,51
47,0,31202,William McGirt,51
47,0,39546,Keith Mitchell,51
47,0,28252,Seamus Power,51
47,0,50095,Austin Smotherman,51
47,0,40115,Adam Svensson,51
47,0,48887,Matt Wallace,51
47,0,47128,Richy Werenski,51
71,0,22371,Aaron Baddeley,50
71,0,45522,Christiaan Bezuidenhout,50
71,0,40058,Zac Blair,50
71,0,35450,Patrick Cantlay,50
71,0,20229,Stewart Cink,50
71,0,47591,Eric Cole,50
71,0,40098,Matt Fitzpatrick,50
71,0,39954,Cody Gribble,50
71,0,54591,Ben Griffin,50
71,0,31646,Emiliano Grillo,50
71,0,34098,Russell Henley,50
71,0,52453,Nicolai Hojgaard,50
71,0,46717,Viktor Hovland,50
71,0,39971,Sungjae Im,50
71,0,24024,Zach Johnson,50
71,0,33410,Andrew Landry,50
71,0,32839,Hideki Matsuyama,50
71,0,28237,Rory McIlroy,50
71,0,26596,Ryan Moore,50
71,0,27349,Alex Noren,50
71,0,34256,Andrew Putnam,50
71,0,49960,Sepp Straka,50
71,0,27214,Kevin Streelman,50
71,0,31560,Brian Stuard,50
71,0,52411,Kyle Westmoreland,50
71,0,52374,Brandon Wu,50
71,0,55454,Carl Yuan,50
98,0,34255,Joseph Bramlett,49
98,0,51766,Wyndham Clark,49
98,0,46435,Austin Cook,49
98,0,34076,Joel Dahmen,49
98,0,37338,Zecheng Dou,49
98,0,47079,Harrison Endycott,49
98,0,29725,Tony Finau,49
98,0,29970,Dylan Frittelli,49
98,0,29535,Brice Garnett,49
98,0,59018,Ryan Gerard,49
98,0,52375,Doug Ghim,49
98,0,32448,James Hahn,49
98,0,27644,Brian Harman,49
98,0,49298,Kramer Hickok,49
98,0,54421,Garrick Higgo,49
98,0,54628,Lee Hodges,49
98,0,36801,Mark Hubbard,49
98,0,35506,Mackenzie Hughes,49
98,0,39975,Michael Kim,49
98,0,28775,Nate Lashley,49
98,0,49766,Hank Lebioda,49
98,0,32791,K.H. Lee,49
98,0,33204,Shane Lowry,49
98,0,50525,Collin Morikawa,49
98,0,29908,C.T. Pan,49
98,0,25818,Scott Piercy,49
98,0,26476,Chez Reavie,49
98,0,36699,Patrick Rodgers,49
98,0,29221,Webb Simpson,49
98,0,46340,Alex Smalley,49
98,0,48699,Callum Tarren,49
98,0,35617,Martin Trainer,49
98,0,40006,Erik van Rooyen,49
98,0,27095,Nick Watney,49
98,0,58967,Trevor Werbylo,49
98,0,32139,Danny Willett,49
134,0,52372,Cameron Champ,48
134,0,49453,Trevor Cone,48
134,0,39997,Corey Conners,48
134,0,28089,Jason Day,48
134,0,51349,Nico Echavarria,48
134,0,25900,Lucas Glover,48
134,0,35461,Beau Hossler,48
134,0,36799,Stephan Jaeger,48
134,0,48117,Kurt Kitayama,48
134,0,32757,Patton Kizzire,48
134,0,23108,Matt Kuchar,48
134,0,36326,David Lipsky,48
134,0,51491,Brandon Matthews,48
134,0,32640,Troy Merritt,48
134,0,36871,Matt NeSmith,48
134,0,30163,Henrik Norlander,48
134,0,51997,Andrew Novak,48
134,0,47995,Davis Riley,48
134,0,46046,Scottie Scheffler,48
134,0,34610,Matthias Schwab,48
134,0,39324,J.J. Spaun,48
134,0,30692,Scott Stallings,48
134,0,55893,Sam Stevens,48
134,0,33448,Justin Thomas,48
134,0,32333,Kevin Tway,48
134,0,25632,Jimmy Walker,48
134,0,45242,Kevin Yu,48
161,0,19803,Ryan Armour,47
161,0,45609,Tyler Duncan,47
161,0,27554,Scott Harrington,47
161,0,31557,Jim Herman,47
161,0,37455,Si Woo Kim,47
161,0,33122,Russell Knox,47
161,0,27129,Luke List,47
161,0,46601,Trey Mullinax,47
161,0,24140,Sean O'Hair,47
161,0,23320,Ryan Palmer,47
161,0,40250,Taylor Pendrith,47
161,0,46441,Robby Shelton,47
161,0,51890,Greyson Sigg,47
161,0,58168,Davis Thompson,47
175,0,56630,Akshay Bhatia,46
175,0,48084,Wesley Bryan,46
175,0,24925,Jonathan Byrd,46
175,0,25686,Jason Dufner,46
