RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,31202,William McGirt,1' 10",390,716.583
2,0,19803,Ryan Armour,1' 11",760,1483.750
3,0,28089,Jason Day,2' 0",663,1350.083
3,0,54591,Ben Griffin,2' 0",923,1844.333
3,0,30926,Chris Kirk,2' 0",798,1625.500
3,0,27349,Alex Noren,2' 0",764,1556.083
3,0,46046,Scottie Scheffler,2' 0",801,1583.500
3,0,34046,Jordan Spieth,2' 0",624,1261.583
9,0,33948,Byeong Hun An,2' 1",889,1835.417
9,0,22371,Aaron Baddeley,2' 1",601,1241.500
9,0,45522,Christiaan Bezuidenhout,2' 1",828,1718.917
9,0,33141,Keegan Bradley,2' 1",716,1498.417
9,0,47504,Sam Burns,2' 1",722,1530.333
9,0,35450,Patrick Cantlay,2' 1",629,1291.250
9,0,20229,Stewart Cink,2' 1",716,1505.667
9,0,47591,Eric Cole,2' 1",1065,2227.250
9,0,29725,Tony Finau,2' 1",785,1632.083
9,0,25900,Lucas Glover,2' 1",861,1789.583
9,0,34363,Tyrrell Hatton,2' 1",651,1348.917
9,0,34098,Russell Henley,2' 1",787,1624.750
9,0,39977,Max Homa,2' 1",763,1606.333
9,0,39971,Sungjae Im,2' 1",885,1879.083
9,0,24024,Zach Johnson,2' 1",618,1280.583
9,0,33122,Russell Knox,2' 1",978,2057.750
9,0,27129,Luke List,2' 1",956,1989.000
9,0,33204,Shane Lowry,2' 1",607,1276.000
9,0,26596,Ryan Moore,2' 1",695,1421.083
9,0,51997,Andrew Novak,2' 1",717,1468.917
9,0,36724,Augusto Núñez,2' 1",653,1365.083
9,0,46970,Jon Rahm,2' 1",621,1315.750
9,0,36699,Patrick Rodgers,2' 1",893,1867.333
9,0,22405,Justin Rose,2' 1",550,1133.250
9,0,39335,Kevin Roy,2' 1",621,1309.833
9,0,51890,Greyson Sigg,2' 1",969,2007.250
9,0,32333,Kevin Tway,2' 1",887,1875.000
36,0,33408,Tyson Alexander,2' 2",767,1636.000
36,0,56630,Akshay Bhatia,2' 2",638,1374.833
36,0,39997,Corey Conners,2' 2",843,1829.083
36,0,30911,Tommy Fleetwood,2' 2",603,1326.250
36,0,29535,Brice Garnett,2' 2",691,1514.250
36,0,32662,Michael Gligic,2' 2",589,1292.333
36,0,39954,Cody Gribble,2' 2",551,1188.167
36,0,27644,Brian Harman,2' 2",821,1797.417
36,0,35461,Beau Hossler,2' 2",912,1997.917
36,0,46717,Viktor Hovland,2' 2",699,1514.417
36,0,35506,Mackenzie Hughes,2' 2",744,1630.083
36,0,36799,Stephan Jaeger,2' 2",1163,2556.417
36,0,32757,Patton Kizzire,2' 2",881,1931.917
36,0,23108,Matt Kuchar,2' 2",838,1783.333
36,0,33413,Ben Martin,2' 2",844,1831.083
36,0,32839,Hideki Matsuyama,2' 2",721,1554.583
36,0,51950,Max McGreevy,2' 2",690,1519.417
36,0,46442,Maverick McNealy,2' 2",479,1055.417
36,0,50525,Collin Morikawa,2' 2",669,1430.083
36,0,29289,S.Y. Noh,2' 2",508,1117.583
36,0,40250,Taylor Pendrith,2' 2",911,2009.833
36,0,49771,J.T. Poston,2' 2",899,1961.250
36,0,34256,Andrew Putnam,2' 2",988,2162.583
36,0,46414,Aaron Rai,2' 2",951,2072.417
36,0,34610,Matthias Schwab,2' 2",886,1931.917
36,0,24502,Adam Scott,2' 2",524,1125.667
36,0,39324,J.J. Spaun,2' 2",898,1967.083
36,0,27963,Chris Stroud,2' 2",446,981.333
36,0,31560,Brian Stuard,2' 2",516,1123.917
36,0,48119,Ben Taylor,2' 2",906,1995.167
36,0,25493,Nick Taylor,2' 2",763,1680.417
36,0,47128,Richy Werenski,2' 2",725,1578.167
36,0,52374,Brandon Wu,2' 2",912,1973.000
69,0,32366,Kevin Chappell,2' 3",398,908.083
69,0,25686,Jason Dufner,2' 3",764,1729.750
69,0,45609,Tyler Duncan,2' 3",894,2020.833
69,0,51349,Nico Echavarria,2' 3",613,1379.667
69,0,57362,Austin Eckroat,2' 3",782,1789.167
69,0,47079,Harrison Endycott,2' 3",716,1640.417
69,0,40098,Matt Fitzpatrick,2' 3",637,1446.417
69,0,32102,Rickie Fowler,2' 3",837,1882.417
69,0,29970,Dylan Frittelli,2' 3",614,1369.167
69,0,59018,Ryan Gerard,2' 3",510,1135.000
69,0,52375,Doug Ghim,2' 3",830,1846.250
69,0,56762,Will Gordon,2' 3",1011,2311.417
69,0,32448,James Hahn,2' 3",785,1772.083
69,0,57975,Harry Hall,2' 3",744,1647.333
69,0,27554,Scott Harrington,2' 3",631,1411.250
69,0,33597,Harry Higgs,2' 3",615,1359.500
69,0,54628,Lee Hodges,2' 3",951,2125.917
69,0,52453,Nicolai Hojgaard,2' 3",357,788.417
69,0,27974,Sung Kang,2' 3",341,779.167
69,0,39975,Michael Kim,2' 3",745,1686.333
69,0,50188,S.H. Kim,2' 3",963,2181.333
69,0,37455,Si Woo Kim,2' 3",881,1982.500
69,0,48117,Kurt Kitayama,2' 3",566,1271.417
69,0,33410,Andrew Landry,2' 3",663,1467.000
69,0,28775,Nate Lashley,2' 3",937,2086.000
69,0,32791,K.H. Lee,2' 3",880,1961.667
69,0,35449,Adam Long,2' 3",883,1954.583
69,0,34466,Peter Malnati,2' 3",748,1676.167
69,0,47993,Denny McCarthy,2' 3",889,2010.917
69,0,28237,Rory McIlroy,2' 3",596,1353.750
69,0,46601,Trey Mullinax,2' 3",719,1643.750
69,0,30163,Henrik Norlander,2' 3",772,1745.000
69,0,23320,Ryan Palmer,2' 3",727,1626.250
69,0,22056,Cameron Percy,2' 3",498,1134.667
69,0,28252,Seamus Power,2' 3",692,1567.750
69,0,26476,Chez Reavie,2' 3",946,2141.167
69,0,48081,Xander Schauffele,2' 3",618,1366.500
69,0,46441,Robby Shelton,2' 3",881,1974.000
69,0,29221,Webb Simpson,2' 3",553,1226.583
69,0,55893,Sam Stevens,2' 3",907,2030.500
69,0,49960,Sepp Straka,2' 3",830,1868.750
69,0,34431,Robert Streb,2' 3",695,1541.583
69,0,27214,Kevin Streelman,2' 3",933,2082.500
69,0,50493,Justin Suh,2' 3",1029,2322.167
69,0,40115,Adam Svensson,2' 3",1089,2408.000
69,0,48699,Callum Tarren,2' 3",915,2042.583
69,0,40006,Erik van Rooyen,2' 3",617,1400.083
69,0,32139,Danny Willett,2' 3",547,1212.833
69,0,31323,Gary Woodland,2' 3",836,1906.917
69,0,52513,Carson Young,2' 3",827,1867.417
69,0,45242,Kevin Yu,2' 3",551,1247.333
120,0,40058,Zac Blair,2' 4",674,1546.667
120,0,34255,Joseph Bramlett,2' 4",747,1714.417
120,0,55708,Hayden Buckley,2' 4",714,1682.417
120,0,24925,Jonathan Byrd,2' 4",394,932.917
120,0,51766,Wyndham Clark,2' 4",869,2018.000
120,0,49453,Trevor Cone,2' 4",706,1666.333
120,0,34076,Joel Dahmen,2' 4",805,1869.250
120,0,33653,Thomas Detry,2' 4",692,1627.417
120,0,34099,Harris English,2' 4",850,1999.167
120,0,31646,Emiliano Grillo,2' 4",944,2186.667
120,0,39058,Lucas Herbert,2' 4",477,1093.833
120,0,49298,Kramer Hickok,2' 4",847,1975.000
120,0,35532,Tom Hoge,2' 4",871,2035.583
120,0,29420,Billy Horschel,2' 4",570,1309.583
120,0,36801,Mark Hubbard,2' 4",948,2179.833
120,0,55182,Tom Kim,2' 4",798,1835.083
120,0,34409,David Lingmerth,2' 4",610,1432.917
120,0,36326,David Lipsky,2' 4",896,2069.167
120,0,49947,Taylor Moore,2' 4",848,1964.417
120,0,36871,Matt NeSmith,2' 4",938,2165.167
120,0,51070,Vincent Norrman,2' 4",726,1664.667
120,0,47347,Adam Schenk,2' 4",1066,2506.167
120,0,46340,Alex Smalley,2' 4",1020,2395.000
120,0,51634,Sahith Theegala,2' 4",859,2026.667
120,0,33448,Justin Thomas,2' 4",698,1629.250
120,0,58168,Davis Thompson,2' 4",958,2215.833
120,0,30927,Brendon Todd,2' 4",854,1988.167
120,0,48887,Matt Wallace,2' 4",705,1650.583
120,0,27095,Nick Watney,2' 4",625,1467.167
120,0,54783,Dylan Wu,2' 4",870,2005.833
150,0,48084,Wesley Bryan,2' 5",323,775.500
150,0,46435,Austin Cook,2' 5",586,1412.750
150,0,39067,MJ Daffue,2' 5",788,1875.833
150,0,45157,Cam Davis,2' 5",849,2046.833
150,0,37338,Zecheng Dou,2' 5",820,1953.333
150,0,51414,Brent Grant,2' 5",680,1640.417
150,0,33399,Adam Hadwin,2' 5",855,2031.167
150,0,47988,Nick Hardy,2' 5",983,2400.417
150,0,31557,Jim Herman,2' 5",721,1767.500
150,0,54421,Garrick Higgo,2' 5",951,2272.750
150,0,12716,Charley Hoffman,2' 5",666,1610.583
150,0,32816,Satoshi Kodaira,2' 5",447,1087.000
150,0,35879,Kelly Kraft,2' 5",764,1875.417
150,0,27936,Martin Laird,2' 5",750,1807.500
150,0,51491,Brandon Matthews,2' 5",481,1159.083
150,0,32640,Troy Merritt,2' 5",738,1753.167
150,0,39546,Keith Mitchell,2' 5",771,1893.333
150,0,55789,Taylor Montgomery,2' 5",790,1907.583
150,0,29908,C.T. Pan,2' 5",433,1047.000
150,0,25818,Scott Piercy,2' 5",714,1696.333
150,0,47995,Davis Riley,2' 5",802,1942.167
150,0,37275,Sam Ryder,2' 5",892,2143.500
150,0,50095,Austin Smotherman,2' 5",858,2086.500
150,0,30692,Scott Stallings,2' 5",741,1777.417
150,0,25632,Jimmy Walker,2' 5",791,1885.583
150,0,58967,Trevor Werbylo,2' 5",620,1489.583
150,0,57366,Cameron Young,2' 5",718,1749.417
150,0,55454,Carl Yuan,2' 5",727,1779.417
178,0,52955,Ludvig Åberg,2' 6",472,1173.833
178,0,28420,Ryan Brehm,2' 6",739,1844.583
178,0,34563,Chesson Hadley,2' 6",835,2085.667
178,0,58696,Peter Kuest,2' 6",422,1061.167
178,0,49766,Hank Lebioda,2' 6",477,1182.500
178,0,40162,Justin Lower,2' 6",827,2080.333
178,0,24140,Sean O'Hair,2' 6",323,797.667
178,0,47983,Chad Ramey,2' 6",925,2310.167
178,0,53165,Doc Redman,2' 6",759,1878.417
178,0,52411,Kyle Westmoreland,2' 6",665,1655.000
188,0,52372,Cameron Champ,2' 7",688,1754.667
188,0,31577,Tano Goya,2' 7",694,1767.250
188,0,35310,Lanto Griffin,2' 7",492,1263.917
188,0,35901,Paul Haley II,2' 7",745,1929.417
188,0,48867,Matti Schmid,2' 7",568,1473.333
188,0,35617,Martin Trainer,2' 7",408,1061.000
