RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,58696,Peter Kuest,8' 5",2295.500,272
1,0,53165,Doc Redman,8' 5",3638.833,432
3,0,33141,Keegan Bradley,8' 4",3933.250,473
3,0,55708,Hayden Buckley,8' 4",3691.917,442
5,0,29289,S.Y. Noh,8' 3",2586.667,314
6,0,56762,Will Gordon,8' 2",4716.417,575
7,0,27974,Sung Kang,8' 1",1713.667,212
7,0,46970,Jon Rahm,8' 1",3608.833,446
7,0,54783,Dylan Wu,8' 1",4345.667,540
7,0,52513,Carson Young,8' 1",4138.167,512
11,0,47988,Nick Hardy,8' 0",4783.000,597
11,0,27936,Martin Laird,8' 0",3701.500,463
11,0,27963,Chris Stroud,8' 0",2245.167,282
14,0,39954,Cody Gribble,7' 11",2647.583,335
14,0,34563,Chesson Hadley,7' 11",4398.667,557
14,0,31202,William McGirt,7' 11",2118.417,267
14,0,48119,Ben Taylor,7' 11",4773.083,606
18,0,24024,Zach Johnson,7' 10",2938.333,375
18,0,27129,Luke List,7' 10",4073.417,522
18,0,22405,Justin Rose,7' 10",3142.583,402
18,0,47347,Adam Schenk,7' 10",5320.333,677
18,0,50493,Justin Suh,7' 10",5457.333,693
23,0,28420,Ryan Brehm,7' 9",3487.000,451
23,0,52375,Doug Ghim,7' 9",3786.000,489
23,0,31577,Tano Goya,7' 9",3607.833,466
23,0,32448,James Hahn,7' 9",3402.083,441
23,0,39977,Max Homa,7' 9",4697.000,605
23,0,40162,Justin Lower,7' 9",4614.167,597
23,0,27095,Nick Watney,7' 9",2737.667,353
30,0,52955,Ludvig Åberg,7' 8",2507.417,326
30,0,19803,Ryan Armour,7' 8",3284.417,430
30,0,32366,Kevin Chappell,7' 8",1886.417,246
30,0,57362,Austin Eckroat,7' 8",3833.917,499
30,0,34098,Russell Henley,7' 8",3884.000,508
30,0,26596,Ryan Moore,7' 8",3423.250,445
30,0,30163,Henrik Norlander,7' 8",3375.833,438
30,0,49771,J.T. Poston,7' 8",4911.750,641
30,0,34256,Andrew Putnam,7' 8",4741.333,617
30,0,39335,Kevin Roy,7' 8",2465.750,321
30,0,48081,Xander Schauffele,7' 8",3729.833,485
30,0,48867,Matti Schmid,7' 8",2799.833,365
30,0,25493,Nick Taylor,7' 8",4351.250,566
30,0,52411,Kyle Westmoreland,7' 8",2834.583,370
44,0,20229,Stewart Cink,7' 7",3481.500,458
44,0,39997,Corey Conners,7' 7",3739.583,493
44,0,29725,Tony Finau,7' 7",3899.000,516
44,0,57975,Harry Hall,7' 7",4351.000,573
44,0,35532,Tom Hoge,7' 7",4827.667,639
44,0,29420,Billy Horschel,7' 7",2860.750,376
44,0,32333,Kevin Tway,7' 7",4099.417,541
44,0,52374,Brandon Wu,7' 7",4501.500,595
44,0,45242,Kevin Yu,7' 7",2325.750,306
53,0,34255,Joseph Bramlett,7' 6",3493.500,466
53,0,45157,Cam Davis,7' 6",4209.417,563
53,0,34099,Harris English,7' 6",4572.667,607
53,0,54591,Ben Griffin,7' 6",4981.917,667
53,0,35901,Paul Haley II,7' 6",3668.417,489
53,0,31557,Jim Herman,7' 6",2833.083,379
53,0,30926,Chris Kirk,7' 6",4175.750,555
53,0,33122,Russell Knox,7' 6",3940.917,523
53,0,28775,Nate Lashley,7' 6",4193.000,558
53,0,34409,David Lingmerth,7' 6",3259.667,437
53,0,33413,Ben Martin,7' 6",4350.167,583
53,0,55789,Taylor Montgomery,7' 6",5353.167,715
53,0,50525,Collin Morikawa,7' 6",3254.750,432
53,0,24502,Adam Scott,7' 6",2991.833,397
53,0,27214,Kevin Streelman,7' 6",4362.083,581
53,0,40115,Adam Svensson,7' 6",5531.833,737
53,0,48699,Callum Tarren,7' 6",4089.083,544
70,0,49453,Trevor Cone,7' 5",3080.333,416
70,0,39067,MJ Daffue,7' 5",3873.333,523
70,0,34076,Joel Dahmen,7' 5",3624.250,491
70,0,29535,Brice Garnett,7' 5",3201.583,432
70,0,51414,Brent Grant,7' 5",2485.000,336
70,0,35310,Lanto Griffin,7' 5",2302.583,309
70,0,31646,Emiliano Grillo,7' 5",4558.417,617
70,0,34363,Tyrrell Hatton,7' 5",3908.833,527
70,0,33597,Harry Higgs,7' 5",3172.833,426
70,0,54628,Lee Hodges,7' 5",4663.583,632
70,0,52453,Nicolai Hojgaard,7' 5",1814.417,246
70,0,55182,Tom Kim,7' 5",4144.583,559
70,0,32816,Satoshi Kodaira,7' 5",2325.917,314
70,0,49766,Hank Lebioda,7' 5",2044.083,276
70,0,33204,Shane Lowry,7' 5",2895.667,389
70,0,51491,Brandon Matthews,7' 5",1954.167,264
70,0,49947,Taylor Moore,7' 5",4419.000,593
70,0,36871,Matt NeSmith,7' 5",4154.000,560
70,0,27349,Alex Noren,7' 5",3950.167,533
70,0,28252,Seamus Power,7' 5",3437.917,463
70,0,47983,Chad Ramey,7' 5",4912.500,659
70,0,26476,Chez Reavie,7' 5",4187.667,567
70,0,50095,Austin Smotherman,7' 5",4354.167,587
70,0,51634,Sahith Theegala,7' 5",4901.250,661
70,0,30927,Brendon Todd,7' 5",4947.500,670
70,0,48887,Matt Wallace,7' 5",3560.083,481
96,0,45522,Christiaan Bezuidenhout,7' 4",4208.167,574
