RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,37275,Sam Ryder,12,10,2
2,0,31323,Gary Woodland,14,3,11
3,0,30110,Kyle Stanley,15,9,6
4,0,29420,Billy Horschel,20,17,3
5,0,25198,Francesco Molinari,21,5,16
6,0,22405,Justin Rose,24,1,23
7,0,24502,Adam Scott,25,17,8
8,0,27214,Kevin Streelman,26,22,4
9,0,39997,Corey Conners,33,16,17
10,0,30911,Tommy Fleetwood,34,2,32
11,0,32102,Rickie Fowler,37,8,29
11,0,30925,Dustin Johnson,37,28,9
13,0,21528,Henrik Stenson,38,37,1
14,0,35450,Patrick Cantlay,39,32,7
15,0,33141,Keegan Bradley,40,4,36
16,0,29908,C.T. Pan,41,36,5
17,0,47959,Bryson DeChambeau,42,17,25
18,0,26499,Rafa Cabrera Bello,43,24,19
18,0,34264,Hudson Swafford,43,5,38
20,0,39324,J.J. Spaun,44,14,30
21,0,25818,Scott Piercy,50,26,24
22,0,31646,Emiliano Grillo,55,14,41
23,0,49964,Aaron Wise,56,13,43
24,0,29268,Bronson Burgoon,57,7,50
25,0,29518,Brendan Steele,58,23,35
26,0,45609,Tyler Duncan,59,34,25
27,0,46970,Jon Rahm,61,41,20
28,0,32839,Hideki Matsuyama,63,29,34
29,0,32150,Michael Thompson,66,45,21
30,0,34076,Joel Dahmen,67,25,42
31,0,21961,Charles Howell III,71,38,33
31,0,24781,Hunter Mahan,71,32,39
33,0,39546,Keith Mitchell,72,41,31
34,0,34098,Russell Henley,75,30,45
35,0,30944,Jason Kokrak,76,62,14
36,0,34046,Jordan Spieth,77,65,12
37,0,25364,Paul Casey,82,10,72
37,0,23353,J.J. Henry,82,72,10
37,0,33122,Russell Knox,82,55,27
40,0,35545,Blayne Barber,89,67,22
41,0,33448,Justin Thomas,92,47,45
42,0,32448,James Hahn,93,40,53
43,0,33948,Byeong Hun An,94,31,63
44,0,22056,Cameron Percy,102,74,28
45,0,32254,Xinjun Zhang,105,17,88
46,0,29725,Tony Finau,106,88,18
47,0,33204,Shane Lowry,107,59,48
47,0,49771,J.T. Poston,107,55,52
47,0,25804,Bubba Watson,107,50,57
50,0,25900,Lucas Glover,110,27,83
51,0,26596,Ryan Moore,118,74,44
52,0,32366,Kevin Chappell,120,21,99
52,0,37189,Harold Varner III,120,47,73
54,0,36689,Brooks Koepka,121,67,54
55,0,26329,Louis Oosthuizen,124,12,112
56,0,29974,Branden Grace,127,41,86
57,0,26476,Chez Reavie,129,82,47
58,0,40026,Daniel Berger,130,38,92
58,0,27644,Brian Harman,130,53,77
60,0,24138,Ian Poulter,134,44,90
61,0,35461,Beau Hossler,139,74,65
61,0,47993,Denny McCarthy,139,79,60
63,0,29535,Brice Garnett,144,49,95
63,0,47347,Adam Schenk,144,77,67
65,0,08793,Tiger Woods,145,63,82
66,0,36699,Patrick Rodgers,148,34,114
67,0,27129,Luke List,149,98,51
68,0,34256,Andrew Putnam,152,140,12
69,0,46435,Austin Cook,153,53,100
70,0,19803,Ryan Armour,154,98,56
71,0,27936,Martin Laird,155,45,110
72,0,27095,Nick Watney,157,93,64
73,0,26300,Matt Jones,159,58,101
74,0,26758,David Hearn,162,122,40
75,0,34563,Chesson Hadley,165,90,75
76,0,33399,Adam Hadwin,167,106,61
77,0,48081,Xander Schauffele,170,51,119
78,0,28679,Fabián Gómez,171,101,70
78,0,29485,Brett Stegmaier,171,156,15
80,0,45526,Abraham Ancer,172,71,101
80,0,24361,Pat Perez,172,98,74
82,0,28237,Rory McIlroy,176,70,106
83,0,30926,Chris Kirk,177,122,55
83,0,23320,Ryan Palmer,177,59,118
85,0,28089,Jason Day,179,55,124
86,0,47128,Richy Werenski,181,90,91
87,0,50526,Tom Lovelady,182,95,87
88,0,34363,Tyrrell Hatton,183,79,104
88,0,25892,Steve Wheatcroft,183,86,97
90,0,29221,Webb Simpson,185,119,66
91,0,20229,Stewart Cink,189,140,49
91,0,39328,Conrad Shindler,189,82,107
93,0,28775,Nate Lashley,190,132,58
94,0,31560,Brian Stuard,193,110,83
95,0,32757,Patton Kizzire,195,158,37
95,0,23325,Vaughn Taylor,195,106,89
97,0,29223,Sam Saunders,196,63,133
98,0,36799,Stephan Jaeger,200,115,85
99,0,29478,Kevin Kisner,204,82,122
99,0,26851,Marc Leishman,204,108,96
101,0,35310,Lanto Griffin,205,124,81
102,0,37278,Nicholas Lindheim,206,145,61
102,0,23621,Rory Sabbatini,206,135,71
104,0,27141,J.B. Holmes,207,81,126
104,0,24024,Zach Johnson,207,127,80
106,0,46601,Trey Mullinax,208,86,122
106,0,27349,Alex Noren,208,72,136
106,0,32333,Kevin Tway,208,115,93
109,0,27064,Jhonattan Vegas,210,82,128
110,0,33418,Shawn Stefani,211,132,79
111,0,24358,Robert Garrigus,212,88,124
112,0,25686,Jason Dufner,214,66,148
113,0,12716,Charley Hoffman,217,119,98
114,0,24140,Sean O'Hair,218,67,151
115,0,25493,Nick Taylor,219,143,76
116,0,29484,Peter Uihlein,220,152,68
117,0,25572,Graeme McDowell,223,77,146
117,0,32640,Troy Merritt,223,93,130
117,0,26951,Johnson Wagner,223,154,69
120,0,30978,Kiradech Aphibarnrat,229,51,178
121,0,24925,Jonathan Byrd,231,172,59
122,0,39327,Ben Silverman,235,101,134
123,0,47287,Ethan Tracy,236,97,139
124,0,35421,Brandon Harkins,238,125,113
125,0,29461,Jamie Lovemark,244,101,143
126,0,27958,Ryan Blaum,245,137,108
127,0,29479,Scott Brown,246,132,114
128,0,30692,Scott Stallings,247,130,117
129,0,19846,Brian Gay,249,104,145
129,0,32816,Satoshi Kodaira,249,59,190
129,0,27649,Brandt Snedeker,249,117,132
132,0,33410,Andrew Landry,251,135,116
133,0,35506,Mackenzie Hughes,252,143,109
134,0,28500,Martin Flores,253,148,105
134,0,28252,Seamus Power,253,125,128
136,0,34099,Harris English,254,90,164
