RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01783,Mark McCumber,68.70,270,393
2,0,01928,Corey Pavin,68.44,258,377
3,0,01320,Bob Estes,68.14,323,474
4,0,01876,Greg Norman,67.73,191,282
5,0,02321,Fuzzy Zoeller,66.43,188,283
6,0,01306,David Edwards,65.36,251,384
7,0,02010,Loren Roberts,64.85,238,367
8,0,01226,Fred Couples,64.75,158,244
9,0,01235,Ben Crenshaw,64.59,332,514
10,0,01201,Lennie Clements,64.34,267,415
11,0,01219,John Cook,64.29,234,364
12,0,01381,Fred Funk,63.85,348,545
12,0,01527,Scott Hoch,63.85,302,473
14,0,01824,Yoshinori Mizumaki,63.76,241,378
15,0,02230,Stan Utley,63.75,343,538
16,0,01968,Nick Price,63.57,178,280
17,0,01690,Bruce Lietzke,63.55,197,310
18,0,01378,David Frost,63.50,287,452
19,0,06078,Esteban Toledo,63.35,306,483
20,0,02239,Scott Verplank,63.29,231,365
21,0,01633,Tom Kite,63.07,234,371
22,0,02214,Kirk Triplett,62.87,298,474
23,0,01677,Tom Lehman,62.75,224,357
24,0,06643,Paul Goydos,62.56,396,633
24,0,02159,Curtis Strange,62.56,274,438
26,0,01891,David Ogrin,62.41,332,532
27,0,01116,Michael Bradley,62.29,327,525
28,0,01810,Phil Mickelson,62.28,213,342
29,0,01203,Russ Cochran,62.21,326,524
30,0,02256,Tom Watson,62.20,158,254
31,0,01132,Mark Brooks,62.14,435,700
32,0,01723,Andrew Magee,62.12,310,499
33,0,10809,Jim Furyk,62.07,342,551
34,0,01823,Larry Mize,61.93,257,415
35,0,02322,Richard Zokol,61.92,296,478
36,0,01475,Donnie Hammond,61.87,271,438
37,0,01024,Billy Andrade,61.86,352,569
38,0,01418,Bill Glasson,61.65,209,339
39,0,06657,Steve Rintoul,61.59,295,479
40,0,01701,Bob Lohr,61.57,306,497
41,0,01329,Brad Faxon,61.43,317,516
42,0,06197,Michael Allen,61.33,398,649
43,0,02294,Willie Wood,61.32,298,486
44,0,01331,Rick Fehr,61.29,266,434
44,0,07235,John Morse,61.29,266,434
46,0,01837,Gil Morgan,61.25,196,320
47,0,01161,Mark Calcavecchia,61.22,281,459
48,0,02133,Craig Stadler,61.11,209,342
49,0,01549,Mike Hulbert,60.96,342,561
50,0,01129,Bill Britton,60.84,275,452
50,0,01495,Morris Hatalsky,60.84,317,521
52,0,01457,Jay Haas,60.78,327,538
53,0,01093,Ronnie Black,60.76,302,497
53,0,01414,Bob Gilder,60.76,302,497
55,0,01060,Dave Barr,60.66,296,488
56,0,06577,John Wilson,60.63,308,508
57,0,02099,Scott Simpson,60.61,200,330
58,0,02146,Payne Stewart,60.55,264,436
59,0,01887,Mark O'Meara,60.53,322,532
60,0,01569,Peter Jacobsen,60.50,219,362
61,0,01353,Bruce Fleisher,60.42,316,523
61,0,01557,John Inman,60.42,400,662
63,0,01510,Nolan Henke,60.41,296,490
64,0,02303,Robert Wrenn,60.36,233,386
65,0,01559,Hale Irwin,60.33,219,363
66,0,01374,Robin Freeman,60.21,351,583
66,0,01755,Dick Mast,60.21,345,573
68,0,01196,Brian Claar,60.14,335,557
69,0,01938,David Peoples,60.11,315,524
70,0,06332,Neal Lancaster,60.10,375,624
71,0,01313,Steve Elkington,60.06,218,363
72,0,01724,Jeff Maggert,60.04,269,448
73,0,01098,Jay Don Blake,60.00,276,460
73,0,06567,Vijay Singh,60.00,219,365
