RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
75,0,08931,Glen Day,59.96,331,552
76,0,02033,Dave Rummells,59.90,345,576
77,0,01971,Dillard Pruitt,59.80,302,505
78,0,06128,Steve Lamontagne,59.78,278,465
79,0,02218,Ted Tryba,59.76,395,661
80,0,01143,Brad Bryant,59.75,340,569
80,0,02201,Jim Thorpe,59.75,242,405
82,0,06214,Guy Boros,59.71,326,546
83,0,01072,Chip Beck,59.51,294,494
84,0,06609,Rob Boldt,59.49,232,390
84,0,06140,Sean Murphy,59.49,301,506
86,0,01975,Tom Purtzer,59.47,223,375
87,0,01682,Wayne Levi,59.42,265,446
88,0,01288,Ed Dougherty,59.30,341,575
89,0,01607,Brian Kamm,59.25,333,562
90,0,06012,Greg Kraft,59.10,354,599
91,0,02049,Gene Sauers,59.04,294,498
92,0,12663,Phil Tataurangi,58.91,271,460
93,0,01926,Steve Pate,58.82,300,510
94,0,06315,Pete Jordan,58.69,331,564
94,0,02100,Tim Simpson,58.69,304,518
96,0,02267,D.A. Weibring,58.67,220,375
97,0,06617,Brian Henninger,58.65,278,474
98,0,01748,Doug Martin,58.63,299,510
99,0,06809,Bob Burns,58.60,235,401
100,0,01444,Ken Green,58.59,300,512
101,0,06589,Jeff Woodland,58.48,331,566
102,0,02225,Howard Twitty,58.45,287,491
103,0,01330,David Feherty,58.35,241,413
104,0,02170,Hal Sutton,58.30,281,482
105,0,02131,Mike Springer,57.97,280,483
106,0,06020,Steve Brodie,57.96,295,509
106,0,01266,Clark Dennis,57.96,284,490
108,0,01200,Keith Clearwater,57.94,321,554
109,0,01156,Curt Byrum,57.87,261,451
110,0,01771,Blaine McCallister,57.84,310,536
111,0,06090,Jim McGovern,57.81,296,512
112,0,02104,Jeff Sluman,57.71,307,532
113,0,06350,Bob May,57.69,285,494
114,0,01185,Brandel Chamblee,57.59,315,547
115,0,02167,Mike Sullivan,57.58,228,396
116,0,02245,Grant Waite,57.57,251,436
117,0,02095,Larry Silveira,57.56,278,483
118,0,01282,Trevor Dodds,57.55,282,490
119,0,01139,Olin Browne,57.39,295,514
120,0,02190,Doug Tewell,57.38,272,474
120,0,02223,Bob Tway,57.38,276,481
122,0,01014,Fulton Allem,57.26,284,496
122,0,01706,Davis Love III,57.26,280,489
124,0,01435,Wayne Grady,57.23,178,311
125,0,01996,Mike Reid,57.18,227,397
126,0,02241,Bobby Wadkins,57.14,224,392
127,0,06251,Chris DiMarco,56.89,293,515
128,0,06527,Steve Stricker,56.77,302,532
129,0,02135,Mike Standly,56.71,300,529
130,0,01986,Joey Rassett,56.69,233,411
131,0,01920,Craig Parry,56.59,176,311
132,0,01006,John Adams,56.54,268,474
133,0,01096,Phil Blackmar,56.48,279,494
134,0,01553,John Huston,56.46,236,418
135,0,02007,Larry Rinker,56.37,292,518
136,0,08375,Paul Stankowski,56.33,249,442
137,0,01307,Joel Edwards,56.26,301,535
138,0,02090,Tom Sieckmann,56.11,303,540
139,0,06088,Steve Gotsche,56.10,193,344
139,0,02101,Joey Sindelar,56.10,193,344
141,0,06591,Rocky Walcher,56.06,236,421
142,0,08337,Mike Heinen,56.01,261,466
143,0,06016,Brad Lardon,56.00,210,375
144,0,01725,John Mahaffey,55.96,230,411
145,0,06058,John Flannery,55.92,340,608
146,0,01945,Kenny Perry,55.89,332,594
147,0,01766,Billy Mayfair,55.80,308,552
148,0,12661,Todd Barranger,55.73,248,445
149,0,06791,Mark Wurtz,55.67,314,564
150,0,02206,David Toms,55.56,315,567
151,0,01392,Tom Garner,55.39,185,334
152,0,01927,Dennis Paulson,55.38,247,446
153,0,01707,Steve Lowery,55.27,304,550
154,0,01385,Jim Gallagher Jr.,55.21,228,413
154,0,01629,Eddie Kirby,55.21,180,326
156,0,02067,Ted Schulz,55.08,293,532
157,0,06034,Marco Dawson,54.58,292,535
158,0,01261,Jay Delsing,54.56,287,526
159,0,01905,Joe Ozaki,54.49,194,356
160,0,01648,Billy Kratzert,54.46,232,426
161,0,01577,Lee Janzen,54.19,246,454
162,0,01550,Ed Humenik,54.07,279,516
163,0,01864,Larry Nelson,53.99,176,326
164,0,01468,Gary Hallberg,53.97,279,517
165,0,10213,Dicky Pride,53.86,265,492
166,0,07569,Mark Carnevale,53.70,254,473
167,0,07101,Dave Stockton Jr.,53.67,285,531
168,0,06575,Dudley Hart,53.51,236,441
169,0,12660,Jesper Parnevik,53.49,184,344
170,0,01361,Dan Forsman,53.46,170,318
171,0,07781,Ty Armstrong,53.44,202,378
172,0,02246,Duffy Waldorf,53.23,239,449
173,0,01408,Kelly Gibson,52.86,305,577
174,0,06062,Charles Raulerson,52.56,226,430
175,0,01388,Robert Gamez,52.02,206,396
176,0,02242,Lanny Wadkins,51.26,223,435
177,0,01133,Billy Ray Brown,50.23,216,430
178,0,02224,Greg Twiggs,47.15,215,456
179,0,01890,Brett Ogle,47.06,152,323
