RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,01928,Corey Pavin,65.35,83,127,+35.00
2,0,01235,Ben Crenshaw,63.13,101,160,+47.00
3,0,02230,Stan Utley,62.84,93,148,+49.00
4,0,02214,Kirk Triplett,61.59,85,138,+37.00
5,0,01607,Brian Kamm,61.43,86,140,+36.00
6,0,01320,Bob Estes,60.43,84,139,+20.00
7,0,02146,Payne Stewart,60.36,67,111,+26.00
8,0,02322,Richard Zokol,60.33,73,121,+34.00
9,0,01527,Scott Hoch,60.28,85,141,+44.00
10,0,01557,John Inman,59.88,103,172,+71.00
11,0,01024,Billy Andrade,59.32,70,118,+37.00
12,0,01116,Michael Bradley,59.21,90,152,+56.00
13,0,02294,Willie Wood,58.20,71,122,+39.00
14,0,01968,Nick Price,58.16,57,98,+19.00
15,0,06617,Brian Henninger,58.14,75,129,+39.00
15,0,02101,Joey Sindelar,58.14,50,86,+33.00
17,0,01549,Mike Hulbert,57.83,96,166,+50.00
18,0,02010,Loren Roberts,57.81,74,128,+39.00
19,0,02049,Gene Sauers,57.72,71,123,+28.00
20,0,01129,Bill Britton,57.69,60,104,+44.00
21,0,02167,Mike Sullivan,57.63,68,118,+33.00
22,0,06609,Rob Boldt,57.61,53,92,+24.00
23,0,01920,Craig Parry,57.50,69,120,+33.00
24,0,06643,Paul Goydos,57.39,101,176,+50.00
25,0,01876,Greg Norman,57.27,63,110,+17.00
26,0,01444,Ken Green,57.06,93,163,+52.00
27,0,01891,David Ogrin,56.96,90,158,+31.00
28,0,06078,Esteban Toledo,56.91,70,123,+39.00
29,0,01392,Tom Garner,56.84,54,95,+38.00
30,0,06350,Bob May,56.72,76,134,+32.00
31,0,02267,D.A. Weibring,56.70,55,97,+39.00
32,0,01414,Bob Gilder,56.62,77,136,+48.00
33,0,08931,Glen Day,56.52,104,184,+48.00
34,0,01783,Mark McCumber,56.48,61,108,+24.00
35,0,01313,Steve Elkington,56.45,70,124,+47.00
35,0,01418,Bill Glasson,56.45,70,124,+27.00
37,0,06090,Jim McGovern,56.33,89,158,+33.00
38,0,01219,John Cook,56.19,59,105,+32.00
39,0,02239,Scott Verplank,55.88,57,102,+38.00
40,0,02218,Ted Tryba,55.78,111,199,+69.00
41,0,06214,Guy Boros,55.41,87,157,+32.00
42,0,01723,Andrew Magee,55.21,90,163,+51.00
43,0,01553,John Huston,55.19,85,154,+41.00
43,0,06332,Neal Lancaster,55.19,85,154,+47.00
45,0,01810,Phil Mickelson,54.95,50,91,+27.00
46,0,06251,Chris DiMarco,54.94,89,162,+58.00
47,0,02067,Ted Schulz,54.86,79,144,+58.00
48,0,02104,Jeff Sluman,54.78,86,157,+56.00
49,0,02159,Curtis Strange,54.74,75,137,+54.00
50,0,01093,Ronnie Black,54.62,71,130,+37.00
51,0,01261,Jay Delsing,54.55,84,154,+61.00
52,0,07235,John Morse,54.47,67,123,+46.00
53,0,01201,Lennie Clements,54.31,63,116,+27.00
54,0,01374,Robin Freeman,54.19,84,155,+41.00
55,0,01457,Jay Haas,54.14,72,133,+42.00
56,0,01353,Bruce Fleisher,54.10,66,122,+47.00
57,0,01014,Fulton Allem,53.80,85,158,+45.00
57,0,01381,Fred Funk,53.80,99,184,+60.00
59,0,06657,Steve Rintoul,53.78,64,119,+43.00
60,0,01226,Fred Couples,53.76,50,93,+21.00
61,0,01143,Brad Bryant,53.74,79,147,+31.00
62,0,01510,Nolan Henke,53.68,73,136,+51.00
62,0,02256,Tom Watson,53.68,51,95,+19.00
64,0,02133,Craig Stadler,53.64,59,110,+19.00
65,0,01161,Mark Calcavecchia,53.57,75,140,+54.00
66,0,01824,Yoshinori Mizumaki,53.54,53,99,+34.00
67,0,01748,Doug Martin,53.50,84,157,+59.00
68,0,01329,Brad Faxon,53.46,85,159,+50.00
68,0,01755,Dick Mast,53.46,85,159,+59.00
70,0,02321,Fuzzy Zoeller,53.15,59,111,+25.00
71,0,01475,Donnie Hammond,53.08,69,130,+45.00
72,0,01288,Ed Dougherty,52.97,98,185,+68.00
73,0,06577,John Wilson,52.85,65,123,+44.00
74,0,02223,Bob Tway,52.82,75,142,+49.00
75,0,01971,Dillard Pruitt,52.80,85,161,+63.00
76,0,01468,Gary Hallberg,52.73,87,165,+56.00
77,0,01200,Keith Clearwater,52.69,88,167,+58.00
78,0,10809,Jim Furyk,52.67,79,150,+43.00
79,0,01306,David Edwards,52.63,70,133,+45.00
79,0,01435,Wayne Grady,52.63,60,114,+41.00
81,0,01378,David Frost,52.48,74,141,+54.00
82,0,01330,David Feherty,52.46,64,122,+47.00
83,0,01096,Phil Blackmar,52.14,61,117,+50.00
84,0,06140,Sean Murphy,52.11,74,142,+60.00
85,0,01307,Joel Edwards,52.07,63,121,+40.00
86,0,01701,Bob Lohr,52.05,76,146,+66.00
87,0,01203,Russ Cochran,52.02,90,173,+51.00
88,0,06791,Mark Wurtz,51.95,80,154,+53.00
89,0,01887,Mark O'Meara,51.90,82,158,+63.00
90,0,01132,Mark Brooks,51.60,97,188,+72.00
91,0,01706,Davis Love III,51.53,84,163,+39.00
92,0,01569,Peter Jacobsen,51.38,56,109,+29.00
93,0,01495,Morris Hatalsky,51.18,65,127,+52.00
94,0,02245,Grant Waite,51.08,71,139,+48.00
95,0,06016,Brad Lardon,51.06,48,94,+37.00
96,0,06589,Jeff Woodland,50.99,77,151,+65.00
97,0,01766,Billy Mayfair,50.92,83,163,+72.00
