RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,36871,Matthew NeSmith,46,55
2,0,32640,Troy Merritt,44,49
2,0,27556,Ted Potter Jr.,44,50
2,0,49964,Aaron Wise,44,64
5,0,33141,Keegan Bradley,43,46
5,0,45609,Tyler Duncan,43,53
5,0,21209,Sergio Garcia,43,47
5,0,56762,Will Gordon,43,51
9,0,27936,Martin Laird,41,53
10,0,25818,Scott Piercy,40,46
11,0,39971,Sungjae Im,39,46
11,0,33122,Russell Knox,39,45
11,0,47347,Adam Schenk,39,45
14,0,25686,Jason Dufner,37,49
14,0,35532,Tom Hoge,37,44
14,0,33204,Shane Lowry,37,41
14,0,30692,Scott Stallings,37,42
18,0,33948,Byeong Hun An,36,42
18,0,45157,Cam Davis,36,51
18,0,52375,Doug Ghim,36,49
18,0,39975,Michael Kim,36,41
18,0,37455,Si Woo Kim,36,43
18,0,32791,K.H. Lee,36,47
18,0,26331,Charl Schwartzel,36,45
18,0,25804,Bubba Watson,36,42
26,0,52372,Cameron Champ,35,41
26,0,39997,Corey Conners,35,43
26,0,32662,Michael Gligic,35,38
26,0,12716,Charley Hoffman,35,44
26,0,48822,Sebastián Muñoz,35,52
26,0,30163,Henrik Norlander,35,49
26,0,29518,Brendan Steele,35,40
26,0,49960,Sepp Straka,35,42
26,0,34264,Hudson Swafford,35,39
35,0,45526,Abraham Ancer,34,36
35,0,25900,Lucas Glover,34,52
35,0,31646,Emiliano Grillo,34,41
35,0,34174,John Huh,34,38
35,0,32839,Hideki Matsuyama,34,41
40,0,31557,Jim Herman,33,37
40,0,35104,Tom Lewis,33,40
40,0,23320,Ryan Palmer,33,38
40,0,36699,Patrick Rodgers,33,43
40,0,27064,Jhonattan Vegas,33,39
40,0,47483,Will Zalatoris,33,37
46,0,29479,Scott Brown,32,35
46,0,46402,Talor Gooch,32,41
46,0,33399,Adam Hadwin,32,38
46,0,33490,Bo Hoag,32,40
46,0,32757,Patton Kizzire,32,37
46,0,40042,Tyler McCumber,32,38
46,0,46442,Maverick McNealy,32,36
46,0,49771,J.T. Poston,32,37
54,0,49298,Kramer Hickok,31,36
54,0,33667,Carlos Ortiz,31,34
54,0,47128,Richy Werenski,31,38
57,0,34255,Joseph Bramlett,30,35
57,0,24024,Zach Johnson,30,32
57,0,26300,Matt Jones,30,36
57,0,32816,Satoshi Kodaira,30,43
57,0,36689,Brooks Koepka,30,34
57,0,29926,Danny Lee,30,42
57,0,28237,Rory McIlroy,30,33
57,0,45486,Joaquin Niemann,30,33
57,0,24361,Pat Perez,30,36
57,0,46046,Scottie Scheffler,30,33
57,0,30110,Kyle Stanley,30,39
57,0,27214,Kevin Streelman,30,39
69,0,32070,Rafael Campos,29,36
69,0,35450,Patrick Cantlay,29,34
69,0,47993,Denny McCarthy,29,34
69,0,39546,Keith Mitchell,29,39
69,0,29908,C.T. Pan,29,35
69,0,39953,Chase Seiffert,29,32
69,0,25493,Nick Taylor,29,39
69,0,27770,Camilo Villegas,29,36
77,0,34076,Joel Dahmen,28,32
77,0,29970,Dylan Frittelli,28,33
77,0,29535,Brice Garnett,28,31
77,0,19846,Brian Gay,28,33
77,0,32448,James Hahn,28,31
77,0,46717,Viktor Hovland,28,36
77,0,27974,Sung Kang,28,45
77,0,49766,Hank Lebioda,28,32
77,0,27129,Luke List,28,45
77,0,24781,Hunter Mahan,28,29
77,0,22056,Cameron Percy,28,35
77,0,34256,Andrew Putnam,28,33
77,0,53165,Doc Redman,28,35
77,0,23621,Rory Sabbatini,28,37
77,0,46441,Robby Shelton,28,42
77,0,33486,Roger Sloan,28,37
77,0,31560,Brian Stuard,28,34
77,0,23623,Bo Van Pelt,28,35
95,0,25364,Paul Casey,27,31
95,0,27554,Scott Harrington,27,36
95,0,27649,Brandt Snedeker,27,34
95,0,39324,J.J. Spaun,27,31
95,0,32150,Michael Thompson,27,37
95,0,23788,D.J. Trahan,27,33
101,0,29268,Bronson Burgoon,26,33
101,0,34099,Harris English,26,35
101,0,46550,Brandon Hagy,26,31
101,0,34098,Russell Henley,26,36
101,0,33410,Andrew Landry,26,33
101,0,01810,Phil Mickelson,26,37
101,0,34046,Jordan Spieth,26,33
101,0,31323,Gary Woodland,26,31
109,0,26499,Rafa Cabrera Bello,25,28
109,0,20229,Stewart Cink,25,31
109,0,26758,David Hearn,25,28
109,0,35461,Beau Hossler,25,30
109,0,26851,Marc Leishman,25,27
109,0,27942,Rob Oppenheim,25,31
109,0,37275,Sam Ryder,25,33
116,0,24357,K.J. Choi,24,28
116,0,51766,Wyndham Clark,24,28
116,0,32102,Rickie Fowler,24,33
116,0,35310,Lanto Griffin,24,32
116,0,39977,Max Homa,24,35
116,0,29420,Billy Horschel,24,26
116,0,30944,Jason Kokrak,24,31
116,0,26476,Chez Reavie,24,31
116,0,29221,Webb Simpson,24,26
116,0,33448,Justin Thomas,24,31
116,0,32333,Kevin Tway,24,26
116,0,37189,Harold Varner III,24,31
128,0,40026,Daniel Berger,23,27
128,0,33597,Harry Higgs,23,27
128,0,40006,Erik van Rooyen,23,34
128,0,27095,Nick Watney,23,28
132,0,47959,Bryson DeChambeau,22,28
132,0,40098,Matt Fitzpatrick,22,29
132,0,30911,Tommy Fleetwood,22,27
132,0,34563,Chesson Hadley,22,28
132,0,21961,Charles Howell III,22,27
132,0,34466,Peter Malnati,22,29
132,0,25396,Kevin Na,22,33
132,0,28252,Seamus Power,22,25
132,0,46970,Jon Rahm,22,25
132,0,34431,Robert Streb,22,31
132,0,30927,Brendon Todd,22,26
143,0,19803,Ryan Armour,21,28
143,0,27644,Brian Harman,21,25
143,0,27141,J.B. Holmes,21,26
143,0,36801,Mark Hubbard,21,26
143,0,35506,Mackenzie Hughes,21,23
143,0,30926,Chris Kirk,21,25
143,0,29478,Kevin Kisner,21,30
143,0,35449,Adam Long,21,24
143,0,27349,Alex Noren,21,21
143,0,24502,Adam Scott,21,25
143,0,20396,Lee Westwood,21,23
143,0,32254,Xinjun Zhang,21,28
155,0,23983,Luke Donald,20,25
155,0,30925,Dustin Johnson,20,27
155,0,28775,Nate Lashley,20,25
155,0,34213,Grayson Murray,20,31
159,0,29725,Tony Finau,19,23
159,0,50525,Collin Morikawa,19,26
159,0,26329,Louis Oosthuizen,19,22
159,0,33419,Cameron Tringale,19,29
159,0,35658,Kris Ventura,19,25
164,0,47504,Sam Burns,18,22
164,0,46435,Austin Cook,18,24
164,0,23108,Matt Kuchar,18,22
164,0,35230,Nelson Ledesma,18,21
164,0,48081,Xander Schauffele,18,22
164,0,25632,Jimmy Walker,18,24
170,0,28420,Ryan Brehm,17,24
170,0,24140,Sean O'Hair,17,27
170,0,34360,Patrick Reed,17,19
170,0,23325,Vaughn Taylor,17,21
170,0,56278,Matthew Wolff,17,21
175,0,35891,Cameron Smith,16,19
175,0,48119,Ben Taylor,16,18
175,0,35617,Martin Trainer,16,21
178,0,24924,Bill Haas,15,16
178,0,24138,Ian Poulter,15,22
178,0,51894,Vince Whaley,15,17
181,0,34314,Sebastian Cappelen,14,22
181,0,28679,Fabián Gómez,14,16
181,0,29974,Branden Grace,14,16
184,0,33404,Chris Baker,13,20
184,0,28089,Jason Day,13,18
184,0,31420,Anirban Lahiri,13,19
184,0,22405,Justin Rose,13,20
184,0,27330,Josh Teater,13,19
189,0,48045,Michael Gellerman,12,17
189,0,32618,Rhein Gibson,12,14
189,0,34363,Tyrrell Hatton,12,14
189,0,33413,Ben Martin,12,15
189,0,48887,Matt Wallace,12,17
189,0,32139,Danny Willett,12,18
195,0,33120,Mark Anderson,9,11
196,0,22371,Aaron Baddeley,8,8
