RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,33120,Mark Anderson,.00,0,49,100.00
1,0,22371,Aaron Baddeley,.00,0,62,100.00
1,0,33404,Chris Baker,.00,0,56,100.00
1,0,34255,Joseph Bramlett,.00,0,70,100.00
1,0,51766,Wyndham Clark,.00,0,102,100.00
1,0,34076,Joel Dahmen,.00,0,96,100.00
1,0,29725,Tony Finau,.00,0,88,100.00
1,0,32618,Rhein Gibson,.00,0,56,100.00
1,0,28679,Fabián Gómez,.00,0,37,100.00
1,0,29974,Branden Grace,.00,0,107,100.00
1,0,34363,Tyrrell Hatton,.00,0,62,100.00
1,0,26758,David Hearn,.00,0,65,100.00
1,0,33597,Harry Higgs,.00,0,88,100.00
1,0,35461,Beau Hossler,.00,0,99,100.00
1,0,35506,Mackenzie Hughes,.00,0,105,100.00
1,0,37455,Si Woo Kim,.00,0,96,100.00
1,0,30926,Chris Kirk,.00,0,92,100.00
1,0,35230,Nelson Ledesma,.00,0,51,100.00
1,0,26851,Marc Leishman,.00,0,103,100.00
1,0,33204,Shane Lowry,.00,0,92,100.00
1,0,47993,Denny McCarthy,.00,0,121,100.00
1,0,39546,Keith Mitchell,.00,0,102,100.00
1,0,27349,Alex Noren,.00,0,108,100.00
1,0,34360,Patrick Reed,.00,0,71,100.00
1,0,29221,Webb Simpson,.00,0,83,100.00
1,0,39324,J.J. Spaun,.00,0,78,100.00
1,0,48119,Ben Taylor,.00,0,42,100.00
1,0,35617,Martin Trainer,.00,0,51,100.00
1,0,27095,Nick Watney,.00,0,70,100.00
1,0,20396,Lee Westwood,.00,0,86,100.00
1,0,51894,Vince Whaley,.00,0,70,100.00
32,0,24024,Zach Johnson,.68,1,146,99.32
33,0,45486,Joaquin Niemann,.77,1,130,99.23
33,0,33667,Carlos Ortiz,.77,1,130,99.23
35,0,27214,Kevin Streelman,.80,1,125,99.20
36,0,30692,Scott Stallings,.83,1,120,99.17
37,0,33399,Adam Hadwin,.84,1,119,99.16
38,0,36801,Mark Hubbard,.85,1,118,99.15
39,0,47483,Will Zalatoris,.86,1,116,99.14
40,0,33490,Bo Hoag,.87,1,115,99.13
41,0,35449,Adam Long,.88,1,113,99.12
42,0,26300,Matt Jones,.90,1,111,99.10
43,0,45526,Abraham Ancer,.91,1,110,99.09
43,0,35532,Tom Hoge,.91,1,110,99.09
43,0,37275,Sam Ryder,.91,1,110,99.09
46,0,33141,Keegan Bradley,.93,1,107,99.07
47,0,46435,Austin Cook,.99,1,101,99.01
48,0,25364,Paul Casey,1.01,1,99,98.99
48,0,49771,J.T. Poston,1.01,1,99,98.99
50,0,33486,Roger Sloan,1.02,1,98,98.98
51,0,46970,Jon Rahm,1.03,1,97,98.97
52,0,26329,Louis Oosthuizen,1.04,1,96,98.96
52,0,25818,Scott Piercy,1.04,1,96,98.96
54,0,31323,Gary Woodland,1.05,1,95,98.95
55,0,26476,Chez Reavie,1.06,1,94,98.94
55,0,35658,Kris Ventura,1.06,1,94,98.94
57,0,47959,Bryson DeChambeau,1.08,1,93,98.92
58,0,39971,Sungjae Im,1.09,2,184,98.91
58,0,24138,Ian Poulter,1.09,1,92,98.91
60,0,23320,Ryan Palmer,1.10,1,91,98.90
61,0,35450,Patrick Cantlay,1.14,1,88,98.86
62,0,29479,Scott Brown,1.15,1,87,98.85
62,0,34046,Jordan Spieth,1.15,1,87,98.85
62,0,34264,Hudson Swafford,1.15,1,87,98.85
65,0,35891,Cameron Smith,1.18,1,85,98.82
65,0,34431,Robert Streb,1.18,1,85,98.82
67,0,24502,Adam Scott,1.20,1,83,98.80
68,0,27554,Scott Harrington,1.25,1,80,98.75
