RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,22371,Aaron Baddeley,5.13,8,156,94.87
2,0,33419,Cameron Tringale,5.18,19,367,94.82
3,0,28089,Jason Day,5.26,13,247,94.74
4,0,36801,Mark Hubbard,5.33,21,394,94.67
5,0,29974,Branden Grace,5.49,14,255,94.51
5,0,51894,Vince Whaley,5.49,15,273,94.51
7,0,47504,Sam Burns,5.73,18,314,94.27
8,0,35506,Mackenzie Hughes,5.85,21,359,94.15
9,0,31420,Anirban Lahiri,5.88,13,221,94.12
10,0,34360,Patrick Reed,5.92,17,287,94.08
11,0,34363,Tyrrell Hatton,6.06,12,198,93.94
11,0,35891,Cameron Smith,6.06,16,264,93.94
13,0,46435,Austin Cook,6.08,18,296,93.92
14,0,33120,Mark Anderson,6.12,9,147,93.88
15,0,27644,Brian Harman,6.14,21,342,93.86
16,0,27349,Alex Noren,6.23,21,337,93.77
16,0,48081,Xander Schauffele,6.23,18,289,93.77
18,0,29725,Tony Finau,6.33,19,300,93.67
18,0,29478,Kevin Kisner,6.33,21,332,93.67
20,0,30944,Jason Kokrak,6.40,24,375,93.60
21,0,32618,Rhein Gibson,6.42,12,187,93.58
22,0,34431,Robert Streb,6.45,22,341,93.55
22,0,37189,Harold Varner III,6.45,24,372,93.55
24,0,30926,Chris Kirk,6.65,21,316,93.35
25,0,23325,Vaughn Taylor,6.69,17,254,93.31
26,0,22405,Justin Rose,6.70,13,194,93.30
27,0,19803,Ryan Armour,6.71,21,313,93.29
28,0,25632,Jimmy Walker,6.74,18,267,93.26
29,0,30927,Brendon Todd,6.79,22,324,93.21
30,0,31560,Brian Stuard,6.83,28,410,93.17
31,0,20229,Stewart Cink,6.87,25,364,93.13
32,0,35310,Lanto Griffin,6.88,24,349,93.12
33,0,35617,Martin Trainer,6.90,16,232,93.10
34,0,24138,Ian Poulter,6.91,15,217,93.09
35,0,23108,Matt Kuchar,6.92,18,260,93.08
36,0,26329,Louis Oosthuizen,7.01,19,271,92.99
37,0,34099,Harris English,7.12,26,365,92.88
38,0,46970,Jon Rahm,7.17,22,307,92.83
39,0,35449,Adam Long,7.19,21,292,92.81
39,0,48887,Matt Wallace,7.19,12,167,92.81
41,0,47959,Bryson DeChambeau,7.21,22,305,92.79
41,0,25396,Kevin Na,7.21,22,305,92.79
43,0,40026,Daniel Berger,7.28,23,316,92.72
44,0,33404,Chris Baker,7.34,13,177,92.66
45,0,39971,Sungjae Im,7.36,39,530,92.64
46,0,56278,Matthew Wolff,7.39,17,230,92.61
47,0,47993,Denny McCarthy,7.47,29,388,92.53
48,0,35461,Beau Hossler,7.49,25,334,92.51
49,0,45486,Joaquin Niemann,7.54,30,398,92.46
50,0,28775,Nate Lashley,7.55,20,265,92.45
51,0,29420,Billy Horschel,7.57,24,317,92.43
