RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,20568,Anthony Painter,13,5,2,18,2003180
1,0,21878,Mark Wilson,13,0,3,9,2003370
3,0,20099,Doug Barron,12,0,1,5,2003320
3,0,01553,John Huston,12,1,1,2,2003420
3,0,01945,Kenny Perry,12,3,1,7,2003210
3,0,20548,Hidemichi Tanaka,12,0,3,8,2003240
3,0,08793,Tiger Woods,12,0,4,16,2003270
8,0,20098,Stuart Appleby,11,2,3,1,2003230
8,0,06567,Vijay Singh,11,1,3,11,2003200
8,0,10425,Jay Williamson,11,0,3,2,2003140
11,0,20771,Steven Alker,10,5,4,14,2003290
11,0,12661,Todd Barranger,10,0,1,12,2003320
11,0,20029,Notah Begay III,10,0,1,7,2003260
11,0,06809,Bob Burns,10,4,4,2,2003360
11,0,12760,Danny Ellis,10,0,2,4,2003280
11,0,01361,Dan Forsman,10,1,3,8,2003230
11,0,19846,Brian Gay,10,2,2,15,2003160
11,0,01619,Skip Kendall,10,0,2,2,2003160
19,0,22371,Aaron Baddeley,9,1,1,8,2003380
19,0,24925,Jonathan Byrd,9,0,1,11,2003130
19,0,01249,John Daly,9,0,4,12,2003320
19,0,12823,Carlos Franco,9,0,4,13,2003270
19,0,06643,Paul Goydos,9,1,2,15,2003440
19,0,01457,Jay Haas,9,1,1,16,2003250
19,0,06575,Dudley Hart,9,0,1,3,2003270
19,0,23108,Matt Kuchar,9,1,2,2,2003250
19,0,08547,John Maginnes,9,0,2,5,2003040
19,0,01761,Len Mattiace,9,0,3,16,2003210
19,0,10585,Scott McCarron,9,2,1,3,2003180
19,0,12660,Jesper Parnevik,9,1,1,7,2003020
19,0,22913,John Rollins,9,4,1,17,2003450
19,0,02239,Scott Verplank,9,0,3,7,2003150
33,0,01139,Olin Browne,8,0,4,7,2003200
33,0,24356,Jason Buha,8,2,1,1,2003280
33,0,01157,Tom Byrum,8,2,4,1,2003160
33,0,20593,Greg Chalmers,8,0,1,13,2003020
33,0,20229,Stewart Cink,8,0,2,8,2003240
33,0,23135,Tim Clark,8,0,4,12,2003050
33,0,22621,Ben Curtis,8,0,1,2,2003200
