RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.808,5234,- 4.579,76
2,0,01706,Davis Love III,69.060,5177,2.473,75
3,0,21209,Sergio Garcia,69.129,4176,- 28.273,60
4,0,01810,Phil Mickelson,69.206,5671,3.916,82
5,0,06567,Vijay Singh,69.207,6379,- 11.946,92
6,0,01968,Nick Price,69.665,5157,- 1.804,74
7,0,09011,David Duval,69.725,5149,10.665,74
8,0,01320,Bob Estes,69.729,6120,16.142,88
9,0,01527,Scott Hoch,69.849,5869,- 1.701,84
10,0,06251,Chris DiMarco,69.872,7179,17.838,103
11,0,02239,Scott Verplank,69.884,6740,38.729,97
12,0,01666,Bernhard Langer,69.886,4258,5.018,61
13,0,21961,Charles Howell III,69.906,5915,27.003,85
14,0,10809,Jim Furyk,69.922,6129,24.109,88
15,0,02206,David Toms,69.965,6692,24.652,96
16,0,01677,Tom Lehman,70.047,5510,23.695,79
17,0,10585,Scott McCarron,70.061,6540,45.704,94
18,0,10423,Mike Weir,70.063,6025,.401,86
19,0,12660,Jesper Parnevik,70.119,6372,8.830,91
20,0,02104,Jeff Sluman,70.130,7246,47.556,104
21,0,01042,Paul Azinger,70.139,5527,13.973,79
22,0,01797,Rocco Mediate,70.207,4828,16.264,69
23,0,06595,Kevin Sutherland,70.208,6870,10.402,98
24,0,01945,Kenny Perry,70.223,6194,55.845,89
25,0,20229,Stewart Cink,70.269,6800,16.111,97
26,0,11032,Frank Lickliter II,70.279,7154,14.471,102
27,0,06522,Ernie Els,70.301,4230,- 11.959,60
28,0,07749,Brett Quigley,70.314,4419,10.781,63
29,0,02214,Kirk Triplett,70.325,5810,26.941,83
30,0,01766,Billy Mayfair,70.378,7001,36.830,100
31,0,06575,Dudley Hart,70.381,5261,17.558,75
32,0,01161,Mark Calcavecchia,70.397,5551,10.384,79
33,0,01381,Fred Funk,70.402,8208,29.065,117
33,0,01457,Jay Haas,70.402,5043,25.948,72
35,0,02223,Bob Tway,70.404,7429,33.854,106
36,0,19972,José Coceres,70.410,4012,1.387,57
37,0,12680,Shigeki Maruyama,70.417,6610,9.156,94
38,0,19846,Brian Gay,70.435,7851,37.664,112
39,0,06621,Joe Durant,70.449,5625,10.928,80
40,0,02170,Hal Sutton,70.506,6667,31.033,95
41,0,08075,Jerry Kelly,70.509,7104,17.448,101
42,0,10885,Robert Allenby,70.530,7467,9.217,106
43,0,01928,Corey Pavin,70.531,4957,- 19.841,70
44,0,01329,Brad Faxon,70.534,6121,15.433,87
45,0,01139,Olin Browne,70.597,6752,25.343,96
46,0,02257,Brian Watts,70.617,3932,22.579,56
47,0,24357,K.J. Choi,70.624,6495,2.386,92
48,0,01707,Steve Lowery,70.650,6825,28.082,97
49,0,12652,Cameron Beckman,70.653,6932,62.633,99
50,0,01307,Joel Edwards,70.655,6939,55.811,99
51,0,20127,Chris Riley,70.674,7050,17.392,100
52,0,20098,Stuart Appleby,70.678,6899,27.438,98
53,0,10860,Justin Leonard,70.682,6973,24.498,99
54,0,07457,Steve Flesch,70.689,7539,24.725,107
55,0,02106,Chris Smith,70.704,6903,25.959,98
56,0,01619,Skip Kendall,70.706,7603,33.289,108
57,0,01219,John Cook,70.715,6171,51.924,88
58,0,12782,Tim Herron,70.728,6425,11.240,91
59,0,06350,Bob May,70.730,5637,21.366,80
60,0,01249,John Daly,70.739,5797,3.607,82
61,0,20593,Greg Chalmers,70.740,6268,27.852,89
62,0,06527,Steve Stricker,70.759,4585,14.340,65
63,0,20498,Briny Baird,70.763,7250,38.600,103
64,0,06373,José María Olazábal,70.767,3335,- 8.930,47
65,0,01024,Billy Andrade,70.809,5590,3.883,79
66,0,11011,Mike Sposa,70.899,6568,25.570,93
67,0,07003,David Berganio Jr.,70.927,5148,29.692,73
68,0,01577,Lee Janzen,70.943,6501,25.798,92
68,0,01761,Len Mattiace,70.943,6787,23.485,96
70,0,21805,Harrison Frazar,70.946,5943,16.467,84
71,0,02010,Loren Roberts,70.955,5937,23.197,84
72,0,06036,Scott Dunlap,70.964,5622,- 15.826,79
73,0,01226,Fred Couples,70.965,4816,9.621,68
74,0,10457,Frank Nobilo,70.966,6291,24.962,89
75,0,23353,J.J. Henry,70.984,5933,29.635,84
76,0,06090,Jim McGovern,70.991,4469,3.425,63
77,0,01920,Craig Parry,70.996,4455,17.746,63
78,0,01927,Dennis Paulson,71.012,5263,- 8.122,74
79,0,01361,Dan Forsman,71.020,5532,7.598,78
80,0,01313,Steve Elkington,71.021,4332,.291,61
81,0,12645,Brent Geiberger,71.026,5570,41.036,79
82,0,08931,Glen Day,71.027,5911,55.258,84
82,0,20043,Edward Fryatt,71.027,6300,21.377,89
84,0,08545,Glen Hnatiuk,71.049,7139,36.953,101
85,0,20094,Jonathan Kaye,71.052,7907,50.823,112
86,0,01938,David Peoples,71.075,6567,43.003,93
87,0,10201,Matt Gogel,71.076,5754,3.160,81
88,0,19824,Craig Barlow,71.088,5097,21.332,72
89,0,02294,Willie Wood,71.093,3689,7.823,52
90,0,01724,Jeff Maggert,71.136,5952,23.401,84
91,0,06332,Neal Lancaster,71.137,7411,58.428,105
92,0,01941,Tom Pernice Jr.,71.140,7225,31.257,102
93,0,01685,J.L. Lewis,71.148,7509,32.648,106
94,0,01378,David Frost,71.156,6165,25.549,87
95,0,01475,Donnie Hammond,71.158,3599,30.080,51
96,0,08633,Per-Ulrik Johansson,71.159,5673,19.736,80
97,0,06573,Brandt Jobe,71.162,6661,28.235,94
98,0,06004,Stephen Ames,71.176,5918,60.745,84
99,0,02101,Joey Sindelar,71.185,4682,16.204,66
100,0,01887,Mark O'Meara,71.201,4621,7.075,65
101,0,01098,Jay Don Blake,71.202,6792,43.368,96
