RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+2.45,68.87,71.32
2,0,01706,Davis Love III,+2.18,69.03,71.21
3,0,01810,Phil Mickelson,+2.08,69.16,71.24
4,0,06567,Vijay Singh,+2.05,69.34,71.39
5,0,21209,Sergio Garcia,+1.90,69.60,71.50
6,0,01666,Bernhard Langer,+1.53,69.80,71.33
7,0,21961,Charles Howell III,+1.52,69.59,71.11
8,0,01527,Scott Hoch,+1.51,69.87,71.38
9,0,06251,Chris DiMarco,+1.50,69.70,71.20
10,0,01968,Nick Price,+1.47,69.69,71.16
11,0,02206,David Toms,+1.45,69.71,71.16
12,0,01320,Bob Estes,+1.44,69.55,70.99
13,0,02239,Scott Verplank,+1.43,69.48,70.91
14,0,09011,David Duval,+1.40,69.62,71.02
15,0,10585,Scott McCarron,+1.38,69.57,70.95
16,0,01677,Tom Lehman,+1.35,69.72,71.07
17,0,10809,Jim Furyk,+1.34,69.65,70.99
18,0,06595,Kevin Sutherland,+1.29,70.10,71.39
19,0,01945,Kenny Perry,+1.27,69.60,70.87
19,0,02104,Jeff Sluman,+1.27,69.67,70.94
21,0,01042,Paul Azinger,+1.26,69.96,71.22
22,0,10423,Mike Weir,+1.21,70.06,71.27
23,0,01797,Rocco Mediate,+1.17,69.97,71.14
24,0,12660,Jesper Parnevik,+1.15,70.02,71.17
25,0,20229,Stewart Cink,+1.06,70.10,71.16
26,0,01766,Billy Mayfair,+1.05,70.01,71.06
27,0,02223,Bob Tway,+1.04,70.08,71.12
28,0,02214,Kirk Triplett,+1.01,70.00,71.01
29,0,06522,Ernie Els,+1.00,70.50,71.50
30,0,11032,Frank Lickliter II,+.99,70.14,71.13
31,0,06621,Joe Durant,+.97,70.31,71.28
32,0,01457,Jay Haas,+.96,70.04,71.00
32,0,07749,Brett Quigley,+.96,70.14,71.10
34,0,19846,Brian Gay,+.95,70.10,71.05
34,0,08075,Jerry Kelly,+.95,70.34,71.29
36,0,01161,Mark Calcavecchia,+.93,70.27,71.20
36,0,01381,Fred Funk,+.93,70.15,71.08
38,0,06575,Dudley Hart,+.86,70.15,71.01
38,0,02170,Hal Sutton,+.86,70.18,71.04
40,0,01219,John Cook,+.84,70.13,70.97
41,0,12652,Cameron Beckman,+.83,70.02,70.85
42,0,01329,Brad Faxon,+.82,70.36,71.18
43,0,07457,Steve Flesch,+.80,70.46,71.26
43,0,12680,Shigeki Maruyama,+.80,70.32,71.12
45,0,01619,Skip Kendall,+.78,70.40,71.18
46,0,01307,Joel Edwards,+.77,70.09,70.86
47,0,24357,K.J. Choi,+.74,70.60,71.34
48,0,10885,Robert Allenby,+.73,70.44,71.17
49,0,06373,José María Olazábal,+.72,70.96,71.68
50,0,10860,Justin Leonard,+.71,70.43,71.14
51,0,02106,Chris Smith,+.68,70.45,71.13
52,0,01139,Olin Browne,+.67,70.33,71.00
53,0,20098,Stuart Appleby,+.66,70.40,71.06
53,0,01577,Lee Janzen,+.66,70.66,71.32
53,0,20127,Chris Riley,+.66,70.50,71.16
56,0,01707,Steve Lowery,+.65,70.41,71.06
56,0,06527,Steve Stricker,+.65,70.54,71.19
58,0,02257,Brian Watts,+.64,70.21,70.85
59,0,20593,Greg Chalmers,+.63,70.43,71.06
60,0,01928,Corey Pavin,+.62,70.81,71.43
