RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,01161,Mark Calcavecchia,60,Phoenix Open/TP,2
2,0,06251,Chris DiMarco,61,Invensys Las V/,2
2,0,06621,Joe Durant,61,Bob Hope Chrysl,2
2,0,01320,Bob Estes,61,FedEx St. Jude/,1
2,0,01388,Robert Gamez,61,Bob Hope Chrysl,5
2,0,10860,Justin Leonard,61,Verizon/TPC Fou,3
2,0,01706,Davis Love III,61,Invensys Las V/,5
2,0,01766,Billy Mayfair,61,Buick Open/Warw,4
2,0,01810,Phil Mickelson,61,Canon Greater H,3
2,0,08375,Paul Stankowski,61,Compaq Classic/,1
2,0,02239,Scott Verplank,61,Canon Greater H,4
12,0,01249,John Daly,62,Invensys Las V/,2
12,0,21805,Harrison Frazar,62,Greater Milwauk,3
12,0,10809,Jim Furyk,62,THE TOUR Champ/,3
12,0,10201,Matt Gogel,62,AT&T Pebble/Pop,2
12,0,19958,Miguel Angel Jiménez,62,Bob Hope Chrysl,2
12,0,20094,Jonathan Kaye,62,Canon Greater H,1
12,0,01677,Tom Lehman,62,Invensys Las V/,2
12,0,08339,Spike McRoy,62,Bob Hope Chrysl,4
12,0,01797,Rocco Mediate,62,MasterCard Colo,2
12,0,07749,Brett Quigley,62,B.C. Open/En-Jo,2
12,0,06527,Steve Stricker,62,Phoenix Open/TP,2
12,0,02206,David Toms,62,Verizon/TPC Fou,3
12,0,02218,Ted Tryba,62,Verizon/TPC Fou,4
12,0,02223,Bob Tway,62,Bob Hope Chrysl,2
12,0,10423,Mike Weir,62,Genuity/Doral C,1
27,0,06004,Stephen Ames,63,B.C. Open/En-Jo,4
27,0,01139,Olin Browne,63,Canon Greater H,4
27,0,01157,Tom Byrum,63,Buick Open/Warw,2
27,0,01219,John Cook,63,Bob Hope Chrysl,5
27,0,01226,Fred Couples,63,Invensys Las V/,1
27,0,09011,David Duval,63,THE TOUR Champ/,3
27,0,01307,Joel Edwards,63,Invensys Las V/,2
27,0,07457,Steve Flesch,63,WORLDCOM/Harbou,4
27,0,01381,Fred Funk,63,Buick Open/Warw,2
27,0,21209,Sergio Garcia,63,MasterCard Colo,4
27,0,06575,Dudley Hart,63,Canon Greater H,4
27,0,08537,J.P. Hayes,63,Greater Milwauk,4
27,0,01527,Scott Hoch,63,Compaq Classic/,3
27,0,21961,Charles Howell III,63,Compaq Classic/,3
27,0,10962,Bradley Hughes,63,Kemper Ins Open,2
27,0,08881,Tripp Isenhour,63,Canon Greater H,4
27,0,01685,J.L. Lewis,63,Bob Hope Chrysl,4
27,0,11032,Frank Lickliter II,63,Buick Open/Warw,4
27,0,12680,Shigeki Maruyama,63,Canon Greater H,1
27,0,10585,Scott McCarron,63,Invensys Las V/,4
27,0,12753,David Morland IV,63,Bell Canadian O,2
27,0,19817,Michael Muehr,63,Nissan Open/Riv,2
27,0,01887,Mark O'Meara,63,PGA Championshi,2
27,0,20095,Carl Paulson,63,WORLDCOM/Harbou,2
27,0,01945,Kenny Perry,63,Greater Milwauk,2
27,0,08553,Lee Porter,63,So. Farm Bureau,2
27,0,23621,Rory Sabbatini,63,Invensys Las V/,4
27,0,02110,Jerry Smith,63,National Disney,4
27,0,06078,Esteban Toledo,63,Verizon/TPC Fou,3
27,0,02257,Brian Watts,63,Verizon/TPC Fou,3
27,0,08793,Tiger Woods,63,Verizon/TPC Fou,4
58,0,10885,Robert Allenby,64,Buick Classic/W,4
58,0,20098,Stuart Appleby,64,Marconi/Laurel,2
58,0,01042,Paul Azinger,64,Canon Greater H,2
58,0,01063,Ben Bates,64,FedEx St. Jude/,4
58,0,12652,Cameron Beckman,64,Invensys Las V/,5
58,0,07003,David Berganio Jr.,64,Canon Greater H,3
58,0,01098,Jay Don Blake,64,Canon Greater H,1
58,0,01132,Mark Brooks,64,U.S. Open Champ,2
58,0,12510,Chad Campbell,64,So. Farm Bureau,2
58,0,20229,Stewart Cink,64,Genuity/Doral C,1
58,0,12388,Michael Clark II,64,National Disney,2
58,0,19972,José Coceres,64,National Disney,3
58,0,01203,Russ Cochran,64,Invensys Las V/,4
58,0,21584,Richie Coughlan,64,FedEx St. Jude/,1
58,0,19881,Robert Damron,64,Verizon/TPC Fou,2
58,0,06034,Marco Dawson,64,Texas Open/LaCa,1
58,0,08931,Glen Day,64,MasterCard Colo,3
58,0,01282,Trevor Dodds,64,B.C. Open/En-Jo,4
58,0,23125,Brad Elder,64,Phoenix Open/TP,1
58,0,01329,Brad Faxon,64,Sony Open/Waial,2
58,0,12645,Brent Geiberger,64,Buick Invitatio,1
58,0,20157,Retief Goosen,64,WGC-NEC Invit'l,3
58,0,23338,David Gossett,64,John Deere Clas,2
58,0,10963,Jimmy Green,64,Bell Canadian O,4
58,0,01457,Jay Haas,64,Greater Milwauk,1
58,0,01495,Morris Hatalsky,64,B.C. Open/En-Jo,2
58,0,06617,Brian Henninger,64,Invensys Las V/,2
58,0,23353,J.J. Henry,64,Texas Open/LaCa,2
58,0,12782,Tim Herron,64,Greater Milwauk,3
58,0,08545,Glen Hnatiuk,64,FedEx St. Jude/,3
58,0,01569,Peter Jacobsen,64,Sony Open/Waial,2
58,0,01577,Lee Janzen,64,Honda Classic/T,3
58,0,10733,Kent Jones,64,John Deere Clas,2
58,0,20218,Shingo Katayama,64,PGA Championshi,2
58,0,01619,Skip Kendall,64,National Disney,3
58,0,01633,Tom Kite,64,U.S. Open Champ,4
58,0,23108,Matt Kuchar,64,Texas Open/LaCa,3
58,0,06332,Neal Lancaster,64,Genuity/Doral C,2
58,0,01707,Steve Lowery,64,Greater Milwauk,4
58,0,01724,Jeff Maggert,64,Bob Hope Chrysl,1
58,0,01761,Len Mattiace,64,Verizon/TPC Fou,3
58,0,01771,Blaine McCallister,64,MasterCard Colo,2
58,0,22122,Andrew McLardy,64,John Deere Clas,1
58,0,01823,Larry Mize,64,Sony Open/Waial,1
58,0,21949,Joe Ogilvie,64,Invensys Las V/,1
58,0,22046,Geoff Ogilvy,64,Buick Challenge,1
58,0,12660,Jesper Parnevik,64,FedEx St. Jude/,2
58,0,01920,Craig Parry,64,Invensys Las V/,1
58,0,01928,Corey Pavin,64,MasterCard Colo,2
58,0,10912,Craig Perks,64,National Disney,4
58,0,01941,Tom Pernice Jr.,64,Invensys Las V/,1
58,0,01943,Chris Perry,64,Bob Hope Chrysl,4
58,0,10213,Dicky Pride,64,Bell Canadian O,2
58,0,02002,John Riegger,64,B.C. Open/En-Jo,2
58,0,20127,Chris Riley,64,Verizon/Cottonw,1
58,0,23034,Brent Schwarzrock,64,FedEx St. Jude/,1
58,0,02099,Scott Simpson,64,Greater Milwauk,3
58,0,02101,Joey Sindelar,64,Bob Hope Chrysl,3
58,0,06567,Vijay Singh,64,Buick Challenge,1
58,0,02104,Jeff Sluman,64,Bell Canadian O,3
58,0,02106,Chris Smith,64,Bob Hope Chrysl,2
58,0,06595,Kevin Sutherland,64,Invensys Las V/,5
58,0,02214,Kirk Triplett,64,Bob Hope Chrysl,2
58,0,02245,Grant Waite,64,PGA Championshi,1
58,0,20436,Garrett Willis,64,Tucson Open/Omn,3
58,0,08057,Brian Wilson,64,Buick Open/Warw,3
124,0,21633,Steve Allan,65,John Deere Clas,1
124,0,01014,Fulton Allem,65,Canon Greater H,1
124,0,01024,Billy Andrade,65,Canon Greater H,2
124,0,01035,Tommy Armour III,65,AT&T Pebble/Pop,1
124,0,01039,Perry Arthur,65,Verizon/TPC Fou,3
124,0,07867,Woody Austin,65,National Disney,2
124,0,20498,Briny Baird,65,John Deere Clas,2
124,0,19824,Craig Barlow,65,Buick Open/Warw,4
124,0,20099,Doug Barron,65,National Disney,2
124,0,23614,Rich Beem,65,Greater Greens/,2
124,0,06809,Bob Burns,65,National Disney,2
124,0,20400,Michael Campbell,65,WORLDCOM/Harbou,2
124,0,20831,Emanuele Canonica,65,Verizon/TPC Fou,2
124,0,07569,Mark Carnevale,65,B.C. Open/En-Jo,3
124,0,01175,Jim Carter,65,Invensys Las V/,1
124,0,20593,Greg Chalmers,65,Bob Hope Chrysl,4
124,0,01185,Brandel Chamblee,65,Genuity/Doral C,2
124,0,01191,Barry Cheesman,65,Buick Open/Warw,4
124,0,24357,K.J. Choi,65,Genuity/Doral C,1
124,0,01200,Keith Clearwater,65,Compaq Classic/,1
124,0,07763,Doug Dunakey,65,Canon Greater H,2
124,0,06036,Scott Dunlap,65,BellSouth Class,2
124,0,12760,Danny Ellis,65,Buick Challenge,1
124,0,06522,Ernie Els,65,THE TOUR Champ/,3
124,0,22051,Ben Ferguson,65,Honda Classic/T,1
124,0,01361,Dan Forsman,65,So. Farm Bureau,3
124,0,12823,Carlos Franco,65,Texas Open/LaCa,3
124,0,01378,David Frost,65,Texas Open/LaCa,2
124,0,20043,Edward Fryatt,65,Reno-Tahoe Open,1
124,0,20763,Pierre Fulke,65,WGC-NEC Invit'l,3
124,0,19846,Brian Gay,65,Bell Canadian O,3
124,0,20574,Mathew Goggin,65,FedEx St. Jude/,3
124,0,22892,Jason Gore,65,Verizon/Cottonw,1
124,0,21806,Paul Gow,65,John Deere Clas,1
124,0,24604,Hunter Haas,65,Invensys Las V/,2
124,0,01475,Donnie Hammond,65,Bob Hope Chrysl,2
124,0,20766,Padraig Harrington,65,Buick Open/Warw,3
124,0,20992,Kazuhiko Hosokawa,65,Kemper Ins Open,2
124,0,06573,Brandt Jobe,65,Bob Hope Chrysl,3
124,0,08633,Per-Ulrik Johansson,65,Buick Challenge,1
124,0,06514,Kevin Johnson,65,Bob Hope Chrysl,4
124,0,20791,Mark Johnson,65,AT&T Pebble/Pop,1
124,0,06315,Pete Jordan,65,John Deere Clas,4
124,0,08075,Jerry Kelly,65,Canon Greater H,2
124,0,06012,Greg Kraft,65,Invensys Las V/,2
124,0,12705,Cliff Kresge,65,Greater Milwauk,2
124,0,01666,Bernhard Langer,65,THE TOUR Champ/,1
124,0,10565,Ian Leggatt,65,Bell Canadian O,3
124,0,06350,Bob May,65,Invensys Las V/,3
124,0,06090,Jim McGovern,65,Bell Canadian O,1
124,0,06515,Shaun Micheel,65,National Disney,1
124,0,23800,Bryce Molder,65,Reno-Tahoe Open,2
124,0,08635,Colin Montgomerie,65,The Open/Royal,1
124,0,06140,Sean Murphy,65,Canon Greater H,4
124,0,10457,Frank Nobilo,65,Phoenix Open/TP,1
124,0,01876,Greg Norman,65,WGC-NEC Invit'l,1
124,0,01926,Steve Pate,65,Phoenix Open/TP,1
124,0,01927,Dennis Paulson,65,BellSouth Class,2
