RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,02321,Fuzzy Zoeller,28.06
2,0,01329,Brad Faxon,27.03
3,0,01326,Nick Faldo,25.34
4,0,01968,Nick Price,25.00
5,0,01408,Kelly Gibson,24.41
6,0,07867,Woody Austin,24.33
7,0,02146,Payne Stewart,24.27
8,0,12660,Jesper Parnevik,24.20
9,0,06522,Ernie Els,23.98
10,0,01864,Larry Nelson,23.86
11,0,01098,Jay Don Blake,23.83
12,0,02104,Jeff Sluman,23.81
13,0,06064,Jeff Gallagher,23.75
14,0,06613,Tommy Tolles,23.58
15,0,09011,David Duval,23.44
16,0,01161,Mark Calcavecchia,23.40
17,0,06527,Steve Stricker,23.38
18,0,06567,Vijay Singh,23.36
19,0,08931,Glen Day,23.35
20,0,01706,Davis Love III,23.28
21,0,01006,John Adams,23.25
22,0,01945,Kenny Perry,23.11
23,0,01132,Mark Brooks,23.08
24,0,06643,Paul Goydos,23.05
25,0,08337,Mike Heinen,22.87
26,0,01226,Fred Couples,22.52
27,0,01891,David Ogrin,22.40
28,0,01928,Corey Pavin,22.04
29,0,01823,Larry Mize,22.01
30,0,02099,Scott Simpson,21.88
31,0,01837,Gil Morgan,21.79
32,0,01040,Emlyn Aubrey,21.76
33,0,01876,Greg Norman,21.71
34,0,02223,Bob Tway,21.58
35,0,20098,Stuart Appleby,21.54
36,0,06214,Guy Boros,21.51
37,0,01943,Chris Perry,21.47
38,0,01201,Lennie Clements,21.39
39,0,10569,Mike Brisky,21.32
40,0,01235,Ben Crenshaw,21.18
41,0,01116,Michael Bradley,21.15
42,0,12782,Tim Herron,21.14
43,0,01042,Paul Azinger,21.08
43,0,01682,Wayne Levi,21.08
45,0,19913,Ron Whittaker,21.05
46,0,01475,Donnie Hammond,20.99
47,0,02186,Brian Tennyson,20.98
48,0,10215,Charlie Rymer,20.97
49,0,07235,John Morse,20.90
50,0,01175,Jim Carter,20.89
51,0,01261,Jay Delsing,20.88
51,0,01887,Mark O'Meara,20.88
53,0,01905,Joe Ozaki,20.83
54,0,01724,Jeff Maggert,20.80
55,0,01320,Bob Estes,20.79
56,0,01219,John Cook,20.75
57,0,01771,Blaine McCallister,20.60
58,0,02101,Joey Sindelar,20.55
59,0,01677,Tom Lehman,20.50
60,0,06124,Patrick Burke,20.42
61,0,01633,Tom Kite,20.39
62,0,01323,Brad Fabel,20.37
63,0,01553,John Huston,20.34
64,0,06577,John Wilson,20.25
65,0,02206,David Toms,20.24
66,0,01599,Steve Jones,20.17
67,0,01313,Steve Elkington,20.13
68,0,01958,Dan Pohl,20.11
69,0,02246,Duffy Waldorf,20.10
70,0,01577,Lee Janzen,20.08
71,0,01024,Billy Andrade,20.00
71,0,01385,Jim Gallagher Jr.,20.00
73,0,10809,Jim Furyk,19.92
74,0,01920,Craig Parry,19.91
75,0,06034,Marco Dawson,19.84
76,0,08547,John Maginnes,19.83
77,0,01971,Dillard Pruitt,19.72
78,0,01096,Phil Blackmar,19.71
79,0,01761,Len Mattiace,19.69
80,0,01797,Rocco Mediate,19.64
81,0,01457,Jay Haas,19.62
82,0,01444,Ken Green,19.59
83,0,01707,Steve Lowery,19.52
84,0,02131,Mike Springer,19.46
85,0,01388,Robert Gamez,19.41
86,0,02167,Mike Sullivan,19.40
86,0,02170,Hal Sutton,19.40
88,0,01142,Bart Bryant,19.35
88,0,01527,Scott Hoch,19.35
90,0,02023,Clarence Rose,19.32
91,0,06036,Scott Dunlap,19.23
92,0,02267,D.A. Weibring,19.18
93,0,01014,Fulton Allem,19.15
94,0,10860,Justin Leonard,19.14
95,0,01435,Wayne Grady,19.13
96,0,01306,David Edwards,19.05
97,0,01569,Peter Jacobsen,18.99
98,0,02256,Tom Watson,18.92
99,0,06315,Pete Jordan,18.88
100,0,02226,Tray Tyner,18.84
101,0,08385,Omar Uresti,18.66
101,0,02242,Lanny Wadkins,18.66
103,0,01156,Curt Byrum,18.64
104,0,01307,Joel Edwards,18.44
105,0,01510,Nolan Henke,18.42
106,0,01723,Andrew Magee,18.39
107,0,01331,Rick Fehr,18.35
108,0,11032,Frank Lickliter II,18.32
109,0,20095,Carl Paulson,18.28
110,0,02008,Lee Rinker,18.25
111,0,01975,Tom Purtzer,18.18
112,0,12781,Scott Medlin,18.14
113,0,01139,Olin Browne,18.04
114,0,02049,Gene Sauers,18.01
115,0,06044,Scott Gump,18.00
116,0,06012,Greg Kraft,17.98
117,0,01810,Phil Mickelson,17.93
118,0,01603,Jeff Julian,17.92
119,0,01203,Russ Cochran,17.89
120,0,01068,Andy Bean,17.87
121,0,19883,Joe Daley,17.81
122,0,02106,Chris Smith,17.73
123,0,08993,Franklin Langham,17.70
124,0,10505,Shane Bertsch,17.65
124,0,02279,Mark Wiebe,17.65
126,0,01783,Mark McCumber,17.61
127,0,06617,Brian Henninger,17.55
128,0,10585,Scott McCarron,17.54
129,0,01374,Robin Freeman,17.48
130,0,01072,Chip Beck,17.34
131,0,06332,Neal Lancaster,17.33
132,0,06599,John Elliott,17.32
132,0,02303,Robert Wrenn,17.32
134,0,02010,Loren Roberts,17.28
135,0,01334,Keith Fergus,17.24
136,0,02214,Kirk Triplett,17.19
137,0,01996,Mike Reid,17.11
138,0,06140,Sean Murphy,17.08
139,0,01143,Brad Bryant,17.04
140,0,01604,Steve Jurgensen,17.01
141,0,01414,Bob Gilder,16.99
142,0,01346,Ed Fiori,16.96
143,0,01701,Bob Lohr,16.93
144,0,01381,Fred Funk,16.92
145,0,07087,Hugh Royer III,16.90
146,0,01185,Brandel Chamblee,16.89
146,0,12626,Joey Gullion,16.89
148,0,02135,Mike Standly,16.80
149,0,01549,Mike Hulbert,16.79
150,0,01200,Keith Clearwater,16.73
151,0,10203,Bryan Gorman,16.67
151,0,01960,Don Pooley,16.67
151,0,20259,Hisayuki Sasaki,16.67
154,0,02133,Craig Stadler,16.45
155,0,10425,Jay Williamson,16.41
156,0,01133,Billy Ray Brown,16.39
157,0,07101,Dave Stockton Jr.,16.38
158,0,01607,Brian Kamm,16.34
159,0,01157,Tom Byrum,16.33
159,0,01361,Dan Forsman,16.33
161,0,01766,Billy Mayfair,16.26
162,0,01196,Brian Claar,16.25
163,0,06090,Jim McGovern,16.14
164,0,06066,Gary Rusnak,16.09
165,0,02201,Jim Thorpe,15.87
166,0,01378,David Frost,15.71
167,0,01748,Doug Martin,15.53
168,0,01725,John Mahaffey,15.42
169,0,20505,Lucas Parsons,15.38
170,0,10649,Tom Scherrer,15.36
171,0,01249,John Daly,15.28
172,0,01487,Jeff Hart,15.08
173,0,01093,Ronnie Black,15.02
174,0,02171,Mike Swartz,14.90
175,0,01557,John Inman,14.88
176,0,01938,David Peoples,14.72
177,0,06595,Kevin Sutherland,14.65
178,0,02241,Bobby Wadkins,14.52
179,0,08075,Jerry Kelly,14.46
180,0,01060,Dave Barr,14.29
180,0,02245,Grant Waite,14.29
182,0,02159,Curtis Strange,14.02
183,0,02218,Ted Tryba,13.84
184,0,20051,Joe Acosta Jr.,13.60
185,0,10213,Dicky Pride,13.45
186,0,07267,Allen Doyle,12.89
187,0,08375,Paul Stankowski,12.28
188,0,06657,Steve Rintoul,11.24
189,0,01035,Tommy Armour III,10.86
190,0,02115,Taylor Smith,10.80
