RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01385,Jim Gallagher Jr.,45
2,0,02033,Dave Rummells,42
3,0,02100,Tim Simpson,41
4,0,01549,Mike Hulbert,39
4,0,02067,Ted Schulz,39
6,0,01639,Kenny Knox,38
7,0,01042,Paul Azinger,37
7,0,01161,Mark Calcavecchia,37
7,0,01175,Jim Carter,37
7,0,01284,Mike Donald,37
7,0,02241,Bobby Wadkins,37
12,0,01226,Fred Couples,36
12,0,01599,Steve Jones,36
12,0,01633,Tom Kite,36
12,0,01682,Wayne Levi,36
12,0,01725,John Mahaffey,36
12,0,01926,Steve Pate,36
18,0,01527,Scott Hoch,35
18,0,01771,Blaine McCallister,35
18,0,01797,Rocco Mediate,35
18,0,01968,Nick Price,35
18,0,02010,Loren Roberts,35
18,0,02170,Hal Sutton,35
24,0,01129,Bill Britton,34
24,0,01390,Buddy Gardner,34
24,0,02146,Payne Stewart,34
27,0,02186,Brian Tennyson,33
28,0,01133,Billy Ray Brown,32
28,0,01557,John Inman,32
28,0,01887,Mark O'Meara,32
28,0,02246,Duffy Waldorf,32
28,0,02279,Mark Wiebe,32
33,0,01313,Steve Elkington,31
33,0,01457,Jay Haas,31
33,0,06284,Jim Hallet,31
33,0,01507,Webb Heintzelman,31
33,0,01522,Lon Hinkle,31
33,0,02101,Joey Sindelar,31
33,0,02159,Curtis Strange,31
40,0,01035,Tommy Armour III,30
40,0,01143,Brad Bryant,30
40,0,01475,Donnie Hammond,30
40,0,01706,Davis Love III,30
40,0,01715,Mark Lye,30
40,0,02133,Craig Stadler,30
46,0,01106,Jim Booros,29
46,0,01306,David Edwards,29
46,0,01569,Peter Jacobsen,29
46,0,01690,Bruce Lietzke,29
46,0,01790,Pat McGowan,29
46,0,01943,Chris Perry,29
46,0,02087,Don Shirey Jr.,29
53,0,01060,Dave Barr,28
53,0,01320,Bob Estes,28
53,0,01418,Bill Glasson,28
53,0,01823,Larry Mize,28
53,0,01837,Gil Morgan,28
53,0,02303,Robert Wrenn,28
59,0,01072,Chip Beck,27
59,0,01329,Brad Faxon,27
59,0,01346,Ed Fiori,27
59,0,01736,Roger Maltbie,27
59,0,01928,Corey Pavin,27
59,0,02023,Clarence Rose,27
59,0,02118,J.C. Snead,27
66,0,01093,Ronnie Black,26
66,0,01200,Keith Clearwater,26
66,0,01201,Lennie Clements,26
66,0,01203,Russ Cochran,26
66,0,01378,David Frost,26
66,0,01723,Andrew Magee,26
