RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
44,0,10457,Frank Nobilo,9.68,3,31,+0.667
45,0,01161,Mark Calcavecchia,9.38,3,32,-1.000
45,0,08057,Brian Wilson,9.38,3,32,-0.667
47,0,20098,Stuart Appleby,9.26,5,54,E
48,0,08063,Kelly Grunewald,9.09,1,11,E
48,0,21007,Gabriel Hjertstedt,9.09,2,22,E
48,0,06514,Kevin Johnson,9.09,1,11,E
51,0,10962,Bradley Hughes,8.82,3,34,-0.333
51,0,10565,Ian Leggatt,8.82,3,34,E
51,0,08339,Spike McRoy,8.82,3,34,E
54,0,23621,Rory Sabbatini,8.77,5,57,E
55,0,12760,Danny Ellis,8.70,4,46,-0.250
56,0,01945,Kenny Perry,8.57,6,70,-0.500
57,0,01139,Olin Browne,8.51,4,47,-0.250
58,0,12705,Cliff Kresge,8.33,1,12,+1.000
58,0,01706,Davis Love III,8.33,7,84,-0.429
58,0,10649,Tom Scherrer,8.33,2,24,E
58,0,08375,Paul Stankowski,8.33,2,24,-0.500
58,0,12714,Chris Tidland,8.33,1,12,E
63,0,25083,Jeremy Anderson,7.69,1,13,E
64,0,20574,Mathew Goggin,6.98,3,43,+0.333
65,0,01203,Russ Cochran,6.82,3,44,E
65,0,06515,Shaun Micheel,6.82,3,44,-0.333
67,0,20043,Edward Fryatt,6.67,1,15,+1.000
67,0,01381,Fred Funk,6.67,3,45,E
67,0,19846,Brian Gay,6.67,2,30,-0.500
67,0,20095,Carl Paulson,6.67,3,45,E
71,0,23125,Brad Elder,6.45,2,31,E
71,0,01823,Larry Mize,6.45,2,31,E
73,0,06078,Esteban Toledo,6.25,2,32,+1.000
74,0,06004,Stephen Ames,6.06,2,33,E
74,0,08545,Glen Hnatiuk,6.06,2,33,-0.500
76,0,01226,Fred Couples,5.88,2,34,+1.000
76,0,06332,Neal Lancaster,5.88,2,34,E
76,0,01887,Mark O'Meara,5.88,2,34,E
76,0,20436,Garrett Willis,5.88,2,34,+0.500
80,0,10963,Jimmy Green,5.71,2,35,+1.000
80,0,01724,Jeff Maggert,5.71,2,35,-0.500
82,0,02206,David Toms,5.66,3,53,E
83,0,12680,Shigeki Maruyama,5.56,2,36,+0.500
83,0,02246,Duffy Waldorf,5.56,1,18,E
85,0,01766,Billy Mayfair,5.48,4,73,-0.250
86,0,01175,Jim Carter,5.45,3,55,-0.333
87,0,23353,J.J. Henry,5.41,2,37,+0.500
87,0,01527,Scott Hoch,5.41,2,37,-1.000
89,0,20099,Doug Barron,5.26,1,19,E
89,0,19972,José Coceres,5.26,3,57,-0.333
89,0,21961,Charles Howell III,5.26,3,57,E
89,0,01677,Tom Lehman,5.26,3,57,E
89,0,01920,Craig Parry,5.26,1,19,+1.000
89,0,02110,Jerry Smith,5.26,2,38,+0.500
95,0,12660,Jesper Parnevik,5.17,3,58,E
96,0,07457,Steve Flesch,5.08,3,59,-0.333
96,0,06012,Greg Kraft,5.08,3,59,E
98,0,22122,Andrew McLardy,5.00,1,20,E
99,0,19881,Robert Damron,4.88,2,41,-0.500
100,0,10585,Scott McCarron,4.84,3,62,E
101,0,01320,Bob Estes,4.76,3,63,+0.333
101,0,06350,Bob May,4.76,1,21,E
101,0,08535,Gary Nicklaus,4.76,1,21,E
104,0,20229,Stewart Cink,4.65,4,86,-0.500
104,0,01307,Joel Edwards,4.65,2,43,-0.500
106,0,07763,Doug Dunakey,4.55,1,22,E
106,0,08881,Tripp Isenhour,4.55,1,22,E
106,0,22046,Geoff Ogilvy,4.55,1,22,-1.000
109,0,01042,Paul Azinger,4.35,2,46,E
109,0,21805,Harrison Frazar,4.35,1,23,-1.000
111,0,01219,John Cook,4.26,2,47,E
111,0,11011,Mike Sposa,4.26,2,47,E
113,0,01313,Steve Elkington,4.17,1,24,E
113,0,01374,Robin Freeman,4.17,1,24,E
113,0,10213,Dicky Pride,4.17,1,24,E
113,0,06567,Vijay Singh,4.17,3,72,E
117,0,02002,John Riegger,4.08,2,49,E
118,0,07003,David Berganio Jr.,4.00,1,25,-1.000
118,0,01707,Steve Lowery,4.00,3,75,+0.333
118,0,02099,Scott Simpson,4.00,1,25,+1.000
121,0,08931,Glen Day,3.70,2,54,-0.500
121,0,08553,Lee Porter,3.70,1,27,E
123,0,06251,Chris DiMarco,3.66,3,82,+0.333
124,0,02010,Loren Roberts,3.23,1,31,E
124,0,02104,Jeff Sluman,3.23,2,62,+0.500
126,0,20127,Chris Riley,3.13,1,32,E
126,0,10425,Jay Williamson,3.13,1,32,E
128,0,02239,Scott Verplank,3.08,2,65,-0.500
129,0,06643,Paul Goydos,3.03,1,33,E
130,0,01014,Fulton Allem,2.94,1,34,E
130,0,12753,David Morland IV,2.94,1,34,E
132,0,01487,Jeff Hart,2.86,1,35,E
132,0,10912,Craig Perks,2.86,1,35,E
134,0,12388,Michael Clark II,2.70,1,37,-1.000
135,0,02170,Hal Sutton,2.50,1,40,E
136,0,06621,Joe Durant,2.44,1,41,E
137,0,02245,Grant Waite,2.38,1,42,E
138,0,19817,Michael Muehr,2.22,1,45,E
138,0,01968,Nick Price,2.22,1,45,E
138,0,02218,Ted Tryba,2.22,1,45,E
141,0,01035,Tommy Armour III,2.17,1,46,E
142,0,01329,Brad Faxon,2.00,1,50,E
143,0,01666,Bernhard Langer,1.96,1,51,E
144,0,01577,Lee Janzen,1.72,1,58,-1.000
145,0,10860,Justin Leonard,1.59,1,63,E
146,0,01024,Billy Andrade,.00,0,16,E
146,0,07867,Woody Austin,.00,0,33,E
146,0,20498,Briny Baird,.00,0,42,E
146,0,12652,Cameron Beckman,.00,0,44,E
146,0,01098,Jay Don Blake,.00,0,58,E
146,0,06809,Bob Burns,.00,0,44,E
146,0,01157,Tom Byrum,.00,0,35,E
146,0,01185,Brandel Chamblee,.00,0,12,E
146,0,24357,K.J. Choi,.00,0,12,E
146,0,06036,Scott Dunlap,.00,0,18,E
146,0,12823,Carlos Franco,.00,0,24,E
146,0,01378,David Frost,.00,0,36,E
146,0,10809,Jim Furyk,.00,0,42,E
146,0,10201,Matt Gogel,.00,0,23,E
146,0,06617,Brian Henninger,.00,0,58,E
146,0,20433,Mark Hensby,.00,0,6,E
146,0,06573,Brandt Jobe,.00,0,23,E
146,0,01599,Steve Jones,.00,0,16,E
146,0,20094,Jonathan Kaye,.00,0,37,E
146,0,01619,Skip Kendall,.00,0,56,E
146,0,11032,Frank Lickliter II,.00,0,59,E
146,0,01761,Len Mattiace,.00,0,25,E
146,0,01771,Blaine McCallister,.00,0,45,E
146,0,01797,Rocco Mediate,.00,0,32,E
146,0,21949,Joe Ogilvie,.00,0,32,E
146,0,01928,Corey Pavin,.00,0,12,E
146,0,01938,David Peoples,.00,0,57,E
146,0,02214,Kirk Triplett,.00,0,26,E
146,0,06591,Rocky Walcher,.00,0,22,E
