RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01927,Dennis Paulson,50.00,1,2,+1.00
2,0,21007,Gabriel Hjertstedt,20.00,2,10,+1.00
2,0,22046,Geoff Ogilvy,20.00,2,10,E
4,0,08063,Kelly Grunewald,16.67,1,6,E
4,0,01943,Chris Perry,16.67,1,6,+1.00
4,0,02002,John Riegger,16.67,3,18,E
7,0,10963,Jimmy Green,14.29,2,14,E
7,0,06315,Pete Jordan,14.29,2,14,+0.50
7,0,10565,Ian Leggatt,14.29,2,14,-0.50
10,0,20099,Doug Barron,12.50,1,8,-1.00
10,0,06036,Scott Dunlap,12.50,1,8,-1.00
10,0,01329,Brad Faxon,12.50,2,16,E
10,0,12823,Carlos Franco,12.50,1,8,-1.00
10,0,21805,Harrison Frazar,12.50,1,8,E
10,0,20043,Edward Fryatt,12.50,1,8,E
16,0,06809,Bob Burns,11.11,2,18,E
16,0,01723,Andrew Magee,11.11,2,18,E
18,0,08535,Gary Nicklaus,10.00,1,10,E
18,0,02214,Kirk Triplett,10.00,1,10,E
20,0,01098,Jay Don Blake,9.09,2,22,E
20,0,19972,José Coceres,9.09,2,22,E
20,0,10860,Justin Leonard,9.09,2,22,-0.50
23,0,01132,Mark Brooks,8.33,1,12,E
23,0,23125,Brad Elder,8.33,1,12,+1.00
23,0,08545,Glen Hnatiuk,8.33,1,12,-1.00
23,0,01823,Larry Mize,8.33,1,12,E
23,0,02010,Loren Roberts,8.33,1,12,-1.00
23,0,06078,Esteban Toledo,8.33,1,12,E
29,0,01014,Fulton Allem,7.14,1,14,E
29,0,01157,Tom Byrum,7.14,1,14,E
29,0,06621,Joe Durant,7.14,1,14,E
29,0,01378,David Frost,7.14,1,14,-1.00
29,0,19846,Brian Gay,7.14,1,14,E
29,0,12645,Brent Geiberger,7.14,1,14,E
29,0,01418,Bill Glasson,7.14,1,14,E
29,0,06643,Paul Goydos,7.14,1,14,E
29,0,23353,J.J. Henry,7.14,1,14,E
29,0,08633,Per-Ulrik Johansson,7.14,1,14,-1.00
29,0,20094,Jonathan Kaye,7.14,1,14,E
29,0,01724,Jeff Maggert,7.14,1,14,E
29,0,01887,Mark O'Meara,7.14,1,14,-1.00
42,0,06251,Chris DiMarco,6.67,2,30,-0.50
43,0,20498,Briny Baird,6.25,1,16,E
44,0,01139,Olin Browne,5.56,1,18,E
44,0,01381,Fred Funk,5.56,1,18,E
44,0,01685,J.L. Lewis,5.56,1,18,E
44,0,01771,Blaine McCallister,5.56,1,18,E
44,0,02245,Grant Waite,5.56,1,18,E
49,0,01677,Tom Lehman,5.00,1,20,-1.00
49,0,11032,Frank Lickliter II,5.00,1,20,-1.00
51,0,20098,Stuart Appleby,4.55,1,22,-1.00
51,0,01175,Jim Carter,4.55,1,22,E
51,0,07457,Steve Flesch,4.55,1,22,+1.00
51,0,01619,Skip Kendall,4.55,1,22,-1.00
51,0,06012,Greg Kraft,4.55,1,22,E
51,0,02104,Jeff Sluman,4.55,1,22,E
51,0,02223,Bob Tway,4.55,1,22,E
58,0,01707,Steve Lowery,3.85,1,26,E
58,0,01766,Billy Mayfair,3.85,1,26,+1.00
58,0,01945,Kenny Perry,3.85,1,26,E
61,0,20229,Stewart Cink,3.33,1,30,E
62,0,21633,Steve Allan,.00,0,6,E
62,0,10885,Robert Allenby,.00,0,22,E
62,0,06004,Stephen Ames,.00,0,14,E
62,0,25083,Jeremy Anderson,.00,0,6,E
62,0,01024,Billy Andrade,.00,0,6,E
62,0,01035,Tommy Armour III,.00,0,18,E
62,0,07867,Woody Austin,.00,0,14,E
62,0,01042,Paul Azinger,.00,0,16,E
62,0,12652,Cameron Beckman,.00,0,18,E
62,0,23614,Rich Beem,.00,0,2,E
62,0,07003,David Berganio Jr.,.00,0,10,E
62,0,01161,Mark Calcavecchia,.00,0,10,E
62,0,20593,Greg Chalmers,.00,0,10,E
62,0,01185,Brandel Chamblee,.00,0,6,E
62,0,24357,K.J. Choi,.00,0,4,E
62,0,12388,Michael Clark II,.00,0,14,E
62,0,01200,Keith Clearwater,.00,0,6,E
62,0,01203,Russ Cochran,.00,0,18,E
62,0,01219,John Cook,.00,0,18,E
62,0,21584,Richie Coughlan,.00,0,6,E
62,0,01226,Fred Couples,.00,0,14,E
62,0,01249,John Daly,.00,0,10,E
62,0,19881,Robert Damron,.00,0,16,E
62,0,06034,Marco Dawson,.00,0,10,E
62,0,08931,Glen Day,.00,0,22,E
62,0,07763,Doug Dunakey,.00,0,10,E
62,0,09011,David Duval,.00,0,16,E
62,0,01307,Joel Edwards,.00,0,18,E
62,0,01313,Steve Elkington,.00,0,8,E
62,0,12760,Danny Ellis,.00,0,18,E
62,0,06522,Ernie Els,.00,0,12,E
62,0,01320,Bob Estes,.00,0,22,E
62,0,22051,Ben Ferguson,.00,0,6,E
