RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01927,Dennis Paulson,25.00,1,4,+1.000
2,0,21584,Richie Coughlan,20.00,2,10,+0.500
2,0,24604,Hunter Haas,20.00,2,10,+2.500
4,0,08063,Kelly Grunewald,18.18,2,11,-0.500
5,0,20433,Mark Hensby,16.67,1,6,-1.000
5,0,01943,Chris Perry,16.67,2,12,+1.000
7,0,20099,Doug Barron,15.79,3,19,-0.333
8,0,01157,Tom Byrum,14.29,5,35,+0.200
8,0,10963,Jimmy Green,14.29,5,35,+0.600
10,0,01378,David Frost,13.89,5,36,-0.400
11,0,01132,Mark Brooks,13.79,4,29,-0.250
12,0,06809,Bob Burns,13.64,6,44,-0.167
12,0,22046,Geoff Ogilvy,13.64,3,22,E
12,0,06591,Rocky Walcher,13.64,3,22,E
15,0,02010,Loren Roberts,12.90,4,31,-0.250
16,0,06643,Paul Goydos,12.12,4,33,-0.500
17,0,12753,David Morland IV,11.76,4,34,+1.000
18,0,06036,Scott Dunlap,11.11,2,18,-0.500
19,0,01175,Jim Carter,10.91,6,55,+0.500
20,0,01200,Keith Clearwater,10.00,1,10,-1.000
20,0,19846,Brian Gay,10.00,3,30,E
20,0,22122,Andrew McLardy,10.00,2,20,E
23,0,20498,Briny Baird,9.52,4,42,-0.250
23,0,22892,Jason Gore,9.52,2,21,+1.500
23,0,06350,Bob May,9.52,2,21,E
26,0,06315,Pete Jordan,9.38,3,32,+0.333
26,0,06078,Esteban Toledo,9.38,3,32,+0.333
28,0,21007,Gabriel Hjertstedt,9.09,2,22,+1.000
28,0,08545,Glen Hnatiuk,9.09,3,33,E
28,0,06514,Kevin Johnson,9.09,1,11,E
31,0,01619,Skip Kendall,8.93,5,56,-0.200
32,0,01014,Fulton Allem,8.82,3,34,+0.667
32,0,10565,Ian Leggatt,8.82,3,34,-0.333
32,0,08339,Spike McRoy,8.82,3,34,E
35,0,10201,Matt Gogel,8.70,2,23,+0.500
35,0,06573,Brandt Jobe,8.70,2,23,E
35,0,01723,Andrew Magee,8.70,4,46,E
38,0,21633,Steve Allan,8.33,1,12,E
38,0,01185,Brandel Chamblee,8.33,1,12,E
38,0,22051,Ben Ferguson,8.33,1,12,+1.000
38,0,12705,Cliff Kresge,8.33,1,12,E
38,0,01928,Corey Pavin,8.33,1,12,E
38,0,10649,Tom Scherrer,8.33,2,24,E
38,0,12714,Chris Tidland,8.33,1,12,E
45,0,02002,John Riegger,8.16,4,49,E
46,0,10860,Justin Leonard,7.94,5,63,+0.200
47,0,25083,Jeremy Anderson,7.69,1,13,E
47,0,06034,Marco Dawson,7.69,2,26,+0.500
47,0,10733,Kent Jones,7.69,1,13,E
47,0,02214,Kirk Triplett,7.69,2,26,-0.500
51,0,08931,Glen Day,7.41,4,54,E
51,0,08553,Lee Porter,7.41,2,27,-1.000
53,0,19881,Robert Damron,7.32,3,41,-0.333
54,0,02245,Grant Waite,7.14,3,42,-0.333
55,0,19972,José Coceres,7.02,4,57,E
56,0,01577,Lee Janzen,6.90,4,58,+0.250
57,0,11032,Frank Lickliter II,6.78,4,59,+0.250
58,0,20043,Edward Fryatt,6.67,1,15,E
58,0,01381,Fred Funk,6.67,3,45,-0.333
58,0,19817,Michael Muehr,6.67,3,45,E
58,0,01968,Nick Price,6.67,3,45,-0.333
62,0,01139,Olin Browne,6.38,3,47,E
62,0,01219,John Cook,6.38,3,47,+0.667
64,0,08057,Brian Wilson,6.25,2,32,E
65,0,07867,Woody Austin,6.06,2,33,E
66,0,01329,Brad Faxon,6.00,3,50,+0.333
67,0,06332,Neal Lancaster,5.88,2,34,E
68,0,01418,Bill Glasson,5.71,2,35,E
69,0,02246,Duffy Waldorf,5.56,1,18,E
70,0,12388,Michael Clark II,5.41,2,37,E
70,0,20094,Jonathan Kaye,5.41,2,37,E
72,0,01098,Jay Don Blake,5.17,3,58,E
73,0,06012,Greg Kraft,5.08,3,59,+0.333
74,0,01553,John Huston,5.00,1,20,E
75,0,01320,Bob Estes,4.76,3,63,-0.333
75,0,08535,Gary Nicklaus,4.76,1,21,E
77,0,08881,Tripp Isenhour,4.55,1,22,-1.000
77,0,06515,Shaun Micheel,4.55,2,44,E
79,0,01771,Blaine McCallister,4.44,2,45,-0.500
79,0,20095,Carl Paulson,4.44,2,45,+0.500
81,0,01042,Paul Azinger,4.35,2,46,E
81,0,21805,Harrison Frazar,4.35,1,23,E
81,0,20566,Kaname Yokoo,4.35,2,46,-0.500
84,0,11011,Mike Sposa,4.26,2,47,E
85,0,12823,Carlos Franco,4.17,1,24,-1.000
85,0,10213,Dicky Pride,4.17,1,24,E
85,0,06567,Vijay Singh,4.17,3,72,E
85,0,08375,Paul Stankowski,4.17,1,24,+2.000
89,0,01766,Billy Mayfair,4.11,3,73,+0.333
90,0,07003,David Berganio Jr.,4.00,1,25,E
90,0,01707,Steve Lowery,4.00,3,75,+0.333
92,0,02206,David Toms,3.77,2,53,-0.500
93,0,20098,Stuart Appleby,3.70,2,54,-1.000
94,0,06527,Steve Stricker,3.57,1,28,-1.000
95,0,01677,Tom Lehman,3.51,2,57,-0.500
96,0,06617,Brian Henninger,3.45,2,58,-0.500
97,0,07457,Steve Flesch,3.39,2,59,+0.500
97,0,02223,Bob Tway,3.39,2,59,E
99,0,23125,Brad Elder,3.23,1,31,+1.000
99,0,10585,Scott McCarron,3.23,2,62,E
99,0,01823,Larry Mize,3.23,1,31,E
99,0,10457,Frank Nobilo,3.23,1,31,-1.000
99,0,02104,Jeff Sluman,3.23,2,62,E
104,0,10425,Jay Williamson,3.13,1,32,E
105,0,06004,Stephen Ames,3.03,1,33,E
106,0,01226,Fred Couples,2.94,1,34,E
106,0,10962,Bradley Hughes,2.94,1,34,E
106,0,01887,Mark O'Meara,2.94,1,34,-1.000
106,0,20436,Garrett Willis,2.94,1,34,-1.000
110,0,12645,Brent Geiberger,2.86,1,35,E
110,0,01487,Jeff Hart,2.86,1,35,E
110,0,01724,Jeff Maggert,2.86,1,35,E
110,0,10912,Craig Perks,2.86,1,35,-1.000
110,0,01945,Kenny Perry,2.86,2,70,E
115,0,08633,Per-Ulrik Johansson,2.78,1,36,-1.000
115,0,12680,Shigeki Maruyama,2.78,1,36,-1.000
117,0,23353,J.J. Henry,2.70,1,37,E
117,0,01527,Scott Hoch,2.70,1,37,E
119,0,02110,Jerry Smith,2.63,1,38,-1.000
120,0,21209,Sergio Garcia,2.56,1,39,E
121,0,06251,Chris DiMarco,2.44,2,82,-0.500
121,0,06621,Joe Durant,2.44,1,41,E
123,0,10809,Jim Furyk,2.38,1,42,+1.000
124,0,20229,Stewart Cink,2.33,2,86,+0.500
124,0,01307,Joel Edwards,2.33,1,43,E
124,0,20574,Mathew Goggin,2.33,1,43,E
127,0,06595,Kevin Sutherland,2.22,1,45,+1.000
127,0,02218,Ted Tryba,2.22,1,45,E
129,0,01035,Tommy Armour III,2.17,1,46,E
130,0,01685,J.L. Lewis,2.00,1,50,E
131,0,01666,Bernhard Langer,1.96,1,51,E
132,0,21961,Charles Howell III,1.75,1,57,-1.000
132,0,23621,Rory Sabbatini,1.75,1,57,E
134,0,12660,Jesper Parnevik,1.72,1,58,+2.000
135,0,10885,Robert Allenby,1.67,1,60,E
136,0,02239,Scott Verplank,1.54,1,65,E
137,0,01706,Davis Love III,1.19,1,84,-1.000
138,0,01024,Billy Andrade,.00,0,16,E
138,0,12652,Cameron Beckman,.00,0,44,E
138,0,23614,Rich Beem,.00,0,4,E
138,0,01161,Mark Calcavecchia,.00,0,32,E
138,0,20593,Greg Chalmers,.00,0,20,E
138,0,24357,K.J. Choi,.00,0,12,E
138,0,01203,Russ Cochran,.00,0,44,E
138,0,01249,John Daly,.00,0,24,E
138,0,07763,Doug Dunakey,.00,0,22,E
138,0,09011,David Duval,.00,0,52,E
138,0,01313,Steve Elkington,.00,0,24,E
138,0,12760,Danny Ellis,.00,0,46,E
