RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
138,0,06522,Ernie Els,.00,0,39,E
138,0,01374,Robin Freeman,.00,0,24,E
138,0,01388,Robert Gamez,.00,0,4,E
138,0,21806,Paul Gow,.00,0,16,E
138,0,12782,Tim Herron,.00,0,4,E
138,0,01599,Steve Jones,.00,0,16,E
138,0,07547,Craig Kanada,.00,0,20,E
138,0,08075,Jerry Kelly,.00,0,19,E
138,0,01761,Len Mattiace,.00,0,25,E
138,0,06090,Jim McGovern,.00,0,4,E
138,0,01797,Rocco Mediate,.00,0,32,E
138,0,06140,Sean Murphy,.00,0,8,E
138,0,21949,Joe Ogilvie,.00,0,32,E
138,0,01920,Craig Parry,.00,0,19,E
138,0,01926,Steve Pate,.00,0,24,E
138,0,01938,David Peoples,.00,0,57,E
138,0,01941,Tom Pernice Jr.,.00,0,48,E
138,0,20127,Chris Riley,.00,0,32,E
138,0,02099,Scott Simpson,.00,0,25,E
138,0,02106,Chris Smith,.00,0,23,E
138,0,02170,Hal Sutton,.00,0,40,E
138,0,06613,Tommy Tolles,.00,0,10,E
138,0,10423,Mike Weir,.00,0,49,E
138,0,02279,Mark Wiebe,.00,0,3,E
138,0,08793,Tiger Woods,.00,0,48,E
