RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,06140,Sean Murphy,10",.833,1,Even
2,0,23614,Rich Beem,11",2.667,3,Even
3,0,12782,Tim Herron,1' 0",1.000,1,Over
4,0,21633,Steve Allan,1' 5",5.500,4,Over
5,0,08075,Jerry Kelly,1' 7",17.750,11,Over
6,0,01378,David Frost,1' 8",34.667,21,Over
7,0,01928,Corey Pavin,1' 9",17.250,10,Over
8,0,24604,Hunter Haas,1' 11",5.750,3,Over
9,0,08063,Kelly Grunewald,2' 0",9.833,5,Over
10,0,12680,Shigeki Maruyama,2' 2",46.000,21,Over
11,0,20094,Jonathan Kaye,2' 3",40.667,18,Over
11,0,02010,Loren Roberts,2' 3",42.917,19,Over
13,0,21806,Paul Gow,2' 4",16.333,7,Over
13,0,20566,Kaname Yokoo,2' 4",40.083,17,Over
15,0,01219,John Cook,2' 5",63.833,26,Over
15,0,06036,Scott Dunlap,2' 5",21.750,9,Over
15,0,02279,Mark Wiebe,2' 5",4.750,2,Even
18,0,19881,Robert Damron,2' 6",50.083,20,Over
18,0,12760,Danny Ellis,2' 6",76.583,31,Over
18,0,21805,Harrison Frazar,2' 6",40.417,16,Over
18,0,10963,Jimmy Green,2' 6",60.917,24,Over
18,0,01706,Davis Love III,2' 6",132.750,54,Over
18,0,01927,Dennis Paulson,2' 6",4.917,2,Even
18,0,02214,Kirk Triplett,2' 6",44.417,18,Over
25,0,02218,Ted Tryba,2' 7",70.833,27,Over
26,0,01307,Joel Edwards,2' 8",68.333,26,Over
26,0,12645,Brent Geiberger,2' 8",53.083,20,Over
26,0,22122,Andrew McLardy,2' 8",32.167,12,Over
26,0,08535,Gary Nicklaus,2' 8",34.583,13,Over
26,0,08375,Paul Stankowski,2' 8",40.417,15,Over
31,0,06350,Bob May,2' 9",36.000,13,Under
31,0,01945,Kenny Perry,2' 9",125.500,46,Over
31,0,02099,Scott Simpson,2' 9",49.333,18,Over
34,0,01014,Fulton Allem,2' 10",56.917,20,Over
34,0,07003,David Berganio Jr.,2' 10",51.583,18,Over
34,0,01139,Olin Browne,2' 10",61.833,22,Over
34,0,01249,John Daly,2' 10",48.833,17,Over
34,0,22892,Jason Gore,2' 10",30.833,11,Over
34,0,21007,Gabriel Hjertstedt,2' 10",34.250,12,Over
34,0,06332,Neal Lancaster,2' 10",57.167,20,Even
34,0,01926,Steve Pate,2' 10",20.083,7,Even
42,0,06522,Ernie Els,2' 11",77.917,27,Over
42,0,10962,Bradley Hughes,2' 11",66.667,23,Over
42,0,01685,J.L. Lewis,2' 11",77.917,27,Over
42,0,01938,David Peoples,2' 11",122.250,42,Over
42,0,06078,Esteban Toledo,2' 11",63.667,22,Over
47,0,06034,Marco Dawson,3' 0",29.833,10,Even
47,0,10201,Matt Gogel,3' 0",39.500,13,Over
47,0,06527,Steve Stricker,3' 0",59.500,20,Over
50,0,24357,K.J. Choi,3' 1",30.917,10,Over
50,0,12823,Carlos Franco,3' 1",37.333,12,Over
50,0,20574,Mathew Goggin,3' 1",99.333,32,Over
50,0,23353,J.J. Henry,3' 1",88.750,29,Over
50,0,01797,Rocco Mediate,3' 1",46.750,15,Over
50,0,01943,Chris Perry,3' 1",9.333,3,Over
50,0,02246,Duffy Waldorf,3' 1",18.667,6,Over
57,0,20043,Edward Fryatt,3' 2",34.667,11,Over
57,0,19846,Brian Gay,3' 2",60.250,19,Over
57,0,08881,Tripp Isenhour,3' 2",28.833,9,Over
57,0,01677,Tom Lehman,3' 2",112.167,35,Even
57,0,02002,John Riegger,3' 2",90.750,29,Over
57,0,02170,Hal Sutton,3' 2",111.000,35,Over
63,0,01042,Paul Azinger,3' 3",71.417,22,Over
63,0,20099,Doug Barron,3' 3",39.250,12,Over
63,0,01418,Bill Glasson,3' 3",62.333,19,Even
63,0,12753,David Morland IV,3' 3",54.750,17,Over
67,0,01374,Robin Freeman,3' 4",39.667,12,Over
68,0,02104,Jeff Sluman,3' 5",156.667,46,Over
68,0,02245,Grant Waite,3' 5",68.750,20,Over
70,0,01226,Fred Couples,3' 6",66.917,19,Over
70,0,01887,Mark O'Meara,3' 6",77.250,22,Over
72,0,25083,Jeremy Anderson,3' 7",14.167,4,Even
72,0,20229,Stewart Cink,3' 7",193.333,54,Over
72,0,08633,Per-Ulrik Johansson,3' 7",63.750,18,Under
72,0,01724,Jeff Maggert,3' 7",67.917,19,Even
72,0,21949,Joe Ogilvie,3' 7",60.750,17,Over
77,0,12652,Cameron Beckman,3' 9",104.417,28,Over
77,0,01329,Brad Faxon,3' 9",163.750,44,Over
77,0,08553,Lee Porter,3' 9",37.417,10,Over
80,0,01024,Billy Andrade,3' 10",53.750,14,Over
81,0,10809,Jim Furyk,3' 11",114.000,29,Over
81,0,01553,John Huston,3' 11",46.750,12,Over
81,0,01920,Craig Parry,3' 11",27.333,7,Even
81,0,02239,Scott Verplank,3' 11",134.083,34,Even
85,0,01203,Russ Cochran,4' 0",84.083,21,Over
85,0,09011,David Duval,4' 0",131.083,33,Over
85,0,07457,Steve Flesch,4' 0",128.000,32,Over
85,0,06595,Kevin Sutherland,4' 0",107.333,27,Over
89,0,21209,Sergio Garcia,4' 1",106.750,26,Over
89,0,06090,Jim McGovern,4' 1",8.083,2,Over
89,0,08057,Brian Wilson,4' 1",81.833,20,Even
