RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,01810,Phil Mickelson,1.718,1608,936,34.97
2,0,26758,David Hearn,1.724,1767,1025,31.05
3,0,22371,Aaron Baddeley,1.727,1190,689,32.99
4,0,20593,Greg Chalmers,1.731,1402,810,31.30
4,0,23800,Bryce Molder,1.731,1587,917,31.26
4,0,06527,Steve Stricker,1.731,1042,602,31.77
7,0,30926,Chris Kirk,1.733,1830,1056,32.35
7,0,20160,Charlie Wi,1.733,1341,774,32.43
9,0,27649,Brandt Snedeker,1.734,1620,934,32.80
9,0,34046,Jordan Spieth,1.734,1713,988,32.01
11,0,10860,Justin Leonard,1.735,1695,977,30.15
12,0,23320,Ryan Palmer,1.737,1636,942,32.55
12,0,08793,Tiger Woods,1.737,1268,730,33.33
14,0,24507,Jason Bohn,1.738,1411,812,30.91
15,0,21753,Brian Davis,1.739,1770,1018,31.26
16,0,12716,Charley Hoffman,1.741,1724,990,32.59
17,0,28259,Sangmoon Bae,1.742,1658,952,32.84
17,0,19846,Brian Gay,1.742,1404,806,30.06
19,0,28237,Rory McIlroy,1.744,1130,648,33.13
20,0,29420,Billy Horschel,1.745,2035,1166,31.85
21,0,23409,James Driscoll,1.746,1444,827,30.75
21,0,33461,Morgan Hoffmann,1.746,1301,745,32.12
21,0,26331,Charl Schwartzel,1.746,1407,806,33.17
21,0,10423,Mike Weir,1.746,1037,594,30.98
25,0,23983,Luke Donald,1.747,1134,649,30.76
26,0,34099,Harris English,1.749,1975,1129,31.94
26,0,32448,James Hahn,1.749,1508,862,30.34
28,0,21209,Sergio Garcia,1.750,1339,765,29.62
28,0,23108,Matt Kuchar,1.750,1804,1031,30.65
30,0,22806,Doug LaBelle II,1.751,1420,811,29.33
31,0,32102,Rickie Fowler,1.752,1484,847,30.50
32,0,28307,Matt Every,1.754,1842,1050,32.06
33,0,28475,Jeff Overton,1.755,1599,911,30.19
34,0,21961,Charles Howell III,1.756,1793,1021,30.32
35,0,25834,Daniel Summerhays,1.757,1692,963,30.90
36,0,24358,Robert Garrigus,1.758,1361,774,31.00
36,0,25632,Jimmy Walker,1.758,1756,999,31.39
38,0,28089,Jason Day,1.759,1645,935,30.65
38,0,29221,Webb Simpson,1.759,1858,1056,30.58
40,0,21731,Freddie Jacobson,1.760,1172,666,29.58
40,0,34360,Patrick Reed,1.760,1677,953,31.05
40,0,25562,Andres Romero,1.760,1146,651,32.26
43,0,27963,Chris Stroud,1.761,1794,1019,29.50
44,0,34098,Russell Henley,1.762,1589,902,31.11
44,0,26679,Kevin Stadler,1.762,1727,980,30.49
46,0,31323,Gary Woodland,1.763,1913,1085,30.74
47,0,06004,Stephen Ames,1.764,951,539,29.74
47,0,27770,Camilo Villegas,1.764,1589,901,30.21
49,0,22792,Peter Hanson,1.766,837,474,30.23
49,0,28092,D.H. Lee,1.766,1363,772,28.74
49,0,25345,Carl Pettersson,1.766,1582,896,28.67
52,0,10809,Jim Furyk,1.767,1695,959,27.69
52,0,27644,Brian Harman,1.767,1693,958,28.14
54,0,01320,Bob Estes,1.768,1363,771,27.50
54,0,28679,Fabián Gómez,1.768,1326,750,29.81
54,0,23621,Rory Sabbatini,1.768,1768,1000,32.50
54,0,23325,Vaughn Taylor,1.768,930,526,32.13
58,0,06522,Ernie Els,1.769,1219,689,28.40
58,0,28135,Aaron Watkins,1.769,872,493,29.21
60,0,33141,Keegan Bradley,1.771,1845,1042,30.70
60,0,26300,Matt Jones,1.771,1746,986,30.08
62,0,25818,Scott Piercy,1.772,1490,841,31.03
62,0,02206,David Toms,1.772,893,504,28.14
64,0,23638,Brendon de Jonge,1.773,2416,1363,28.33
64,0,20104,Ken Duke,1.773,1752,988,27.72
64,0,08075,Jerry Kelly,1.773,1566,883,27.27
64,0,30944,Jason Kokrak,1.773,1635,922,30.02
64,0,34409,David Lingmerth,1.773,1372,774,30.92
64,0,24361,Pat Perez,1.773,1495,843,29.37
64,0,22913,John Rollins,1.773,1571,886,28.54
71,0,32200,Roberto Castro,1.774,2085,1175,29.28
72,0,25240,D.A. Points,1.775,1745,983,29.77
72,0,24502,Adam Scott,1.775,1319,743,29.21
72,0,30692,Scott Stallings,1.775,1631,919,29.88
75,0,31202,William McGirt,1.776,1566,882,28.15
75,0,27933,John Merrick,1.776,1680,946,27.28
77,0,24924,Bill Haas,1.777,1821,1025,27.65
77,0,30711,Colt Knost,1.777,1283,722,26.15
79,0,28500,Martin Flores,1.778,1741,979,29.35
79,0,30925,Dustin Johnson,1.778,1495,841,31.35
79,0,21099,David Lynn,1.778,1380,776,26.93
82,0,27895,Jonas Blixt,1.779,1482,833,27.40
82,0,26476,Chez Reavie,1.779,1539,865,27.20
82,0,23497,Tag Ridings,1.779,1370,770,27.83
82,0,27330,Josh Teater,1.779,1747,982,29.23
86,0,29740,Brad Fritsch,1.780,1643,923,30.00
86,0,30750,Tommy Gainey,1.780,1643,923,29.32
88,0,25274,Steven Bowditch,1.781,1291,725,31.86
88,0,25686,Jason Dufner,1.781,1667,936,28.62
88,0,22405,Justin Rose,1.781,1325,744,30.28
91,0,27556,Ted Potter Jr.,1.782,1262,708,28.05
91,0,33419,Cameron Tringale,1.782,1720,965,27.73
93,0,24227,Justin Bolli,1.783,1079,605,27.98
93,0,35539,Luke Guthrie,1.783,1674,939,29.88
93,0,12782,Tim Herron,1.783,863,484,27.33
93,0,24024,Zach Johnson,1.783,1815,1018,27.76
93,0,35139,Richard Lee,1.783,1644,922,27.14
98,0,21528,Henrik Stenson,1.784,1479,829,29.35
99,0,24781,Hunter Mahan,1.785,1846,1034,29.07
99,0,24138,Ian Poulter,1.785,1082,606,26.57
99,0,23623,Bo Van Pelt,1.785,1476,827,28.24
102,0,34021,Bud Cauley,1.786,1291,723,28.19
103,0,29479,Scott Brown,1.787,1340,750,27.41
103,0,33418,Shawn Stefani,1.787,1290,722,28.33
105,0,20098,Stuart Appleby,1.788,1763,986,26.90
105,0,24494,Erik Compton,1.788,1550,867,28.09
105,0,26596,Ryan Moore,1.788,1470,822,29.23
105,0,10213,Dicky Pride,1.788,1389,777,26.58
109,0,23135,Tim Clark,1.789,1218,681,27.39
109,0,23541,Ben Crane,1.789,1195,668,27.03
109,0,26851,Marc Leishman,1.789,1614,902,27.25
109,0,22056,Cameron Percy,1.789,1397,781,27.44
109,0,27214,Kevin Streelman,1.789,1839,1028,28.36
114,0,34431,Robert Streb,1.790,1500,838,27.60
114,0,24663,Y.E. Yang,1.790,1131,632,26.90
116,0,24357,K.J. Choi,1.791,1784,996,26.53
116,0,34261,Scott Langley,1.791,1547,864,26.19
116,0,01724,Jeff Maggert,1.791,1352,755,27.32
116,0,22295,Darron Stiles,1.791,983,549,26.19
116,0,31560,Brian Stuard,1.791,1569,876,26.89
116,0,29425,Andrew Svoboda,1.791,935,522,26.15
122,0,29289,S.Y. Noh,1.792,1389,775,28.77
123,0,25444,Justin Hicks,1.793,1660,926,27.57
123,0,30163,Henrik Norlander,1.793,1479,825,27.95
125,0,25804,Bubba Watson,1.795,1637,912,30.41
126,0,24399,Scott Gardiner,1.796,1223,681,27.35
127,0,20572,Rod Pampling,1.797,877,488,27.25
127,0,20443,Jin Park,1.797,1026,571,27.07
129,0,32366,Kevin Chappell,1.798,1712,952,28.84
129,0,29518,Brendan Steele,1.798,1751,974,28.29
129,0,28780,Nicholas Thompson,1.798,2174,1209,28.69
129,0,26497,Casey Wittenberg,1.798,1408,783,24.65
133,0,27436,Graham DeLaet,1.799,2146,1193,29.34
133,0,23788,D.J. Trahan,1.799,1011,562,27.76
135,0,27129,Luke List,1.800,1233,685,29.52
135,0,24490,George McNeill,1.800,1438,799,27.60
137,0,06573,Brandt Jobe,1.801,1241,689,26.35
137,0,27936,Martin Laird,1.801,1403,779,27.16
137,0,22961,David Mathis,1.801,1381,767,27.15
137,0,27120,Troy Matteson,1.801,1387,770,24.41
137,0,25572,Graeme McDowell,1.801,996,553,26.27
137,0,25336,Alistair Presnell,1.801,1151,639,27.74
137,0,32150,Michael Thompson,1.801,1322,734,25.21
144,0,36884,Ben Kohles,1.802,1503,834,25.75
145,0,12510,Chad Campbell,1.803,1653,917,26.32
145,0,08725,Tom Gillis,1.803,1280,710,26.69
145,0,20766,Padraig Harrington,1.803,968,537,26.44
145,0,28310,Lee Williams,1.803,1201,666,25.49
149,0,10885,Robert Allenby,1.804,1135,629,26.04
150,0,26289,Boo Weekley,1.805,2254,1249,27.87
151,0,27095,Nick Watney,1.808,1917,1060,28.50
152,0,20229,Stewart Cink,1.809,1567,866,28.32
153,0,37273,Derek Ernst,1.811,1208,667,26.28
153,0,34174,John Huh,1.811,1911,1055,26.29
155,0,20645,John Senden,1.812,1678,926,26.89
156,0,24846,Ricky Barnes,1.813,1610,888,25.03
156,0,27503,Steve LeBrun,1.813,1365,753,27.13
158,0,23353,J.J. Henry,1.814,1798,991,24.22
158,0,31557,Jim Herman,1.814,1221,673,28.02
160,0,20848,Ángel Cabrera,1.816,1551,854,28.25
160,0,30852,Ryo Ishikawa,1.816,1511,832,25.78
160,0,20396,Lee Westwood,1.816,1471,810,28.22
163,0,22621,Ben Curtis,1.818,1191,655,24.92
163,0,21878,Mark Wilson,1.818,1127,620,24.23
165,0,19970,Robert Karlsson,1.819,1075,591,27.29
166,0,32698,Bobby Gates,1.823,928,509,23.43
166,0,20691,Greg Owen,1.823,1531,840,27.62
168,0,27408,Martin Kaymer,1.824,1235,677,27.41
168,0,24140,Sean O'Hair,1.824,1140,625,25.64
170,0,22046,Geoff Ogilvy,1.826,1165,638,27.32
171,0,32334,Charlie Beljan,1.827,1317,721,27.92
171,0,28455,Will Claxton,1.827,1361,745,25.40
173,0,01116,Michael Bradley,1.830,1133,619,24.60
174,0,25900,Lucas Glover,1.833,1424,777,27.26
175,0,26951,Johnson Wagner,1.837,1277,695,23.81
176,0,22378,Trevor Immelman,1.838,1518,826,22.67
177,0,30110,Kyle Stanley,1.841,1585,861,26.81
178,0,33869,Eric Meierdierks,1.844,1016,551,25.73
179,0,23452,Nicolas Colsaerts,1.855,1048,565,24.33
180,0,06567,Vijay Singh,1.888,1433,759,22.27
