RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
131,0,23452,Nicolas Colsaerts,55.0,122,222,+1.39
133,0,30711,Colt Knost,55.1,147,267,+2.99
134,0,34099,Harris English,55.5,243,438,+0.86
134,0,01320,Bob Estes,55.5,171,308,+1.29
134,0,27936,Martin Laird,55.5,151,272,+2.45
137,0,22378,Trevor Immelman,55.6,183,329,+1.53
137,0,10213,Dicky Pride,55.6,159,286,+1.51
139,0,26300,Matt Jones,55.8,183,328,+0.77
140,0,20645,John Senden,56.0,182,325,+1.10
141,0,25444,Justin Hicks,56.1,157,280,+1.85
141,0,34046,Jordan Spieth,56.1,160,285,+0.75
141,0,27095,Nick Watney,56.1,203,362,+1.48
144,0,23638,Brendon de Jonge,56.2,244,434,+1.64
145,0,26596,Ryan Moore,56.3,134,238,+2.91
146,0,21731,Freddie Jacobson,56.4,145,257,+0.41
147,0,32448,James Hahn,56.5,212,375,+1.70
148,0,06004,Stephen Ames,56.7,139,245,+1.29
149,0,06527,Steve Stricker,56.9,74,130,+0.14
150,0,28679,Fabián Gómez,57.1,169,296,+1.83
151,0,24227,Justin Bolli,57.3,141,246,+3.76
152,0,24846,Ricky Barnes,57.6,204,354,+2.11
153,0,34174,John Huh,57.7,187,324,+1.50
153,0,30926,Chris Kirk,57.7,252,437,+1.27
155,0,32698,Bobby Gates,57.8,144,249,+2.85
156,0,20593,Greg Chalmers,57.9,198,342,+1.77
157,0,26851,Marc Leishman,58.0,202,348,+1.04
158,0,29479,Scott Brown,58.1,165,284,+1.58
158,0,26758,David Hearn,58.1,222,382,+1.76
160,0,24399,Scott Gardiner,58.2,170,292,+1.47
161,0,37273,Derek Ernst,58.6,156,266,+2.24
162,0,08793,Tiger Woods,58.8,124,211,+1.21
163,0,22913,John Rollins,58.9,218,370,+2.02
164,0,24781,Hunter Mahan,59.0,180,305,+0.72
165,0,10423,Mike Weir,59.2,174,294,+1.21
166,0,24490,George McNeill,60.4,180,298,+2.28
166,0,20160,Charlie Wi,60.4,203,336,+1.77
168,0,27330,Josh Teater,60.5,185,306,+0.97
168,0,28135,Aaron Watkins,60.5,107,177,+2.24
170,0,34261,Scott Langley,60.6,200,330,+2.20
170,0,27503,Steve LeBrun,60.6,174,287,+1.72
170,0,25818,Scott Piercy,60.6,217,358,+1.75
173,0,22295,Darron Stiles,60.9,109,179,+2.39
174,0,22961,David Mathis,61.0,189,310,+2.54
175,0,21961,Charles Howell III,61.1,299,489,+0.67
176,0,20572,Rod Pampling,62.0,111,179,+1.62
176,0,21878,Mark Wilson,62.0,119,192,+1.51
178,0,20104,Ken Duke,63.1,193,306,+2.38
179,0,28092,D.H. Lee,64.1,166,259,+1.75
180,0,23800,Bryce Molder,65.3,218,334,+1.65
