RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,20104,Ken Duke,8.05,84,1043,+0.10
2,0,28092,D.H. Lee,8.63,69,800,+0.03
3,0,23800,Bryce Molder,8.86,87,982,+0.11
4,0,06527,Steve Stricker,9.18,45,490,E
5,0,22295,Darron Stiles,9.28,54,582,+0.22
6,0,21878,Mark Wilson,9.48,66,696,-0.03
7,0,24490,George McNeill,9.67,86,889,+0.10
8,0,08793,Tiger Woods,9.78,58,593,-0.10
9,0,34174,John Huh,9.91,104,1049,+0.07
10,0,25572,Graeme McDowell,10.04,52,518,+0.06
11,0,34046,Jordan Spieth,10.11,94,930,+0.03
12,0,32200,Roberto Castro,10.15,118,1163,-0.01
13,0,24781,Hunter Mahan,10.20,97,951,+0.08
14,0,25444,Justin Hicks,10.26,94,916,+0.17
15,0,10809,Jim Furyk,10.35,92,889,+0.13
16,0,20572,Rod Pampling,10.45,51,488,+0.27
17,0,34261,Scott Langley,10.56,94,890,+0.06
18,0,36884,Ben Kohles,10.63,91,856,+0.18
19,0,23135,Tim Clark,10.70,64,598,+0.11
20,0,30711,Colt Knost,10.74,86,801,+0.20
21,0,23638,Brendon de Jonge,10.75,144,1339,+0.10
22,0,24357,K.J. Choi,10.84,95,876,-0.01
23,0,26300,Matt Jones,10.88,105,965,+0.10
23,0,27095,Nick Watney,10.88,110,1011,+0.05
25,0,28135,Aaron Watkins,10.91,53,486,+0.09
26,0,26289,Boo Weekley,10.92,126,1154,+0.13
27,0,27330,Josh Teater,11.02,92,835,+0.13
28,0,20593,Greg Chalmers,11.06,106,958,+0.01
29,0,21961,Charles Howell III,11.14,123,1104,-0.12
29,0,20160,Charlie Wi,11.14,102,916,+0.11
31,0,26758,David Hearn,11.15,113,1013,+0.14
32,0,29479,Scott Brown,11.30,86,761,+0.15
33,0,26596,Ryan Moore,11.31,90,796,+0.04
34,0,22961,David Mathis,11.32,97,857,+0.14
35,0,10213,Dicky Pride,11.36,93,819,+0.10
36,0,21528,Henrik Stenson,11.37,69,607,-0.01
37,0,34099,Harris English,11.43,129,1129,+0.05
38,0,06573,Brandt Jobe,11.46,84,733,-0.07
39,0,23623,Bo Van Pelt,11.50,86,748,+0.01
40,0,01320,Bob Estes,11.66,100,858,+0.20
41,0,22806,Doug LaBelle II,11.81,96,813,+0.18
42,0,08075,Jerry Kelly,11.82,105,888,+0.06
43,0,24024,Zach Johnson,11.86,111,936,+0.10
44,0,37273,Derek Ernst,11.89,81,681,+0.16
45,0,25818,Scott Piercy,11.90,102,857,+0.03
46,0,26851,Marc Leishman,11.95,106,887,+0.07
47,0,27556,Ted Potter Jr.,11.98,92,768,-0.05
48,0,27503,Steve LeBrun,11.99,88,734,+0.13
49,0,26476,Chez Reavie,12.02,112,932,+0.09
50,0,22405,Justin Rose,12.03,77,640,-0.09
51,0,20098,Stuart Appleby,12.10,131,1083,-0.04
52,0,24663,Y.E. Yang,12.11,69,570,+0.20
53,0,31560,Brian Stuard,12.14,106,873,+0.05
54,0,28679,Fabián Gómez,12.16,94,773,+0.11
54,0,02206,David Toms,12.16,54,444,+0.15
56,0,34409,David Lingmerth,12.20,96,787,+0.06
57,0,20443,Jin Park,12.23,73,597,+0.12
58,0,30110,Kyle Stanley,12.26,102,832,+0.21
59,0,27214,Kevin Streelman,12.30,116,943,+0.05
60,0,22913,John Rollins,12.35,115,931,+0.03
61,0,27436,Graham DeLaet,12.54,140,1116,-0.02
62,0,20396,Lee Westwood,12.57,89,708,+0.03
63,0,35139,Richard Lee,12.61,126,999,+0.14
64,0,27936,Martin Laird,12.62,92,729,E
65,0,22378,Trevor Immelman,12.66,108,853,+0.14
66,0,30926,Chris Kirk,12.72,142,1116,-0.06
67,0,32150,Michael Thompson,12.74,93,730,+0.18
68,0,24846,Ricky Barnes,12.76,115,901,+0.06
69,0,32334,Charlie Beljan,12.77,96,752,+0.14
70,0,28237,Rory McIlroy,12.81,72,562,-0.21
71,0,33141,Keegan Bradley,12.85,128,996,+0.04
72,0,24227,Justin Bolli,12.89,82,636,+0.20
72,0,21731,Freddie Jacobson,12.89,82,636,-0.02
74,0,24361,Pat Perez,12.91,114,883,-0.01
75,0,24507,Jason Bohn,12.92,118,913,+0.20
76,0,31202,William McGirt,12.93,127,982,+0.07
77,0,21753,Brian Davis,13.01,150,1153,+0.07
78,0,25686,Jason Dufner,13.03,111,852,-0.05
79,0,30692,Scott Stallings,13.05,119,912,+0.03
80,0,06522,Ernie Els,13.12,87,663,-0.02
80,0,19846,Brian Gay,13.12,129,983,+0.04
80,0,25834,Daniel Summerhays,13.12,141,1075,+0.10
83,0,24399,Scott Gardiner,13.13,94,716,+0.21
83,0,29221,Webb Simpson,13.13,128,975,+0.02
85,0,27963,Chris Stroud,13.20,142,1076,-0.01
86,0,06004,Stephen Ames,13.25,80,604,+0.23
86,0,29420,Billy Horschel,13.25,152,1147,+0.01
88,0,33419,Cameron Tringale,13.31,138,1037,+0.07
89,0,27933,John Merrick,13.40,127,948,+0.06
90,0,20229,Stewart Cink,13.41,103,768,+0.07
91,0,12716,Charley Hoffman,13.43,135,1005,-0.02
92,0,01724,Jeff Maggert,13.44,107,796,+0.21
93,0,20645,John Senden,13.49,114,845,+0.09
94,0,32448,James Hahn,13.51,125,925,+0.14
95,0,23325,Vaughn Taylor,13.56,75,553,+0.31
96,0,10860,Justin Leonard,13.58,141,1038,+0.13
97,0,08725,Tom Gillis,13.70,114,832,+0.15
98,0,19970,Robert Karlsson,13.73,70,510,+0.07
99,0,24138,Ian Poulter,13.79,75,544,+0.03
100,0,34021,Bud Cauley,13.86,107,772,+0.06
101,0,32366,Kevin Chappell,13.90,129,928,+0.03
102,0,28089,Jason Day,13.91,117,841,+0.01
103,0,35539,Luke Guthrie,13.98,126,901,+0.11
103,0,28310,Lee Williams,13.98,99,708,+0.15
105,0,32102,Rickie Fowler,14.02,115,820,+0.05
106,0,29518,Brendan Steele,14.07,150,1066,+0.13
107,0,27649,Brandt Snedeker,14.09,114,809,-0.05
108,0,23541,Ben Crane,14.15,108,763,-0.03
109,0,06567,Vijay Singh,14.18,94,663,+0.13
110,0,23621,Rory Sabbatini,14.19,141,994,+0.01
111,0,27644,Brian Harman,14.23,150,1054,+0.08
111,0,26331,Charl Schwartzel,14.23,105,738,-0.02
113,0,31557,Jim Herman,14.26,87,610,-0.02
114,0,28780,Nicholas Thompson,14.27,170,1191,+0.11
115,0,28259,Sangmoon Bae,14.33,143,998,+0.03
116,0,20848,Ángel Cabrera,14.34,112,781,+0.01
117,0,25336,Alistair Presnell,14.35,90,627,+0.17
118,0,29425,Andrew Svoboda,14.40,70,486,+0.20
119,0,22621,Ben Curtis,14.42,92,638,+0.20
120,0,28455,Will Claxton,14.45,112,775,+0.14
121,0,27408,Martin Kaymer,14.46,83,574,+0.01
122,0,22046,Geoff Ogilvy,14.49,83,573,+0.14
123,0,31323,Gary Woodland,14.51,166,1144,+0.01
124,0,10423,Mike Weir,14.57,94,645,+0.13
125,0,24494,Erik Compton,14.61,130,890,+0.08
126,0,25274,Steven Bowditch,14.68,116,790,+0.08
127,0,24924,Bill Haas,14.69,141,960,+0.01
128,0,21099,David Lynn,14.71,114,775,+0.13
129,0,23108,Matt Kuchar,14.82,142,958,E
130,0,27120,Troy Matteson,14.84,119,802,+0.14
130,0,25345,Carl Pettersson,14.84,131,883,+0.18
132,0,25240,D.A. Points,14.86,140,942,+0.08
132,0,27770,Camilo Villegas,14.86,132,888,+0.08
134,0,22056,Cameron Percy,14.89,117,786,+0.05
135,0,23983,Luke Donald,15.09,96,636,E
135,0,24140,Sean O'Hair,15.09,105,696,+0.24
137,0,12782,Tim Herron,15.14,91,601,+0.14
137,0,23320,Ryan Palmer,15.14,144,951,+0.05
139,0,33461,Morgan Hoffmann,15.18,111,731,+0.09
140,0,25804,Bubba Watson,15.19,125,823,-0.06
141,0,12510,Chad Campbell,15.22,152,999,+0.11
142,0,28307,Matt Every,15.23,169,1110,+0.06
143,0,23353,J.J. Henry,15.27,157,1028,+0.15
144,0,28475,Jeff Overton,15.29,156,1020,+0.15
145,0,24502,Adam Scott,15.30,93,608,-0.01
146,0,25562,Andres Romero,15.31,109,712,+0.05
147,0,27895,Jonas Blixt,15.33,142,926,+0.09
148,0,30163,Henrik Norlander,15.38,125,813,+0.09
149,0,29740,Brad Fritsch,15.47,145,937,+0.17
150,0,25632,Jimmy Walker,15.61,160,1025,-0.05
151,0,32698,Bobby Gates,15.73,81,515,+0.09
152,0,26679,Kevin Stadler,15.76,151,958,-0.01
153,0,34098,Russell Henley,15.85,145,915,+0.07
154,0,20766,Padraig Harrington,15.94,77,483,+0.09
155,0,34360,Patrick Reed,16.03,163,1017,-0.07
156,0,25900,Lucas Glover,16.04,115,717,+0.16
157,0,23788,D.J. Trahan,16.09,84,522,E
158,0,23497,Tag Ridings,16.14,128,793,+0.05
159,0,20691,Greg Owen,16.43,150,913,+0.17
160,0,23452,Nicolas Colsaerts,16.57,82,495,+0.09
161,0,30750,Tommy Gainey,16.76,174,1038,+0.11
162,0,21209,Sergio Garcia,16.93,109,644,-0.02
163,0,24358,Robert Garrigus,16.96,114,672,-0.03
164,0,30925,Dustin Johnson,17.26,121,701,+0.01
165,0,34431,Robert Streb,17.30,146,844,+0.10
166,0,30944,Jason Kokrak,17.56,173,985,+0.01
167,0,22371,Aaron Baddeley,17.60,141,801,-0.06
168,0,10885,Robert Allenby,17.89,127,710,+0.15
168,0,01810,Phil Mickelson,17.89,139,777,-0.02
170,0,33869,Eric Meierdierks,17.91,91,508,+0.18
171,0,30852,Ryo Ishikawa,17.94,136,758,+0.11
172,0,22792,Peter Hanson,18.12,83,458,+0.06
173,0,26951,Johnson Wagner,18.19,131,720,+0.18
174,0,28500,Martin Flores,18.36,192,1046,+0.08
175,0,23409,James Driscoll,18.49,159,860,+0.05
176,0,29289,S.Y. Noh,18.58,157,845,+0.06
177,0,26497,Casey Wittenberg,19.26,161,836,+0.14
178,0,01116,Michael Bradley,19.42,114,587,+0.15
179,0,33418,Shawn Stefani,19.71,134,680,+0.11
180,0,27129,Luke List,22.66,157,693,+0.03
