RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,25572,Graeme McDowell,20.66,107,518,+0.65
2,0,21528,Henrik Stenson,20.92,127,607,+0.16
3,0,06527,Steve Stricker,21.02,103,490,-0.29
4,0,24357,K.J. Choi,22.03,193,876,+0.31
5,0,10809,Jim Furyk,22.27,198,889,+1.31
6,0,20104,Ken Duke,22.53,235,1043,+1.53
7,0,23135,Tim Clark,22.58,135,598,+0.89
8,0,26476,Chez Reavie,22.75,212,932,+0.90
9,0,32200,Roberto Castro,22.96,267,1163,+0.34
10,0,24024,Zach Johnson,22.97,215,936,+0.84
11,0,21753,Brian Davis,22.98,265,1153,+0.94
12,0,08075,Jerry Kelly,23.09,205,888,+0.98
13,0,34046,Jordan Spieth,23.23,216,930,-0.09
14,0,21878,Mark Wilson,23.28,162,696,+0.56
15,0,36884,Ben Kohles,23.36,200,856,+1.45
16,0,34174,John Huh,23.45,246,1049,+0.77
17,0,25444,Justin Hicks,23.47,215,916,+1.58
18,0,30711,Colt Knost,23.72,190,801,+1.68
19,0,26596,Ryan Moore,23.74,189,796,+1.48
19,0,26289,Boo Weekley,23.74,274,1154,+1.42
21,0,01724,Jeff Maggert,23.87,190,796,+1.84
22,0,28092,D.H. Lee,24.00,192,800,+0.68
23,0,20396,Lee Westwood,24.01,170,708,+0.65
24,0,23623,Bo Van Pelt,24.06,180,748,+1.11
25,0,22806,Doug LaBelle II,24.11,196,813,+1.84
26,0,02206,David Toms,24.32,108,444,+1.57
27,0,22295,Darron Stiles,24.40,142,582,+1.83
28,0,35139,Richard Lee,24.42,244,999,+1.19
29,0,27214,Kevin Streelman,24.60,232,943,+0.47
30,0,27556,Ted Potter Jr.,24.61,189,768,+0.48
31,0,23638,Brendon de Jonge,24.65,330,1339,+0.76
32,0,06573,Brandt Jobe,24.69,181,733,+0.99
33,0,20443,Jin Park,24.79,148,597,+1.62
34,0,31202,William McGirt,24.85,244,982,+0.61
35,0,24781,Hunter Mahan,24.92,237,951,+0.38
36,0,24507,Jason Bohn,24.97,228,913,+1.93
37,0,26300,Matt Jones,25.08,242,965,+0.17
38,0,31560,Brian Stuard,25.20,220,873,+0.91
39,0,29420,Billy Horschel,25.28,290,1147,+0.24
40,0,24490,George McNeill,25.31,225,889,+1.78
41,0,27436,Graham DeLaet,25.36,283,1116,+0.21
