RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,06527,Steve Stricker,87.44,578,661
2,0,21878,Mark Wilson,86.81,632,728
3,0,21528,Henrik Stenson,86.61,776,896
4,0,08075,Jerry Kelly,86.58,903,1043
5,0,10809,Jim Furyk,86.29,938,1087
6,0,23788,D.J. Trahan,86.23,551,639
7,0,27436,Graham DeLaet,86.18,1129,1310
8,0,34046,Jordan Spieth,85.91,982,1143
9,0,21209,Sergio Garcia,85.76,753,878
10,0,25444,Justin Hicks,85.71,894,1043
11,0,25686,Jason Dufner,85.52,921,1077
12,0,27556,Ted Potter Jr.,85.48,730,854
13,0,26476,Chez Reavie,85.24,855,1003
14,0,24781,Hunter Mahan,85.23,1016,1192
15,0,23638,Brendon de Jonge,85.06,1304,1533
16,0,06567,Vijay Singh,85.04,722,849
17,0,24024,Zach Johnson,85.01,987,1161
18,0,34174,John Huh,85.00,1048,1233
19,0,28780,Nicholas Thompson,84.94,1173,1381
20,0,26289,Boo Weekley,84.86,1183,1394
21,0,24357,K.J. Choi,84.81,994,1172
22,0,27095,Nick Watney,84.69,1018,1202
23,0,29420,Billy Horschel,84.52,1130,1337
24,0,23135,Tim Clark,84.51,720,852
25,0,29221,Webb Simpson,84.38,1037,1229
26,0,22295,Darron Stiles,84.33,576,683
27,0,32200,Roberto Castro,84.31,1139,1351
28,0,27214,Kevin Streelman,84.29,1009,1197
29,0,26300,Matt Jones,84.18,974,1157
30,0,21753,Brian Davis,83.99,1065,1268
31,0,34409,David Lingmerth,83.92,793,945
31,0,26679,Kevin Stadler,83.92,924,1101
33,0,33419,Cameron Tringale,83.83,933,1113
34,0,36884,Ben Kohles,83.79,827,987
35,0,22405,Justin Rose,83.69,703,840
36,0,20443,Jin Park,83.62,582,696
37,0,24502,Adam Scott,83.49,698,836
38,0,26596,Ryan Moore,83.42,830,995
39,0,24490,George McNeill,83.39,793,951
40,0,31560,Brian Stuard,83.38,858,1029
