RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
41,0,20098,Stuart Appleby,83.32,974,1169
42,0,33141,Keegan Bradley,83.29,1017,1221
43,0,24846,Ricky Barnes,83.28,812,975
43,0,01724,Jeff Maggert,83.28,732,879
45,0,10213,Dicky Pride,83.26,776,932
46,0,23353,J.J. Henry,83.22,942,1132
47,0,02206,David Toms,83.17,509,612
48,0,24924,Bill Haas,83.11,979,1178
49,0,22806,Doug LaBelle II,83.09,811,976
50,0,23108,Matt Kuchar,83.05,1009,1215
51,0,28307,Matt Every,83.01,1031,1242
52,0,06573,Brandt Jobe,83.00,674,812
53,0,35139,Richard Lee,82.91,888,1071
54,0,35539,Luke Guthrie,82.85,947,1143
55,0,25804,Bubba Watson,82.83,849,1025
56,0,20572,Rod Pampling,82.79,486,587
57,0,23621,Rory Sabbatini,82.75,945,1142
58,0,27330,Josh Teater,82.57,943,1142
59,0,28092,D.H. Lee,82.56,748,906
60,0,30163,Henrik Norlander,82.49,782,948
61,0,32366,Kevin Chappell,82.42,919,1115
62,0,22378,Trevor Immelman,82.41,792,961
63,0,31557,Jim Herman,82.40,632,767
64,0,25572,Graeme McDowell,82.36,565,686
65,0,27963,Chris Stroud,82.30,1009,1226
66,0,25834,Daniel Summerhays,82.25,950,1155
67,0,20104,Ken Duke,82.21,998,1214
68,0,25900,Lucas Glover,82.19,743,904
69,0,29518,Brendan Steele,82.14,938,1142
70,0,23800,Bryce Molder,82.12,914,1113
71,0,31202,William McGirt,82.11,858,1045
71,0,23623,Bo Van Pelt,82.11,803,978
73,0,27503,Steve LeBrun,82.10,711,866
74,0,27644,Brian Harman,82.09,972,1184
75,0,20396,Lee Westwood,82.07,792,965
76,0,27770,Camilo Villegas,82.01,857,1045
77,0,31323,Gary Woodland,81.94,1030,1257
78,0,32102,Rickie Fowler,81.91,851,1039
79,0,29479,Scott Brown,81.88,741,905
79,0,24361,Pat Perez,81.88,786,960
81,0,24507,Jason Bohn,81.85,798,975
82,0,27649,Brandt Snedeker,81.83,905,1106
83,0,32334,Charlie Beljan,81.78,709,867
83,0,20229,Stewart Cink,81.78,808,988
85,0,23541,Ben Crane,81.71,661,809
85,0,27936,Martin Laird,81.71,773,946
87,0,06522,Ernie Els,81.68,709,868
88,0,30110,Kyle Stanley,81.63,813,996
89,0,25240,D.A. Points,81.62,990,1213
89,0,20645,John Senden,81.62,888,1088
91,0,20593,Greg Chalmers,81.50,828,1016
92,0,22961,David Mathis,81.48,761,934
93,0,34098,Russell Henley,81.47,888,1090
94,0,28089,Jason Day,81.43,908,1115
95,0,30711,Colt Knost,81.42,736,904
96,0,22913,John Rollins,81.40,827,1016
97,0,30926,Chris Kirk,81.35,1012,1244
98,0,22056,Cameron Percy,81.32,749,921
99,0,12716,Charley Hoffman,81.28,951,1170
100,0,24494,Erik Compton,81.26,837,1030
101,0,32150,Michael Thompson,81.24,749,922
102,0,23325,Vaughn Taylor,81.18,522,643
103,0,28455,Will Claxton,81.11,713,879
103,0,37273,Derek Ernst,81.11,657,810
105,0,28259,Sangmoon Bae,81.06,937,1156
105,0,21961,Charles Howell III,81.06,963,1188
107,0,26758,David Hearn,81.04,996,1229
108,0,34360,Patrick Reed,81.00,938,1158
109,0,08725,Tom Gillis,80.99,733,905
109,0,26331,Charl Schwartzel,80.99,771,952
111,0,30925,Dustin Johnson,80.96,795,982
112,0,08793,Tiger Woods,80.95,680,840
113,0,30692,Scott Stallings,80.90,894,1105
114,0,28679,Fabián Gómez,80.88,732,905
115,0,21099,David Lynn,80.83,780,965
116,0,24138,Ian Poulter,80.81,602,745
117,0,34099,Harris English,80.80,1069,1323
118,0,28135,Aaron Watkins,80.78,496,614
119,0,33461,Morgan Hoffmann,80.76,722,894
120,0,27408,Martin Kaymer,80.74,654,810
121,0,29740,Brad Fritsch,80.71,866,1073
121,0,27933,John Merrick,80.71,891,1104
123,0,19846,Brian Gay,80.67,889,1102
124,0,28237,Rory McIlroy,80.65,621,770
125,0,10860,Justin Leonard,80.63,966,1198
126,0,19970,Robert Karlsson,80.58,585,726
127,0,24227,Justin Bolli,80.55,617,766
127,0,23452,Nicolas Colsaerts,80.55,530,658
129,0,01810,Phil Mickelson,80.53,877,1089
130,0,33869,Eric Meierdierks,80.47,515,640
131,0,24663,Y.E. Yang,80.43,629,782
132,0,01320,Bob Estes,80.41,739,919
132,0,27120,Troy Matteson,80.41,739,919
134,0,20691,Greg Owen,80.28,794,989
135,0,34431,Robert Streb,80.24,792,987
136,0,34261,Scott Langley,80.17,837,1044
137,0,20848,Ángel Cabrera,80.16,816,1018
138,0,22046,Geoff Ogilvy,80.15,634,791
139,0,28475,Jeff Overton,80.02,869,1086
140,0,26951,Johnson Wagner,80.00,672,840
141,0,23983,Luke Donald,79.95,646,808
142,0,30944,Jason Kokrak,79.94,869,1087
143,0,23320,Ryan Palmer,79.89,878,1099
144,0,26851,Marc Leishman,79.85,860,1077
145,0,30852,Ryo Ishikawa,79.84,780,977
146,0,32448,James Hahn,79.83,823,1031
147,0,29425,Andrew Svoboda,79.80,490,614
148,0,24358,Robert Garrigus,79.73,720,903
149,0,01116,Michael Bradley,79.67,576,723
150,0,12510,Chad Campbell,79.64,845,1061
150,0,25632,Jimmy Walker,79.64,931,1169
150,0,20160,Charlie Wi,79.64,786,987
153,0,28500,Martin Flores,79.52,920,1157
154,0,24399,Scott Gardiner,79.20,651,822
155,0,34021,Bud Cauley,79.07,695,879
156,0,25562,Andres Romero,78.86,649,823
157,0,28310,Lee Williams,78.80,658,835
158,0,27895,Jonas Blixt,78.74,837,1063
158,0,33418,Shawn Stefani,78.74,689,875
160,0,25274,Steven Bowditch,78.56,711,905
160,0,25336,Alistair Presnell,78.56,623,793
162,0,23497,Tag Ridings,78.52,709,903
163,0,25345,Carl Pettersson,78.37,877,1119
164,0,30750,Tommy Gainey,78.30,920,1175
165,0,22621,Ben Curtis,78.03,625,801
166,0,23409,James Driscoll,77.84,780,1002
167,0,21731,Freddie Jacobson,77.83,653,839
168,0,10885,Robert Allenby,77.46,605,781
169,0,27129,Luke List,77.27,656,849
170,0,20766,Padraig Harrington,77.08,528,685
171,0,06004,Stephen Ames,77.06,524,680
172,0,25818,Scott Piercy,76.97,809,1051
173,0,32698,Bobby Gates,76.59,481,628
174,0,24140,Sean O'Hair,76.35,594,778
175,0,29289,S.Y. Noh,76.34,713,934
176,0,26497,Casey Wittenberg,75.72,739,976
177,0,12782,Tim Herron,75.40,472,626
178,0,22792,Peter Hanson,75.25,453,602
179,0,10423,Mike Weir,74.26,600,808
180,0,22371,Aaron Baddeley,74.15,680,917
