RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
70,0,34261,Scott Langley,62.45,652,1044
71,0,22961,David Mathis,62.42,583,934
71,0,24138,Ian Poulter,62.42,465,745
73,0,27963,Chris Stroud,62.40,765,1226
73,0,27095,Nick Watney,62.40,750,1202
75,0,20572,Rod Pampling,62.35,366,587
76,0,29479,Scott Brown,62.32,564,905
77,0,24924,Bill Haas,62.31,734,1178
77,0,06567,Vijay Singh,62.31,529,849
79,0,31202,William McGirt,62.30,651,1045
80,0,32102,Rickie Fowler,62.27,647,1039
81,0,26758,David Hearn,62.08,763,1229
81,0,25834,Daniel Summerhays,62.08,717,1155
83,0,28679,Fabián Gómez,61.88,560,905
84,0,24502,Adam Scott,61.84,517,836
85,0,25900,Lucas Glover,61.62,557,904
86,0,29518,Brendan Steele,61.56,703,1142
87,0,32366,Kevin Chappell,61.52,686,1115
88,0,32150,Michael Thompson,61.39,566,922
89,0,24227,Justin Bolli,61.36,470,766
89,0,27408,Martin Kaymer,61.36,497,810
91,0,24361,Pat Perez,61.35,589,960
92,0,21209,Sergio Garcia,61.28,538,878
93,0,35539,Luke Guthrie,61.24,700,1143
94,0,22378,Trevor Immelman,61.19,588,961
95,0,23541,Ben Crane,60.94,493,809
95,0,22046,Geoff Ogilvy,60.94,482,791
97,0,29425,Andrew Svoboda,60.91,374,614
98,0,27936,Martin Laird,60.78,575,946
99,0,27330,Josh Teater,60.77,694,1142
100,0,12510,Chad Campbell,60.70,644,1061
101,0,27644,Brian Harman,60.64,718,1184
102,0,20645,John Senden,60.57,659,1088
103,0,22621,Ben Curtis,60.55,485,801
104,0,27933,John Merrick,60.51,668,1104
105,0,37273,Derek Ernst,60.49,490,810
106,0,24846,Ricky Barnes,60.31,588,975
107,0,19970,Robert Karlsson,60.19,437,726
108,0,27503,Steve LeBrun,60.16,521,866
109,0,30163,Henrik Norlander,60.13,570,948
110,0,26331,Charl Schwartzel,59.87,570,952
111,0,32334,Charlie Beljan,59.86,519,867
112,0,20691,Greg Owen,59.76,591,989
112,0,28310,Lee Williams,59.76,499,835
114,0,23621,Rory Sabbatini,59.72,682,1142
115,0,30926,Chris Kirk,59.65,742,1244
116,0,12716,Charley Hoffman,59.57,697,1170
116,0,34431,Robert Streb,59.57,588,987
118,0,30110,Kyle Stanley,59.54,593,996
119,0,25345,Carl Pettersson,59.43,665,1119
120,0,22056,Cameron Percy,59.28,546,921
121,0,21099,David Lynn,59.27,572,965
122,0,34021,Bud Cauley,59.16,520,879
123,0,28307,Matt Every,58.94,732,1242
124,0,23108,Matt Kuchar,58.93,716,1215
125,0,26851,Marc Leishman,58.77,633,1077
126,0,30692,Scott Stallings,58.73,649,1105
126,0,25804,Bubba Watson,58.73,602,1025
128,0,26951,Johnson Wagner,58.69,493,840
129,0,34099,Harris English,58.65,776,1323
130,0,32448,James Hahn,58.58,604,1031
131,0,22913,John Rollins,58.56,595,1016
131,0,27770,Camilo Villegas,58.56,612,1045
133,0,06004,Stephen Ames,58.53,398,680
134,0,24399,Scott Gardiner,58.52,481,822
135,0,28259,Sangmoon Bae,58.39,675,1156
135,0,20766,Padraig Harrington,58.39,400,685
137,0,29740,Brad Fritsch,58.06,623,1073
138,0,28089,Jason Day,58.03,647,1115
139,0,25336,Alistair Presnell,58.01,460,793
140,0,28237,Rory McIlroy,57.92,446,770
141,0,10885,Robert Allenby,57.87,452,781
142,0,28475,Jeff Overton,57.83,628,1086
143,0,06522,Ernie Els,57.72,501,868
143,0,33461,Morgan Hoffmann,57.72,516,894
145,0,23320,Ryan Palmer,57.69,634,1099
146,0,31323,Gary Woodland,57.60,724,1257
147,0,33869,Eric Meierdierks,57.50,368,640
148,0,25562,Andres Romero,57.35,472,823
149,0,01810,Phil Mickelson,57.30,624,1089
150,0,20229,Stewart Cink,57.19,565,988
151,0,24494,Erik Compton,56.89,586,1030
152,0,27895,Jonas Blixt,56.54,601,1063
153,0,30750,Tommy Gainey,56.34,662,1175
154,0,22792,Peter Hanson,56.31,339,602
155,0,21731,Freddie Jacobson,56.26,472,839
156,0,20848,Ángel Cabrera,56.19,572,1018
157,0,34360,Patrick Reed,56.13,650,1158
158,0,24140,Sean O'Hair,55.66,433,778
159,0,30852,Ryo Ishikawa,55.48,542,977
160,0,01116,Michael Bradley,55.46,401,723
161,0,27120,Troy Matteson,55.39,509,919
162,0,24358,Robert Garrigus,55.37,500,903
163,0,10423,Mike Weir,55.07,445,808
164,0,33418,Shawn Stefani,54.97,481,875
165,0,26497,Casey Wittenberg,54.61,533,976
166,0,23409,James Driscoll,53.89,540,1002
167,0,23452,Nicolas Colsaerts,53.80,354,658
168,0,28500,Martin Flores,53.67,621,1157
169,0,25818,Scott Piercy,53.57,563,1051
170,0,23497,Tag Ridings,53.38,482,903
171,0,30925,Dustin Johnson,53.36,524,982
172,0,30944,Jason Kokrak,53.17,578,1087
173,0,21961,Charles Howell III,53.11,631,1188
174,0,25274,Steven Bowditch,53.04,480,905
175,0,12782,Tim Herron,52.24,327,626
176,0,25632,Jimmy Walker,52.18,610,1169
177,0,32698,Bobby Gates,51.59,324,628
178,0,29289,S.Y. Noh,51.50,481,934
179,0,22371,Aaron Baddeley,50.71,465,917
180,0,27129,Luke List,45.58,387,849
