RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
87,0,27936,Martin Laird,3.29,24,729,+0.63
89,0,27408,Martin Kaymer,3.31,19,574,+0.37
90,0,26300,Matt Jones,3.32,32,965,+0.56
91,0,35539,Luke Guthrie,3.33,30,901,+0.90
92,0,20593,Greg Chalmers,3.34,32,958,+0.91
92,0,27649,Brandt Snedeker,3.34,27,809,+0.48
94,0,24399,Scott Gardiner,3.35,24,716,+1.00
95,0,24494,Erik Compton,3.37,30,890,+0.53
95,0,08793,Tiger Woods,3.37,20,593,+0.55
97,0,33418,Shawn Stefani,3.38,23,680,+0.43
98,0,27644,Brian Harman,3.42,36,1054,+0.67
99,0,24846,Ricky Barnes,3.44,31,901,+0.48
99,0,34046,Jordan Spieth,3.44,32,930,+0.47
101,0,21731,Freddie Jacobson,3.46,22,636,+0.36
101,0,31202,William McGirt,3.46,34,982,+0.88
103,0,06004,Stephen Ames,3.48,21,604,+0.76
104,0,25900,Lucas Glover,3.49,25,717,+0.52
105,0,12510,Chad Campbell,3.50,35,999,+0.77
106,0,25345,Carl Pettersson,3.51,31,883,+0.94
107,0,06573,Brandt Jobe,3.55,26,733,+0.85
108,0,19846,Brian Gay,3.56,35,983,+0.54
109,0,32334,Charlie Beljan,3.59,27,752,+0.48
110,0,01810,Phil Mickelson,3.60,28,777,+0.82
111,0,22961,David Mathis,3.62,31,857,+0.74
112,0,29518,Brendan Steele,3.66,39,1066,+0.49
113,0,37273,Derek Ernst,3.67,25,681,+0.68
114,0,24781,Hunter Mahan,3.68,35,951,+0.49
115,0,32698,Bobby Gates,3.69,19,515,+1.00
116,0,10423,Mike Weir,3.72,24,645,+1.04
117,0,19970,Robert Karlsson,3.73,19,510,+0.63
118,0,22405,Justin Rose,3.75,24,640,+0.63
119,0,23108,Matt Kuchar,3.76,36,958,+0.42
120,0,06522,Ernie Els,3.77,25,663,+0.36
121,0,23788,D.J. Trahan,3.83,20,522,+0.55
121,0,27770,Camilo Villegas,3.83,34,888,+0.50
123,0,30926,Chris Kirk,3.85,43,1116,+0.65
124,0,24140,Sean O'Hair,3.88,27,696,+0.74
124,0,23623,Bo Van Pelt,3.88,29,748,+0.48
126,0,23621,Rory Sabbatini,3.92,39,994,+0.77
127,0,22056,Cameron Percy,3.94,31,786,+0.71
128,0,30852,Ryo Ishikawa,3.96,30,758,+0.77
129,0,20098,Stuart Appleby,3.97,43,1083,+0.86
129,0,26679,Kevin Stadler,3.97,38,958,+0.55
131,0,25336,Alistair Presnell,3.99,25,627,+0.76
132,0,32150,Michael Thompson,4.11,30,730,+0.50
133,0,34360,Patrick Reed,4.13,42,1017,+0.81
134,0,22792,Peter Hanson,4.15,19,458,+1.00
135,0,22046,Geoff Ogilvy,4.19,24,573,+0.79
136,0,31323,Gary Woodland,4.20,48,1144,+0.88
137,0,27895,Jonas Blixt,4.21,39,926,+0.59
138,0,29740,Brad Fritsch,4.27,40,937,+0.95
139,0,22913,John Rollins,4.30,40,931,+0.65
140,0,26951,Johnson Wagner,4.31,31,720,+0.81
140,0,26497,Casey Wittenberg,4.31,36,836,+0.83
142,0,25804,Bubba Watson,4.37,36,823,+0.39
143,0,20396,Lee Westwood,4.38,31,708,+0.61
144,0,32366,Kevin Chappell,4.42,41,928,+0.54
144,0,30925,Dustin Johnson,4.42,31,701,+0.48
146,0,32448,James Hahn,4.43,41,925,+0.68
147,0,27963,Chris Stroud,4.46,48,1076,+0.73
148,0,29479,Scott Brown,4.47,34,761,+0.62
148,0,26331,Charl Schwartzel,4.47,33,738,+0.33
150,0,10885,Robert Allenby,4.51,32,710,+0.88
151,0,21961,Charles Howell III,4.53,50,1104,+0.58
152,0,23452,Nicolas Colsaerts,4.65,23,495,+0.35
153,0,21209,Sergio Garcia,4.66,30,644,+0.17
154,0,12716,Charley Hoffman,4.68,47,1005,+0.70
155,0,34099,Harris English,4.78,54,1129,+0.59
156,0,20848,Ángel Cabrera,4.87,38,781,+0.45
156,0,23983,Luke Donald,4.87,31,636,+0.58
158,0,25818,Scott Piercy,4.90,42,857,+0.69
159,0,23497,Tag Ridings,4.92,39,793,+0.82
160,0,30944,Jason Kokrak,4.97,49,985,+0.55
161,0,24361,Pat Perez,5.10,45,883,+0.76
162,0,30692,Scott Stallings,5.15,47,912,+0.62
163,0,25562,Andres Romero,5.20,37,712,+0.70
164,0,23320,Ryan Palmer,5.26,50,951,+0.58
165,0,01116,Michael Bradley,5.28,31,587,+0.71
166,0,12782,Tim Herron,5.32,32,601,+0.34
167,0,28089,Jason Day,5.35,45,841,+0.20
167,0,23409,James Driscoll,5.35,46,860,+0.52
167,0,28500,Martin Flores,5.35,56,1046,+0.41
170,0,29289,S.Y. Noh,5.44,46,845,+0.78
171,0,20766,Padraig Harrington,5.59,27,483,+0.44
172,0,20229,Stewart Cink,5.60,43,768,+0.70
173,0,26851,Marc Leishman,5.64,50,887,+0.70
174,0,25632,Jimmy Walker,5.66,58,1025,+0.26
175,0,27120,Troy Matteson,5.86,47,802,+0.47
176,0,24358,Robert Garrigus,5.95,40,672,+0.55
177,0,28237,Rory McIlroy,6.41,36,562,+0.42
178,0,27129,Luke List,7.65,53,693,+0.62
179,0,22371,Aaron Baddeley,7.74,62,801,+0.50
180,0,25274,Steven Bowditch,8.35,66,790,+0.41
