RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,25686,Jason Dufner,1.41,12,852,+0.42
2,0,08075,Jerry Kelly,1.46,13,888,+0.31
3,0,10809,Jim Furyk,1.57,14,889,+0.64
4,0,25444,Justin Hicks,1.64,15,916,+0.80
5,0,21528,Henrik Stenson,1.65,10,607,+0.40
6,0,20645,John Senden,1.66,14,845,+0.57
6,0,06567,Vijay Singh,1.66,11,663,+0.18
8,0,26476,Chez Reavie,1.72,16,932,+0.81
9,0,27214,Kevin Streelman,1.80,17,943,+0.29
10,0,29425,Andrew Svoboda,1.85,9,486,+0.56
11,0,01724,Jeff Maggert,1.88,15,796,+0.87
12,0,22295,Darron Stiles,1.89,11,582,+0.82
13,0,08725,Tom Gillis,1.92,16,832,+0.50
14,0,28679,Fabián Gómez,1.94,15,773,+1.13
15,0,23135,Tim Clark,2.01,12,598,+0.75
15,0,20104,Ken Duke,2.01,21,1043,+0.71
15,0,20443,Jin Park,2.01,12,597,+1.08
18,0,34409,David Lingmerth,2.03,16,787,+0.44
19,0,20572,Rod Pampling,2.05,10,488,+1.10
20,0,28135,Aaron Watkins,2.06,10,486,+0.90
21,0,24507,Jason Bohn,2.08,19,913,+0.58
21,0,27556,Ted Potter Jr.,2.08,16,768,+0.94
23,0,24663,Y.E. Yang,2.11,12,570,+0.58
24,0,31557,Jim Herman,2.13,13,610,+1.38
25,0,32200,Roberto Castro,2.15,25,1163,+0.68
26,0,21878,Mark Wilson,2.16,15,696,+0.13
27,0,06527,Steve Stricker,2.24,11,490,+0.55
28,0,23353,J.J. Henry,2.33,24,1028,+0.50
29,0,24490,George McNeill,2.36,21,889,+0.57
30,0,34174,John Huh,2.38,25,1049,+0.68
31,0,23638,Brendon de Jonge,2.39,32,1339,+0.44
31,0,26596,Ryan Moore,2.39,19,796,+0.68
33,0,23800,Bryce Molder,2.44,24,982,+0.67
34,0,28455,Will Claxton,2.45,19,775,+0.58
35,0,10860,Justin Leonard,2.50,26,1038,+0.96
36,0,26289,Boo Weekley,2.51,29,1154,+0.59
37,0,31560,Brian Stuard,2.52,22,873,+0.77
38,0,25240,D.A. Points,2.55,24,942,+0.54
39,0,22806,Doug LaBelle II,2.58,21,813,+0.67
40,0,25834,Daniel Summerhays,2.60,28,1075,+0.43
41,0,28092,D.H. Lee,2.63,21,800,+0.95
42,0,24024,Zach Johnson,2.67,25,936,+0.24
43,0,21753,Brian Davis,2.69,31,1153,+0.55
44,0,25572,Graeme McDowell,2.70,14,518,+0.14
45,0,23325,Vaughn Taylor,2.71,15,553,+0.60
46,0,34021,Bud Cauley,2.72,21,772,+0.76
47,0,33869,Eric Meierdierks,2.76,14,508,+0.93
48,0,27095,Nick Watney,2.77,28,1011,+0.54
49,0,27436,Graham DeLaet,2.78,31,1116,+0.32
50,0,33141,Keegan Bradley,2.81,28,996,+0.50
50,0,10213,Dicky Pride,2.81,23,819,+0.91
52,0,28310,Lee Williams,2.82,20,708,+0.95
53,0,35139,Richard Lee,2.90,29,999,+0.52
54,0,24924,Bill Haas,2.92,28,960,+0.46
54,0,34261,Scott Langley,2.92,26,890,+0.85
56,0,28780,Nicholas Thompson,2.94,35,1191,+0.69
57,0,20691,Greg Owen,2.96,27,913,+0.93
57,0,24502,Adam Scott,2.96,18,608,+0.28
57,0,34431,Robert Streb,2.96,25,844,+0.80
60,0,22621,Ben Curtis,2.98,19,638,+1.00
61,0,24227,Justin Bolli,2.99,19,636,+1.05
62,0,30110,Kyle Stanley,3.00,25,832,+0.60
63,0,01320,Bob Estes,3.03,26,858,+0.46
64,0,28475,Jeff Overton,3.04,31,1020,+0.42
65,0,34098,Russell Henley,3.06,28,915,+0.57
65,0,27933,John Merrick,3.06,29,948,+0.34
67,0,29221,Webb Simpson,3.08,30,975,+0.60
68,0,28259,Sangmoon Bae,3.11,31,998,+0.45
69,0,30711,Colt Knost,3.12,25,801,+1.28
70,0,24138,Ian Poulter,3.13,17,544,+0.82
71,0,29420,Billy Horschel,3.14,36,1147,+0.64
72,0,23541,Ben Crane,3.15,24,763,+0.25
72,0,33461,Morgan Hoffmann,3.15,23,731,+0.83
72,0,36884,Ben Kohles,3.15,27,856,+0.59
72,0,02206,David Toms,3.15,14,444,+0.79
76,0,24357,K.J. Choi,3.20,28,876,+0.25
76,0,30163,Henrik Norlander,3.20,26,813,+0.65
78,0,21099,David Lynn,3.23,25,775,+0.64
78,0,27330,Josh Teater,3.23,27,835,+0.56
80,0,28307,Matt Every,3.24,36,1110,+0.44
81,0,26758,David Hearn,3.26,33,1013,+0.52
82,0,27503,Steve LeBrun,3.27,24,734,+0.67
83,0,30750,Tommy Gainey,3.28,34,1038,+1.21
83,0,22378,Trevor Immelman,3.28,28,853,+0.50
83,0,33419,Cameron Tringale,3.28,34,1037,+0.62
83,0,20160,Charlie Wi,3.28,30,916,+0.60
87,0,32102,Rickie Fowler,3.29,27,820,+0.48
