RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,28237,Rory McIlroy,-.208
2,0,21961,Charles Howell III,-.122
3,0,08793,Tiger Woods,-.103
4,0,22405,Justin Rose,-.091
5,0,06573,Brandt Jobe,-.071
6,0,34360,Patrick Reed,-.067
7,0,22371,Aaron Baddeley,-.064
8,0,30926,Chris Kirk,-.063
9,0,25804,Bubba Watson,-.056
10,0,27556,Ted Potter Jr.,-.054
11,0,27649,Brandt Snedeker,-.053
12,0,25632,Jimmy Walker,-.050
13,0,25686,Jason Dufner,-.045
14,0,20098,Stuart Appleby,-.038
15,0,21878,Mark Wilson,-.030
16,0,23541,Ben Crane,-.028
17,0,24358,Robert Garrigus,-.026
18,0,21731,Freddie Jacobson,-.024
19,0,06522,Ernie Els,-.023
19,0,31557,Jim Herman,-.023
21,0,12716,Charley Hoffman,-.022
21,0,01810,Phil Mickelson,-.022
23,0,27436,Graham DeLaet,-.021
24,0,26331,Charl Schwartzel,-.019
25,0,21209,Sergio Garcia,-.018
26,0,21528,Henrik Stenson,-.014
26,0,27963,Chris Stroud,-.014
28,0,26679,Kevin Stadler,-.013
29,0,24357,K.J. Choi,-.011
29,0,24502,Adam Scott,-.011
31,0,24361,Pat Perez,-.009
32,0,32200,Roberto Castro,-.008
33,0,23983,Luke Donald,E
33,0,23108,Matt Kuchar,E
33,0,27936,Martin Laird,E
33,0,06527,Steve Stricker,E
33,0,23788,D.J. Trahan,E
38,0,30944,Jason Kokrak,+.006
39,0,29420,Billy Horschel,+.007
40,0,30925,Dustin Johnson,+.008
41,0,20848,Ángel Cabrera,+.009
41,0,20593,Greg Chalmers,+.009
41,0,28089,Jason Day,+.009
44,0,27408,Martin Kaymer,+.012
44,0,23623,Bo Van Pelt,+.012
44,0,31323,Gary Woodland,+.012
47,0,24924,Bill Haas,+.014
47,0,23621,Rory Sabbatini,+.014
49,0,29221,Webb Simpson,+.016
50,0,27129,Luke List,+.025
51,0,22913,John Rollins,+.026
52,0,24138,Ian Poulter,+.027
53,0,28092,D.H. Lee,+.029
53,0,25818,Scott Piercy,+.029
55,0,32366,Kevin Chappell,+.031
56,0,34046,Jordan Spieth,+.032
57,0,30692,Scott Stallings,+.034
57,0,20396,Lee Westwood,+.034
59,0,28259,Sangmoon Bae,+.035
60,0,33141,Keegan Bradley,+.039
60,0,19846,Brian Gay,+.039
62,0,26596,Ryan Moore,+.044
63,0,25562,Andres Romero,+.046
64,0,31560,Brian Stuard,+.047
65,0,23320,Ryan Palmer,+.049
66,0,23409,James Driscoll,+.050
67,0,22056,Cameron Percy,+.051
68,0,32102,Rickie Fowler,+.052
68,0,27214,Kevin Streelman,+.052
70,0,34099,Harris English,+.054
71,0,27933,John Merrick,+.055
71,0,23497,Tag Ridings,+.055
71,0,27095,Nick Watney,+.055
74,0,34021,Bud Cauley,+.056
75,0,08075,Jerry Kelly,+.057
76,0,25572,Graeme McDowell,+.058
77,0,28307,Matt Every,+.059
78,0,22792,Peter Hanson,+.060
79,0,24846,Ricky Barnes,+.061
80,0,34409,David Lingmerth,+.063
81,0,34261,Scott Langley,+.064
81,0,29289,S.Y. Noh,+.064
83,0,33419,Cameron Tringale,+.065
84,0,26851,Marc Leishman,+.066
85,0,34174,John Huh,+.067
86,0,20229,Stewart Cink,+.068
87,0,34098,Russell Henley,+.069
88,0,19970,Robert Karlsson,+.071
88,0,31202,William McGirt,+.071
90,0,21753,Brian Davis,+.073
91,0,25274,Steven Bowditch,+.078
91,0,28500,Martin Flores,+.078
93,0,25240,D.A. Points,+.079
94,0,27644,Brian Harman,+.080
95,0,24781,Hunter Mahan,+.082
96,0,27770,Camilo Villegas,+.083
97,0,23452,Nicolas Colsaerts,+.085
97,0,24494,Erik Compton,+.085
99,0,32698,Bobby Gates,+.086
100,0,30163,Henrik Norlander,+.088
100,0,20645,John Senden,+.088
102,0,26476,Chez Reavie,+.089
103,0,33461,Morgan Hoffmann,+.090
104,0,20766,Padraig Harrington,+.091
105,0,27895,Jonas Blixt,+.092
106,0,28135,Aaron Watkins,+.094
107,0,20104,Ken Duke,+.095
107,0,26300,Matt Jones,+.095
109,0,34431,Robert Streb,+.096
110,0,10213,Dicky Pride,+.097
111,0,24024,Zach Johnson,+.099
111,0,25834,Daniel Summerhays,+.099
113,0,23638,Brendon de Jonge,+.104
114,0,24490,George McNeill,+.105
115,0,28679,Fabián Gómez,+.106
116,0,20160,Charlie Wi,+.108
117,0,23135,Tim Clark,+.109
118,0,30852,Ryo Ishikawa,+.110
119,0,35539,Luke Guthrie,+.111
120,0,12510,Chad Campbell,+.112
