RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
151,0,32139,Danny Willett,-0.213,-11.290,53
152,0,49766,Hank Lebioda,-0.221,-9.300,42
153,0,34431,Robert Streb,-0.229,-14.213,62
154,0,35506,Mackenzie Hughes,-0.230,-16.308,71
155,0,47983,Chad Ramey,-0.239,-21.241,89
156,0,35879,Kelly Kraft,-0.245,-17.913,73
157,0,27554,Scott Harrington,-0.246,-14.013,57
158,0,35461,Beau Hossler,-0.263,-23.132,88
159,0,46442,Maverick McNealy,-0.269,-13.168,49
160,0,39546,Keith Mitchell,-0.288,-21.298,74
161,0,33408,Tyson Alexander,-0.291,-20.365,70
161,0,54421,Garrick Higgo,-0.291,-26.207,90
163,0,57975,Harry Hall,-0.304,-22.484,74
164,0,24024,Zach Johnson,-0.310,-17.370,56
165,0,34466,Peter Malnati,-0.312,-23.740,76
166,0,46435,Austin Cook,-0.319,-17.892,56
167,0,29289,S.Y. Noh,-0.335,-15.400,46
168,0,31560,Brian Stuard,-0.352,-17.580,50
169,0,28252,Seamus Power,-0.354,-22.993,65
170,0,39067,MJ Daffue,-0.374,-27.688,74
171,0,35310,Lanto Griffin,-0.405,-18.229,45
172,0,51349,Nico Echavarria,-0.416,-22.877,55
173,0,48084,Wesley Bryan,-0.423,-13.125,31
174,0,50188,S.H. Kim,-0.435,-42.171,97
175,0,35901,Paul Haley II,-0.441,-30.438,69
176,0,31577,Tano Goya,-0.445,-28.919,65
177,0,34610,Matthias Schwab,-0.446,-36.094,81
178,0,35449,Adam Long,-0.449,-38.613,86
179,0,39058,Lucas Herbert,-0.496,-23.816,48
180,0,52411,Kyle Westmoreland,-0.510,-29.574,58
181,0,24925,Jonathan Byrd,-0.515,-19.069,37
181,0,55789,Taylor Montgomery,-0.515,-43.750,85
183,0,32662,Michael Gligic,-0.534,-27.760,52
184,0,28420,Ryan Brehm,-0.554,-37.142,67
185,0,31557,Jim Herman,-0.579,-35.892,62
186,0,29970,Dylan Frittelli,-0.620,-36.598,59
187,0,35617,Martin Trainer,-0.650,-24.715,38
188,0,51414,Brent Grant,-0.674,-38.411,57
189,0,58967,Trevor Werbylo,-0.757,-43.914,58
190,0,51950,Max McGreevy,-0.790,-50.556,64
191,0,47128,Richy Werenski,-0.802,-57.724,72
192,0,33597,Harry Higgs,-0.844,-49.779,59
193,0,33410,Andrew Landry,-0.911,-57.387,63
