RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,46046,Scottie Scheffler,1.194,88.344,74
2,0,50525,Collin Morikawa,1.012,62.742,62
3,0,48081,Xander Schauffele,0.880,54.539,62
4,0,46970,Jon Rahm,0.878,52.655,60
5,0,29725,Tony Finau,0.789,57.617,73
6,0,31323,Gary Woodland,0.741,54.805,74
7,0,32102,Rickie Fowler,0.740,59.955,81
8,0,28237,Rory McIlroy,0.721,41.834,58
9,0,35532,Tom Hoge,0.706,59.979,85
10,0,55182,Tom Kim,0.655,49.764,76
11,0,46717,Viktor Hovland,0.610,42.684,70
12,0,32839,Hideki Matsuyama,0.609,42.654,70
13,0,39335,Kevin Roy,0.574,30.401,53
14,0,36801,Mark Hubbard,0.572,50.899,89
15,0,25900,Lucas Glover,0.566,45.270,80
16,0,35450,Patrick Cantlay,0.564,34.965,62
17,0,22405,Justin Rose,0.560,30.237,54
18,0,34098,Russell Henley,0.556,40.576,73
19,0,47591,Eric Cole,0.545,59.449,109
20,0,33122,Russell Knox,0.540,45.357,84
21,0,39997,Corey Conners,0.534,40.039,75
22,0,26596,Ryan Moore,0.522,33.433,64
23,0,49960,Sepp Straka,0.509,39.159,77
24,0,37275,Sam Ryder,0.484,42.586,88
25,0,34256,Andrew Putnam,0.476,42.849,90
26,0,39977,Max Homa,0.475,36.603,77
27,0,30911,Tommy Fleetwood,0.462,28.647,62
28,0,33204,Shane Lowry,0.461,25.806,56
29,0,51766,Wyndham Clark,0.436,37.481,86
30,0,34363,Tyrrell Hatton,0.419,27.648,66
31,0,12716,Charley Hoffman,0.408,23.683,58
32,0,46340,Alex Smalley,0.407,37.888,93
33,0,56630,Akshay Bhatia,0.394,22.835,58
34,0,30926,Chris Kirk,0.392,29.829,76
35,0,46414,Aaron Rai,0.384,33.429,87
36,0,25493,Nick Taylor,0.370,27.768,75
37,0,34255,Joseph Bramlett,0.368,25.006,68
38,0,26476,Chez Reavie,0.367,31.158,85
39,0,33448,Justin Thomas,0.362,24.258,67
40,0,47995,Davis Riley,0.361,27.449,76
41,0,52453,Nicolai Hojgaard,0.360,12.227,34
42,0,34563,Chesson Hadley,0.343,26.783,78
43,0,36326,David Lipsky,0.330,26.725,81
44,0,37455,Si Woo Kim,0.321,27.590,86
45,0,28775,Nate Lashley,0.318,26.710,84
45,0,33413,Ben Martin,0.318,25.476,80
47,0,49771,J.T. Poston,0.296,25.419,86
48,0,47347,Adam Schenk,0.293,28.736,98
49,0,48117,Kurt Kitayama,0.285,15.685,55
50,0,40115,Adam Svensson,0.278,28.653,103
51,0,39324,J.J. Spaun,0.268,22.230,83
52,0,27129,Luke List,0.267,22.202,83
53,0,54783,Dylan Wu,0.253,19.962,79
54,0,59018,Ryan Gerard,0.250,12.269,49
55,0,29908,C.T. Pan,0.247,9.628,39
56,0,36871,Matt NeSmith,0.245,20.565,84
57,0,33141,Keegan Bradley,0.237,15.854,67
58,0,27963,Chris Stroud,0.229,9.386,41
59,0,39975,Michael Kim,0.224,15.474,69
60,0,23320,Ryan Palmer,0.223,14.497,65
61,0,47988,Nick Hardy,0.221,19.683,89
62,0,31646,Emiliano Grillo,0.213,18.716,88
62,0,36799,Stephan Jaeger,0.213,22.805,107
64,0,33399,Adam Hadwin,0.210,17.010,81
65,0,51890,Greyson Sigg,0.207,18.383,89
66,0,45242,Kevin Yu,0.204,9.771,48
67,0,30927,Brendon Todd,0.200,17.159,86
68,0,54628,Lee Hodges,0.180,16.004,89
69,0,51634,Sahith Theegala,0.175,15.076,86
70,0,52375,Doug Ghim,0.174,12.864,74
71,0,34046,Jordan Spieth,0.173,10.749,62
72,0,48887,Matt Wallace,0.172,11.544,67
73,0,48699,Callum Tarren,0.168,13.753,82
74,0,27349,Alex Noren,0.162,11.845,73
75,0,45157,Cam Davis,0.160,12.818,80
76,0,56762,Will Gordon,0.154,13.691,89
77,0,45522,Christiaan Bezuidenhout,0.151,11.894,79
78,0,27214,Kevin Streelman,0.142,12.050,85
79,0,34099,Harris English,0.138,11.289,82
80,0,46441,Robby Shelton,0.125,10.356,83
81,0,32366,Kevin Chappell,0.121,4.371,36
82,0,32816,Satoshi Kodaira,0.115,4.925,43
83,0,34076,Joel Dahmen,0.114,8.291,73
84,0,52374,Brandon Wu,0.113,9.578,85
85,0,47993,Denny McCarthy,0.102,8.945,88
86,0,25686,Jason Dufner,0.101,6.941,69
87,0,39971,Sungjae Im,0.095,8.063,85
88,0,40058,Zac Blair,0.093,5.835,63
89,0,54591,Ben Griffin,0.086,7.743,90
90,0,51070,Vincent Norrman,0.084,5.429,65
91,0,40162,Justin Lower,0.073,5.838,80
92,0,57366,Cameron Young,0.072,4.845,67
93,0,52513,Carson Young,0.066,4.964,75
94,0,32791,K.H. Lee,0.063,5.162,82
95,0,40006,Erik van Rooyen,0.056,3.136,56
96,0,58696,Peter Kuest,0.052,2.031,39
97,0,29221,Webb Simpson,0.051,2.682,53
98,0,33948,Byeong Hun An,0.048,4.272,89
99,0,51997,Andrew Novak,0.037,2.549,68
100,0,23108,Matt Kuchar,0.035,2.748,79
101,0,46601,Trey Mullinax,0.032,2.167,67
102,0,57362,Austin Eckroat,0.015,1.051,72
103,0,40250,Taylor Pendrith,0.014,1.147,80
104,0,27974,Sung Kang,0.013,0.412,31
105,0,27644,Brian Harman,0.008,0.625,79
106,0,30163,Henrik Norlander,-0.004,-0.244,68
107,0,52955,Ludvig Åberg,-0.006,-0.265,45
108,0,48867,Matti Schmid,-0.016,-0.815,52
109,0,25818,Scott Piercy,-0.017,-1.212,70
110,0,28089,Jason Day,-0.020,-1.277,64
111,0,32757,Patton Kizzire,-0.029,-2.442,83
112,0,49947,Taylor Moore,-0.039,-3.193,81
113,0,27936,Martin Laird,-0.042,-2.827,68
114,0,19803,Ryan Armour,-0.043,-2.899,67
115,0,55893,Sam Stevens,-0.049,-4.035,83
116,0,40098,Matt Fitzpatrick,-0.053,-3.327,63
117,0,22371,Aaron Baddeley,-0.055,-3.273,59
118,0,33653,Thomas Detry,-0.056,-3.739,67
118,0,31202,William McGirt,-0.056,-2.081,37
120,0,39954,Cody Gribble,-0.059,-2.972,50
120,0,36699,Patrick Rodgers,-0.059,-4.935,84
122,0,52372,Cameron Champ,-0.061,-3.579,59
122,0,34409,David Lingmerth,-0.061,-3.605,59
124,0,50095,Austin Smotherman,-0.063,-5.130,81
125,0,50493,Justin Suh,-0.068,-6.591,97
126,0,32640,Troy Merritt,-0.075,-5.274,70
127,0,48119,Ben Taylor,-0.085,-7.265,85
128,0,22056,Cameron Percy,-0.091,-4.073,45
129,0,47504,Sam Burns,-0.100,-7.291,73
130,0,55708,Hayden Buckley,-0.104,-6.771,65
131,0,20229,Stewart Cink,-0.108,-7.140,66
132,0,25632,Jimmy Walker,-0.120,-9.141,76
133,0,29420,Billy Horschel,-0.122,-6.451,53
134,0,45609,Tyler Duncan,-0.125,-9.854,79
135,0,49298,Kramer Hickok,-0.132,-10.272,78
136,0,53165,Doc Redman,-0.134,-8.995,67
137,0,29535,Brice Garnett,-0.137,-8.621,63
138,0,30692,Scott Stallings,-0.138,-9.229,67
139,0,37338,Zecheng Dou,-0.142,-10.815,76
140,0,32333,Kevin Tway,-0.150,-12.004,80
141,0,32448,James Hahn,-0.159,-10.956,69
142,0,55454,Carl Yuan,-0.164,-11.282,69
143,0,24502,Adam Scott,-0.169,-8.799,52
144,0,49453,Trevor Cone,-0.179,-11.290,63
145,0,47079,Harrison Endycott,-0.184,-12.538,68
146,0,27095,Nick Watney,-0.191,-10.505,55
147,0,24140,Sean O'Hair,-0.193,-5.971,31
148,0,36724,Augusto Núñez,-0.196,-11.375,58
149,0,58168,Davis Thompson,-0.198,-17.262,87
150,0,51491,Brandon Matthews,-0.209,-8.761,42
