RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
95,0,25396,Kevin Na,70.88,1134,16
95,0,24663,Y.E. Yang,70.88,1205,17
97,0,23541,Ben Crane,70.89,1347,19
97,0,27936,Martin Laird,70.89,638,9
97,0,23320,Ryan Palmer,70.89,1276,18
100,0,35541,John Peterson,70.91,780,11
101,0,35300,Andrew Loupe,70.92,922,13
102,0,32640,Troy Merritt,70.93,1064,15
103,0,22913,John Rollins,70.94,1135,16
104,0,27644,Brian Harman,70.95,1490,21
104,0,29222,Billy Hurley III,70.95,1419,20
106,0,27895,Jonas Blixt,71.00,923,13
106,0,24925,Jonathan Byrd,71.00,1207,17
106,0,20157,Retief Goosen,71.00,1065,15
106,0,24924,Bill Haas,71.00,1065,15
106,0,29926,Danny Lee,71.00,1136,16
106,0,01810,Phil Mickelson,71.00,1207,17
106,0,26289,Boo Weekley,71.00,923,13
113,0,20098,Stuart Appleby,71.05,1492,21
113,0,35539,Luke Guthrie,71.05,1492,21
115,0,23638,Brendon de Jonge,71.06,1279,18
115,0,24140,Sean O'Hair,71.06,1279,18
117,0,23621,Rory Sabbatini,71.07,1066,15
118,0,32448,James Hahn,71.09,1635,23
119,0,21528,Henrik Stenson,71.10,711,10
120,0,34409,David Lingmerth,71.13,1138,16
121,0,27214,Kevin Streelman,71.17,854,12
121,0,32333,Kevin Tway,71.17,854,12
123,0,22371,Aaron Baddeley,71.18,783,11
123,0,24507,Jason Bohn,71.18,1210,17
123,0,35732,Wes Roach,71.18,783,11
126,0,28500,Martin Flores,71.19,1139,16
126,0,25345,Carl Pettersson,71.19,1139,16
128,0,25274,Steven Bowditch,71.20,1068,15
129,0,37273,Derek Ernst,71.21,997,14
129,0,20396,Lee Westwood,71.21,997,14
131,0,26851,Marc Leishman,71.22,641,9
132,0,29479,Scott Brown,71.23,926,13
133,0,28780,Nicholas Thompson,71.24,1496,21
134,0,25686,Jason Dufner,71.25,855,12
135,0,06522,Ernie Els,71.29,998,14
136,0,30750,Tommy Gainey,71.31,1141,16
137,0,10860,Justin Leonard,71.35,1427,20
138,0,30926,Chris Kirk,71.36,999,14
139,0,27330,Josh Teater,71.39,1285,18
140,0,28307,Matt Every,71.40,714,10
141,0,27141,J.B. Holmes,71.41,1214,17
142,0,01706,Davis Love III,71.44,1286,18
142,0,29289,S.Y. Noh,71.44,1143,16
144,0,29461,Jamie Lovemark,71.47,1215,17
144,0,25240,D.A. Points,71.47,1072,15
146,0,26951,Johnson Wagner,71.53,1216,17
147,0,30110,Kyle Stanley,71.56,1288,18
148,0,22046,Geoff Ogilvy,71.58,859,12
149,0,19846,Brian Gay,71.65,1433,20
150,0,28259,Sangmoon Bae,71.70,717,10
151,0,23135,Tim Clark,71.75,861,12
152,0,34098,Russell Henley,71.76,1220,17
153,0,20848,Ángel Cabrera,71.78,1292,18
153,0,22378,Trevor Immelman,71.78,1292,18
153,0,35139,Richard Lee,71.78,1292,18
156,0,34174,John Huh,71.85,934,13
157,0,27064,Jhonattan Vegas,71.86,1006,14
158,0,30692,Scott Stallings,71.87,1078,15
159,0,25562,Andres Romero,71.95,1367,19
160,0,20498,Briny Baird,72.00,864,12
160,0,26956,Bronson La'Cassie,72.00,576,8
162,0,21878,Mark Wilson,72.06,1225,17
163,0,25900,Lucas Glover,72.07,1081,15
164,0,31557,Jim Herman,72.08,865,12
165,0,28092,D.H. Lee,72.11,649,9
166,0,29478,Kevin Kisner,72.13,1154,16
167,0,32200,Roberto Castro,72.21,1011,14
168,0,27933,John Merrick,72.24,1517,21
169,0,20160,Charlie Wi,72.33,1302,18
170,0,27120,Troy Matteson,72.38,941,13
171,0,10423,Mike Weir,72.47,1232,17
172,0,01724,Jeff Maggert,72.53,1088,15
173,0,34563,Chesson Hadley,72.58,871,12
174,0,26329,Louis Oosthuizen,72.60,363,5
175,0,23800,Bryce Molder,72.63,1380,19
176,0,07867,Woody Austin,72.64,799,11
177,0,31193,Jim Renner,72.77,946,13
