RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
91,0,29479,Scott Brown,70.85,2763,39
92,0,34046,Jordan Spieth,70.86,992,14
93,0,28132,Tyrone Van Aswegen,70.88,1772,25
94,0,10885,Robert Allenby,70.89,1914,27
95,0,20848,Ángel Cabrera,70.90,1418,20
95,0,32102,Rickie Fowler,70.90,1489,21
95,0,27141,J.B. Holmes,70.90,1418,20
98,0,10809,Jim Furyk,70.92,851,12
98,0,26679,Kevin Stadler,70.92,2695,38
100,0,06522,Ernie Els,70.93,1986,28
100,0,26300,Matt Jones,70.93,2057,29
100,0,28486,Michael Putnam,70.93,2057,29
100,0,23623,Bo Van Pelt,70.93,2057,29
104,0,33413,Ben Martin,70.95,1561,22
105,0,24781,Hunter Mahan,70.96,1987,28
106,0,27436,Graham DeLaet,71.00,1633,23
106,0,27556,Ted Potter Jr.,71.00,1633,23
108,0,27330,Josh Teater,71.03,2060,29
109,0,19846,Brian Gay,71.04,1989,28
110,0,34174,John Huh,71.06,2487,35
110,0,25345,Carl Pettersson,71.06,2203,31
110,0,26951,Johnson Wagner,71.06,1208,17
113,0,29461,Jamie Lovemark,71.07,1066,15
113,0,24140,Sean O'Hair,71.07,1990,28
115,0,20593,Greg Chalmers,71.09,1564,22
115,0,29420,Billy Horschel,71.09,2346,33
117,0,22378,Trevor Immelman,71.12,2347,33
118,0,32334,Charlie Beljan,71.13,1138,16
119,0,25720,Chad Collins,71.14,1494,21
120,0,23638,Brendon de Jonge,71.17,2989,42
120,0,24024,Zach Johnson,71.17,1637,23
122,0,12510,Chad Campbell,71.18,783,11
122,0,23983,Luke Donald,71.18,1566,22
124,0,23135,Tim Clark,71.19,1851,26
124,0,27936,Martin Laird,71.19,1851,26
126,0,23621,Rory Sabbatini,71.23,1852,26
127,0,25444,Justin Hicks,71.28,3065,43
128,0,28089,Jason Day,71.29,499,7
128,0,33461,Morgan Hoffmann,71.29,1711,24
128,0,26329,Louis Oosthuizen,71.29,1212,17
131,0,21753,Brian Davis,71.31,2496,35
132,0,35139,Richard Lee,71.32,1569,22
133,0,24507,Jason Bohn,71.35,1641,23
134,0,35732,Wes Roach,71.38,1713,24
135,0,27933,John Merrick,71.40,2142,30
136,0,21878,Mark Wilson,71.42,1357,19
137,0,33418,Shawn Stefani,71.44,1786,25
138,0,27466,Spencer Levin,71.45,1429,20
139,0,01724,Jeff Maggert,71.46,929,13
140,0,30750,Tommy Gainey,71.47,1215,17
141,0,34098,Russell Henley,71.49,2502,35
142,0,34431,Robert Streb,71.50,1287,18
142,0,20396,Lee Westwood,71.50,1287,18
144,0,07867,Woody Austin,71.55,1574,22
145,0,23409,James Driscoll,71.57,1646,23
146,0,34409,David Lingmerth,71.58,1861,26
147,0,26956,Bronson La'Cassie,71.65,1218,17
147,0,27095,Nick Watney,71.65,1863,26
149,0,22913,John Rollins,71.66,2078,29
150,0,35541,John Peterson,71.67,1290,18
151,0,27963,Chris Stroud,71.70,1936,27
152,0,34265,Will Wilcox,71.71,1004,14
153,0,27895,Jonas Blixt,71.73,1578,22
154,0,22046,Geoff Ogilvy,71.74,2224,31
155,0,24138,Ian Poulter,71.80,1436,20
156,0,30692,Scott Stallings,71.85,1940,27
157,0,21731,Freddie Jacobson,71.90,2085,29
158,0,32448,James Hahn,71.94,1295,18
159,0,20498,Briny Baird,72.00,1368,19
159,0,25191,Gonzalo Fernandez-Castaño,72.00,2088,29
159,0,24663,Y.E. Yang,72.00,1944,27
162,0,01706,Davis Love III,72.04,1801,25
163,0,28780,Nicholas Thompson,72.05,1585,22
164,0,25686,Jason Dufner,72.07,1081,15
164,0,10423,Mike Weir,72.07,1081,15
166,0,31557,Jim Herman,72.11,1370,19
167,0,27408,Martin Kaymer,72.18,1227,17
168,0,25900,Lucas Glover,72.21,1372,19
169,0,37273,Derek Ernst,72.26,1951,27
170,0,28092,D.H. Lee,72.30,1446,20
170,0,30110,Kyle Stanley,72.30,2169,30
172,0,32200,Roberto Castro,72.32,1808,25
173,0,27120,Troy Matteson,72.33,1302,18
174,0,32333,Kevin Tway,72.63,1380,19
175,0,25240,D.A. Points,72.73,1891,26
176,0,26289,Boo Weekley,72.74,2255,31
177,0,31193,Jim Renner,73.00,1168,16
