RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,37455,Si Woo Kim,395,716,55.2
2,0,27644,Brian Harman,353,693,50.9
3,0,34262,Jon Curran,333,641,52.0
4,0,39975,Michael Kim,323,629,51.4
5,0,28132,Tyrone Van Aswegen,317,632,50.2
6,0,34360,Patrick Reed,315,590,53.4
7,0,29476,Kyle Reifers,314,651,48.2
8,0,31416,Derek Fathauer,310,579,53.5
8,0,27466,Spencer Levin,310,568,54.6
10,0,30926,Chris Kirk,309,555,55.7
11,0,40058,Zac Blair,306,592,51.7
12,0,33399,Adam Hadwin,305,651,46.9
13,0,24846,Ricky Barnes,304,592,51.4
14,0,31202,William McGirt,303,618,49.0
15,0,29461,Jamie Lovemark,299,602,49.7
16,0,22371,Aaron Baddeley,298,582,51.2
16,0,36801,Mark Hubbard,298,608,49.0
16,0,24140,Sean O'Hair,298,605,49.3
19,0,27649,Brandt Snedeker,293,561,52.2
20,0,12510,Chad Campbell,291,542,53.7
21,0,32200,Roberto Castro,290,577,50.3
21,0,25834,Daniel Summerhays,290,586,49.5
21,0,31323,Gary Woodland,290,518,56.0
24,0,23108,Matt Kuchar,288,570,50.5
24,0,34264,Hudson Swafford,288,627,45.9
26,0,34174,John Huh,286,536,53.4
27,0,20098,Stuart Appleby,285,521,54.7
27,0,21961,Charles Howell III,285,542,52.6
29,0,34466,Peter Malnati,284,560,50.7
30,0,23320,Ryan Palmer,282,558,50.5
31,0,26476,Chez Reavie,281,535,52.5
32,0,26758,David Hearn,280,569,49.2
33,0,27974,Sung Kang,278,528,52.7
33,0,23800,Bryce Molder,278,525,53.0
33,0,37189,Harold Varner III,278,537,51.8
36,0,32366,Kevin Chappell,277,531,52.2
36,0,27129,Luke List,277,480,57.7
38,0,30711,Colt Knost,275,515,53.4
39,0,29725,Tony Finau,274,535,51.2
39,0,25632,Jimmy Walker,274,533,51.4
41,0,30110,Kyle Stanley,273,535,51.0
41,0,33418,Shawn Stefani,273,509,53.6
43,0,34099,Harris English,272,538,50.6
43,0,25892,Steve Wheatcroft,272,522,52.1
45,0,27895,Jonas Blixt,271,530,51.1
46,0,31557,Jim Herman,269,483,55.7
47,0,32757,Patton Kizzire,267,531,50.3
48,0,27936,Martin Laird,266,485,54.8
49,0,28679,Fabián Gómez,264,539,49.0
49,0,33413,Ben Martin,264,555,47.6
51,0,24024,Zach Johnson,262,542,48.3
52,0,23325,Vaughn Taylor,260,464,56.0
53,0,21731,Freddie Jacobson,259,528,49.1
54,0,20645,John Senden,257,524,49.0
54,0,27770,Camilo Villegas,257,511,50.3
56,0,27747,Hiroshi Iwata,255,502,50.8
56,0,26951,Johnson Wagner,255,509,50.1
58,0,29478,Kevin Kisner,254,539,47.1
59,0,29926,Danny Lee,253,504,50.2
59,0,35300,Andrew Loupe,253,498,50.8
59,0,26289,Boo Weekley,253,484,52.3
62,0,32448,James Hahn,252,465,54.2
62,0,29289,S.Y. Noh,252,500,50.4
64,0,25493,Nick Taylor,251,460,54.6
65,0,33448,Justin Thomas,250,510,49.0
65,0,27064,Jhonattan Vegas,250,545,45.9
67,0,24357,K.J. Choi,249,489,50.9
68,0,29485,Brett Stegmaier,248,499,49.7
69,0,30944,Jason Kokrak,246,474,51.9
70,0,26596,Ryan Moore,245,482,50.8
71,0,29479,Scott Brown,244,489,49.9
71,0,25686,Jason Dufner,244,517,47.2
71,0,12716,Charley Hoffman,244,509,47.9
71,0,06567,Vijay Singh,244,466,52.4
75,0,34046,Jordan Spieth,243,462,52.6
76,0,40026,Daniel Berger,239,489,48.9
76,0,23541,Ben Crane,239,483,49.5
76,0,29222,Billy Hurley III,239,457,52.3
76,0,46440,Smylie Kaufman,239,501,47.7
80,0,30925,Dustin Johnson,238,486,49.0
80,0,30692,Scott Stallings,238,436,54.6
82,0,24912,Will MacKenzie,237,444,53.4
82,0,33419,Cameron Tringale,237,502,47.2
84,0,32640,Troy Merritt,236,478,49.4
84,0,01810,Phil Mickelson,236,466,50.6
84,0,30927,Brendon Todd,236,437,54.0
87,0,34563,Chesson Hadley,235,461,51.0
87,0,35532,Tom Hoge,235,468,50.2
89,0,36699,Patrick Rodgers,234,459,51.0
89,0,27963,Chris Stroud,234,486,48.1
91,0,25720,Chad Collins,233,462,50.4
91,0,26300,Matt Jones,233,428,54.4
91,0,33122,Russell Knox,233,453,51.4
91,0,31560,Brian Stuard,233,437,53.3
95,0,29268,Bronson Burgoon,232,439,52.8
95,0,32102,Rickie Fowler,232,433,53.6
97,0,35545,Blayne Barber,230,500,46.0
97,0,34409,David Lingmerth,230,438,52.5
97,0,25818,Scott Piercy,230,428,53.7
100,0,23983,Luke Donald,228,417,54.7
100,0,26851,Marc Leishman,228,464,49.1
102,0,31646,Emiliano Grillo,227,486,46.7
102,0,37454,Whee Kim,227,439,51.7
104,0,25396,Kevin Na,226,488,46.3
105,0,25900,Lucas Glover,224,437,51.3
105,0,27141,J.B. Holmes,224,446,50.2
105,0,34265,Will Wilcox,224,411,54.5
108,0,34431,Robert Streb,223,419,53.2
109,0,33141,Keegan Bradley,221,405,54.6
109,0,33461,Morgan Hoffmann,221,439,50.3
109,0,25198,Francesco Molinari,221,390,56.7
109,0,20691,Greg Owen,221,425,52.0
113,0,32839,Hideki Matsuyama,219,427,51.3
114,0,22892,Jason Gore,218,419,52.0
115,0,24507,Jason Bohn,216,419,51.6
116,0,24924,Bill Haas,214,416,51.4
116,0,28475,Jeff Overton,214,411,52.1
116,0,27214,Kevin Streelman,214,414,51.7
119,0,34098,Russell Henley,213,467,45.6
120,0,29745,Tyler Aldridge,212,450,47.1
120,0,08075,Jerry Kelly,212,402,52.7
122,0,29720,Andres Gonzales,211,430,49.1
123,0,23638,Brendon de Jonge,210,436,48.2
