RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
1,0,20472,Alex Cejka,84' 6",Canadian Open,3,18 - Par 5
2,0,20157,Retief Goosen,80' 9",Honda Classic,4,12 - Par 4
3,0,30927,Brendon Todd,80' 7",Northern Trust,1,12 - Par 4
4,0,28237,Rory McIlroy,79' 9",Wells Fargo,3,17 - Par 3
5,0,32102,Rickie Fowler,79' 0",Shriners Hosp.,2,13 - Par 5
6,0,29518,Brendan Steele,77' 0",Northern Trust,3,5 - Par 4 -
7,0,24024,Zach Johnson,76' 5",Deutsche Bank,4,15 - Par 4
8,0,28089,Jason Day,75' 0",Hyundai T of C,4,5 - Par 5 -
9,0,32757,Patton Kizzire,73' 8",Honda Classic,4,11 - Par 4
10,0,26668,Marc Turnesa,73' 6",Texas Open,2,10 - Par 4
11,0,32876,Martin Piller,69' 6",Barbasol Champ,2,13 - Par 5
12,0,46970,Jon Rahm,68' 9",Canadian Open,3,16 - Par 5
13,0,30925,Dustin Johnson,68' 7",Shell Houston,2,9 - Par 3 -
14,0,33122,Russell Knox,67' 1",Hyundai T of C,4,1 - Par 4 -
15,0,32150,Michael Thompson,66' 6",St. Jude,2,13 - Par 4
16,0,50527,Jared du Toit,66' 5",Canadian Open,2,6 - Par 4 -
17,0,27214,Kevin Streelman,65' 11",Texas Open,3,13 - Par 3
18,0,24138,Ian Poulter,65' 4",THE PLAYERS,1,13 - Par 3
19,0,27770,Camilo Villegas,65' 1",the Memorial,2,15 - Par 5
20,0,29485,Brett Stegmaier,64' 11",Valspar Champ,3,7 - Par 4 -
21,0,30163,Henrik Norlander,64' 10",Wyndham Champ,1,7 - Par 3 -
22,0,27436,Graham DeLaet,64' 8",Canadian Open,1,2 - Par 5 -
23,0,31557,Jim Herman,64' 7",Farmers Ins.,2,18 - Par 5
24,0,26331,Charl Schwartzel,64' 3",Valspar Champ,4,13 - Par 3
25,0,21961,Charles Howell III,64' 3",Quicken Loans,3,7 - Par 3 -
26,0,26881,Jarrod Lyle,64' 3",Barbasol Champ,2,3 - Par 4 -
27,0,40058,Zac Blair,64' 2",Phoenix Open,2,11 - Par 4
28,0,35451,Scott Pinckney,64' 1",Byron Nelson,2,18 - Par 4
29,0,34261,Scott Langley,63' 11",Frys.com Open,1,7 - Par 3 -
30,0,25818,Scott Piercy,63' 11",WGC-Cadillac,3,2 - Par 4 -
31,0,28114,Dawie van der Walt,63' 11",Shell Houston,2,6 - Par 4 -
32,0,35532,Tom Hoge,63' 2",Travelers Champ,1,9 - Par 4 -
33,0,27064,Jhonattan Vegas,62' 6",Barbasol Champ,4,5 - Par 5 -
34,0,27974,Sung Kang,62' 4",Shell Houston,4,10 - Par 4
35,0,10809,Jim Furyk,62' 2",Wyndham Champ,3,15 - Par 5
36,0,21878,Mark Wilson,61' 11",Northern Trust,3,14 - Par 3
37,0,28258,K.T. Kim,61' 10",WGC-Cadillac,4,15 - Par 3
38,0,10213,Dicky Pride,61' 10",Barbasol Champ,3,18 - Par 4
39,0,06527,Steve Stricker,61' 6",Valspar Champ,2,4 - Par 3 -
40,0,25632,Jimmy Walker,61' 5",Farmers Ins.,3,5 - Par 4 -
41,0,34099,Harris English,61' 4",Shell Houston,2,14 - Par 3
