RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,47959,Bryson DeChambeau,60,BMW Champ/Caves,2
1,0,32448,James Hahn,60,Barbasol/Keene,3
1,0,35891,Cameron Smith,60,NORTHERN TRUST/,3
4,0,35450,Patrick Cantlay,61,The Amex/PGA WE,4
4,0,34076,Joel Dahmen,61,The RSM Classic,2
4,0,26300,Matt Jones,61,Honda/PGA Natio,1
4,0,25396,Kevin Na,61,Sony Open/Waial,3
4,0,34046,Jordan Spieth,61,Phoenix Open/TP,3
4,0,29518,Brendan Steele,61,Sony Open/Waial,3
4,0,47128,Richy Werenski,61,ZOZO/Sherwood C,2
4,0,56278,Matthew Wolff,61,Shriners/TPC Su,3
12,0,45526,Abraham Ancer,62,WGC-FedEx/TPC S,2
12,0,47504,Sam Burns,62,Byron Nelson/TP,2
12,0,39997,Corey Conners,62,NORTHERN TRUST/,3
12,0,28089,Jason Day,62,Travelers/TPC R,2
12,0,45609,Tyler Duncan,62,Wyndham/Sedgefi,2
12,0,34099,Harris English,62,WGC-FedEx/TPC S,1
12,0,34563,Chesson Hadley,62,Wyndham/Sedgefi,4
12,0,33399,Adam Hadwin,62,Shriners/TPC Su,3
12,0,46550,Brandon Hagy,62,Honda/PGA Natio,2
12,0,34098,Russell Henley,62,Wyndham/Sedgefi,1
12,0,33597,Harry Higgs,62,Safeway Open/Si,2
12,0,12716,Charley Hoffman,62,Charles Schwab/,2
12,0,30944,Jason Kokrak,62,Sony Open/Waial,1
12,0,33204,Shane Lowry,62,NORTHERN TRUST/,3
12,0,34466,Peter Malnati,62,Sony Open/Waial,1
12,0,39546,Keith Mitchell,62,Sony Open/Waial,2
12,0,45486,Joaquin Niemann,62,Sony Open/Waial,1
12,0,53165,Doc Redman,62,Safeway Open/Si,4
12,0,48081,Xander Schauffele,62,NORTHERN TRUST/,2
12,0,25493,Nick Taylor,62,Sony Open/Waial,2
12,0,33448,Justin Thomas,62,Mayakoba/El Cam,3
12,0,33419,Cameron Tringale,62,The RSM Classic,4
12,0,40006,Erik van Rooyen,62,NORTHERN TRUST/,3
35,0,29479,Scott Brown,63,John Deere/TPC,3
35,0,29268,Bronson Burgoon,63,The RSM Classic,2
35,0,20229,Stewart Cink,63,RBC Heritage/Ha,2
