RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,46970,Jon Rahm,69.300,5316,20.067,77
2,0,30925,Dustin Johnson,69.619,5011,1.597,72
3,0,26329,Louis Oosthuizen,69.714,5159,- .200,74
4,0,47959,Bryson DeChambeau,69.728,5566,12.233,80
5,0,35450,Patrick Cantlay,69.736,5413,26.413,78
6,0,33448,Justin Thomas,69.773,5841,19.955,84
7,0,48081,Xander Schauffele,69.859,5298,11.284,76
8,0,40026,Daniel Berger,69.862,5817,51.375,84
9,0,46717,Viktor Hovland,69.888,5794,6.706,83
10,0,29221,Webb Simpson,69.901,5120,52.700,74
11,0,36689,Brooks Koepka,69.938,4601,14.899,66
12,0,45526,Abraham Ancer,69.939,6814,39.986,98
13,0,35891,Cameron Smith,69.969,5698,39.453,82
14,0,29725,Tony Finau,69.972,6285,12.436,90
15,0,34360,Patrick Reed,70.039,5467,- 3.960,78
16,0,28237,Rory McIlroy,70.043,5190,- 6.787,74
17,0,45486,Joaquin Niemann,70.045,7106,38.638,102
18,0,47483,Will Zalatoris,70.065,6083,12.642,87
19,0,39997,Corey Conners,70.067,7267,20.015,104
20,0,50525,Collin Morikawa,70.109,5436,32.515,78
21,0,33419,Cameron Tringale,70.110,6421,29.111,92
22,0,34099,Harris English,70.115,6405,45.609,92
23,0,34098,Russell Henley,70.117,5848,41.807,84
24,0,34046,Jordan Spieth,70.118,6155,15.426,88
25,0,27644,Brian Harman,70.158,6977,38.755,100
26,0,25364,Paul Casey,70.176,5047,5.679,72
27,0,47504,Sam Burns,70.184,5847,48.446,84
28,0,24138,Ian Poulter,70.221,5073,- 17.123,72
29,0,34363,Tyrrell Hatton,70.249,3940,- 6.043,56
30,0,39971,Sungjae Im,70.281,8518,56.338,122
31,0,33204,Shane Lowry,70.318,5364,- 19.843,76
32,0,12716,Charley Hoffman,70.326,6929,33.240,99
32,0,46046,Scottie Scheffler,70.326,6841,50.917,98
34,0,31646,Emiliano Grillo,70.338,6699,53.427,96
35,0,27214,Kevin Streelman,70.341,6727,25.739,96
36,0,30944,Jason Kokrak,70.370,6159,33.581,88
37,0,24024,Zach Johnson,70.401,5908,5.667,84
38,0,21209,Sergio Garcia,70.423,5169,42.332,74
39,0,30926,Chris Kirk,70.444,6017,41.176,86
40,0,24502,Adam Scott,70.447,5087,- 14.837,72
41,0,46402,Talor Gooch,70.457,6309,32.152,90
42,0,27064,Jhonattan Vegas,70.486,6172,30.741,88
43,0,33141,Keegan Bradley,70.489,6037,25.084,86
44,0,28252,Seamus Power,70.495,4043,45.695,58
45,0,40098,Matt Fitzpatrick,70.512,4662,- 8.207,66
46,0,25396,Kevin Na,70.522,6078,57.372,87
47,0,32757,Patton Kizzire,70.541,7116,79.223,102
48,0,32839,Hideki Matsuyama,70.563,6524,38.335,93
49,0,52375,Doug Ghim,70.570,6018,50.980,86
50,0,20229,Stewart Cink,70.576,6309,42.806,90
51,0,37189,Harold Varner III,70.592,6327,26.278,90
52,0,48887,Matt Wallace,70.594,3781,- 39.506,53
53,0,49766,Hank Lebioda,70.642,5045,41.219,72
54,0,26300,Matt Jones,70.665,7184,23.859,102
55,0,49964,Aaron Wise,70.671,5613,40.648,80
56,0,40006,Erik van Rooyen,70.674,5155,4.202,73
57,0,22405,Justin Rose,70.678,3820,- 3.374,54
58,0,24361,Pat Perez,70.710,6745,43.159,96
59,0,29974,Branden Grace,70.741,5722,8.008,81
60,0,39977,Max Homa,70.745,6072,12.111,86
61,0,46442,Maverick McNealy,70.764,5477,42.629,78
62,0,45157,Cam Davis,70.779,6606,47.242,94
63,0,27349,Alex Noren,70.780,5790,13.946,82
64,0,35310,Lanto Griffin,70.788,6362,8.895,90
65,0,49960,Sepp Straka,70.792,6747,49.061,96
66,0,28089,Jason Day,70.815,4596,7.006,65
67,0,21961,Charles Howell III,70.819,4927,30.303,70
68,0,29535,Brice Garnett,70.820,6450,65.465,92
69,0,30927,Brendon Todd,70.842,6066,26.395,86
70,0,25900,Lucas Glover,70.861,6778,24.664,96
71,0,33486,Roger Sloan,70.866,5759,51.991,82
72,0,25804,Bubba Watson,70.871,4896,- 5.899,69
73,0,37455,Si Woo Kim,70.872,6613,48.934,94
74,0,32448,James Hahn,70.897,4906,56.766,70
75,0,33667,Carlos Ortiz,70.911,6460,63.852,92
76,0,23320,Ryan Palmer,70.920,5194,54.084,74
77,0,19803,Ryan Armour,70.922,5481,50.937,78
77,0,29908,C.T. Pan,70.922,5652,21.734,80
79,0,33122,Russell Knox,70.923,6478,46.905,92
80,0,31560,Brian Stuard,70.924,7318,58.070,104
81,0,29420,Billy Horschel,70.925,6063,36.530,86
82,0,32640,Troy Merritt,70.942,6934,18.311,98
83,0,30692,Scott Stallings,70.952,5350,42.383,76
84,0,33399,Adam Hadwin,70.961,6245,- .466,88
85,0,31420,Anirban Lahiri,70.982,4770,56.785,68
86,0,33490,Bo Hoag,70.992,6129,47.286,87
87,0,35506,Mackenzie Hughes,71.018,6361,30.630,90
88,0,34256,Andrew Putnam,71.019,6273,47.716,89
89,0,27129,Luke List,71.020,6273,47.822,89
90,0,36871,Matthew NeSmith,71.021,6214,35.858,88
91,0,36801,Mark Hubbard,71.033,6763,56.157,96
92,0,22056,Cameron Percy,71.037,5419,50.869,77
92,0,27649,Brandt Snedeker,71.037,5937,30.120,84
94,0,30911,Tommy Fleetwood,71.046,4272,- 9.222,60
95,0,47347,Adam Schenk,71.054,7177,70.553,102
95,0,20396,Lee Westwood,71.054,4417,- 11.646,62
97,0,47993,Denny McCarthy,71.057,6653,26.316,94
98,0,48822,Sebastián Muñoz,71.073,7192,57.420,102
99,0,26476,Chez Reavie,71.075,5949,21.264,84
100,0,26331,Charl Schwartzel,71.088,6094,19.610,86
101,0,25818,Scott Piercy,71.100,5566,50.874,79
102,0,27770,Camilo Villegas,71.109,5434,41.371,77
103,0,53165,Doc Redman,71.123,5376,29.326,76
104,0,39953,Chase Seiffert,71.130,5509,39.125,78
105,0,34563,Chesson Hadley,71.134,5092,29.645,72
105,0,34174,John Huh,71.134,4105,20.746,58
107,0,23621,Rory Sabbatini,71.141,5308,27.546,75
108,0,36699,Patrick Rodgers,71.160,7223,35.351,102
109,0,34076,Joel Dahmen,71.162,5805,30.316,82
110,0,32139,Danny Willett,71.164,3367,- 22.270,47
111,0,30110,Kyle Stanley,71.167,6355,49.991,90
112,0,49298,Kramer Hickok,71.175,4884,27.101,69
112,0,32333,Kevin Tway,71.175,4365,47.820,62
114,0,35532,Tom Hoge,71.187,6784,49.911,96
114,0,37275,Sam Ryder,71.187,6081,41.084,86
116,0,51894,Vince Whaley,71.207,5648,48.579,80
117,0,33597,Harry Higgs,71.212,5646,50.972,80
117,0,34466,Peter Malnati,71.212,5668,28.990,80
119,0,32150,Michael Thompson,71.215,5241,28.880,74
120,0,29478,Kevin Kisner,71.216,5518,36.847,78
121,0,49771,J.T. Poston,71.221,5978,4.580,84
122,0,32791,K.H. Lee,71.227,7491,59.040,106
123,0,23108,Matt Kuchar,71.250,4669,33.528,66
124,0,25686,Jason Dufner,71.253,6109,18.796,86
125,0,30163,Henrik Norlander,71.264,5948,38.180,84
126,0,31323,Gary Woodland,71.279,5007,- 17.482,70
127,0,51766,Wyndham Clark,71.283,5541,19.061,78
128,0,39546,Keith Mitchell,71.286,5940,48.004,84
129,0,35449,Adam Long,71.288,5979,9.167,84
130,0,28775,Nate Lashley,71.302,5378,40.961,76
131,0,26851,Marc Leishman,71.303,5387,32.011,76
132,0,23325,Vaughn Taylor,71.322,5519,44.089,78
133,0,32102,Rickie Fowler,71.330,5565,- 1.225,78
133,0,32816,Satoshi Kodaira,71.330,5364,57.063,76
135,0,56278,Matthew Wolff,71.333,3901,22.313,55
136,0,29268,Bronson Burgoon,71.334,5095,41.064,72
137,0,34431,Robert Streb,71.335,5796,53.462,82
138,0,25493,Nick Taylor,71.344,6353,67.993,90
139,0,29518,Brendan Steele,71.383,5406,19.090,76
140,0,40042,Tyler McCumber,71.386,4839,15.245,68
141,0,26758,David Hearn,71.397,4539,30.381,64
142,0,35104,Tom Lewis,71.439,5701,14.105,80
143,0,29970,Dylan Frittelli,71.443,5129,14.889,72
144,0,34255,Joseph Bramlett,71.481,5525,50.511,78
145,0,22371,Aaron Baddeley,71.512,3817,44.666,54
146,0,35461,Beau Hossler,71.525,6246,48.167,88
147,0,26499,Rafa Cabrera Bello,71.556,5296,- .839,74
148,0,47128,Richy Werenski,71.567,6113,41.749,86
149,0,27936,Martin Laird,71.576,5690,36.092,80
150,0,24140,Sean O'Hair,71.577,3618,32.449,51
151,0,27942,Rob Oppenheim,71.595,5237,61.019,74
152,0,56762,Will Gordon,71.597,6260,40.544,88
153,0,33413,Ben Martin,71.604,3550,30.175,50
154,0,27330,Josh Teater,71.607,3394,43.159,48
155,0,46550,Brandon Hagy,71.609,5279,20.044,74
156,0,32662,Michael Gligic,71.614,5672,57.105,80
157,0,46435,Austin Cook,71.618,5101,55.522,72
158,0,23983,Luke Donald,71.656,3987,25.757,56
159,0,29926,Danny Lee,71.677,4221,7.947,59
160,0,33120,Mark Anderson,71.685,3962,52.374,56
161,0,48119,Ben Taylor,71.694,3541,43.683,50
162,0,31557,Jim Herman,71.700,4708,24.203,66
163,0,34264,Hudson Swafford,71.738,5824,58.512,82
164,0,29479,Scott Brown,71.754,5687,53.350,80
165,0,33948,Byeong Hun An,71.756,6008,19.498,84
166,0,24924,Bill Haas,71.763,3131,26.591,44
167,0,23788,D.J. Trahan,71.785,4702,35.804,66
168,0,45609,Tyler Duncan,71.788,6434,26.877,90
169,0,46441,Robby Shelton,71.807,5724,20.580,80
170,0,28420,Ryan Brehm,71.810,4126,38.956,58
171,0,39324,J.J. Spaun,71.855,5126,47.551,72
172,0,32254,Xinjun Zhang,71.862,4863,23.631,68
173,0,01810,Phil Mickelson,71.897,5323,- 2.603,74
174,0,33404,Chris Baker,71.899,3847,35.529,54
175,0,27554,Scott Harrington,71.913,5647,34.093,79
176,0,32070,Rafael Campos,71.919,4281,34.110,60
177,0,23623,Bo Van Pelt,71.970,5143,38.841,72
178,0,33410,Andrew Landry,72.044,4695,59.888,66
179,0,28679,Fabián Gómez,72.078,3865,27.210,54
180,0,52372,Cameron Champ,72.088,5354,52.627,75
181,0,25632,Jimmy Walker,72.121,5352,- 15.031,74
182,0,27556,Ted Potter Jr.,72.136,4869,36.259,68
183,0,35658,Kris Ventura,72.182,5027,25.724,70
184,0,19846,Brian Gay,72.193,5024,29.488,70
185,0,32618,Rhein Gibson,72.197,4012,31.021,56
186,0,27141,J.B. Holmes,72.208,3451,14.977,48
187,0,24357,K.J. Choi,72.301,3724,35.641,52
188,0,35230,Nelson Ledesma,72.469,3430,48.505,48
189,0,48045,Michael Gellerman,72.511,3361,47.029,47
190,0,34314,Sebastian Cappelen,72.557,3892,26.102,54
191,0,27974,Sung Kang,72.614,6217,27.828,86
192,0,27095,Nick Watney,72.787,3887,43.484,54
193,0,39975,Michael Kim,72.809,4975,48.798,69
194,0,34213,Grayson Murray,73.115,3560,22.638,49
195,0,35617,Martin Trainer,73.131,4283,31.718,59
196,0,24781,Hunter Mahan,73.201,4142,30.443,57
