RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
55,0,01559,Hale Irwin,2.86,212,740
55,0,01968,Nick Price,2.86,340,1190
55,0,02170,Hal Sutton,2.86,305,1066
59,0,01068,Andy Bean,2.85,220,772
60,0,01072,Chip Beck,2.84,277,976
60,0,01331,Rick Fehr,2.84,284,1000
60,0,01996,Mike Reid,2.84,220,775
60,0,02256,Tom Watson,2.84,186,654
64,0,01035,Tommy Armour III,2.83,313,1106
64,0,01928,Corey Pavin,2.83,357,1261
66,0,06197,Michael Allen,2.82,292,1037
66,0,01682,Wayne Levi,2.82,250,886
68,0,01006,John Adams,2.81,288,1024
68,0,01219,John Cook,2.81,325,1158
68,0,02185,Lance Ten Broeck,2.81,301,1072
71,0,01226,Fred Couples,2.80,254,907
71,0,01381,Fred Funk,2.80,268,958
71,0,01435,Wayne Grady,2.80,267,955
71,0,01444,Ken Green,2.80,281,1002
71,0,01783,Mark McCumber,2.80,279,996
76,0,01078,Jim Benepe,2.79,279,1000
77,0,02090,Tom Sieckmann,2.78,284,1022
77,0,02292,Bob Wolcott,2.78,283,1017
79,0,01132,Mark Brooks,2.77,368,1328
79,0,01133,Billy Ray Brown,2.77,278,1005
79,0,01197,Bobby Clampett,2.77,179,646
79,0,01235,Ben Crenshaw,2.77,219,790
79,0,01390,Buddy Gardner,2.77,333,1201
79,0,01633,Tom Kite,2.77,301,1087
79,0,06332,Neal Lancaster,2.77,242,875
79,0,02322,Richard Zokol,2.77,228,824
87,0,01151,Clark Burroughs,2.76,313,1133
87,0,01510,Nolan Henke,2.76,300,1087
87,0,01533,P.H. Horgan III,2.76,256,927
87,0,01878,Andy North,2.76,183,663
91,0,01468,Gary Hallberg,2.75,263,957
91,0,02099,Scott Simpson,2.75,196,712
91,0,02294,Willie Wood,2.75,210,763
94,0,01569,Peter Jacobsen,2.74,275,1002
94,0,01641,Gary Koch,2.74,174,635
94,0,01723,Andrew Magee,2.74,315,1149
94,0,01790,Pat McGowan,2.74,258,943
98,0,01040,Emlyn Aubrey,2.73,317,1162
98,0,01320,Bob Estes,2.73,300,1097
100,0,01303,Bob Eastwood,2.72,256,940
100,0,01385,Jim Gallagher Jr.,2.72,370,1361
102,0,01310,Dave Eichelberger,2.71,323,1190
102,0,01837,Gil Morgan,2.71,285,1051
102,0,01941,Tom Pernice Jr.,2.71,155,573
102,0,02067,Ted Schulz,2.71,377,1390
102,0,02111,Mike Smith,2.71,281,1035
102,0,02230,Stan Utley,2.71,313,1155
102,0,02246,Duffy Waldorf,2.71,272,1005
109,0,01196,Brian Claar,2.70,274,1016
109,0,01288,Ed Dougherty,2.70,230,853
109,0,01475,Donnie Hammond,2.70,224,829
109,0,01701,Bob Lohr,2.70,295,1091
113,0,01129,Bill Britton,2.69,307,1141
113,0,01639,Kenny Knox,2.69,295,1097
115,0,01323,Brad Fabel,2.68,281,1049
115,0,01771,Blaine McCallister,2.68,293,1092
115,0,02159,Curtis Strange,2.68,243,908
115,0,02167,Mike Sullivan,2.68,240,896
119,0,06142,Mitch Adcock,2.67,180,675
119,0,01106,Jim Booros,2.67,269,1009
119,0,01203,Russ Cochran,2.67,306,1148
119,0,02201,Jim Thorpe,2.67,281,1051
123,0,01715,Mark Lye,2.66,297,1117
123,0,02033,Dave Rummells,2.66,251,944
123,0,02087,Don Shirey Jr.,2.66,284,1069
126,0,01943,Chris Perry,2.65,296,1115
126,0,01975,Tom Purtzer,2.65,254,958
128,0,01201,Lennie Clements,2.64,248,941
128,0,01321,Tom Eubank,2.64,165,625
128,0,02101,Joey Sindelar,2.64,253,957
128,0,02224,Greg Twiggs,2.64,267,1012
132,0,01266,Clark Dennis,2.63,257,978
133,0,01549,Mike Hulbert,2.62,353,1347
133,0,02010,Loren Roberts,2.62,366,1397
133,0,02195,Leonard Thompson,2.62,280,1067
136,0,01154,Bill Buttner,2.61,259,992
136,0,02148,Ray Stewart,2.61,302,1158
138,0,01093,Ronnie Black,2.60,250,960
138,0,01200,Keith Clearwater,2.60,227,874
138,0,01835,Tommy Moore,2.60,263,1010
141,0,01060,Dave Barr,2.59,310,1197
141,0,01346,Ed Fiori,2.59,314,1213
141,0,02214,Kirk Triplett,2.59,234,904
144,0,01037,Dewey Arnette,2.58,171,663
144,0,01443,Hubert Green,2.58,184,712
146,0,01156,Curt Byrum,2.57,267,1038
146,0,06122,Greg Hickman,2.57,171,665
146,0,02241,Bobby Wadkins,2.57,332,1290
149,0,01418,Bill Glasson,2.56,194,758
150,0,01014,Fulton Allem,2.55,212,831
150,0,01306,David Edwards,2.55,220,864
150,0,01487,Jeff Hart,2.55,240,941
150,0,06128,Steve Lamontagne,2.55,254,996
150,0,06140,Sean Murphy,2.55,157,616
155,0,01489,Steve Hart,2.54,186,732
155,0,02215,Paul Trittler,2.54,249,982
155,0,02225,Howard Twitty,2.54,278,1094
158,0,01168,David Canipe,2.53,237,937
159,0,01157,Tom Byrum,2.52,248,985
160,0,01061,Ray Barr Jr.,2.51,160,637
161,0,06124,Patrick Burke,2.50,145,580
161,0,01736,Roger Maltbie,2.50,181,723
161,0,02267,D.A. Weibring,2.50,184,736
164,0,01607,Brian Kamm,2.49,138,554
164,0,01725,John Mahaffey,2.49,292,1171
164,0,06130,Jeffrey Wilson,2.49,214,860
167,0,01557,John Inman,2.48,281,1131
168,0,01507,Webb Heintzelman,2.47,264,1069
168,0,01891,David Ogrin,2.47,233,944
170,0,01458,Jerry Haas,2.46,254,1032
171,0,01307,Joel Edwards,2.45,246,1006
171,0,02118,J.C. Snead,2.45,205,836
173,0,01797,Rocco Mediate,2.44,264,1084
174,0,01333,Jack Ferenz,2.42,142,587
174,0,06284,Jim Hallet,2.42,334,1378
174,0,02180,Harry Taylor,2.42,171,707
177,0,06118,Greg Bruckner,2.41,258,1069
178,0,06144,John Dowdall,2.40,152,633
178,0,01469,Dan Halldorson,2.40,145,603
178,0,02190,Doug Tewell,2.40,240,1002
178,0,02298,Jim Woodward,2.40,205,853
182,0,01571,Barry Jaeckel,2.38,154,647
182,0,06136,Mike Schuchart,2.38,176,741
184,0,06150,Carl Cooper,2.36,149,632
184,0,01971,Dillard Pruitt,2.36,217,920
184,0,02023,Clarence Rose,2.36,229,970
184,0,02245,Grant Waite,2.36,191,809
188,0,01946,Peter Persons,2.33,271,1164
189,0,06132,Sonny Skinner,2.30,202,877
190,0,01935,Calvin Peete,2.26,168,744
191,0,01023,Jerry Anderson,2.04,128,627
192,0,06425,Rick Todd,1.92,115,598
