RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,06567,Vijay Singh,$376040,10905166
2,0,06522,Ernie Els,$361701,5787225
3,0,08793,Tiger Woods,$282393,5365472
4,0,01810,Phil Mickelson,$262946,5784822
5,0,20157,Retief Goosen,$242848,3885572
6,0,24502,Adam Scott,$232811,3724984
7,0,21209,Sergio Garcia,$179956,3239215
8,0,20229,Stewart Cink,$158938,4450270
9,0,20766,Padraig Harrington,$156856,1882276
10,0,01706,Davis Love III,$128128,3075092
11,0,19825,Darren Clarke,$125613,2009818
12,0,10423,Mike Weir,$125524,2761536
13,0,06004,Stephen Ames,$122340,3303205
14,0,20098,Stuart Appleby,$117969,2949234
15,0,01473,Todd Hamilton,$113473,3063778
16,0,06251,Chris DiMarco,$110068,2971842
17,0,01249,John Daly,$107250,2359506
18,0,02239,Scott Verplank,$98566,2365592
19,0,02206,David Toms,$98230,2357530
20,0,23621,Rory Sabbatini,$96169,2500397
21,0,20433,Mark Hensby,$93750,2718765
22,0,01457,Jay Haas,$90070,2071626
23,0,12680,Shigeki Maruyama,$88526,2301692
24,0,10944,Thomas Bjørn,$87566,1050803
25,0,01226,Fred Couples,$87256,1396108
26,0,24357,K.J. Choi,$86573,2077775
27,0,08075,Jerry Kelly,$86076,2496221
28,0,01945,Kenny Perry,$84871,1952043
29,0,01920,Craig Parry,$81786,1308585
30,0,12510,Chad Campbell,$80892,2264984
31,0,12662,Thomas Levet,$80860,404304
32,0,24024,Zach Johnson,$80589,2417684
33,0,07457,Steve Flesch,$79412,2461787
34,0,23983,Luke Donald,$78393,1646267
35,0,01724,Jeff Maggert,$76394,1527883
36,0,01527,Scott Hoch,$72903,1239360
37,0,01381,Fred Funk,$72542,2103730
38,0,12823,Carlos Franco,$72422,1955394
39,0,19906,Gary Evans,$71346,71346
40,0,01677,Tom Lehman,$70698,1343276
41,0,20094,Jonathan Kaye,$67813,1695332
42,0,20572,Rod Pampling,$66835,1737725
43,0,12782,Tim Herron,$66445,1727576
44,0,02214,Kirk Triplett,$65267,1566425
45,0,12660,Jesper Parnevik,$64588,1550134
46,0,01666,Bernhard Langer,$62905,943589
47,0,10860,Justin Leonard,$61240,1531022
48,0,20628,Arron Oberholser,$58931,1355433
49,0,10885,Robert Allenby,$58212,1513536
50,0,21805,Harrison Frazar,$57870,1446763
51,0,25034,James McLean,$57324,57324
52,0,02246,Duffy Waldorf,$57227,1487911
53,0,21961,Charles Howell III,$56782,1703484
54,0,22405,Justin Rose,$56216,1236764
55,0,20127,Chris Riley,$56205,1292731
56,0,20472,Alex Cejka,$54728,1313483
57,0,23165,Takashi Kamiyama,$54305,54305
58,0,01968,Nick Price,$53072,796086
59,0,21731,Freddie Jacobson,$52460,1259048
60,0,23623,Bo Van Pelt,$51794,1553824
61,0,07867,Woody Austin,$51585,1495980
62,0,02101,Joey Sindelar,$49576,1536880
63,0,10809,Jim Furyk,$49405,691675
64,0,25345,Carl Pettersson,$48855,1367961
65,0,20382,Stephen Leaney,$48606,1166559
66,0,23320,Ryan Palmer,$48252,1592344
67,0,20396,Lee Westwood,$47899,526899
68,0,01941,Tom Pernice Jr.,$47589,1475273
69,0,22046,Geoff Ogilvy,$47573,1236909
70,0,25364,Paul Casey,$47085,517939
71,0,21959,Ted Purdy,$46767,1636876
72,0,11032,Frank Lickliter II,$46638,1259233
73,0,01320,Bob Estes,$45481,1046064
74,0,02010,Loren Roberts,$45394,998677
75,0,21949,Joe Ogilvie,$45105,1443362
76,0,01553,John Huston,$43713,874279
77,0,23325,Vaughn Taylor,$43571,1176433
78,0,12461,Paul McGinley,$43020,215100
79,0,23135,Tim Clark,$42622,1108189
80,0,01707,Steve Lowery,$42544,1191245
81,0,24925,Jonathan Byrd,$41969,1133164
82,0,01142,Bart Bryant,$41833,962167
83,0,01619,Skip Kendall,$41601,1206438
84,0,12645,Brent Geiberger,$40638,1259779
85,0,20580,Andre Stolz,$40418,808373
86,0,19972,José Coceres,$38959,779196
87,0,20498,Briny Baird,$38550,1156517
88,0,23541,Ben Crane,$38405,1036957
89,0,01928,Corey Pavin,$38345,881938
90,0,07223,Brian Bateman,$38302,919254
91,0,22548,Patrick Sheehan,$37404,1234344
92,0,01948,Tim Petrovic,$37292,1193354
93,0,02223,Bob Tway,$37175,966552
94,0,06575,Dudley Hart,$37158,854638
95,0,06621,Joe Durant,$36636,952547
96,0,01329,Brad Faxon,$36317,1016898
97,0,02104,Jeff Sluman,$35986,1007635
98,0,12389,Barry Lane,$35267,105801
99,0,06515,Shaun Micheel,$35182,949918
100,0,23042,Kim Felton,$35111,35111
101,0,01157,Tom Byrum,$34925,873139
102,0,23497,Tag Ridings,$34625,623262
103,0,22293,Heath Slocum,$34414,1066836
104,0,06595,Kevin Sutherland,$34398,928759
105,0,02166,Chip Sullivan,$34250,34250
106,0,01577,Lee Janzen,$33499,837481
107,0,19881,Robert Damron,$33335,933388
108,0,10201,Matt Gogel,$32684,817117
109,0,01927,Dennis Paulson,$32239,677034
110,0,01887,Mark O'Meara,$31992,543865
111,0,08375,Paul Stankowski,$31633,442872
112,0,06197,Michael Allen,$31531,882872
113,0,24924,Bill Haas,$31525,315259
114,0,26950,John Morgan,$30439,487032
115,0,01035,Tommy Armour III,$30165,844634
116,0,01161,Mark Calcavecchia,$29911,717875
117,0,25349,Tim Wilkinson,$29820,29820
118,0,20848,Ángel Cabrera,$29729,237838
119,0,20548,Hidemichi Tanaka,$29452,795205
120,0,20634,Peter Lonard,$29356,675189
121,0,10585,Scott McCarron,$29285,790719
122,0,06373,José María Olazábal,$29120,495050
123,0,23353,J.J. Henry,$28294,848823
124,0,01682,Wayne Levi,$28162,28162
125,0,25396,Kevin Na,$28161,901158
126,0,21461,Kenneth Ferrie,$27714,27714
126,0,19983,Andy Oldcorn,$27714,27714
128,0,06573,Brandt Jobe,$27545,247911
