RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,23108,Matt Kuchar,23
2,0,28089,Jason Day,21
3,0,21209,Sergio Garcia,17
4,0,24502,Adam Scott,16
4,0,08793,Tiger Woods,16
6,0,06527,Steve Stricker,13
7,0,29221,Webb Simpson,11
7,0,21528,Henrik Stenson,11
9,0,31323,Gary Woodland,10
10,0,33141,Keegan Bradley,9
10,0,23638,Brendon de Jonge,9
10,0,24024,Zach Johnson,9
10,0,27408,Martin Kaymer,9
10,0,26289,Boo Weekley,9
15,0,26596,Ryan Moore,8
15,0,27214,Kevin Streelman,8
15,0,20396,Lee Westwood,8
18,0,20098,Stuart Appleby,7
18,0,24357,K.J. Choi,7
18,0,25686,Jason Dufner,7
18,0,10809,Jim Furyk,7
18,0,24781,Hunter Mahan,7
18,0,01810,Phil Mickelson,7
18,0,23621,Rory Sabbatini,7
18,0,28780,Nicholas Thompson,7
26,0,27895,Jonas Blixt,6
26,0,26758,David Hearn,6
26,0,32839,Hideki Matsuyama,6
26,0,27933,John Merrick,6
26,0,25818,Scott Piercy,6
26,0,22405,Justin Rose,6
32,0,20376,Stephen Gallacher,5
32,0,12716,Charley Hoffman,5
32,0,27503,Steve LeBrun,5
32,0,22961,David Mathis,5
32,0,28237,Rory McIlroy,5
32,0,34046,Jordan Spieth,5
32,0,27770,Camilo Villegas,5
39,0,26499,Rafa Cabrera Bello,4
39,0,32200,Roberto Castro,4
39,0,32366,Kevin Chappell,4
39,0,28455,Will Claxton,4
39,0,01226,Fred Couples,4
39,0,27436,Graham DeLaet,4
39,0,23983,Luke Donald,4
39,0,01320,Bob Estes,4
39,0,28307,Matt Every,4
39,0,30750,Tommy Gainey,4
39,0,34174,John Huh,4
39,0,26851,Marc Leishman,4
39,0,23800,Bryce Molder,4
39,0,26331,Charl Schwartzel,4
39,0,22293,Heath Slocum,4
39,0,27963,Chris Stroud,4
39,0,27095,Nick Watney,4
56,0,19846,Brian Gay,3
56,0,29420,Billy Horschel,3
56,0,21961,Charles Howell III,3
56,0,22378,Trevor Immelman,3
56,0,19958,Miguel Angel Jiménez,3
56,0,30925,Dustin Johnson,3
56,0,30944,Jason Kokrak,3
56,0,33204,Shane Lowry,3
56,0,25198,Francesco Molinari,3
56,0,20645,John Senden,3
56,0,27649,Brandt Snedeker,3
56,0,26679,Kevin Stadler,3
56,0,25834,Daniel Summerhays,3
56,0,23325,Vaughn Taylor,3
56,0,30927,Brendon Todd,3
56,0,02206,David Toms,3
56,0,25804,Bubba Watson,3
73,0,30978,Kiradech Aphibarnrat,2
73,0,24846,Ricky Barnes,2
73,0,20848,Ángel Cabrera,2
73,0,20229,Stewart Cink,2
73,0,19825,Darren Clarke,2
73,0,21753,Brian Davis,2
73,0,08931,Glen Day,2
73,0,06251,Chris DiMarco,2
73,0,06522,Ernie Els,2
73,0,34099,Harris English,2
73,0,01388,Robert Gamez,2
73,0,08725,Tom Gillis,2
73,0,24924,Bill Haas,2
73,0,24604,Hunter Haas,2
73,0,34098,Russell Henley,2
73,0,31557,Jim Herman,2
73,0,30852,Ryo Ishikawa,2
73,0,24511,Thongchai Jaidee,2
73,0,19970,Robert Karlsson,2
73,0,01619,Skip Kendall,2
73,0,39975,Michael Kim,2
73,0,30926,Chris Kirk,2
73,0,30711,Colt Knost,2
73,0,33122,Russell Knox,2
73,0,35879,Kelly Kraft,2
73,0,39531,Ken Looper,2
73,0,01717,Sandy Lyle,2
73,0,33199,Matteo Manassero,2
73,0,25572,Graeme McDowell,2
73,0,24490,George McNeill,2
73,0,22046,Geoff Ogilvy,2
73,0,33968,Thorbjørn Olesen,2
73,0,28475,Jeff Overton,2
73,0,35541,John Peterson,2
73,0,25240,D.A. Points,2
73,0,24138,Ian Poulter,2
73,0,34360,Patrick Reed,2
73,0,20127,Chris Riley,2
73,0,25457,Alexandre Rocha,2
73,0,07013,Wes Short Jr.,2
73,0,30692,Scott Stallings,2
73,0,29518,Brendan Steele,2
73,0,34431,Robert Streb,2
73,0,27330,Josh Teater,2
73,0,32150,Michael Thompson,2
73,0,33419,Cameron Tringale,2
73,0,26668,Marc Turnesa,2
73,0,32139,Danny Willett,2
73,0,12602,Dean Wilson,2
